year,stcd,inc,dv,dvp,fr,redist,dpres,incwin,inc3,decade,ptynow,cprescat,cexpx,split,state,midterm,preswin,south,iexpx
1954,1508,0,36.200001,,0,0,31.200001,1,-1,50,-1,-2,,0,15,1,0,0,
1954,1601,1,45.700001,51.5,1,0,28.700001,0,1,50,1,2,,0,16,1,0,0,
1954,1602,0,45.299999,42.700001,0,0,38.700001,1,-1,50,-1,-2,,0,16,1,0,0,
1954,1603,0,44.599998,40.5,0,0,35.5,1,-1,50,-1,-2,,0,16,1,0,0,
1954,1604,0,43.799999,40.599998,0,0,28.5,1,-1,50,-1,-2,,0,16,1,0,0,
1954,1605,0,35.099998,29.1,0,0,28.5,1,-1,50,-1,-2,,0,16,1,0,0,
1954,1606,0,46.700001,37.5,0,0,23.6,1,-1,50,-1,-2,,0,16,1,0,0,
1954,1701,1,,65.800003,0,0,61.400002,1,1,50,1,-2,,0,17,1,1,0,
1954,1702,1,,54.400002,1,0,52.599998,1,1,50,1,-2,,0,17,1,1,0,
1954,1703,0,49.799999,45.799999,1,0,45.400002,1,-1,50,-1,0,,0,17,1,0,0,
1954,1704,1,,55.900002,0,0,52.299999,1,1,50,1,-2,,0,17,1,1,0,
1954,1705,1,61,55.400002,0,0,49.799999,1,1,50,1,-2,,1,17,1,0,0,
1954,1706,1,60.900002,56.299999,0,0,54.599998,1,1,50,1,-2,,0,17,1,1,0,
1954,1707,1,60.400002,58.200001,0,0,57.099998,1,1,50,1,-2,,0,17,1,1,0,
1954,1708,3,36.400002,31.1,9,0,33.599998,,0,50,-1,,,0,17,1,0,0,
1954,1801,1,82.300003,66.400002,0,0,51.700001,1,1,50,1,-2,,0,18,1,1,1,
1954,1802,1,,,0,0,51.5,1,1,50,1,-2,,0,18,1,1,1,
1954,1803,1,,,0,0,52,1,1,50,1,-2,,0,18,1,1,1,
1954,1804,1,,,0,0,40.200001,1,1,50,1,2,,1,18,1,0,1,
1954,1805,1,,,0,0,53.900002,1,1,50,1,-2,,0,18,1,1,1,
1954,1806,1,,,0,0,58.700001,1,1,50,1,-2,,0,18,1,1,1,
1954,1807,1,,,1,0,57.099998,1,1,50,1,-2,,0,18,1,1,1,
1954,1808,1,,,1,0,59.299999,1,1,50,1,-2,,0,18,1,1,1,
1954,1901,0,47.900002,38.400002,0,0,35.299999,1,-1,50,-1,-2,,0,19,1,0,0,
1954,1902,0,46,33.200001,0,0,35.299999,1,-1,50,-1,-2,,0,19,1,0,0,
1954,1903,0,39.5,23.799999,1,0,29.6,1,-1,50,-1,-2,,0,19,1,0,0,
1954,2001,0,44.5,39,0,0,42.799999,1,-1,50,-1,0,,0,20,1,0,0,
1954,2002,0,43.900002,38.599998,0,0,36.799999,1,-1,50,-1,-2,,0,20,1,0,0,
1954,2003,1,,70.900002,0,0,61.799999,1,1,50,1,-2,,0,20,1,1,0,
1954,2004,1,57.200001,54.700001,0,0,46.299999,1,1,50,1,0,,1,20,1,0,0,
1954,2005,0,53.700001,49.599998,1,0,42.900002,0,-1,50,-1,0,,1,20,1,0,0,
1954,2006,0,48.599998,42.200001,1,0,38.900002,1,-1,50,-1,-2,,0,20,1,0,0,
1954,2007,1,54.5,51.400002,1,0,48.700001,1,1,50,1,-2,,1,20,1,0,0,
1954,2101,0,44.400002,32.799999,0,0,42.299999,1,-1,50,-1,-2,,0,21,1,0,0,
1954,2102,1,59.599998,51.900002,1,0,46.200001,1,1,50,1,0,,1,21,1,0,0,
1954,2103,1,,67.5,0,0,50.900002,1,1,50,1,-2,,0,21,1,1,0,
1954,2104,1,57.099998,54.700001,0,0,42.900002,1,1,50,1,0,,1,21,1,0,0,
1954,2105,0,,23.9,0,0,40.299999,1,-1,50,-1,-2,,0,21,1,0,0,
1954,2106,0,28.799999,,0,0,38.299999,1,-1,50,-1,-2,,0,21,1,0,0,
1954,2107,1,,75.300003,0,0,58.700001,1,1,50,1,-2,,0,21,1,1,0,
1954,2108,0,53.200001,48.900002,0,0,41.700001,0,-1,50,-1,-2,,1,21,1,0,0,
1954,2109,0,43.400002,40.700001,0,0,36.799999,1,-1,50,-1,-2,,0,21,1,0,0,
1954,2110,0,49.299999,45.400002,1,0,43.799999,1,-1,50,-1,0,,0,21,1,0,0,
1954,2111,1,78.199997,69.599998,1,0,62.799999,1,1,50,1,-2,,0,21,1,1,0,
1954,2112,1,,82.199997,0,0,65.599998,1,1,50,1,-2,,0,21,1,1,0,
1954,2113,0,42,39.400002,0,0,38.200001,1,-1,50,-1,-2,,0,21,1,0,0,
1954,2114,0,38,36.599998,0,0,41.700001,1,-1,50,-1,-2,,0,21,1,0,0,
1954,2201,1,88.699997,84.599998,0,0,80.900002,1,1,50,1,-2,,0,22,1,1,0,
1954,2202,0,40.099998,36.400002,0,0,33.299999,1,-1,50,-1,-2,,0,22,1,0,0,
1954,2203,3,40.299999,37.799999,9,0,32.5,,0,50,-1,,,0,22,1,0,0,
1954,2204,0,37.700001,33.099998,0,0,31.5,1,-1,50,-1,-2,,0,22,1,0,0,
1954,2205,0,36.700001,33.599998,0,0,35.099998,1,-1,50,-1,-2,,0,22,1,0,0,
1954,2206,0,51.299999,47.200001,1,0,40.5,0,-1,50,-1,-2,,1,22,1,0,0,
1954,2207,0,47.099998,39.599998,0,0,35.700001,1,-1,50,-1,-2,,0,22,1,0,0,
1954,2208,0,37.099998,33.099998,0,0,30.700001,1,-1,50,-1,-2,,0,22,1,0,0,
1954,2209,0,44.099998,40.299999,0,0,37.200001,1,-1,50,-1,-2,,0,22,1,0,0,
1954,2210,0,38.599998,32.5,1,0,30.6,1,-1,50,-1,-2,,0,22,1,0,0,
1954,2211,0,45.099998,40.700001,1,0,36.700001,1,-1,50,-1,-2,,0,22,1,0,0,
1954,2212,0,44.099998,41.799999,0,0,46.200001,1,-1,50,-1,0,,0,22,1,0,0,
1954,2213,2,66.099998,64.800003,9,0,62.799999,,0,50,1,,,0,22,1,1,0,
1954,2214,1,58.200001,53.099998,0,0,49,1,1,50,1,-2,,1,22,1,0,0,
1954,2215,1,72.699997,66.699997,0,0,62.799999,1,1,50,1,-2,,0,22,1,1,0,
1954,2216,1,68,60.900002,0,0,56.700001,1,1,50,1,-2,,0,22,1,1,0,
1954,2217,0,52.299999,47,1,0,42.400002,0,-1,50,-1,-2,,1,22,1,0,0,
1954,2218,0,46.099998,43.700001,0,0,39,1,-1,50,-1,-2,,0,22,1,0,0,
1954,2301,0,39.099998,30.6,0,0,34.099998,1,-1,50,-1,-2,,0,23,1,0,0,
1954,2302,0,42.099998,32.299999,0,0,33.200001,1,-1,50,-1,-2,,0,23,1,0,0,
1954,2303,1,54.400002,52.200001,0,0,49.299999,1,1,50,1,-2,,1,23,1,0,0,
1954,2304,1,63,61.700001,0,0,55.599998,1,1,50,1,-2,,0,23,1,1,0,
1954,2305,0,44.200001,40.799999,0,0,43.5,1,-1,50,-1,0,,0,23,1,0,0,
1954,2306,1,61.900002,52.599998,0,0,38.5,1,1,50,1,2,,1,23,1,0,0,
1954,2307,0,47.400002,37.400002,0,0,39.099998,1,-1,50,-1,-2,,0,23,1,0,0,
1954,2308,1,71.800003,62.5,0,0,61.5,1,1,50,1,-2,,0,23,1,1,0,
1954,2309,0,51.200001,39.5,0,0,43,0,-1,50,-1,0,,1,23,1,0,0,
1954,2401,1,,,0,0,67.300003,1,1,50,1,-2,,0,24,1,1,1,
1954,2402,1,,,0,0,72,1,1,50,1,-2,,0,24,1,1,1,
1954,2403,1,,87.199997,0,0,50.099998,1,1,50,1,-2,,0,24,1,1,1,
1954,2404,1,,,0,0,48.799999,1,1,50,1,-2,,1,24,1,0,1,
1954,2405,1,,94.099998,0,0,68.300003,1,1,50,1,-2,,0,24,1,1,1,
1954,2406,1,,,0,0,58.5,1,1,50,1,-2,,0,24,1,1,1,
1954,2501,1,66.300003,64.199997,0,0,59.900002,1,1,50,1,-2,,0,25,1,1,0,
1954,2502,0,45.299999,43.099998,0,0,43.700001,1,-1,50,-1,0,,0,25,1,0,0,
1954,2503,1,71,64.800003,1,0,65.599998,1,1,50,1,-2,,0,25,1,1,0,
1954,2504,0,51.599998,46.700001,1,0,45.099998,0,-1,50,-1,0,,1,25,1,0,0,
1954,2505,1,58.900002,56,0,0,53.400002,1,1,50,1,-2,,0,25,1,1,0,
1954,2506,0,53.599998,47.599998,1,0,44.200001,0,-1,50,-1,0,,1,25,1,0,0,
1954,2507,0,46.400002,38.299999,0,0,35.099998,1,-1,50,-1,-2,,0,25,1,0,0,
1954,2508,1,57.200001,52.799999,0,0,49.400002,1,1,50,1,-2,,1,25,1,0,0,
1954,2509,1,59,54.700001,0,0,47.799999,1,1,50,1,-2,,1,25,1,0,0,
1954,2510,1,63.900002,60.700001,0,0,54.599998,1,1,50,1,-2,,0,25,1,1,0,
1954,2511,1,55.299999,50.400002,0,0,44.799999,1,1,50,1,0,,1,25,1,0,0,
1954,2601,1,56,50.700001,1,0,42.799999,1,1,50,1,0,,1,26,1,0,0,
1954,2602,3,49.400002,38,9,0,39,,0,50,-1,,,0,26,1,0,0,
1954,2701,3,41.400002,28,9,0,28.4,,0,50,-1,,,0,27,1,0,0,
1954,2702,3,47.099998,43.900002,9,0,41.700001,,0,50,-1,,,0,27,1,0,0,
1954,2703,0,34.799999,28.200001,1,0,26.700001,1,-1,50,-1,-2,,0,27,1,0,0,
1954,2704,0,29.6,26.700001,0,0,26.1,1,-1,50,-1,-2,,0,27,1,0,0,
1954,2801,0,45.5,49.5,1,0,38.599998,1,-1,50,-1,-2,,0,28,1,0,0,
1954,2901,0,49.799999,39.799999,0,0,41.299999,1,-1,50,-1,-2,,0,29,1,0,0,
1954,2902,3,39.599998,33.5,9,0,36.599998,,0,50,-1,,,0,29,1,0,0,
1954,3001,0,45.5,44.799999,0,0,51.099998,1,-1,50,-1,2,,1,30,1,1,0,
1954,3002,0,36.400002,36.599998,0,0,41.599998,1,-1,50,-1,-2,,0,30,1,0,0,
1954,3003,0,42.400002,35.200001,0,0,37.599998,1,-1,50,-1,-2,,0,30,1,0,0,
1954,3004,2,58.400002,54.700001,9,0,51,,0,50,1,,,0,30,1,1,0,
1954,3005,0,40.700001,37.799999,1,0,38,1,-1,50,-1,-2,,0,30,1,0,0,
1954,3006,1,57.200001,50.799999,2,0,39.5,1,1,50,1,2,,1,30,1,0,0,
1954,3007,0,36.799999,31.700001,0,0,31.700001,1,-1,50,-1,-2,,0,30,1,0,0,
1954,3008,0,45.099998,35.900002,0,0,45.700001,1,-1,50,-1,0,,0,30,1,0,0,
1954,3009,0,39.799999,33.599998,1,0,32.799999,1,-1,50,-1,-2,,0,30,1,0,0,
1954,3010,1,63.400002,57.599998,0,0,46.700001,1,1,50,1,-2,,1,30,1,0,0,
1954,3011,1,57.700001,53,0,0,47.799999,1,1,50,1,-2,,1,30,1,0,0,
1954,3012,0,46.900002,45.200001,0,0,45.599998,1,-1,50,-1,0,,0,30,1,0,0,
1954,3013,1,69.300003,57.299999,0,0,56.599998,1,1,50,1,-2,,0,30,1,1,0,
1954,3014,2,64.099998,53.099998,9,0,49.5,,0,50,1,,,1,30,1,0,0,
1954,3101,1,,,0,0,44.400002,1,1,50,1,0,,1,31,1,0,0,
1954,3102,1,,,0,0,44.400002,1,1,50,1,0,,1,31,1,0,0,
1954,3201,0,36.799999,39.400002,1,0,25.700001,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3202,0,36,29.200001,1,0,28.9,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3203,0,41.700001,32.200001,1,0,31.700001,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3204,0,42.599998,36.5,0,0,37,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3205,0,45.900002,45.900002,1,0,38.700001,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3206,1,54.5,50.200001,1,0,48.900002,1,1,50,1,-2,,1,32,1,0,0,
1954,3207,1,59,51.900002,0,0,43.700001,1,1,50,1,0,,1,32,1,0,0,
1954,3208,2,77.699997,66.699997,9,0,61.799999,,0,50,1,,,0,32,1,1,0,
1954,3209,1,72.199997,63.099998,0,0,59.5,1,1,50,1,-2,,0,32,1,1,0,
1954,3210,1,78.099998,71.199997,0,0,68.400002,1,1,50,1,-2,,0,32,1,1,0,
1954,3211,1,83.5,77.400002,0,0,74.599998,1,1,50,1,-2,,0,32,1,1,0,
1954,3212,0,48.700001,46.400002,1,0,45.200001,1,-1,50,-1,0,,0,32,1,0,0,
1954,3213,1,80.300003,71.099998,0,0,69.099998,1,1,50,1,-2,,0,32,1,1,0,
1954,3214,1,74,65.900002,0,0,58.400002,1,1,50,1,-2,,0,32,1,1,0,
1954,3215,0,48.200001,41.799999,1,0,32.5,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3216,1,83,82,0,0,83,1,1,50,1,-2,,0,32,1,1,0,
1954,3217,0,49.799999,41.700001,0,0,42.400002,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3218,0,,,0,0,57,1,-1,50,-1,2,,1,32,1,1,0,
1954,3219,1,74.599998,69,0,0,66.300003,1,1,50,1,-2,,0,32,1,1,0,
1954,3220,2,68.699997,62.099998,9,0,59.700001,,0,50,1,,,0,32,1,1,0,
1954,3221,3,67.800003,34.400002,9,0,63,,0,50,-1,,,0,32,1,1,0,
1954,3222,1,79.199997,70,0,0,71.5,1,1,50,1,-2,,0,32,1,1,0,
1954,3223,1,85.400002,77.099998,0,0,71.800003,1,1,50,1,-2,,0,32,1,1,0,
1954,3224,1,68.699997,58.599998,0,0,63.5,1,1,50,1,-2,,0,32,1,1,0,
1954,3225,0,46.099998,44.599998,1,0,42.5,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3226,0,36,32.200001,0,0,32.400002,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3227,0,42.799999,41.099998,0,0,32.700001,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3228,0,33.5,34.099998,0,0,30.4,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3229,0,32.299999,28.799999,0,0,28.6,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3230,1,61.200001,53.900002,1,0,45.5,1,1,50,1,0,,1,32,1,0,0,
1954,3231,0,33.799999,27.9,0,0,27.700001,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3232,0,38.5,,0,0,32.200001,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3233,0,30.700001,29.799999,0,0,30.799999,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3234,0,40.599998,40.099998,0,0,36.299999,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3235,0,36.400002,36.599998,0,0,35,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3236,0,31.6,30,0,0,26.6,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3237,0,28.299999,30.5,0,0,28.1,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3238,0,28.1,30.4,0,0,39.200001,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3239,0,35.200001,34.099998,0,0,35.400002,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3240,0,37.900002,40.299999,0,0,40.799999,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3241,0,36.900002,44.099998,0,0,45.200001,1,-1,50,-1,0,,0,32,1,0,0,
1954,3242,0,42.400002,44.700001,1,0,43.200001,1,-1,50,-1,0,,0,32,1,0,0,
1954,3243,0,34.099998,32.599998,0,0,31.4,1,-1,50,-1,-2,,0,32,1,0,0,
1954,3301,1,92.5,,0,0,76.300003,1,1,50,1,-2,,0,33,1,1,1,
1954,3302,1,,94.800003,1,0,81.199997,1,1,50,1,-2,,0,33,1,1,1,
1954,3303,1,77.300003,76.099998,0,0,64.099998,1,1,50,1,-2,,0,33,1,1,1,
1954,3304,1,,75.300003,0,0,62.099998,1,1,50,1,-2,,0,33,1,1,1,
1954,3305,1,66.199997,,0,0,55.900002,1,1,50,1,-2,,0,33,1,1,1,
1954,3306,1,74.199997,69.5,0,0,52.599998,1,1,50,1,-2,,0,33,1,1,1,
1954,3307,1,81.199997,,0,0,60.099998,1,1,50,1,-2,,0,33,1,1,1,
1954,3308,1,59.099998,59.799999,0,0,51.099998,1,1,50,1,-2,,0,33,1,1,1,
1954,3309,1,52.200001,51.5,1,0,41.900002,1,1,50,1,2,,1,33,1,0,1,
1954,3310,0,42.5,42.599998,1,0,41,1,-1,50,-1,-2,,0,33,1,0,1,
1954,3311,1,67.5,63,0,0,50.009998,1,1,50,1,-2,,0,33,1,1,1,
1954,3312,1,61.5,56.900002,1,0,48.5,1,1,50,1,-2,,1,33,1,0,1,
1954,3401,0,,,0,0,29,1,-1,50,-1,-2,,0,34,1,0,0,
1954,3402,0,,,0,0,29,1,-1,50,-1,-2,,0,34,1,0,0,
1954,3501,0,35.700001,38.400002,1,0,39.299999,1,-1,50,-1,-2,,0,35,1,0,0,
1954,3502,0,41.599998,43.400002,0,0,41.5,1,-1,50,-1,-2,,0,35,1,0,0,
1954,3503,0,47.400002,48.900002,1,0,46.400002,1,-1,50,-1,0,,0,35,1,0,0,
1954,3504,0,32.400002,31.700001,0,0,35.099998,1,-1,50,-1,-2,,0,35,1,0,0,
1954,3505,0,40.5,36.900002,0,0,31.799999,1,-1,50,-1,-2,,0,35,1,0,0,
1954,3506,1,52.200001,50.099998,0,0,43.099998,1,1,50,1,0,,1,35,1,0,0,
1954,3507,0,36.099998,,0,0,37.400002,1,-1,50,-1,-2,,0,35,1,0,0,
1954,3508,0,37,31.299999,0,0,31.5,1,-1,50,-1,-2,,0,35,1,0,0,
1954,3509,9,52,,9,0,48.299999,,,50,0,,,1,35,1,0,0,
1954,3510,0,38.299999,36,0,0,39.400002,1,-1,50,-1,-2,,0,35,1,0,0,
1954,3511,0,34.700001,41.200001,1,0,42.200001,1,-1,50,-1,-2,,0,35,1,0,0,
1954,3512,0,38.5,37.799999,0,0,39.700001,1,-1,50,-1,-2,,0,35,1,0,0,
1954,3513,3,40.900002,41.200001,9,0,37.200001,,0,50,-1,,,0,35,1,0,0,
1954,3514,0,45.400002,41.5,0,0,49.5,1,-1,50,-1,2,,0,35,1,0,0,
1954,3515,2,46,64.300003,9,0,37.700001,,0,50,1,,,0,35,1,0,0,
1954,3516,0,41.700001,45.599998,0,0,41.700001,1,-1,50,-1,-2,,0,35,1,0,0,
1954,3517,0,35.400002,31.799999,0,0,34.099998,1,-1,50,-1,-2,,0,35,1,0,0,
1954,3518,1,57.299999,55.799999,0,0,51,1,1,50,1,-2,,0,35,1,1,0,
1954,3519,1,67.5,66.300003,0,0,55.799999,1,1,50,1,-2,,0,35,1,1,0,
1954,3520,1,67.699997,65.199997,0,0,52.700001,1,1,50,1,-2,,0,35,1,1,0,
1954,3521,2,76,68.599998,9,0,67.300003,,0,50,1,,,0,35,1,1,0,
1954,3522,0,41.700001,41.200001,0,0,44,1,-1,50,-1,0,,0,35,1,0,0,
1954,3523,3,32.5,35.5,9,0,30.6,,0,50,-1,,,0,35,1,0,0,
1954,3601,0,41.200001,41.400002,0,0,43.799999,1,-1,50,-1,0,,0,36,1,0,0,
1954,3602,1,64.699997,60.400002,1,0,48.599998,1,1,50,1,-2,,1,36,1,0,0,
1954,3603,1,83.300003,77.900002,0,0,62.900002,1,1,50,1,-2,,0,36,1,1,0,
1954,3604,1,,59.099998,0,0,47.900002,1,1,50,1,-2,,1,36,1,0,0,
1954,3605,1,66,62.400002,0,0,43.5,1,1,50,1,0,,1,36,1,0,0,
1954,3606,1,69.300003,63.299999,0,0,46.299999,1,1,50,1,0,,1,36,1,0,0,
1954,3701,0,37,32,0,0,36.099998,1,-1,50,-1,-2,,0,37,1,0,0,
1954,3702,0,47.400002,41.5,1,0,37.900002,1,-1,50,-1,-2,,0,37,1,0,0,
1954,3703,3,52.400002,46,9,0,45,,0,50,-1,,,1,37,1,0,0,
1954,3704,0,44.099998,33.700001,0,0,36.099998,1,-1,50,-1,-2,,0,37,1,0,0,
1954,3801,1,61.5,68.199997,0,0,66.699997,1,1,50,1,-2,,0,38,1,1,0,
1954,3802,1,61.200001,61.799999,0,0,60.200001,1,1,50,1,-2,,0,38,1,1,0,
1954,3803,1,55.400002,58.400002,1,0,57.299999,1,1,50,1,-2,,0,38,1,1,0,
1954,3804,1,65.800003,70.199997,0,0,69.699997,1,1,50,1,-2,,0,38,1,1,0,
1954,3805,1,55,54.200001,0,0,53.400002,1,1,50,1,-2,,0,38,1,1,0,
1954,3806,0,49.400002,48.200001,0,0,48.099998,1,-1,50,-1,2,,0,38,1,0,0,
1954,3807,0,39.099998,38.299999,0,0,38.400002,1,-1,50,-1,-2,,0,38,1,0,0,
1954,3808,0,48.799999,40.700001,1,0,40.299999,1,-1,50,-1,-2,,0,38,1,0,0,
1954,3809,0,37.400002,33.799999,0,0,32.5,1,-1,50,-1,-2,,0,38,1,0,0,
1954,3810,0,49.5,46.400002,1,0,44.700001,1,-1,50,-1,0,,0,38,1,0,0,
1954,3811,0,50.900002,49.799999,1,0,45.200001,0,-1,50,-1,0,,1,38,1,0,0,
1954,3812,0,44.5,39.299999,0,0,39.799999,1,-1,50,-1,-2,,0,38,1,0,0,
1954,3813,0,35.700001,33.599998,0,0,33.400002,1,-1,50,-1,-2,,0,38,1,0,0,
1954,3814,1,62,50.299999,0,0,47.599998,1,1,50,1,-2,,1,38,1,0,0,
1954,3815,1,61.599998,54.799999,0,0,47,1,1,50,1,-2,,1,38,1,0,0,
1954,3816,0,40.200001,38.299999,0,0,35,1,-1,50,-1,-2,,0,38,1,0,0,
1954,3817,0,43.5,35.099998,0,0,34.200001,1,-1,50,-1,-2,,0,38,1,0,0,
1954,3818,0,44.099998,36.5,0,0,35.200001,1,-1,50,-1,-2,,0,38,1,0,0,
1954,3819,0,51,47.700001,1,0,41.700001,0,-1,50,-1,-2,,1,38,1,0,0,
1954,3820,0,43.700001,37.200001,0,0,37.700001,1,-1,50,-1,-2,,0,38,1,0,0,
1954,3821,1,61.099998,52.900002,0,0,57.799999,1,1,50,1,-2,,0,38,1,1,0,
1954,3822,0,48.099998,47.599998,0,0,51.099998,1,-1,50,-1,2,,1,38,1,1,0,
1954,3823,0,38.099998,32.200001,0,0,31.9,1,-1,50,-1,-2,,0,38,1,0,0,
1954,3824,0,48,42.900002,0,0,42,1,-1,50,-1,-2,,0,38,1,0,0,
1954,3825,0,53.5,49.599998,0,0,48.400002,0,-1,50,-1,2,,1,38,1,0,0,
1954,3826,1,65.300003,59.099998,0,0,61.099998,1,1,50,1,-2,,0,38,1,1,0,
1954,3827,0,37.200001,37.400002,0,0,43.900002,1,-1,50,-1,0,,0,38,1,0,0,
1954,3828,1,65.099998,58.700001,0,1,57.799999,1,1,50,1,-2,,0,38,1,1,0,
1954,3829,0,39.400002,38.400002,0,1,41.200001,1,-1,50,-1,-2,,0,38,1,0,0,
1954,3830,1,69,63.599998,1,0,61.700001,1,1,50,1,-2,,0,38,1,1,0,
1954,3901,1,59.099998,54.900002,0,0,50.099998,1,1,50,1,-2,,0,39,1,1,0,
1954,3902,1,60.5,53.400002,0,0,48.200001,1,1,50,1,-2,,1,39,1,0,0,
1954,4001,1,,,0,0,37.900002,1,1,50,1,2,,1,40,1,0,1,
1954,4002,1,,,0,0,42.599998,1,1,50,1,2,,1,40,1,0,1,
1954,4003,1,,94,0,0,65.800003,1,1,50,1,-2,,0,40,1,1,1,
1954,4004,2,,,9,0,60.599998,,0,50,1,,,0,40,1,1,1,
1954,4005,1,,93.900002,0,0,64.699997,1,1,50,1,-2,,0,40,1,1,1,
1954,4006,1,,,0,0,50.400002,1,1,50,1,-2,,0,40,1,1,1,
1954,4101,0,42,31.5,0,0,31,1,-1,50,-1,-2,,0,41,1,0,0,
1954,4102,0,36.099998,31,0,0,29.700001,1,-1,50,-1,-2,,0,41,1,0,0,
1954,4201,0,37.5,34.099998,0,0,30.5,1,-1,50,-1,-2,,0,42,1,0,1,
1954,4202,0,42,31.1,0,0,37.200001,1,-1,50,-1,-2,,0,42,1,0,1,
1954,4203,1,59.200001,70,0,0,45.700001,1,1,50,1,0,,1,42,1,0,1,
1954,4204,1,,,0,0,60.700001,1,1,50,1,-2,,0,42,1,1,1,
1954,4205,1,90.800003,67.5,0,0,59,1,1,50,1,-2,,0,42,1,1,1,
1954,4206,2,,,9,0,67,,0,50,1,,,0,42,1,1,1,
1954,4207,1,,,0,0,52.900002,1,1,50,1,-2,,0,42,1,1,1,
1954,4208,1,,,0,0,66.5,1,1,50,1,-2,,0,42,1,1,1,
1954,4209,1,83.5,,0,0,52.5,1,1,50,1,-2,,0,42,1,1,1,
1954,4301,1,,,0,0,59.5,1,1,50,1,-2,,0,43,1,1,1,
1954,4302,1,,79,1,0,56.299999,1,1,50,1,-2,,0,43,1,1,1,
1954,4303,1,,,1,0,49.299999,1,1,50,1,-2,,1,43,1,0,1,
1954,4304,1,,,0,0,57.700001,1,1,50,1,-2,,0,43,1,1,1,
1954,4305,2,47.099998,,9,0,37,,0,50,1,,,0,43,1,0,1,
1954,4306,1,,,0,0,61,1,1,50,1,-2,,0,43,1,1,1,
1954,4307,1,,,1,0,46,1,1,50,1,0,,1,43,1,0,1,
1954,4308,1,62.400002,,0,0,42.299999,1,1,50,1,2,,1,43,1,0,1,
1954,4309,1,,,0,0,46,1,1,50,1,0,,1,43,1,0,1,
1954,4310,1,,,0,0,50.799999,1,1,50,1,-2,,0,43,1,1,1,
1954,4311,1,,,0,0,57.400002,1,1,50,1,-2,,0,43,1,1,1,
1954,4312,1,,,1,0,43.5,1,1,50,1,0,,1,43,1,0,1,
1954,4313,1,,,1,0,51.599998,1,1,50,1,-2,,0,43,1,1,1,
1954,4314,2,93.800003,,9,0,48.799999,,0,50,1,,,1,43,1,0,1,
1954,4315,2,,,9,0,44.5,,0,50,1,,,1,43,1,0,1,
1954,4316,2,,,9,0,40.599998,,0,50,1,,,1,43,1,0,1,
1954,4317,1,,,0,0,45.700001,1,1,50,1,0,,1,43,1,0,1,
1954,4318,1,64.900002,,0,0,40.900002,1,1,50,1,2,,1,43,1,0,1,
1954,4319,1,,,0,0,49.799999,1,1,50,1,-2,,1,43,1,0,1,
1954,4320,1,,,0,0,43.5,1,1,50,1,0,,1,43,1,0,1,
1954,4321,1,,,0,0,38.400002,1,1,50,1,2,,1,43,1,0,1,
1954,4322,1,88,,1,0,46.799999,1,1,50,1,-2,,1,43,1,0,1,
1954,4401,3,46.599998,39.5,9,0,39.900002,,0,50,-1,,,0,44,1,0,0,
1954,4402,0,42.799999,47.5,1,0,41.799999,1,-1,50,-1,-2,,0,44,1,0,0,
1954,4501,0,38.599998,28.200001,0,0,28.5,1,-1,50,-1,-2,,0,45,1,0,0,
1954,4601,1,,,0,0,47.799999,1,1,50,1,-2,,1,46,1,0,1,
1954,4602,1,74.400002,,0,0,52.099998,1,1,50,1,-2,,0,46,1,1,1,
1954,4603,1,58,57.700001,0,0,39,1,1,50,1,2,,1,46,1,0,1,
1954,4604,1,,,0,0,53.5,1,1,50,1,-2,,0,46,1,1,1,
1954,4605,1,,,2,0,46.400002,1,1,50,1,0,,1,46,1,0,1,
1954,4606,0,37.5,48.400002,1,0,37.200001,1,-1,50,-1,-2,,0,46,1,0,1,
1954,4607,1,74.199997,79.099998,0,0,35.599998,1,1,50,1,2,,1,46,1,0,1,
1954,4608,1,,,0,0,42.400002,1,1,50,1,2,,1,46,1,0,1,
1954,4609,0,50.700001,48.299999,1,0,47,0,-1,50,-1,2,,1,46,1,0,1,
1954,4610,0,45.799999,49.700001,1,0,39.700001,1,-1,50,-1,-2,,0,46,1,0,1,
1954,4701,0,47.400002,48.400002,1,0,47.700001,1,-1,50,-1,2,,0,47,1,0,0,
1954,4702,0,47.900002,45.700001,1,0,45.5,1,-1,50,-1,0,,0,47,1,0,0,
