"district","dem","gop","oth","DEMtp","dem_vote","gop_vote"
1,13094,4668,412,0.737191757684945,0.720479806316716,0.256850445691647
2,16417,8724,479,0.652997096376437,0.640788446526151,0.340515222482436
3,19344,11459,557,0.62799078011882,0.616836734693878,0.365401785714286
4,12656,13665,552,0.480832795106569,0.470955978119302,0.508502958359692
5,12311,15195,692,0.447575074529194,0.436591247606213,0.538868004823037
6,10429,14734,536,0.414457735564122,0.405813455776489,0.573329701544807
7,12388,13536,420,0.4778583551921,0.470239902824172,0.513817187974491
8,12663,19793,639,0.390158984471284,0.382625774286146,0.598066173137936
9,11892,13316,460,0.471754998413202,0.463300607760636,0.518778245285959
10,16995,725,212,0.959085778781038,0.947747044389917,0.0404305152799465
11,11849,16487,607,0.418160643704122,0.409390871713368,0.569636872473482
12,16725,16589,627,0.502041183886654,0.492766860139654,0.488759906897263
13,14224,12865,516,0.525083982428292,0.515268973012135,0.466038761094005
14,13713,14958,604,0.478288165742388,0.468420153714774,0.510947907771136
15,13322,15942,608,0.455235101148168,0.445969469737547,0.533677021960364
16,15255,10753,586,0.586550292217779,0.573625629841318,0.404339324659698
17,8748,17569,529,0.332408709199377,0.325858600908888,0.654436415108396
18,14236,9375,487,0.602939307949684,0.590754419453897,0.389036434558885
19,17076,2234,356,0.884308648368721,0.868300620360012,0.113597071087155
20,20078,8990,525,0.690725196091922,0.678471260095293,0.303788057986686
21,23275,8579,554,0.730677465938344,0.718186867440138,0.264718588002962
22,6915,2990,297,0.698132256436143,0.677808272887669,0.293079788276808
23,24101,2598,361,0.902692984755983,0.890650406504065,0.0960088691796009
24,23099,1584,302,0.93582627719483,0.924514708825295,0.063398038823294
25,17884,9699,441,0.648370373055868,0.638167285184128,0.346096203254353
26,19109,11770,656,0.618834806826646,0.605961629934993,0.373236086887585
27,19029,7589,502,0.714892178225261,0.701659292035398,0.279830383480826
28,18215,14305,582,0.560116851168512,0.550268865929551,0.432149114857108
29,24649,13034,597,0.654114587479765,0.643913270637409,0.340491118077325
30,21032,12490,560,0.627408865819462,0.617099935449798,0.366469103925826
31,26021,13340,636,0.661085846396179,0.650573793034478,0.333525014376078
32,20969,8241,467,0.717870592262924,0.706574114634228,0.277689793442733
33,18413,10576,512,0.635171961778606,0.624148333954781,0.358496322158571
34,24897,3851,413,0.866042855155141,0.853777305305031,0.132059943074655
35,15961,7161,386,0.690294957183635,0.678960353922069,0.304619703930577
36,17974,5917,517,0.752333514712653,0.736397902327106,0.242420517862996
37,13943,17923,539,0.437550994790686,0.43027310600216,0.553093658386052
38,18009,10019,482,0.642536035393178,0.631673097158892,0.351420554191512
39,16272,14551,506,0.527917464231256,0.519390979603562,0.4644578505538
40,20033,15622,533,0.561856682092273,0.553581297667735,0.431690063004311
41,15816,12061,509,0.567349427843742,0.5571760727119,0.424892552666808
42,25171,9112,556,0.734212291806435,0.72249490513505,0.26154596859841
43,9091,13696,418,0.398955544828192,0.391769015298427,0.590217625511743
44,17452,12564,533,0.581423240938166,0.571278928933844,0.411273691446529
45,18165,10251,593,0.639252533783784,0.62618497707608,0.353373091109656
46,16603,14258,484,0.537992936068177,0.529685755303876,0.454873185516031
47,13257,13337,626,0.498495901331127,0.487031594415871,0.489970609845702
48,13603,14317,463,0.487213467048711,0.479265757671846,0.504421660853328
49,12018,4418,334,0.731199805305427,0.716636851520572,0.263446630888491
50,10874,13287,482,0.450064152973801,0.441261210079942,0.53917948301749
51,10422,12157,296,0.461579343637894,0.455606557377049,0.531453551912568
52,9698,14008,296,0.40909474394668,0.404049662528123,0.583618031830681
53,17279,9649,497,0.641674093879976,0.630045578851413,0.3518322698268
54,15446,4705,331,0.766512828147486,0.754125573674446,0.229713895127429
55,15246,16263,558,0.483861753784633,0.475442043222004,0.507156890261016
56,15258,16899,560,0.474484560126878,0.466363052847144,0.516520463367668
57,14990,15315,593,0.494637848539845,0.4851446695579,0.495663149718428
58,12936,15771,476,0.450621799561083,0.443271767810026,0.540417366274886
59,13197,17703,620,0.427087378640777,0.41868654822335,0.561643401015228
60,11870,16041,516,0.425280355415428,0.417560769690787,0.564287473176909
61,23805,10467,511,0.694590336134454,0.68438605065693,0.300922864617773
62,11229,14323,425,0.439456793988729,0.432267005427878,0.55137236786388
63,8292,18250,478,0.312410519177153,0.306883789785344,0.675425610658771
64,9092,15153,487,0.375005155702207,0.367620896005176,0.612688015526443
65,9292,15356,497,0.376987990912042,0.369536687214158,0.610697951879101
66,6841,17289,455,0.283506009117281,0.278259101077893,0.703233679072605
67,6544,16517,646,0.283769134035818,0.276036613658413,0.696714050702324
68,6851,18201,516,0.273471179945713,0.267952127659574,0.711866395494368
69,8007,20324,469,0.282623274857929,0.278020833333333,0.705694444444444
70,21372,11389,505,0.652361039040322,0.642457764684663,0.342361570372152
71,10381,16486,458,0.386384784307887,0.379908508691674,0.603330283623056
72,11780,13718,537,0.461997019374069,0.452467831764932,0.526906087958517
73,8089,16219,431,0.332771104163238,0.326973604430252,0.655604511095841
74,14083,9353,402,0.600913125106673,0.590779427804346,0.392356741337361
75,9270,17315,462,0.348692871920256,0.342736717565719,0.640181905571782
76,8989,14110,440,0.389151045499805,0.381876885169294,0.599430731976719
77,15300,8298,445,0.64836003051106,0.636359855259327,0.345131639146529
78,5849,22290,368,0.207860975869789,0.20517767565861,0.781913214298243
79,9636,13238,403,0.421264317565795,0.41397087253512,0.568715899815268
80,8444,19476,414,0.30243553008596,0.298016517258417,0.687372061833839
81,8013,18974,414,0.29692073961537,0.292434582679464,0.692456479690522
82,13375,9215,411,0.592076139884905,0.581496456675797,0.400634755010652
83,8718,12338,474,0.414038753799392,0.404923362749652,0.573060845332095
84,8540,20954,552,0.289550417033973,0.284230846036078,0.697397324103042
85,9561,17251,474,0.356594062360137,0.350399472256835,0.632228981895477
86,9163,17957,521,0.337868731563422,0.3315003075142,0.649650880937737
87,16943,14918,653,0.531778663569882,0.521098603678415,0.45881774005044
88,17753,12211,646,0.592477639834468,0.579973864750082,0.398921920940869
89,10651,16414,411,0.393534084611121,0.387647401368467,0.597394089387101
90,8181,19031,432,0.300639423783625,0.295941253074808,0.688431486036753
91,12776,16562,521,0.435476174245006,0.427877691818212,0.554673632740547
92,12863,17927,652,0.41776550828191,0.409102474397303,0.570160931238471
