"Election Name","County Name","Office Name","District Name","Party Name","Candidate Name","Votes","Yes Votes","No Votes","Election Day Votes","ElectionDay Yes Votes","Election Day No Votes","Mail Votes","Mail Yes Votes","Mail No Votes","Provisional Votes","Provisional Yes Votes","Provisional No Votes"
"2006 General Election","ALLEGHENY","Representative in the General Assembly","28th Legislative District","Democratic","HENRY, JOHN","7,988","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","28th Legislative District","Republican","TURZAI, MIKE","19,850","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","30th Legislative District","Democratic","FLAHERTY, SHAWN T.","13,563","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","30th Legislative District","Republican","VULAKOVICH, RANDY","15,276","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","32nd Legislative District","Democratic","DELUCA, ANTHONY M.","18,130","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","33rd Legislative District","Democratic","DERMODY, FRANK","11,317","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","33rd Legislative District","Republican","WATT, EILEEN","10,893","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","34th Legislative District","Democratic","COSTA, PAUL","18,123","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","35th Legislative District","Democratic","GERGELY, MARC J.","14,767","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","36th Legislative District","Democratic","READSHAW, HARRY","17,296","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","38th Legislative District","Democratic","KORTZ, BILL","14,838","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","38th Legislative District","Republican","DAVIS, DANIEL J.","6,125","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","39th Legislative District","Democratic","LEVDANSKY, DAVID","13,181","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","40th Legislative District","Republican","MAHER, JOHN A.","13,453","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","42nd Legislative District","Democratic","SMITH, MATTHEW","16,568","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","42nd Legislative District","Republican","HARRIS, MARK","11,795","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","44th Legislative District","Democratic","UHRIC, RAY J.","10,072","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","44th Legislative District","Republican","MUSTIO, MARK","14,933","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","45th Legislative District","Democratic","KOTIK, NICK","18,024","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","46th Legislative District","Democratic","WHITE, JESSE","725","0","0","","","","","","","","",""
"2006 General Election","ALLEGHENY","Representative in the General Assembly","46th Legislative District","Republican","SNATCHKO, PAUL","602","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Senator in the General Assembly","38th Senatorial District","Democratic","FERLO, JIM","3,444","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Senator in the General Assembly","38th Senatorial District","Constitution","MURPHY, JOSEPH","1,347","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Representative in the General Assembly","54th Legislative District","Democratic","PALLONE, JOHN E.","1,340","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Representative in the General Assembly","54th Legislative District","Republican","WITON, SCOTT","919","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Representative in the General Assembly","55th Legislative District","Democratic","PETRARCA, JOSEPH A.","632","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Representative in the General Assembly","60th Legislative District","Democratic","COVONE, RON","4,281","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Representative in the General Assembly","60th Legislative District","Republican","PYLE, JEFF","10,141","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Representative in the General Assembly","63rd Legislative District","Democratic","SHROPSHIRE, CHRISTOPHER","1,448","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Representative in the General Assembly","63rd Legislative District","Republican","MCILHATTAN, FRED","3,757","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Representative in the General Assembly","63rd Legislative District","Libertarian","ROBERTSON, MICHAEL J.","119","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Representative in the General Assembly","63rd Legislative District","Constitution","CHAMPION, TIMOTHY E.","107","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Representative in the General Assembly","66th Legislative District","Democratic","ELMASRY, SAMY","59","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Representative in the General Assembly","66th Legislative District","Republican","SMITH, SAM","215","0","0","","","","","","","","",""
"2006 General Election","ARMSTRONG","Representative in the General Assembly","66th Legislative District","Constitution","SERENE, JANET Y.","42","0","0","","","","","","","","",""
"2006 General Election","BEAVER","Senator in the General Assembly","46th Senatorial District","Democratic","STOUT, J. BARRY","3,045","0","0","","","","","","","","",""
"2006 General Election","BEAVER","Representative in the General Assembly","9th Legislative District","Democratic / Republican","SAINATO, CHRIS","624","0","0","","","","","","","","",""
"2006 General Election","BEAVER","Representative in the General Assembly","10th Legislative District","Democratic","GIBBONS, JARET","3,882","0","0","","","","","","","","",""
"2006 General Election","BEAVER","Representative in the General Assembly","10th Legislative District","Republican","MORSE, CHUCK","2,766","0","0","","","","","","","","",""
"2006 General Election","BEAVER","Representative in the General Assembly","14th Legislative District","Democratic","VEON, MIKE","9,213","0","0","","","","","","","","",""
"2006 General Election","BEAVER","Representative in the General Assembly","14th Legislative District","Republican","MARSHALL, JIM","10,756","0","0","","","","","","","","",""
"2006 General Election","BEAVER","Representative in the General Assembly","15th Legislative District","Democratic","BIANCUCCI, VINCE","11,712","0","0","","","","","","","","",""
"2006 General Election","BEAVER","Representative in the General Assembly","15th Legislative District","Republican","HOCKENBERRY, TODD","11,419","0","0","","","","","","","","",""
"2006 General Election","BEAVER","Representative in the General Assembly","16th Legislative District","Democratic","RAMALEY, SEAN M.","10,514","0","0","","","","","","","","",""
"2006 General Election","BEAVER","Representative in the General Assembly","46th Legislative District","Democratic","WHITE, JESSE","596","0","0","","","","","","","","",""
"2006 General Election","BEAVER","Representative in the General Assembly","46th Legislative District","Republican","SNATCHKO, PAUL","753","0","0","","","","","","","","",""
"2006 General Election","BEDFORD","Senator in the General Assembly","30th Senatorial District","Democratic","MORRIS, GREG","5,973","0","0","","","","","","","","",""
"2006 General Election","BEDFORD","Senator in the General Assembly","30th Senatorial District","Republican","EICHELBERGER, JOHN H.","10,515","0","0","","","","","","","","",""
"2006 General Election","BEDFORD","Representative in the General Assembly","69th Legislative District","Republican","BASTIAN, BOB","1,510","0","0","","","","","","","","",""
"2006 General Election","BEDFORD","Representative in the General Assembly","78th Legislative District","Democratic","EBERSOLE, GARY","4,689","0","0","","","","","","","","",""
"2006 General Election","BEDFORD","Representative in the General Assembly","78th Legislative District","Republican","HESS, DICK L.","9,760","0","0","","","","","","","","",""
"2006 General Election","BERKS","Senator in the General Assembly","44th Senatorial District","Democratic","WEAND, DAN","2,915","0","0","","","","","","","","",""
"2006 General Election","BERKS","Senator in the General Assembly","44th Senatorial District","Republican","RAFFERTY, JOHN","4,465","0","0","","","","","","","","",""
"2006 General Election","BERKS","Senator in the General Assembly","48th Senatorial District","Democratic","LISS, JOHN R.","13,322","0","0","","","","","","","","",""
"2006 General Election","BERKS","Senator in the General Assembly","48th Senatorial District","Republican","FOLMER, MIKE","17,402","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","124th Legislative District","Democratic","MACKEY, BILL","3,198","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","124th Legislative District","Republican","ARGALL, DAVID G.","5,108","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","125th Legislative District","Democratic","SEIP, TIM","1,546","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","125th Legislative District","Republican","HORNBERGER, GARY L.","1,346","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","126th Legislative District","Democratic","SANTONI, DANTE","11,164","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","126th Legislative District","Republican","BAKER, HAL","6,290","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","127th Legislative District","Democratic","CALTAGIRONE, THOMAS R.","8,450","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","128th Legislative District","Democratic","HUMMEL, RUSSELL S.","10,889","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","128th Legislative District","Republican","ROHRER, SAMUEL E.","13,225","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","129th Legislative District","Democratic","EVANS, WILLIAM G.","8,984","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","129th Legislative District","Republican","COX, JIM","11,318","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","129th Legislative District","Libertarian","LEVAN, JEREMY","1,024","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","130th Legislative District","Democratic","KESSLER, DAVID R.","12,902","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","130th Legislative District","Republican","REED, BILLY A.","9,609","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","134th Legislative District","Democratic","CASEY, CHRISTOPHER T.","1,323","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","134th Legislative District","Republican","REICHLEY, DOUGLAS G.","1,819","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","187th Legislative District","Democratic","FOLLWEILER, ARCHIE","3,054","0","0","","","","","","","","",""
"2006 General Election","BERKS","Representative in the General Assembly","187th Legislative District","Republican","MANTZ, CARL W.","2,894","0","0","","","","","","","","",""
"2006 General Election","BLAIR","Senator in the General Assembly","30th Senatorial District","Democratic","MORRIS, GREG","14,487","0","0","","","","","","","","",""
"2006 General Election","BLAIR","Senator in the General Assembly","30th Senatorial District","Republican","EICHELBERGER, JOHN H.","23,647","0","0","","","","","","","","",""
"2006 General Election","BLAIR","Representative in the General Assembly","79th Legislative District","Republican","GEIST, RICHARD A.","13,786","0","0","","","","","","","","",""
"2006 General Election","BLAIR","Representative in the General Assembly","80th Legislative District","Republican","STERN, JERRY A.","18,285","0","0","","","","","","","","",""
"2006 General Election","BLAIR","Representative in the General Assembly","81st Legislative District","Democratic","THOMAS, ROY E.","398","0","0","","","","","","","","",""
"2006 General Election","BLAIR","Representative in the General Assembly","81st Legislative District","Republican","FLECK, MIKE","1,023","0","0","","","","","","","","",""
"2006 General Election","BRADFORD","Representative in the General Assembly","68th Legislative District","Democratic / Republican","BAKER, MATTHEW E.","5,168","0","0","","","","","","","","",""
"2006 General Election","BRADFORD","Representative in the General Assembly","110th Legislative District","Democratic","WARD, DIANE V.","3,838","0","0","","","","","","","","",""
"2006 General Election","BRADFORD","Representative in the General Assembly","110th Legislative District","Republican","PICKETT, TINA","9,996","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Senator in the General Assembly","6th Senatorial District","Democratic","LANG, PAUL","41,685","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Senator in the General Assembly","6th Senatorial District","Republican","TOMLINSON, ROBERT TOMMY","47,772","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Senator in the General Assembly","10th Senatorial District","Democratic","SERPICO, CHRIS","47,776","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Senator in the General Assembly","10th Senatorial District","Republican","MCILHINNEY, CHUCK","50,543","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Senator in the General Assembly","12th Senatorial District","Democratic","ALBERT, JEFF","11,255","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Senator in the General Assembly","12th Senatorial District","Republican","GREENLEAF, STEWART J.","14,959","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Senator in the General Assembly","24th Senatorial District","Democratic","WILSEY, DAVE","7,239","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Senator in the General Assembly","24th Senatorial District","Republican","WONDERLING, ROBERT C.","9,366","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","18th Legislative District","Democratic","MARTIN, HARRIS","7,296","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","18th Legislative District","Republican","DIGIROLAMO, GENE","12,149","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","29th Legislative District","Democratic","KIRSCH, BRAD","11,255","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","29th Legislative District","Republican","O'NEILL, BERNIE","14,408","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","31st Legislative District","Democratic","DIAMOND, MICHAEL","12,864","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","31st Legislative District","Republican","STEIL, DAVID J.","13,726","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","140th Legislative District","Democratic","GALLOWAY, JOHN T.","13,270","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","140th Legislative District","Republican","MONTONE, JOSEPH V.","5,296","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","141st Legislative District","Democratic","MELIO, ANTHONY J.","14,200","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","141st Legislative District","Republican","HOGAN, JOSEPH F.","4,172","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","142nd Legislative District","Democratic","KING, CHRIS","12,543","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","142nd Legislative District","Republican","WRIGHT, MATTHEW N.","11,338","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","143rd Legislative District","Democratic","GLICK, LARRY W.","11,147","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","143rd Legislative District","Republican","QUINN, MARGUERITE","12,974","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","143rd Legislative District","Independent","LINGENFELTER, TOM","1,716","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","144th Legislative District","Democratic","TRIMBLE, JAMES J.","9,833","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","144th Legislative District","Republican","WATSON, KATHARINE M.","14,838","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","145th Legislative District","Democratic","NORVAISAS, JOHN","7,911","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","145th Legislative District","Republican","CLYMER, PAUL I.","13,314","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","145th Legislative District","Independent","RYAN, JOHN","754","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","178th Legislative District","Democratic","LESZCZYNSKI, MARION E.","10,523","0","0","","","","","","","","",""
"2006 General Election","BUCKS","Representative in the General Assembly","178th Legislative District","Republican","PETRI, SCOTT","15,415","0","0","","","","","","","","",""
"2006 General Election","BUTLER","Senator in the General Assembly","40th Senatorial District","Republican","ORIE, JANE CLARE","23,175","0","0","","","","","","","","",""
"2006 General Election","BUTLER","Senator in the General Assembly","40th Senatorial District","Constitution","GRAHAM, CHRISTOPHER M.","4,240","0","0","","","","","","","","",""
"2006 General Election","BUTLER","Senator in the General Assembly","50th Senatorial District","Democratic","ALLEN, ART","576","0","0","","","","","","","","",""
"2006 General Election","BUTLER","Senator in the General Assembly","50th Senatorial District","Republican","ROBBINS, BOB","964","0","0","","","","","","","","",""
"2006 General Election","BUTLER","Representative in the General Assembly","8th Legislative District","Republican","STEVENSON, DICK","11,470","0","0","","","","","","","","",""
"2006 General Election","BUTLER","Representative in the General Assembly","10th Legislative District","Democratic","GIBBONS, JARET","900","0","0","","","","","","","","",""
"2006 General Election","BUTLER","Representative in the General Assembly","10th Legislative District","Republican","MORSE, CHUCK","835","0","0","","","","","","","","",""
"2006 General Election","BUTLER","Representative in the General Assembly","11th Legislative District","Democratic","NEEL, BILL","7,286","0","0","","","","","","","","",""
"2006 General Election","BUTLER","Representative in the General Assembly","11th Legislative District","Republican","ELLIS, BRIAN L.","13,381","0","0","","","","","","","","",""
"2006 General Election","BUTLER","Representative in the General Assembly","12th Legislative District","Republican","METCALFE, DARYL","19,488","0","0","","","","","","","","",""
"2006 General Election","BUTLER","Representative in the General Assembly","64th Legislative District","Democratic","HUTCHISON, GARY","485","0","0","","","","","","","","",""
"2006 General Election","BUTLER","Representative in the General Assembly","64th Legislative District","Republican","HUTCHINSON, SCOTT E.","736","0","0","","","","","","","","",""
"2006 General Election","CAMBRIA","Representative in the General Assembly","71st Legislative District","Democratic","WOJNAROSKI, EDWARD P.","15,915","0","0","","","","","","","","",""
"2006 General Election","CAMBRIA","Representative in the General Assembly","71st Legislative District","Republican","ESPOSITO, RONALD J.","4,423","0","0","","","","","","","","",""
"2006 General Election","CAMBRIA","Representative in the General Assembly","72nd Legislative District","Democratic","YEWCIC, TOM","9,675","0","0","","","","","","","","",""
"2006 General Election","CAMBRIA","Representative in the General Assembly","72nd Legislative District","Republican","HUNT, SCOTT W.","3,051","0","0","","","","","","","","",""
"2006 General Election","CAMBRIA","Representative in the General Assembly","73rd Legislative District","Democratic","HALUSKA, GARY","13,596","0","0","","","","","","","","",""
"2006 General Election","CAMBRIA","Representative in the General Assembly","73rd Legislative District","Republican","TIBBOTT, BRIAN","5,555","0","0","","","","","","","","",""
"2006 General Election","CAMERON","Representative in the General Assembly","67th Legislative District","Republican","CAUSER, MARTIN T.","1,317","0","0","","","","","","","","",""
"2006 General Election","CARBON","Senator in the General Assembly","14th Senatorial District","Democratic","MUSTO, RAPHAEL J.","6,964","0","0","","","","","","","","",""
"2006 General Election","CARBON","Representative in the General Assembly","122nd Legislative District","Democratic","MCCALL, KEITH R.","11,648","0","0","","","","","","","","",""
"2006 General Election","CARBON","Representative in the General Assembly","122nd Legislative District","Republican","CONFER, GLENN F.","5,880","0","0","","","","","","","","",""
"2006 General Election","CENTRE","Senator in the General Assembly","34th Senatorial District","Democratic","EICH, JON","19,373","0","0","","","","","","","","",""
"2006 General Election","CENTRE","Senator in the General Assembly","34th Senatorial District","Republican","CORMAN, JACOB D.","20,134","0","0","","","","","","","","",""
"2006 General Election","CENTRE","Senator in the General Assembly","34th Senatorial District","Libertarian","MARTIN, THOMAS A.","1,201","0","0","","","","","","","","",""
"2006 General Election","CENTRE","Senator in the General Assembly","34th Senatorial District","Vote for Cash","CASH, ROBERT J.","332","0","0","","","","","","","","",""
"2006 General Election","CENTRE","Representative in the General Assembly","76th Legislative District","Democratic","HANNA, MIKE","5,043","0","0","","","","","","","","",""
"2006 General Election","CENTRE","Representative in the General Assembly","77th Legislative District","Democratic","CONKLIN, H. SCOTT","12,083","0","0","","","","","","","","",""
"2006 General Election","CENTRE","Representative in the General Assembly","77th Legislative District","Republican","SPENCER, BARBARA H.","8,387","0","0","","","","","","","","",""
"2006 General Election","CENTRE","Representative in the General Assembly","171st Legislative District","Republican","BENNINGHOFF, KERRY A.","12,790","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Senator in the General Assembly","26th Senatorial District","Democratic","FARRELL, MICHAEL T.","4,065","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Senator in the General Assembly","26th Senatorial District","Republican","ERICKSON, EDWIN B.","5,301","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Senator in the General Assembly","36th Senatorial District","Democratic","LEISEY, JASON A.","1,493","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Senator in the General Assembly","36th Senatorial District","Republican","BRUBAKER, MICHAEL W.","2,485","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Senator in the General Assembly","44th Senatorial District","Democratic","WEAND, DAN","11,597","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Senator in the General Assembly","44th Senatorial District","Republican","RAFFERTY, JOHN","14,237","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Senator in the General Assembly","48th Senatorial District","Democratic","LISS, JOHN R.","167","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Senator in the General Assembly","48th Senatorial District","Republican","FOLMER, MIKE","474","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","13th Legislative District","Democratic","HOUGHTON, TOM","10,482","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","13th Legislative District","Republican","HERSHEY, ARTHUR D.","12,257","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","26th Legislative District","Republican","HENNESSEY, TIM","13,703","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","26th Legislative District","Socialist Party USA","BRINDLE, JEFF M.","2,873","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","155th Legislative District","Republican","SCHRODER, CURT","17,708","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","156th Legislative District","Democratic","SMITH, BARBARA MCILVAINE","11,616","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","156th Legislative District","Republican","ROYER, SHANNON E.","11,588","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","157th Legislative District","Democratic","CIAMACCA, RICHARD J.","8,119","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","157th Legislative District","Republican","RUBLEY, CAROLE A.","12,775","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","157th Legislative District","Libertarian","BABB, JAMES","706","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","158th Legislative District","Democratic","CALVARESE, MARIO J.","8,351","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","158th Legislative District","Republican","ROSS, CHRIS","15,066","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","160th Legislative District","Democratic","DIGGORY, SHAWN C.","1,750","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","160th Legislative District","Republican","BARRAR, STEPHEN E.","2,703","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","167th Legislative District","Democratic","CROWLEY, ANNE R.","13,412","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","167th Legislative District","Republican","MILNE, DUANE","13,556","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","168th Legislative District","Democratic","DEWEY, FRED","1,848","0","0","","","","","","","","",""
"2006 General Election","CHESTER","Representative in the General Assembly","168th Legislative District","Republican","KILLION, THOMAS H.","2,540","0","0","","","","","","","","",""
"2006 General Election","CLARION","Representative in the General Assembly","63rd Legislative District","Democratic","SHROPSHIRE, CHRISTOPHER","2,930","0","0","","","","","","","","",""
"2006 General Election","CLARION","Representative in the General Assembly","63rd Legislative District","Republican","MCILHATTAN, FRED","9,692","0","0","","","","","","","","",""
"2006 General Election","CLARION","Representative in the General Assembly","63rd Legislative District","Libertarian","ROBERTSON, MICHAEL J.","261","0","0","","","","","","","","",""
