"county_fips","state","dem","gop","other"
"18033","INDIANA",4966,14237,425
"18035","INDIANA",20474,26827,890
"18037","INDIANA",6292,15033,445
"18039","INDIANA",26108,46972,1307
"18041","INDIANA",2237,7755,144
"18043","INDIANA",17511,23400,891
"18045","INDIANA",1629,6154,203
"18047","INDIANA",2137,9691,172
"18049","INDIANA",2280,6694,173
"18051","INDIANA",4023,11817,321
"18053","INDIANA",8015,18543,601
"18055","INDIANA",3389,11103,292
"18057","INDIANA",88390,101587,4022
"18059","INDIANA",12895,28996,1020
"18061","INDIANA",5343,14565,328
"18063","INDIANA",32604,53802,2099
"18065","INDIANA",5544,15043,443
"18067","INDIANA",13303,26449,878
"18069","INDIANA",4255,13147,427
"18071","INDIANA",4302,14555,381
"18073","INDIANA",3798,11383,294
"18075","INDIANA",1926,6361,174
"18077","INDIANA",4731,9663,303
"18079","INDIANA",2523,9490,238
"18081","INDIANA",24736,51219,1663
"18083","INDIANA",4067,11655,289
"18085","INDIANA",8364,26499,924
"18087","INDIANA",2355,8110,168
"18089","INDIANA",124870,91760,3326
"18091","INDIANA",22427,25997,968
"18093","INDIANA",4961,15601,463
"18095","INDIANA",19524,31215,1054
"18097","INDIANA",247772,134175,7672
"18099","INDIANA",5712,13844,371
"18101","INDIANA",1011,4029,104
"18103","INDIANA",3235,10925,313
"18105","INDIANA",39861,22071,1219
"18107","INDIANA",4213,12659,326
"18109","INDIANA",7781,27512,866
"18111","INDIANA",1509,4942,140
"18113","INDIANA",4660,14195,335
"18115","INDIANA",668,2054,353
"18117","INDIANA",2224,6432,176
"18119","INDIANA",2420,7286,198
"18121","INDIANA",1503,5400,110
"18123","INDIANA",3203,5345,174
"18125","INDIANA",1415,4692,113
"18127","INDIANA",39746,45008,1755
"18129","INDIANA",3811,9206,219
"18131","INDIANA",1463,4246,97
"18133","INDIANA",3946,12278,373
"18135","INDIANA",2513,8312,245
"18137","INDIANA",2774,11261,236
"18139","INDIANA",1754,6035,143
"18141","INDIANA",59896,53164,2178
"18143","INDIANA",2701,7331,135
"18145","INDIANA",5023,14568,400
"18147","INDIANA",3213,7357,199
"18149","INDIANA",2650,7466,174
"18151","INDIANA",4513,11327,322
"18153","INDIANA",2153,6691,150
"18155","INDIANA",964,3133,57
"18157","INDIANA",35017,34581,1850
"18159","INDIANA",1834,6110,172
"18161","INDIANA",736,2688,59
"18163","INDIANA",34415,41844,1403
"18165","INDIANA",2145,5184,152
"18167","INDIANA",18123,24545,926
"18169","INDIANA",3494,10762,320
"18171","INDIANA",974,3401,97
"18173","INDIANA",11923,21326,580
"18175","INDIANA",2784,9114,241
"18177","INDIANA",9524,17567,588
"18179","INDIANA",2928,10855,267
"18181","INDIANA",3032,7957,177
"18183","INDIANA",4234,12862,460
"19001","IOWA",1198,2922,57
"19003","IOWA",590,1535,35
"19005","IOWA",2576,4744,102
"19007","IOWA",1891,4522,103
"19009","IOWA",1071,2299,50
"19011","IOWA",5160,9208,274
"19013","IOWA",35647,29813,1133
"19015","IOWA",6303,8729,308
"19017","IOWA",5958,8324,264
"19019","IOWA",4169,6430,175
"19021","IOWA",2961,5074,132
"19023","IOWA",2424,5556,118
"19025","IOWA",1470,3698,90
"19027","IOWA",3454,7766,115
"19029","IOWA",2201,4979,96
"19031","IOWA",4337,6184,182
"19033","IOWA",10941,12499,361
"19035","IOWA",1936,4510,72
"19037","IOWA",2233,4322,76
"19039","IOWA",1466,3153,51
"19041","IOWA",2662,6158,149
"19043","IOWA",3340,6119,135
"19045","IOWA",10812,13410,465
"19047","IOWA",2220,4862,72
"19049","IOWA",26879,28162,981
"19051","IOWA",1013,3035,54
"19053","IOWA",1120,2618,66
"19055","IOWA",3157,6688,158
"19057","IOWA",8893,10642,421
"19059","IOWA",3661,7452,131
"19061","IOWA",25657,27358,911
"19063","IOWA",1520,3268,65
"19065","IOWA",3835,6174,177
"19067","IOWA",3172,4747,113
"19069","IOWA",1626,3433,71
"19071","IOWA",1080,2717,60
"19073","IOWA",1769,3229,59
"19075","IOWA",2206,4945,125
"19077","IOWA",1985,4280,106
"19079","IOWA",2843,4982,118
"19081","IOWA",1683,4401,88
"19083","IOWA",2976,5864,149
"19085","IOWA",2440,5580,135
"19087","IOWA",3275,6525,182
"19089","IOWA",1772,3133,53
"19091","IOWA",1442,3825,60
"19093","IOWA",917,2885,47
"19095","IOWA",3547,6035,160
"19097","IOWA",4029,6957,149
"19099","IOWA",7737,12125,322
"19101","IOWA",4319,4476,164
"19103","IOWA",59177,23206,1468
"19105","IOWA",4213,6596,180
"19107","IOWA",1414,3809,80
"19109","IOWA",2696,6288,106
"19111","IOWA",6541,9808,385
"19113","IOWA",70874,53744,2840
"19115","IOWA",1726,3506,100
"19117","IOWA",1284,3295,51
"19119","IOWA",1067,5718,78
"19121","IOWA",3134,6525,165
"19123","IOWA",2894,8320,190
"19125","IOWA",6178,12722,332
"19127","IOWA",8176,9610,350
"19129","IOWA",2508,5616,144
"19131","IOWA",2053,3684,85
"19133","IOWA",1407,3262,59
"19135","IOWA",1078,2978,32
"19137","IOWA",1583,3666,78
"19139","IOWA",9372,10865,434
"19141","IOWA",1569,5871,111
"19143","IOWA",601,2695,32
"19145","IOWA",2086,5328,114
"19147","IOWA",1519,3378,61
"19149","IOWA",3494,10515,179
"19151","IOWA",933,2832,58
"19153","IOWA",146250,107564,4941
"19155","IOWA",18575,26352,817
"19157","IOWA",4306,5673,161
"19159","IOWA",709,1974,31
"19161","IOWA",1389,4069,77
"19163","IOWA",46926,43958,1715
"19165","IOWA",1959,4711,125
"19167","IOWA",3019,15775,257
"19169","IOWA",29175,20541,1322
"19171","IOWA",3577,5325,146
"19173","IOWA",746,2470,33
"19175","IOWA",2061,4024,100
"19177","IOWA",875,2870,46
"19179","IOWA",5821,9536,276
"19181","IOWA",12574,17868,597
"19183","IOWA",4561,6991,213
"19185","IOWA",727,2344,38
"19187","IOWA",6613,10970,239
"19189","IOWA",2135,3726,109
"19191","IOWA",5617,6263,184
"19193","IOWA",18704,25926,732
"19195","IOWA",1596,2742,80
"19197","IOWA",1996,4148,110
"20001","KANSAS",1570,4218,104
"20003","KANSAS",782,2929,81
"20005","KANSAS",2359,4906,175
"20007","KANSAS",291,2014,37
"20009","KANSAS",2340,8608,182
"20011","KANSAS",1541,5023,112
"20013","KANSAS",1104,3262,105
"20015","KANSAS",9181,22634,705
"20017","KANSAS",345,1123,23
"20019","KANSAS",212,1402,25
"20021","KANSAS",2194,6766,168
"20023","KANSAS",224,1183,22
"20025","KANSAS",143,904,20
"20027","KANSAS",894,3177,111
"20029","KANSAS",920,3242,101
"20031","KANSAS",964,3489,112
"20033","KANSAS",126,762,28
"20035","KANSAS",4273,9656,302
"20037","KANSAS",6179,10045,421
"20039","KANSAS",218,1260,20
"20041","KANSAS",2060,7126,163
"20043","KANSAS",686,2976,47
"20045","KANSAS",40785,17286,1424
"20047","KANSAS",271,1141,19
"20049","KANSAS",195,1140,26
"20051","KANSAS",3737,9758,305
"20053","KANSAS",648,2148,57
"20055","KANSAS",4325,7236,239
"20057","KANSAS",2947,5803,165
"20059","KANSAS",3690,8479,308
"20061","KANSAS",3983,5323,297
"20063","KANSAS",166,1291,14
"20065","KANSAS",228,1080,29
"20067","KANSAS",518,1936,47
"20069","KANSAS",341,1911,36
"20071","KANSAS",78,549,14
"20073","KANSAS",569,2444,64
"20075","KANSAS",141,698,20
"20077","KANSAS",461,2168,49
"20079","KANSAS",6747,10182,380
"20081","KANSAS",268,1122,20
"20083","KANSAS",154,875,16
"20085","KANSAS",1881,4517,186
"20087","KANSAS",3194,6334,254
"20089","KANSAS",212,1387,29
"20091","KANSAS",184259,155631,7324
"20093","KANSAS",267,1164,24
"20095","KANSAS",752,3130,67
"20097","KANSAS",156,980,29
"20099","KANSAS",2655,5735,173
"20101","KANSAS",115,762,18
"20103","KANSAS",13886,21610,994
"20105","KANSAS",266,1283,30
"20107","KANSAS",896,4048,102
"20109","KANSAS",186,1249,23
"20111","KANSAS",6055,7550,383
"20113","KANSAS",4134,9964,340
"20115","KANSAS",1516,4465,130
"20117","KANSAS",1259,3729,126
"20119","KANSAS",263,1523,39
"20121","KANSAS",5247,12308,382
"20123","KANSAS",558,2504,39
"20125","KANSAS",3228,9931,267
"20127","KANSAS",729,2124,46
"20129","KANSAS",150,1034,14
"20131","KANSAS",927,4664,93
"20133","KANSAS",1796,4970,111
"20135","KANSAS",149,1339,25
"20137","KANSAS",364,2007,44
"20139","KANSAS",2136,5705,194
"20141","KANSAS",281,1629,35
"20143","KANSAS",506,2610,75
"20145","KANSAS",643,2045,51
"20147","KANSAS",318,2418,45
"20149","KANSAS",3313,9452,318
"20151","KANSAS",933,3108,96
"20153","KANSAS",214,1261,29
"20155","KANSAS",8886,18443,612
"20157","KANSAS",424,2182,51
"20159","KANSAS",965,3262,92
"20161","KANSAS",12765,11610,796
"20163","KANSAS",339,2325,35
"20165","KANSAS",295,1350,32
"20167","KANSAS",600,2790,77
"20169","KANSAS",8214,15722,595
"20171","KANSAS",299,2014,41
"20173","KANSAS",95870,122416,5402
"20175","KANSAS",1833,3372,89
"20177","KANSAS",43015,40443,2199
"20179","KANSAS",147,1282,16
"20181","KANSAS",396,2269,62
"20183","KANSAS",336,1763,30
"20185","KANSAS",357,1645,32
"20187","KANSAS",148,614,14
"20189","KANSAS",237,1760,34
"20191","KANSAS",2591,8105,232
"20193","KANSAS",625,3130,55
"20195","KANSAS",242,1363,25
"20197","KANSAS",964,2845,93
"20199","KANSAS",44,770,11
"20201","KANSAS",475,2363,45
"20203","KANSAS",149,808,11
"20205","KANSAS",723,3153,78
"20207","KANSAS",294,1228,24
"20209","KANSAS",36788,18934,1063
"21001","KENTUCKY",1392,7276,95
"21003","KENTUCKY",1642,7586,135
"21005","KENTUCKY",3347,9657,236
"21007","KENTUCKY",825,3356,44
"21009","KENTUCKY",5127,14654,274
"21011","KENTUCKY",1573,3986,68
"21013","KENTUCKY",1789,8140,115
"21015","KENTUCKY",20897,44811,1245
"21017","KENTUCKY",3296,6190,157
"21019","KENTUCKY",7083,14295,363
"21021","KENTUCKY",5298,8872,297
"21023","KENTUCKY",800,3398,46
"21025","KENTUCKY",1301,4265,95
"21027","KENTUCKY",2350,7701,146
"21029","KENTUCKY",10551,30708,705
"21031","KENTUCKY",1079,4960,83
"21033","KENTUCKY",1433,4906,89
"21035","KENTUCKY",5794,11351,298
"21037","KENTUCKY",19373,28482,978
"21039","KENTUCKY",463,2159,16
"21041","KENTUCKY",1116,2954,65
"21043","KENTUCKY",2642,8775,168
"21045","KENTUCKY",918,6179,74
"21047","KENTUCKY",8296,15080,487
"21049","KENTUCKY",6004,11811,313
"21051","KENTUCKY",831,6677,82
"21053","KENTUCKY",603,4280,49
"21055","KENTUCKY",731,3451,60
"21057","KENTUCKY",508,2769,32
"21059","KENTUCKY",17283,31023,934
"21061","KENTUCKY",1227,4828,76
"21063","KENTUCKY",712,2246,37
"21065","KENTUCKY",1355,5100,83
"21067","KENTUCKY",90566,58845,3253
"21069","KENTUCKY",1474,5534,58
"21071","KENTUCKY",3884,12250,217
"21073","KENTUCKY",12650,12900,509
"21075","KENTUCKY",791,1605,25
"21077","KENTUCKY",822,2955,72
"21079","KENTUCKY",1830,6754,119
"21081","KENTUCKY",2205,8725,176
"21083","KENTUCKY",3559,13206,253
"21085","KENTUCKY",2400,9453,130
"21087","KENTUCKY",920,4838,54
"21089","KENTUCKY",4873,13064,239
"21091","KENTUCKY",1351,3145,91
"21093","KENTUCKY",18101,29832,1008
"21095","KENTUCKY",1494,9367,110
"21097","KENTUCKY",2400,6334,119
"21099","KENTUCKY",1908,6345,116
"21101","KENTUCKY",7639,12730,319
"21103","KENTUCKY",2142,5843,122
"21105","KENTUCKY",458,1714,27
"21107","KENTUCKY",5439,15757,313
"21109","KENTUCKY",605,5453,55
"21111","KENTUCKY",228288,150619,7186
"21113","KENTUCKY",8567,17096,588
"21115","KENTUCKY",1608,8450,134
"21117","KENTUCKY",32265,48123,1720
"21119","KENTUCKY",1412,4779,60
"21121","KENTUCKY",2114,11012,147
"21123","KENTUCKY",1504,5685,112
"21125","KENTUCKY",4474,23234,389
"21127","KENTUCKY",1238,5633,84
"21129","KENTUCKY",459,2159,41
"21131","KENTUCKY",446,4321,44
"21133","KENTUCKY",1799,7226,110
"21135","KENTUCKY",823,4986,74
"21137","KENTUCKY",2254,8489,170
"21139","KENTUCKY",939,4010,54
"21141","KENTUCKY",3094,9067,185
"21143","KENTUCKY",1092,3100,36
"21145","KENTUCKY",11190,21820,511
"21147","KENTUCKY",725,5664,46
"21149","KENTUCKY",1074,3633,75
"21151","KENTUCKY",15580,27353,970
"21153","KENTUCKY",1213,4174,59
"21155","KENTUCKY",2722,6113,93
"21157","KENTUCKY",4071,13297,233
"21159","KENTUCKY",403,3496,31
"21161","KENTUCKY",2362,5477,119
"21163","KENTUCKY",3632,10184,294
"21165","KENTUCKY",750,2311,41
"21167","KENTUCKY",3033,8506,196
"21169","KENTUCKY",975,3959,78
"21171","KENTUCKY",657,4628,45
"21173","KENTUCKY",3630,8993,214
"21175","KENTUCKY",1172,4297,66
"21177","KENTUCKY",3544,10496,189
"21179","KENTUCKY",7188,15703,354
"21181","KENTUCKY",955,2408,33
"21183","KENTUCKY",2404,8582,141
"21185","KENTUCKY",14504,22651,781
"21187","KENTUCKY",1098,4292,66
"21189","KENTUCKY",216,1670,9
"21191","KENTUCKY",1322,5515,88
"21193","KENTUCKY",2350,8118,138
"21195","KENTUCKY",4862,20279,227
"21197","KENTUCKY",1367,4041,97
"21199","KENTUCKY",5664,25441,432
"21201","KENTUCKY",253,884,9
"21203","KENTUCKY",1134,6577,72
"21205","KENTUCKY",3880,5994,184
"21207","KENTUCKY",1329,7506,104
"21209","KENTUCKY",10564,17764,622
"21211","KENTUCKY",8076,15054,412
"21213","KENTUCKY",2681,5888,163
"21215","KENTUCKY",2530,8737,162
"21217","KENTUCKY",2961,9376,173
"21219","KENTUCKY",1202,4060,89
"21221","KENTUCKY",1791,5487,97
"21223","KENTUCKY",1012,3227,80
"21225","KENTUCKY",1529,4965,82
"21227","KENTUCKY",22477,31790,1084
"21229","KENTUCKY",1644,4482,97
"21231","KENTUCKY",1700,7430,110
"21233","KENTUCKY",1412,4506,73
"21235","KENTUCKY",2552,12567,228
"21237","KENTUCKY",839,2097,43
"21239","KENTUCKY",6530,8362,319
"22001","LOUISIANA",5443,22596,386
"22003","LOUISIANA",2108,7574,128
"22005","LOUISIANA",20399,40687,1239
"22007","LOUISIANA",3833,7271,131
"22009","LOUISIANA",4979,12028,285
"22011","LOUISIANA",2542,13575,240
"22013","LOUISIANA",3067,3891,92
"22015","LOUISIANA",15662,38074,919
"22017","LOUISIANA",55110,48021,1781
"22019","LOUISIANA",25982,55066,1615
"22021","LOUISIANA",745,3976,41
"22023","LOUISIANA",324,3671,44
"22025","LOUISIANA",1269,3541,48
"22027","LOUISIANA",2731,3770,79
"22029","LOUISIANA",3177,5550,101
"22031","LOUISIANA",5457,9112,167
"22033","LOUISIANA",115577,88420,4185
"22035","LOUISIANA",1900,1080,56
"22037","LOUISIANA",4280,6064,165
"22039","LOUISIANA",4158,11053,201
"22041","LOUISIANA",2658,6970,92
"22043","LOUISIANA",1157,8117,118
"22045","LOUISIANA",11027,21251,435
"22047","LOUISIANA",8514,7893,312
"22049","LOUISIANA",2143,5394,95
"22051","LOUISIANA",84477,105949,3307
"22053","LOUISIANA",3208,11423,210
"22055","LOUISIANA",39685,72519,2317
"22057","LOUISIANA",8672,36024,692
"22059","LOUISIANA",638,6378,61
"22061","LOUISIANA",7559,11311,405
"22063","LOUISIANA",9249,54877,1104
"22065","LOUISIANA",2654,1930,86
"22067","LOUISIANA",4946,6510,118
"22069","LOUISIANA",6896,9358,300
"22071","LOUISIANA",147854,26664,3301
"22073","LOUISIANA",25913,42255,998
"22075","LOUISIANA",3414,7412,188
"22077","LOUISIANA",4683,7503,185
"22079","LOUISIANA",19475,38347,1043
"22081","LOUISIANA",1644,2413,75
"22083","LOUISIANA",3225,6607,108
"22085","LOUISIANA",1731,8776,89
"22087","LOUISIANA",6151,11179,320
"22089","LOUISIANA",9800,18233,484
"22091","LOUISIANA",3346,2714,98
"22093","LOUISIANA",6510,5954,126
"22095","LOUISIANA",13582,7538,312
"22097","LOUISIANA",17372,23171,611
"22099","LOUISIANA",8439,18203,396
"22101","LOUISIANA",8055,14811,320
"22103","LOUISIANA",37746,99666,2698
"22105","LOUISIANA",18887,37806,968
"22107","LOUISIANA",1329,1197,28
"22109","LOUISIANA",11198,34339,703
"22111","LOUISIANA",2654,8407,140
"22113","LOUISIANA",5009,21930,385
"22115","LOUISIANA",2898,14107,263
"22117","LOUISIANA",5970,13307,236
"22119","LOUISIANA",6172,11830,214
"22121","LOUISIANA",6200,7684,213
"22123","LOUISIANA",710,4317,25
"22125","LOUISIANA",2298,3863,107
"22127","LOUISIANA",1543,4619,63
"23001","MAINE",27617,29268,2476
"23003","MAINE",13956,21080,1174
"23005","MAINE",128759,59584,7571
"23007","MAINE",8069,8754,776
"23009","MAINE",19369,14982,1325
"23011","MAINE",34902,34721,2992
"23013","MAINE",15110,9982,940
"23015","MAINE",12684,10256,917
"23017","MAINE",14755,17698,1357
"23019","MAINE",37713,44825,3595
"23021","MAINE",3517,6143,336
"23023","MAINE",13528,9755,997
"23025","MAINE",10199,16644,1030
"23027","MAINE",12345,11196,1025
"23029","MAINE",6761,10194,615
"23031","MAINE",71189,54817,5036
"24001","MARYLAND",9158,20886,597
"24003","MARYLAND",172823,127821,8973
"24005","MARYLAND",258409,146202,10321
"24009","MARYLAND",22587,25346,1180
"24011","MARYLAND",5095,10283,416
"24013","MARYLAND",36456,60218,3653
"24015","MARYLAND",16809,29439,1214
"24017","MARYLAND",62171,25579,1748
"24019","MARYLAND",6857,8764,356
"24021","MARYLAND",77675,63682,4258
"24023","MARYLAND",3281,12002,328
"24025","MARYLAND",63095,80930,4161
"24027","MARYLAND",129433,48390,5239
"24029","MARYLAND",5329,5195,270
"24031","MARYLAND",419569,101222,12952
"24033","MARYLAND",379208,37090,8557
"24035","MARYLAND",10709,18741,840
"24037","MARYLAND",23138,30826,1701
"24039","MARYLAND",4241,5739,167
"24041","MARYLAND",11062,10946,547
"24043","MARYLAND",26044,40224,1511
"24045","MARYLAND",22054,22944,1218
"24047","MARYLAND",12560,18571,560
"24510","MARYLAND",207260,25374,4827
"25001","MASSACHUSETTS",91994,55311,4207
"25003","MASSACHUSETTS",51705,18064,2002
"25005","MASSACHUSETTS",153377,119872,8115
"25007","MASSACHUSETTS",9914,2631,328
"25009","MASSACHUSETTS",267198,144837,12564
"25011","MASSACHUSETTS",30030,11201,1772
"25013","MASSACHUSETTS",125948,87318,7527
"25015","MASSACHUSETTS",63362,22281,2689
"25017","MASSACHUSETTS",617196,226956,25195
"25019","MASSACHUSETTS",5241,1914,183
"25021","MASSACHUSETTS",273312,125294,12436
"25023","MASSACHUSETTS",173630,121227,9013
"25025","MASSACHUSETTS",270522,58613,8105
"25027","MASSACHUSETTS",248773,171683,14465
"26001","MICHIGAN",2142,4848,74
"26003","MICHIGAN",2053,3014,61
"26005","MICHIGAN",24449,41392,1253
"26007","MICHIGAN",6000,10686,283
"26009","MICHIGAN",5960,9748,241
"26011","MICHIGAN",2774,5928,129
"26013","MICHIGAN",1478,2512,48
"26015","MICHIGAN",11797,23471,637
"26017","MICHIGAN",26151,33125,979
"26019","MICHIGAN",5480,6601,181
"26021","MICHIGAN",37438,43519,1434
"26023","MICHIGAN",6159,14064,313
"26025","MICHIGAN",28877,36221,1183
"26027","MICHIGAN",9130,16699,387
"26029","MICHIGAN",6939,9841,220
"26031","MICHIGAN",5437,10186,245
"26033","MICHIGAN",6648,10681,313
"26035","MICHIGAN",5199,10861,221
"26037","MICHIGAN",21968,25098,861
"26039","MICHIGAN",2672,5087,102
"26041","MICHIGAN",7606,13207,338
"26043","MICHIGAN",4744,9617,228
"26045","MICHIGAN",31299,31798,1230
"26047","MICHIGAN",9662,12135,380
"26049","MICHIGAN",119390,98714,3256
"26051","MICHIGAN",4524,9893,186
"26053","MICHIGAN",3570,4600,96
"26055","MICHIGAN",28683,30502,1051
"26057","MICHIGAN",6693,12102,332
"26059","MICHIGAN",5883,17037,382
"26061","MICHIGAN",7750,10378,373
"26063","MICHIGAN",5490,12731,216
"26065","MICHIGAN",94212,47639,2699
"26067","MICHIGAN",10901,20657,651
"26069","MICHIGAN",5373,9759,231
"26071","MICHIGAN",2493,4216,80
"26073","MICHIGAN",14072,14815,534
"26075","MICHIGAN",31995,47372,1494
"26077","MICHIGAN",83686,56823,2905
"26079","MICHIGAN",3002,7436,193
"26081","MICHIGAN",187915,165741,7392
"26083","MICHIGAN",672,862,23
"26085","MICHIGAN",2288,3946,89
"26087","MICHIGAN",16367,35482,801
"26089","MICHIGAN",8795,7916,189
"26091","MICHIGAN",20918,31541,916
"26093","MICHIGAN",48220,76982,1995
"26095","MICHIGAN",842,2109,50
"26097","MICHIGAN",2632,4304,79
"26099","MICHIGAN",223952,263863,6441
"26101","MICHIGAN",6107,8321,227
"26103","MICHIGAN",20465,16286,711
"26105","MICHIGAN",6802,10207,245
"26107","MICHIGAN",7375,13267,407
"26109","MICHIGAN",4316,8117,174
"26111","MICHIGAN",20493,27675,920
"26113","MICHIGAN",1967,6648,140
"26115","MICHIGAN",32975,52710,1463
"26117","MICHIGAN",9703,21815,582
"26119","MICHIGAN",1628,4171,60
"26121","MICHIGAN",45643,45133,1668
"26123","MICHIGAN",7873,18857,431
"26125","MICHIGAN",434148,325971,10232
"26127","MICHIGAN",4944,8892,226
"26129","MICHIGAN",3475,8253,179
"26131","MICHIGAN",1391,2358,55
"26133","MICHIGAN",3214,8928,187
"26135","MICHIGAN",1342,3466,66
"26137","MICHIGAN",4743,9779,235
"26139","MICHIGAN",64705,100913,3095
"26141","MICHIGAN",2911,5342,91
"26143","MICHIGAN",5166,9670,182
"26145","MICHIGAN",51088,50785,1476
"26147","MICHIGAN",31363,59185,1516
"26149","MICHIGAN",9262,18127,547
"26151","MICHIGAN",5966,16194,286
"26153","MICHIGAN",1589,3090,66
"26155","MICHIGAN",15347,23149,728
"26157","MICHIGAN",8712,20297,436
"26159","MICHIGAN",16803,21591,672
"26161","MICHIGAN",157136,56241,3041
"26163","MICHIGAN",597170,264553,10746
"26165","MICHIGAN",5838,12102,325
"27001","MINNESOTA",3607,6258,160
"27003","MINNESOTA",100893,104902,5337
"27005","MINNESOTA",6589,12438,374
"27007","MINNESOTA",11426,12188,575
"27009","MINNESOTA",7280,14382,598
"27011","MINNESOTA",1053,1863,58
"27013","MINNESOTA",18330,16731,990
"27015","MINNESOTA",4753,9552,330
"27017","MINNESOTA",10098,9791,480
"27019","MINNESOTA",30774,34009,1578
"27021","MINNESOTA",6342,11620,327
"27023","MINNESOTA",2226,4250,135
"27025","MINNESOTA",11806,21916,848
"27027","MINNESOTA",16357,15043,839
"27029","MINNESOTA",1260,3372,76
"27031","MINNESOTA",2496,1203,107
"27033","MINNESOTA",1834,4165,108
"27035","MINNESOTA",13726,25676,771
"27037","MINNESOTA",146155,109638,6466
"27039","MINNESOTA",4079,7783,325
"27041","MINNESOTA",7868,15799,498
"27043","MINNESOTA",2531,5191,192
"27045","MINNESOTA",4551,7301,289
"27047","MINNESOTA",6889,9578,351
"27049","MINNESOTA",11806,16052,778
"27051","MINNESOTA",1300,2269,85
"27053","MINNESOTA",532623,205973,17373
"27055","MINNESOTA",4853,6334,253
"27057","MINNESOTA",4462,8202,301
"27059","MINNESOTA",7138,16491,606
"27061","MINNESOTA",10786,15239,536
"27063","MINNESOTA",1745,3948,126
"27065","MINNESOTA",2774,6278,190
"27067","MINNESOTA",8440,14437,490
"27069","MINNESOTA",1006,1546,87
"27071","MINNESOTA",2659,4131,132
"27073","MINNESOTA",1446,2528,66
"27075","MINNESOTA",3647,3393,162
"27077","MINNESOTA",671,1704,33
"27079","MINNESOTA",5672,10775,371
"27081","MINNESOTA",937,2121,57
"27083","MINNESOTA",4634,7979,280
"27085","MINNESOTA",6413,13986,534
"27087","MINNESOTA",1112,1142,50
"27089","MINNESOTA",1295,3721,97
"27091","MINNESOTA",3305,7480,224
"27093","MINNESOTA",3867,9359,303
"27095","MINNESOTA",4404,9952,333
"27097","MINNESOTA",4367,14821,370
"27099","MINNESOTA",8899,10025,421
"27101","MINNESOTA",1449,3363,84
"27103","MINNESOTA",9622,9018,485
"27105","MINNESOTA",2933,5600,182
"27107","MINNESOTA",1404,1953,84
"27109","MINNESOTA",49491,39692,2202
"27111","MINNESOTA",11958,23800,641
"27113","MINNESOTA",2568,4532,177
"27115","MINNESOTA",5419,10256,326
"27117","MINNESOTA",1306,3553,81
"27119","MINNESOTA",5439,9865,290
"27121","MINNESOTA",2477,4417,128
"27123","MINNESOTA",211620,77376,6981
"27125","MINNESOTA",691,1454,51
"27127","MINNESOTA",2355,5771,158
"27129","MINNESOTA",2496,5467,165
"27131","MINNESOTA",17402,17464,820
"27133","MINNESOTA",1556,3583,101
"27135","MINNESOTA",2188,6065,168
"27137","MINNESOTA",67704,49017,2810
"27139","MINNESOTA",40040,45872,2053
"27141","MINNESOTA",18065,36222,1325
"27143","MINNESOTA",2417,5864,171
"27145","MINNESOTA",31879,50959,1997
"27147","MINNESOTA",7917,12656,555
"27149","MINNESOTA",1922,3044,119
"27151","MINNESOTA",1784,3316,93
"27153","MINNESOTA",3286,9753,218
"27155","MINNESOTA",661,1172,31
"27157","MINNESOTA",4696,8153,274
"27159","MINNESOTA",2023,5520,134
"27161","MINNESOTA",3496,6624,269
"27163","MINNESOTA",89165,73764,3857
"27165","MINNESOTA",1987,3103,111
"27167","MINNESOTA",1026,2328,76
"27169","MINNESOTA",13333,13227,613
"27171","MINNESOTA",28430,51973,2023
"27173","MINNESOTA",1688,3734,106
"28001","MISSISSIPPI",7917,5696,146
"28003","MISSISSIPPI",2782,12818,193
"28005","MISSISSIPPI",2620,4503,73
"28007","MISSISSIPPI",3542,5178,103
"28009","MISSISSIPPI",1679,2570,40
"28011","MISSISSIPPI",8904,4671,169
"28013","MISSISSIPPI",1902,4625,63
"28015","MISSISSIPPI",1729,3924,48
"28017","MISSISSIPPI",3810,4175,156
"28019","MISSISSIPPI",1185,3001,37
"28021","MISSISSIPPI",3772,603,74
"28023","MISSISSIPPI",2838,5417,83
"28025","MISSISSIPPI",5844,4181,164
"28027","MISSISSIPPI",6020,2375,106
"28029","MISSISSIPPI",6470,6250,163
"28031","MISSISSIPPI",3416,5854,90
"28033","MISSISSIPPI",28265,46462,1397
"28035","MISSISSIPPI",13755,17290,609
"28037","MISSISSIPPI",1480,2923,58
"28039","MISSISSIPPI",1218,9713,118
"28041","MISSISSIPPI",966,4794,52
"28043","MISSISSIPPI",4734,6081,96
"28045","MISSISSIPPI",4504,16132,321
"28047","MISSISSIPPI",27728,46822,1218
"28049","MISSISSIPPI",73550,25141,1304
"28051","MISSISSIPPI",6588,1369,158
"28053","MISSISSIPPI",3016,1118,55
"28055","MISSISSIPPI",355,308,13
"28057","MISSISSIPPI",1249,9438,132
"28059","MISSISSIPPI",17375,36295,873
"28061","MISSISSIPPI",4341,4302,93
"28063","MISSISSIPPI",3327,531,50
"28065","MISSISSIPPI",3599,2534,80
"28067","MISSISSIPPI",8517,21226,348
"28069","MISSISSIPPI",2887,1787,57
"28071","MISSISSIPPI",10070,12949,404
"28073","MISSISSIPPI",7340,20704,441
"28075","MISSISSIPPI",12960,17967,320
"28077","MISSISSIPPI",2260,4285,68
"28079","MISSISSIPPI",3897,5228,75
"28081","MISSISSIPPI",12189,24207,558
"28083","MISSISSIPPI",7648,3129,116
