"county_fips","state","dem","gop","other"
"28085","MISSISSIPPI",5040,11596,165
"28087","MISSISSIPPI",13087,13800,354
"28089","MISSISSIPPI",24440,31091,681
"28091","MISSISSIPPI",3787,8273,117
"28093","MISSISSIPPI",8057,7566,194
"28095","MISSISSIPPI",5874,11177,208
"28097","MISSISSIPPI",2121,2917,37
"28099","MISSISSIPPI",3260,8320,123
"28101","MISSISSIPPI",3075,6997,111
"28103","MISSISSIPPI",4040,1240,59
"28105","MISSISSIPPI",10299,9004,454
"28107","MISSISSIPPI",7403,8060,164
"28109","MISSISSIPPI",4148,19595,290
"28111","MISSISSIPPI",1362,4500,54
"28113","MISSISSIPPI",8646,8479,217
"28115","MISSISSIPPI",2614,11550,197
"28117","MISSISSIPPI",2153,8370,121
"28119","MISSISSIPPI",2150,1026,50
"28121","MISSISSIPPI",18847,50895,913
"28123","MISSISSIPPI",4330,6285,118
"28125","MISSISSIPPI",1465,688,30
"28127","MISSISSIPPI",4037,7635,143
"28129","MISSISSIPPI",1791,6458,78
"28131","MISSISSIPPI",1802,5964,112
"28133","MISSISSIPPI",6781,2799,101
"28135","MISSISSIPPI",3105,2488,92
"28137","MISSISSIPPI",4183,8707,203
"28139","MISSISSIPPI",1937,8054,111
"28141","MISSISSIPPI",1059,7933,146
"28143","MISSISSIPPI",2580,926,56
"28145","MISSISSIPPI",2160,10373,150
"28147","MISSISSIPPI",2835,4220,64
"28149","MISSISSIPPI",10442,10365,246
"28151","MISSISSIPPI",12503,5300,205
"28153","MISSISSIPPI",3624,6307,125
"28155","MISSISSIPPI",1043,4291,61
"28157","MISSISSIPPI",2749,1324,54
"28159","MISSISSIPPI",4040,5112,84
"28161","MISSISSIPPI",2785,3671,79
"28163","MISSISSIPPI",5496,4832,108
"29001","MISSOURI",3710,6413,213
"29003","MISSOURI",2351,7255,146
"29005","MISSOURI",564,2199,51
"29007","MISSOURI",2704,7732,220
"29009","MISSOURI",2948,12425,225
"29011","MISSOURI",844,5168,65
"29013","MISSOURI",1672,6597,147
"29015","MISSOURI",2180,8109,187
"29017","MISSOURI",750,5167,66
"29019","MISSOURI",50064,38646,2458
"29021","MISSOURI",13445,22450,703
"29023","MISSOURI",3301,14602,238
"29025","MISSOURI",897,3725,60
"29027","MISSOURI",5870,14815,459
"29029","MISSOURI",5652,18850,310
"29031","MISSOURI",10760,28907,661
"29033","MISSOURI",786,3706,40
"29035","MISSOURI",418,2451,28
"29037","MISSOURI",19052,37197,1159
"29039","MISSOURI",1145,5788,111
"29041","MISSOURI",916,3111,50
"29043","MISSOURI",11131,34920,788
"29045","MISSOURI",678,2672,44
"29047","MISSOURI",59400,64605,2564
"29049","MISSOURI",2896,7799,193
"29051","MISSOURI",12694,26086,749
"29053","MISSOURI",2249,6272,172
"29055","MISSOURI",2113,8725,135
"29057","MISSOURI",656,3414,49
"29059","MISSOURI",1380,6619,105
"29061","MISSOURI",746,3102,63
"29063","MISSOURI",930,3828,85
"29065","MISSOURI",1056,5987,99
"29067","MISSOURI",1016,5898,86
"29069","MISSOURI",2200,8135,84
"29071","MISSOURI",14569,38058,1058
"29073","MISSOURI",1601,6222,100
"29075","MISSOURI",613,2581,43
"29077","MISSOURI",55068,83630,3102
"29079","MISSOURI",799,3585,53
"29081","MISSOURI",597,3198,31
"29083","MISSOURI",2619,8027,142
"29085","MISSOURI",1056,3966,58
"29087","MISSOURI",338,1976,29
"29089","MISSOURI",1413,3553,126
"29091","MISSOURI",3218,15181,251
"29093","MISSOURI",945,3596,51
"29095","MISSOURI",92182,100142,4094
"29097","MISSOURI",13549,37728,1075
"29099","MISSOURI",37523,77046,2119
"29101","MISSOURI",6974,15489,660
"29103","MISSOURI",340,1486,28
"29105","MISSOURI",2780,13762,251
"29107","MISSOURI",4472,12273,310
"29109","MISSOURI",3214,14426,265
"29111","MISSOURI",984,3553,72
"29113","MISSOURI",6607,21848,563
"29115","MISSOURI",1275,4363,88
"29117","MISSOURI",1410,5267,81
"29119","MISSOURI",1439,7465,149
"29121","MISSOURI",1662,6076,98
"29123","MISSOURI",1019,4584,73
"29125","MISSOURI",814,3892,65
"29127","MISSOURI",3202,9915,231
"29129","MISSOURI",222,1541,16
"29131","MISSOURI",2038,10176,168
"29133","MISSOURI",1178,3537,41
"29135","MISSOURI",1308,5744,105
"29137","MISSOURI",936,3477,70
"29139","MISSOURI",1208,4465,99
"29141","MISSOURI",1924,7442,121
"29143","MISSOURI",1748,5447,55
"29145","MISSOURI",5818,22120,467
"29147","MISSOURI",2853,6865,175
"29149","MISSOURI",823,3847,69
"29151","MISSOURI",1037,6425,77
"29153","MISSOURI",752,4064,48
"29155","MISSOURI",1560,4120,55
"29157","MISSOURI",1664,7657,126
"29159","MISSOURI",4783,13854,460
"29161","MISSOURI",5637,13480,451
"29163","MISSOURI",1717,5863,115
"29165","MISSOURI",27179,28917,1174
"29167","MISSOURI",2885,11850,329
"29169","MISSOURI",3740,10329,345
"29171","MISSOURI",361,1984,16
"29173","MISSOURI",1205,4396,61
"29175","MISSOURI",2485,8018,241
"29177","MISSOURI",3109,8345,195
"29179","MISSOURI",529,2733,36
"29181","MISSOURI",833,4839,45
"29183","MISSOURI",89530,128389,4098
"29185","MISSOURI",988,3932,54
"29186","MISSOURI",2713,6630,141
"29187","MISSOURI",7044,20511,446
"29189","MISSOURI",328151,199493,8802
"29195","MISSOURI",2904,6451,164
"29197","MISSOURI",373,1606,24
"29199","MISSOURI",388,1560,36
"29201","MISSOURI",3753,13769,197
"29203","MISSOURI",706,3165,35
"29205","MISSOURI",592,2700,58
"29207","MISSOURI",1819,11484,123
"29209","MISSOURI",3506,14800,177
"29211","MISSOURI",478,1974,19
"29213","MISSOURI",5339,20508,441
"29215","MISSOURI",1716,9478,121
"29217","MISSOURI",1903,7155,127
"29219","MISSOURI",4769,13222,384
"29221","MISSOURI",1804,8047,125
"29223","MISSOURI",845,4987,46
"29225","MISSOURI",3573,14880,326
"29227","MISSOURI",215,877,15
"29229","MISSOURI",1168,7453,118
"29510","MISSOURI",110089,21474,2304
"30001","MONTANA",1608,3923,130
"30003","MONTANA",2491,2207,86
"30005","MONTANA",1589,1469,59
"30007","MONTANA",835,3173,89
"30009","MONTANA",2421,4468,163
"30011","MONTANA",74,775,15
"30013","MONTANA",15456,23315,1114
"30015","MONTANA",991,1891,83
"30017","MONTANA",1514,4205,141
"30019","MONTANA",195,799,20
"30021","MONTANA",962,3758,105
"30023","MONTANA",2562,2186,143
"30025","MONTANA",172,1375,28
"30027","MONTANA",1496,4869,142
"30029","MONTANA",20274,38321,1341
"30031","MONTANA",37044,31696,2239
"30033","MONTANA",41,764,8
"30035","MONTANA",3610,1884,123
"30037","MONTANA",78,414,11
"30039","MONTANA",638,1419,45
"30041","MONTANA",2981,3957,244
"30043","MONTANA",2625,5345,181
"30045","MONTANA",275,1040,29
"30047","MONTANA",6916,9322,388
"30049","MONTANA",19743,21409,1113
"30051","MONTANA",249,821,13
"30053","MONTANA",2835,8672,240
"30055","MONTANA",155,956,17
"30057","MONTANA",1771,4191,125
"30059","MONTANA",258,833,19
"30061","MONTANA",686,1828,49
"30063","MONTANA",43357,26347,1791
"30065","MONTANA",413,2423,45
"30067","MONTANA",5280,6025,261
"30069","MONTANA",39,298,11
"30071","MONTANA",416,1936,30
"30073","MONTANA",903,2031,61
"30075","MONTANA",154,970,12
"30077","MONTANA",752,2355,72
"30079","MONTANA",126,603,15
"30081","MONTANA",8763,19114,630
"30083","MONTANA",875,4800,123
"30085","MONTANA",1910,1996,111
"30087","MONTANA",1199,2486,88
"30089","MONTANA",1820,5660,142
"30091","MONTANA",574,1403,53
"30093","MONTANA",10392,7745,521
"30095","MONTANA",1156,4462,106
"30097","MONTANA",549,1840,57
"30099","MONTANA",1007,2608,64
"30101","MONTANA",467,1596,56
"30103","MONTANA",78,373,9
"30105","MONTANA",1030,3135,96
"30107","MONTANA",225,823,20
"30109","MONTANA",77,516,5
"30111","MONTANA",30679,50772,2370
"31001","NEBRASKA",4213,10085,304
"31003","NEBRASKA",452,3093,38
"31005","NEBRASKA",21,260,3
"31007","NEBRASKA",43,362,5
"31009","NEBRASKA",35,280,2
"31011","NEBRASKA",499,2653,65
"31013","NEBRASKA",1051,4002,128
"31015","NEBRASKA",135,1010,8
"31017","NEBRASKA",191,1470,18
"31019","NEBRASKA",6350,16640,599
"31021","NEBRASKA",1063,2580,88
"31023","NEBRASKA",873,3542,83
"31025","NEBRASKA",4737,10121,426
"31027","NEBRASKA",725,4174,97
"31029","NEBRASKA",226,1740,27
"31031","NEBRASKA",373,2844,48
"31033","NEBRASKA",855,3813,97
"31035","NEBRASKA",632,2848,78
"31037","NEBRASKA",1025,2636,56
"31039","NEBRASKA",870,3507,74
"31041","NEBRASKA",786,5090,117
"31043","NEBRASKA",2744,3926,124
"31045","NEBRASKA",1082,2931,108
"31047","NEBRASKA",2497,6524,157
"31049","NEBRASKA",141,871,20
"31051","NEBRASKA",651,2335,97
"31053","NEBRASKA",5544,10984,348
"31055","NEBRASKA",150350,119159,5442
"31057","NEBRASKA",105,883,11
"31059","NEBRASKA",693,2359,82
"31061","NEBRASKA",276,1437,11
"31063","NEBRASKA",189,1229,22
"31065","NEBRASKA",399,2163,39
"31067","NEBRASKA",3385,7445,238
"31069","NEBRASKA",161,1016,18
"31071","NEBRASKA",133,933,9
"31073","NEBRASKA",215,893,10
"31075","NEBRASKA",20,375,7
"31077","NEBRASKA",229,1016,13
"31079","NEBRASKA",7681,16189,504
"31081","NEBRASKA",1118,4309,106
"31083","NEBRASKA",282,1615,31
"31085","NEBRASKA",34,494,6
"31087","NEBRASKA",175,1264,30
"31089","NEBRASKA",686,4769,82
"31091","NEBRASKA",59,376,7
"31093","NEBRASKA",648,2786,67
"31095","NEBRASKA",1016,2616,84
"31097","NEBRASKA",647,1518,64
"31099","NEBRASKA",701,2822,81
"31101","NEBRASKA",763,3544,57
"31103","NEBRASKA",49,476,4
"31105","NEBRASKA",268,1563,43
"31107","NEBRASKA",905,3721,71
"31109","NEBRASKA",82293,70092,3706
"31111","NEBRASKA",3692,13071,344
"31113","NEBRASKA",38,407,5
"31115","NEBRASKA",75,370,9
"31117","NEBRASKA",17,275,10
"31119","NEBRASKA",3478,11940,347
"31121","NEBRASKA",743,3419,95
"31123","NEBRASKA",386,2113,58
"31125","NEBRASKA",359,1437,32
"31127","NEBRASKA",921,2428,74
"31129","NEBRASKA",409,1857,37
"31131","NEBRASKA",2490,5649,176
"31133","NEBRASKA",322,1071,36
"31135","NEBRASKA",199,1321,24
"31137","NEBRASKA",752,4157,100
"31139","NEBRASKA",480,3462,64
"31141","NEBRASKA",3260,12186,227
"31143","NEBRASKA",530,2291,58
"31145","NEBRASKA",811,4525,116
"31147","NEBRASKA",996,3073,57
"31149","NEBRASKA",84,744,13
"31151","NEBRASKA",1986,3631,153
"31153","NEBRASKA",41206,51979,2488
"31155","NEBRASKA",3331,9108,296
"31157","NEBRASKA",4196,10952,321
"31159","NEBRASKA",2438,6490,214
"31161","NEBRASKA",340,2292,40
"31163","NEBRASKA",343,1322,33
"31165","NEBRASKA",72,642,15
"31167","NEBRASKA",532,2561,68
"31169","NEBRASKA",624,2308,48
"31171","NEBRASKA",45,377,5
"31173","NEBRASKA",1122,1180,23
"31175","NEBRASKA",412,1901,27
"31177","NEBRASKA",3554,8583,276
"31179","NEBRASKA",1022,3055,123
"31181","NEBRASKA",335,1511,30
"31183","NEBRASKA",59,438,5
"31185","NEBRASKA",1630,5337,176
"32001","NEVADA",3048,9367,466
"32003","NEVADA",521777,430809,19722
"32005","NEVADA",11570,21623,924
"32007","NEVADA",4555,16734,668
"32009","NEVADA",72,395,13
"32011","NEVADA",104,887,17
"32013","NEVADA",1689,5877,205
"32015","NEVADA",496,2198,71
"32017","NEVADA",330,2067,49
"32019","NEVADA",8472,20906,851
"32021","NEVADA",824,1420,83
"32023","NEVADA",7287,17527,562
"32027","NEVADA",547,1731,42
"32029","NEVADA",900,1901,67
"32031","NEVADA",128052,116653,7251
"32033","NEVADA",856,3400,107
"32510","NEVADA",12735,16113,891
"33001","NEW HAMPSHIRE",16894,20899,598
"33003","NEW HAMPSHIRE",16649,16150,422
"33005","NEW HAMPSHIRE",25522,17898,800
"33007","NEW HAMPSHIRE",7640,8617,258
"33009","NEW HAMPSHIRE",33180,19905,881
"33011","NEW HAMPSHIRE",122344,104625,3972
"33013","NEW HAMPSHIRE",48533,39711,1561
"33015","NEW HAMPSHIRE",100064,95858,2876
"33017","NEW HAMPSHIRE",41721,30489,1386
"33019","NEW HAMPSHIRE",12390,11508,482
"34001","NEW JERSEY",73808,64438,1785
"34003","NEW JERSEY",285967,204417,5465
"34005","NEW JERSEY",154595,103345,3557
"34007","NEW JERSEY",175065,86207,3344
"34009","NEW JERSEY",23941,33158,615
"34011","NEW JERSEY",32742,28952,714
"34013","NEW JERSEY",266820,75475,3016
"34015","NEW JERSEY",86702,83340,2612
"34017","NEW JERSEY",181452,65698,2700
"34019","NEW JERSEY",39457,43153,1632
"34021","NEW JERSEY",122532,51641,2431
"34023","NEW JERSEY",226250,143467,4645
"34025","NEW JERSEY",181291,191808,5052
"34027","NEW JERSEY",153881,141134,4307
"34029","NEW JERSEY",119456,217740,4320
"34031","NEW JERSEY",129097,92009,2601
"34033","NEW JERSEY",14479,18827,616
"34035","NEW JERSEY",111173,71996,2690
"34037","NEW JERSEY",34481,51698,1781
"34039","NEW JERSEY",170245,80002,2744
"34041","NEW JERSEY",24901,34769,1117
"35001","NEW MEXICO",193757,116135,7698
"35003","NEW MEXICO",595,1698,33
"35005","NEW MEXICO",6381,15656,406
"35006","NEW MEXICO",4745,3975,183
"35007","NEW MEXICO",2611,3271,134
"35009","NEW MEXICO",4307,10444,350
"35011","NEW MEXICO",231,656,14
"35013","NEW MEXICO",47957,32802,1882
"35015","NEW MEXICO",5424,17454,344
"35017","NEW MEXICO",7590,6553,292
"35019","NEW MEXICO",1234,917,38
"35021","NEW MEXICO",179,319,7
"35023","NEW MEXICO",823,1120,31
"35025","NEW MEXICO",4061,16531,326
"35027","NEW MEXICO",3194,6942,170
"35028","NEW MEXICO",7554,4278,461
"35029","NEW MEXICO",3563,4408,132
"35031","NEW MEXICO",18029,7801,656
"35033","NEW MEXICO",1745,903,38
"35035","NEW MEXICO",8485,14521,565
"35037","NEW MEXICO",1170,2634,69
"35039","NEW MEXICO",10990,5408,230
"35041","NEW MEXICO",1802,4634,172
"35043","NEW MEXICO",40588,34174,1800
"35045","NEW MEXICO",18083,32874,1337
"35047","NEW MEXICO",7888,3421,222
"35049","NEW MEXICO",62530,18329,1368
"35051","NEW MEXICO",2265,3542,138
"35053","NEW MEXICO",3722,3255,183
"35055","NEW MEXICO",13121,3715,345
"35057","NEW MEXICO",2344,4772,165
"35059","NEW MEXICO",383,1388,18
"35061","NEW MEXICO",14263,17364,650
"36000","MISSOURI",107660,26393,2592
"36001","NEW YORK",99474,51081,4172
"36003","NEW YORK",6048,14135,712
"36005","NEW YORK",355374,67740,9285
"36007","NEW YORK",47010,43800,2684
"36009","NEW YORK",11879,22155,984
"36011","NEW YORK",16149,19512,1099
"36013","NEW YORK",23087,34853,1830
"36015","NEW YORK",16636,21922,1153
"36017","NEW YORK",8290,13482,645
"36019","NEW YORK",18364,16514,759
"36021","NEW YORK",20386,14464,931
"36023","NEW YORK",10369,10789,734
"36025","NEW YORK",9143,13387,544
"36027","NEW YORK",81443,66872,3574
"36029","NEW YORK",267174,197527,12086
"36031","NEW YORK",9947,8976,547
"36033","NEW YORK",9253,9668,499
"36035","NEW YORK",7931,15378,763
"36037","NEW YORK",9625,18876,930
"36039","NEW YORK",10346,14271,703
"36041","NEW YORK",1178,2225,86
"36043","NEW YORK",9937,18870,753
"36045","NEW YORK",17307,25629,1193
"36047","NEW YORK",703310,202772,14298
"36049","NEW YORK",3824,8894,318
"36051","NEW YORK",12477,18182,997
"36053","NEW YORK",14807,18408,1051
"36055","NEW YORK",225746,145661,12092
"36057","NEW YORK",7977,12745,524
"36059","NEW YORK",396504,326716,15149
"36061","NEW YORK",603040,85185,13180
"36063","NEW YORK",46029,56068,2769
"36065","NEW YORK",41567,57180,2949
"36067","NEW YORK",138894,90619,6173
"36069","NEW YORK",29025,29039,2021
"36071","NEW YORK",84684,84996,3625
"36073","NEW YORK",5587,12126,601
"36075","NEW YORK",21143,32138,1571
"36077","NEW YORK",12975,14382,866
"36079","NEW YORK",24953,29283,1082
"36081","NEW YORK",569038,212665,12795
"36083","NEW YORK",40969,36500,2493
"36085","NEW YORK",90997,123320,3582
"36087","NEW YORK",75802,73186,2393
"36089","NEW YORK",19361,24608,1298
"36091","NEW YORK",68471,61305,3780
"36093","NEW YORK",42465,30741,2175
"36095","NEW YORK",5345,9903,562
"36097","NEW YORK",3903,5621,275
"36099","NEW YORK",6914,8329,475
"36101","NEW YORK",15790,29474,1252
"36103","NEW YORK",368000,375821,14056
"36105","NEW YORK",15489,18665,978
"36107","NEW YORK",9634,14791,745
"36109","NEW YORK",33619,11096,1333
"36111","NEW YORK",57970,37590,2600
"36113","NEW YORK",17642,17699,1053
"36115","NEW YORK",11565,15941,750
"36117","NEW YORK",17456,26204,1371
"36119","NEW YORK",312371,144713,5181
"36121","NEW YORK",5073,13898,512
"36123","NEW YORK",4219,6208,361
"37001","NORTH CAROLINA",38825,46056,1210
"37003","NORTH CAROLINA",4145,15888,203
"37005","NORTH CAROLINA",1486,4527,63
"37007","NORTH CAROLINA",5789,5321,84
"37009","NORTH CAROLINA",4164,11451,199
"37011","NORTH CAROLINA",2191,7172,95
"37013","NORTH CAROLINA",9633,16437,245
"37015","NORTH CAROLINA",5939,3817,59
"37017","NORTH CAROLINA",7326,9676,123
"37019","NORTH CAROLINA",33310,55850,1015
"37021","NORTH CAROLINA",96515,62412,2642
"37023","NORTH CAROLINA",13118,31019,465
"37025","NORTH CAROLINA",52162,63237,1828
"37027","NORTH CAROLINA",10245,32119,465
"37029","NORTH CAROLINA",1537,4312,104
"37031","NORTH CAROLINA",12093,30028,574
"37033","NORTH CAROLINA",4860,7089,102
"37035","NORTH CAROLINA",25689,56588,1148
"37037","NORTH CAROLINA",26787,21186,626
"37039","NORTH CAROLINA",3583,12628,212
"37041","NORTH CAROLINA",3247,4471,66
"37043","NORTH CAROLINA",1699,5112,82
"37045","NORTH CAROLINA",16955,33798,555
"37047","NORTH CAROLINA",9446,16832,168
"37049","NORTH CAROLINA",21148,31032,885
"37051","NORTH CAROLINA",84469,60032,2649
"37053","NORTH CAROLINA",4195,11657,295
"37055","NORTH CAROLINA",9936,13938,358
"37057","NORTH CAROLINA",22636,64658,1220
"37059","NORTH CAROLINA",6713,18228,370
"37061","NORTH CAROLINA",8767,13793,155
"37063","NORTH CAROLINA",144688,32459,2767
"37065","NORTH CAROLINA",16089,9206,182
"37067","NORTH CAROLINA",113033,85064,3173
"37069","NORTH CAROLINA",15879,20901,571
"37071","NORTH CAROLINA",40959,73033,1506
"37073","NORTH CAROLINA",2546,3367,58
"37075","NORTH CAROLINA",905,3710,50
"37077","NORTH CAROLINA",14565,16647,386
"37079","NORTH CAROLINA",3832,4874,47
"37081","NORTH CAROLINA",173086,107294,4106
"37083","NORTH CAROLINA",15545,10080,134
"37085","NORTH CAROLINA",22093,35177,1023
"37087","NORTH CAROLINA",13144,22834,564
"37089","NORTH CAROLINA",27211,40032,1128
"37091","NORTH CAROLINA",7097,3479,58
"37093","NORTH CAROLINA",11804,9453,382
"37095","NORTH CAROLINA",1046,1418,28
"37097","NORTH CAROLINA",33888,67010,1473
"37099","NORTH CAROLINA",9591,11356,481
"37101","NORTH CAROLINA",41257,68353,1747
"37103","NORTH CAROLINA",2197,3280,48
"37105","NORTH CAROLINA",12143,16469,396
"37107","NORTH CAROLINA",13605,14590,214
"37109","NORTH CAROLINA",13274,36341,602
"37111","NORTH CAROLINA",5832,16883,288
"37113","NORTH CAROLINA",6230,14211,302
"37115","NORTH CAROLINA",4901,7979,196
"37117","NORTH CAROLINA",5911,6532,97
"37119","NORTH CAROLINA",378107,179211,9735
"37121","NORTH CAROLINA",1867,7090,84
"37123","NORTH CAROLINA",4327,8411,111
"37125","NORTH CAROLINA",20779,36764,796
"37127","NORTH CAROLINA",25947,25827,497
"37129","NORTH CAROLINA",66138,63331,2361
"37131","NORTH CAROLINA",6069,3989,52
"37133","NORTH CAROLINA",24266,46078,1891
"37135","NORTH CAROLINA",63594,20176,1227
"37137","NORTH CAROLINA",2713,4849,69
"37139","NORTH CAROLINA",9832,9770,295
"37141","NORTH CAROLINA",11723,21956,490
"37143","NORTH CAROLINA",2492,4903,89
"37145","NORTH CAROLINA",8465,13184,245
"37147","NORTH CAROLINA",47252,38982,1339
"37149","NORTH CAROLINA",4518,7689,151
"37151","NORTH CAROLINA",15618,56894,804
"37153","NORTH CAROLINA",8754,11830,179
"37155","NORTH CAROLINA",19020,27806,362
"37157","NORTH CAROLINA",15992,31301,516
"37159","NORTH CAROLINA",23114,49297,997
"37161","NORTH CAROLINA",9135,24891,403
"37163","NORTH CAROLINA",10966,17411,241
"37165","NORTH CAROLINA",7186,7473,116
"37167","NORTH CAROLINA",8129,25458,352
"37169","NORTH CAROLINA",5286,20142,273
"37171","NORTH CAROLINA",8721,27538,379
"37173","NORTH CAROLINA",2780,4161,127
"37175","NORTH CAROLINA",8444,11636,324
"37177","NORTH CAROLINA",758,1044,15
"37179","NORTH CAROLINA",48725,80382,1904
"37181","NORTH CAROLINA",12431,8391,177
"37183","NORTH CAROLINA",393336,226197,12297
"37185","NORTH CAROLINA",6400,3752,141
"37187","NORTH CAROLINA",3396,2781,28
"37189","NORTH CAROLINA",17122,14451,647
"37191","NORTH CAROLINA",24215,30709,613
"37193","NORTH CAROLINA",7511,27592,363
"37195","NORTH CAROLINA",20754,19581,400
"37197","NORTH CAROLINA",3763,15933,227
"37199","NORTH CAROLINA",3688,7516,148
"38001","NORTH DAKOTA",258,981,30
"38003","NORTH DAKOTA",1820,3568,177
"38005","NORTH DAKOTA",822,1094,45
"38007","NORTH DAKOTA",72,541,22
"38009","NORTH DAKOTA",821,2575,75
"38011","NORTH DAKOTA",228,1395,34
"38013","NORTH DAKOTA",137,994,24
"38015","NORTH DAKOTA",14348,34744,1661
"38017","NORTH DAKOTA",40311,42619,3123
"38019","NORTH DAKOTA",474,1499,47
"38021","NORTH DAKOTA",608,1742,74
"38023","NORTH DAKOTA",265,904,33
"38025","NORTH DAKOTA",342,1951,45
"38027","NORTH DAKOTA",383,854,24
"38029","NORTH DAKOTA",237,1738,34
"38031","NORTH DAKOTA",373,1362,43
"38033","NORTH DAKOTA",137,871,18
"38035","NORTH DAKOTA",12880,16987,1103
"38037","NORTH DAKOTA",207,1145,29
"38039","NORTH DAKOTA",308,907,35
"38041","NORTH DAKOTA",196,1091,25
"38043","NORTH DAKOTA",221,1215,24
"38045","NORTH DAKOTA",527,1645,47
"38047","NORTH DAKOTA",128,930,18
"38049","NORTH DAKOTA",564,2364,75
"38051","NORTH DAKOTA",261,1153,41
"38053","NORTH DAKOTA",814,4482,123
"38055","NORTH DAKOTA",1230,4198,108
"38057","NORTH DAKOTA",704,3856,115
"38059","NORTH DAKOTA",3872,12243,504
"38061","NORTH DAKOTA",1256,2824,85
"38063","NORTH DAKOTA",586,1141,50
"38065","NORTH DAKOTA",129,918,19
"38067","NORTH DAKOTA",786,2460,85
"38069","NORTH DAKOTA",497,1585,46
"38071","NORTH DAKOTA",1639,3577,156
"38073","NORTH DAKOTA",945,1418,91
"38075","NORTH DAKOTA",220,1065,34
"38077","NORTH DAKOTA",2510,5072,230
"38079","NORTH DAKOTA",2482,1257,65
"38081","NORTH DAKOTA",738,1266,66
"38083","NORTH DAKOTA",104,688,20
"38085","NORTH DAKOTA",804,258,124
"38087","NORTH DAKOTA",44,380,3
"38089","NORTH DAKOTA",2499,12110,441
"38091","NORTH DAKOTA",392,652,44
"38093","NORTH DAKOTA",2676,6994,289
"38095","NORTH DAKOTA",317,830,27
"38097","NORTH DAKOTA",1493,2522,121
"38099","NORTH DAKOTA",1333,3324,126
"38101","NORTH DAKOTA",7293,19974,979
"38103","NORTH DAKOTA",442,1893,39
"38105","NORTH DAKOTA",2169,11739,426
"39001","OHIO",2156,9870,119
"39003","OHIO",14149,33116,741
"39005","OHIO",6541,19407,457
"39007","OHIO",16497,26890,760
"39009","OHIO",14772,10862,425
"39011","OHIO",4651,20798,328
"39013","OHIO",9138,23560,390
"39015","OHIO",4380,16480,236
"39017","OHIO",69613,114392,2732
"39019","OHIO",3251,10745,216
"39021","OHIO",5062,14589,321
"39023","OHIO",24076,39032,1104
"39025","OHIO",34092,74570,1818
"39027","OHIO",4697,15488,342
"39029","OHIO",13359,35726,775
"39031","OHIO",4125,12325,289
"39033","OHIO",4916,15436,334
"39035","OHIO",416176,202699,6795
"39037","OHIO",4731,22004,399
"39039","OHIO",5981,13038,362
"39041","OHIO",57735,66356,1979
"39043","OHIO",17493,22160,682
"39045","OHIO",31224,50797,1290
"39047","OHIO",2975,9473,164
"39049","OHIO",409144,211237,10196
"39051","OHIO",6664,15731,375
"39053","OHIO",2990,10645,164
"39055","OHIO",21201,34143,677
"39057","OHIO",34798,52072,1773
"39059","OHIO",4577,13407,246
"39061","OHIO",246266,177886,6777
"39063","OHIO",11757,26310,704
"39065","OHIO",3062,9949,236
"39067","OHIO",1768,5792,95
"39069","OHIO",4062,10479,223
"39071","OHIO",3799,15678,199
"39073","OHIO",3880,9737,207
"39075","OHIO",1994,10796,157
"39077","OHIO",7759,18956,475
"39079","OHIO",3311,11309,174
"39081","OHIO",10018,22828,516
"39083","OHIO",8589,22340,469
"39085","OHIO",55514,73278,1717
"39087","OHIO",7489,20306,332
"39089","OHIO",33055,59514,1641
"39091","OHIO",5055,17964,349
"39093","OHIO",75667,79520,2250
"39095","OHIO",115411,81763,3449
"39097","OHIO",5698,13835,322
"39099","OHIO",57641,59903,1422
"39101","OHIO",8269,19023,526
"39103","OHIO",39800,64598,1427
"39105","OHIO",2492,8316,143
"39107","OHIO",4030,19452,279
"39109","OHIO",15663,41371,938
"39111","OHIO",1605,5463,80
"39113","OHIO",135064,129034,4407
"39115","OHIO",1725,5041,81
"39117","OHIO",4048,14077,332
"39119","OHIO",11971,27867,627
"39121","OHIO",1170,5135,38
"39123","OHIO",9008,14628,371
"39125","OHIO",2213,7086,168
"39127","OHIO",4098,12357,220
"39129","OHIO",7304,20593,374
"39131","OHIO",3110,9157,145
"39133","OHIO",35661,45990,1221
"39135","OHIO",4493,17022,294
"39137","OHIO",3195,16412,314
"39139","OHIO",17640,41472,863
"39141","OHIO",10557,22278,464
"39143","OHIO",10596,18896,582
"39145","OHIO",9080,22609,358
"39147","OHIO",8266,17086,458
"39149","OHIO",4465,20422,371
"39151","OHIO",75904,111097,2878
"39153","OHIO",151668,124833,3972
"39155","OHIO",44519,55194,1288
"39157","OHIO",12889,30458,668
"39159","OHIO",11141,21669,635
"39161","OHIO",3067,11650,248
"39163","OHIO",1331,4632,67
"39165","OHIO",46069,87988,2043
"39167","OHIO",9243,22307,481
"39169","OHIO",16660,36759,864
"39171","OHIO",4842,13452,357
"39173","OHIO",30617,35757,1223
"39175","OHIO",2733,8462,195
"40001","OKLAHOMA",1387,5585,136
"40003","OKLAHOMA",232,1978,52
"40005","OKLAHOMA",765,4557,67
"40007","OKLAHOMA",190,1968,20
"40009","OKLAHOMA",1048,6767,133
"40011","OKLAHOMA",688,3136,77
"40013","OKLAHOMA",3323,12344,309
"40015","OKLAHOMA",2670,7013,176
"40017","OKLAHOMA",16742,43550,1648
"40019","OKLAHOMA",4470,14699,310
"40021","OKLAHOMA",6027,11223,464
