"state","countyfips","cty","Clinton","Trump","pctClinton","diff2016"
"GA","13227","Pickens",1977,11651,0.145068975638392,-9674
"GA","13229","Pierce",903,6301,0.125347029428096,-5398
"GA","13231","Pike",1239,7273,0.145559210526316,-6034
"GA","13233","Polk",2863,11006,0.206431610065614,-8143
"GA","13235","Pulaski",1104,2436,0.311864406779661,-1332
"GA","13237","Putnam",2745,6516,0.296404275996113,-3771
"GA","13239","Quitman",461,575,0.444980694980695,-114
"GA","13241","Rabun",1443,6287,0.186675291073739,-4844
"GA","13243","Randolph",1597,1270,0.557028252528776,327
"GA","13245","Richmond",48707,24441,0.665869196697107,24266
"GA","13247","Rockdale",23206,13463,0.63285063677766,9743
"GA","13249","Schley",401,1472,0.214095034703684,-1071
"GA","13251","Screven",2300,3305,0.410347903657449,-1005
"GA","13253","Seminole",1186,2343,0.336072541796543,-1157
"GA","13255","Spalding",9347,15636,0.374134411399752,-6289
"GA","13257","Stephens",1835,7682,0.192812861195755,-5847
"GA","13259","Stewart",1220,805,0.602469135802469,415
"GA","13261","Sumter",5520,5275,0.511347846225104,245
"GA","13263","Talbot",2001,1196,0.62589928057554,805
"GA","13265","Taliaferro",545,349,0.609619686800895,196
"GA","13267","Tattnall",1678,5092,0.247858197932053,-3414
"GA","13269","Taylor",1295,2062,0.38576109621686,-767
"GA","13271","Telfair",1313,2449,0.349016480595428,-1136
"GA","13273","Terrell",2267,1872,0.547716839816381,395
"GA","13275","Thomas",7138,11225,0.388716440668736,-4087
"GA","13277","Tift",3892,8680,0.309576837416481,-4788
"GA","13279","Toombs",2338,6612,0.26122905027933,-4274
"GA","13281","Towns",1206,5377,0.183199149324016,-4171
"GA","13283","Treutlen",860,1808,0.322338830584708,-948
"GA","13285","Troup",9597,15643,0.380229793977813,-6046
"GA","13287","Turner",1243,2094,0.372490260713215,-851
"GA","13289","Twiggs",1970,2034,0.492007992007992,-64
"GA","13291","Union",1962,9849,0.166116332232664,-7887
"GA","13293","Upson",3471,7288,0.322613625801654,-3817
"GA","13295","Walker",4213,18938,0.181979180165004,-14725
"GA","13297","Walton",8279,31093,0.21027633851468,-22814
"GA","13299","Ware",3436,8508,0.287675820495646,-5072
"GA","13301","Warren",1313,991,0.569878472222222,322
"GA","13303","Washington",4187,4138,0.502942942942943,49
"GA","13305","Wayne",2039,8147,0.200176713135676,-6108
"GA","13307","Webster",471,630,0.427792915531335,-159
"GA","13309","Wheeler",646,1421,0.312530237058539,-775
"GA","13311","White",1672,9751,0.146371356036068,-8079
"GA","13313","Whitfield",7925,21514,0.269200720133157,-13589
"GA","13315","Wilcox",852,2096,0.289009497964722,-1244
"GA","13317","Wilkes",1844,2569,0.417856333559937,-725
"GA","13319","Wilkinson",1893,2332,0.448047337278107,-439
"GA","13321","Worth",2015,6144,0.246966540017159,-4129
"HI","15001","Hawaii",41258,17500,0.702168215391947,23758
"HI","15003","Honolulu",175634,90296,0.66045199864626,85338
"HI","15007","Kauai",16456,7574,0.684810653349979,8882
"HI","15009","Maui",33479,13445,0.713472849714432,20034
"IA","19001","Adair",1127,2456,0.314540887524421,-1329
"IA","19003","Adams",565,1393,0.28855975485189,-828
"IA","19005","Allamakee",2409,4072,0.371701897855269,-1663
"IA","19007","Appanoose",1813,4031,0.310232717316906,-2218
"IA","19009","Audubon",1079,2135,0.335718730553827,-1056
"IA","19011","Benton",4672,8226,0.362226701814235,-3554
"IA","19013","Black Hawk",32006,27382,0.53893042365461,4624
"IA","19015","Boone",5517,7458,0.425202312138728,-1941
"IA","19017","Bremer",5349,7199,0.426283072999681,-1850
"IA","19019","Buchanan",3966,5504,0.418796198521647,-1538
"IA","19021","Buena Vista",2851,4895,0.368060934675962,-2044
"IA","19023","Butler",2163,4918,0.305465329755684,-2755
"IA","19025","Calhoun",1396,3466,0.287124640065817,-2070
"IA","19027","Carroll",3305,6627,0.332762786951269,-3322
"IA","19029","Cass",1946,4755,0.290404417251157,-2809
"IA","19031","Cedar",3578,5275,0.404156783011409,-1697
"IA","19033","Cerro Gordo",9840,11583,0.459319423049993,-1743
"IA","19035","Cherokee",1676,4188,0.28581173260573,-2512
"IA","19037","Chickasaw",2264,3739,0.377144760952857,-1475
"IA","19039","Clarke",1463,2706,0.350923482849604,-1243
"IA","19041","Clay",2246,5870,0.276737309019221,-3624
"IA","19043","Clayton",3236,5309,0.378700994733762,-2073
"IA","19045","Clinton",10079,11249,0.472571267816954,-1170
"IA","19047","Crawford",1985,4608,0.301076899742151,-2623
"IA","19049","Dallas",15662,19288,0.448125894134478,-3626
"IA","19051","Davis",976,2721,0.263997836083311,-1745
"IA","19053","Decatur",1201,2296,0.343437231913068,-1095
"IA","19055","Delaware",2956,5688,0.341971309578899,-2732
"IA","19057","Des Moines",8178,9479,0.46315908704763,-1301
"IA","19059","Dickinson",3051,6743,0.311517255462528,-3692
"IA","19061","Dubuque",22774,23384,0.493392261363144,-610
"IA","19063","Emmet",1356,3121,0.302881393790485,-1765
"IA","19065","Fayette",3666,5591,0.396024630009722,-1925
"IA","19067","Floyd",3177,4371,0.420906200317965,-1194
"IA","19069","Franklin",1490,3153,0.320913202670687,-1663
"IA","19071","Fremont",959,2401,0.285416666666667,-1442
"IA","19073","Greene",1688,2819,0.374528511204793,-1131
"IA","19075","Grundy",1847,4516,0.29027188433129,-2669
"IA","19077","Guthrie",1720,3603,0.323126056734924,-1883
"IA","19079","Hamilton",2715,4450,0.378925331472435,-1735
"IA","19081","Hancock",1582,3972,0.284839755131437,-2390
"IA","19083","Hardin",2774,5231,0.346533416614616,-2457
"IA","19085","Harrison",2123,4892,0.30263720598717,-2769
"IA","19087","Henry",2897,5764,0.334487934418658,-2867
"IA","19089","Howard",1674,2611,0.390665110851809,-937
"IA","19091","Humboldt",1251,3564,0.25981308411215,-2313
"IA","19093","Ida",792,2655,0.22976501305483,-1863
"IA","19095","Iowa",3070,5193,0.371535761829844,-2123
"IA","19097","Jackson",3837,5821,0.397287223027542,-1984
"IA","19099","Jasper",7108,10556,0.402400362318841,-3448
"IA","19101","Jefferson",3702,3738,0.49758064516129,-36
"IA","19103","Johnson",49942,20993,0.704053006273349,28949
"IA","19105","Jones",3779,5718,0.39791513109403,-1939
"IA","19107","Keokuk",1265,3385,0.272043010752688,-2120
"IA","19109","Kossuth",2529,5637,0.309698750918442,-3108
"IA","19111","Lee",6195,8762,0.414187337032827,-2567
"IA","19113","Linn",58481,48183,0.548273081827046,10298
"IA","19115","Louisa",1643,3060,0.34935147778014,-1417
"IA","19117","Lucas",1236,2873,0.300803115113166,-1637
"IA","19119","Lyon",917,5188,0.15020475020475,-4271
"IA","19121","Madison",2666,5336,0.333166708322919,-2670
"IA","19123","Mahaska",2606,7404,0.26033966033966,-4798
"IA","19125","Marion",5469,10940,0.333292705222744,-5471
"IA","19127","Marshall",7623,9125,0.455158824934321,-1502
"IA","19129","Mills",2080,5050,0.291725105189341,-2970
"IA","19131","Mitchell",1879,3180,0.37141727614153,-1301
"IA","19133","Monona",1244,3115,0.285386556549667,-1871
"IA","19135","Monroe",1053,2635,0.285520607375271,-1582
"IA","19137","Montgomery",1312,3431,0.276618174151381,-2119
"IA","19139","Muscatine",8284,9549,0.464532047327987,-1265
"IA","19141","O'Brien",1314,5735,0.186409419775855,-4421
"IA","19143","Osceola",552,2528,0.179220779220779,-1976
"IA","19145","Page",1801,4875,0.269772318753745,-3074
"IA","19147","Palo Alto",1395,3079,0.311801519892713,-1684
"IA","19149","Plymouth",2878,9659,0.229560500917285,-6781
"IA","19151","Pocahontas",962,2692,0.263273125342091,-1730
"IA","19153","Polk",119671,93421,0.561593114711017,26250
"IA","19155","Pottawattamie",15341,24441,0.385626665326027,-9100
"IA","19157","Poweshiek",4272,4936,0.463944396177237,-664
"IA","19159","Ringgold",753,1820,0.292654488923436,-1067
"IA","19161","Sac",1269,3692,0.255795202580125,-2423
"IA","19163","Scott",40302,39083,0.507677772879007,1219
"IA","19165","Shelby",1649,4340,0.275338119886459,-2691
"IA","19167","Sioux",2289,14761,0.13425219941349,-12472
"IA","19169","Story",25085,19111,0.56758530183727,5974
"IA","19171","Tama",3194,4968,0.391325655476599,-1774
"IA","19173","Taylor",755,2108,0.263709395738736,-1353
"IA","19175","Union",1920,3521,0.35287630950193,-1601
"IA","19177","Van Buren",843,2524,0.25037125037125,-1681
"IA","19179","Wapello",5591,8710,0.39095168170058,-3119
"IA","19181","Warren",10371,14773,0.412464206172447,-4402
"IA","19183","Washington",3938,6170,0.389592402057776,-2232
"IA","19185","Wayne",719,2069,0.257890961262554,-1350
"IA","19187","Webster",6293,10049,0.385081385387345,-3756
"IA","19189","Winnebago",1920,3437,0.358409557588202,-1517
"IA","19191","Winneshiek",5238,5332,0.495553453169347,-94
"IA","19193","Woodbury",16102,24627,0.395344840285791,-8525
"IA","19195","Worth",1523,2443,0.384014120020171,-920
"IA","19197","Wright",1890,3790,0.332746478873239,-1900
"ID","16001","Ada",75676,93748,0.446666351874587,-18072
"ID","16003","Adams",415,1556,0.210553018772197,-1141
"ID","16005","Bannock",10342,17180,0.375772109585059,-6838
"ID","16007","Bear Lake",255,2203,0.103742880390561,-1948
"ID","16009","Benewah",780,3101,0.200979129090441,-2321
"ID","16011","Bingham",2924,10907,0.211409153351168,-7983
"ID","16013","Blaine",6416,3340,0.657646576465765,3076
"ID","16015","Boise",777,2673,0.225217391304348,-1896
"ID","16017","Bonner",5140,10220,0.334635416666667,-5080
"ID","16019","Bonneville",8930,26699,0.250638524797216,-17769
"ID","16021","Boundary",933,3789,0.197585768742058,-2856
"ID","16023","Butte",160,914,0.148975791433892,-754
"ID","16025","Camas",110,410,0.211538461538462,-300
"ID","16027","Canyon",16683,46755,0.26298117847347,-30072
"ID","16029","Caribou",271,2275,0.106441476826394,-2004
"ID","16031","Cassia",1036,5949,0.148317823908375,-4913
"ID","16033","Clark",44,203,0.178137651821862,-159
"ID","16035","Clearwater",704,2852,0.197975253093363,-2148
"ID","16037","Custer",427,1777,0.193738656987296,-1350
"ID","16039","Elmore",1814,5816,0.237745740498034,-4002
"ID","16041","Franklin",385,3901,0.0898273448436771,-3516
"ID","16043","Fremont",651,4091,0.137283846478279,-3440
"ID","16045","Gem",1229,5980,0.170481342765987,-4751
"ID","16047","Gooding",930,3743,0.199015621656324,-2813
"ID","16049","Idaho County",1196,6441,0.156605997119288,-5245
"ID","16051","Jefferson",976,8436,0.103697407564811,-7460
"ID","16053","Jerome",2117,7347,0.223689771766695,-5230
"ID","16055","Kootenai",16264,44449,0.267883319882068,-28185
"ID","16057","Latah",8093,7255,0.527299973937972,838
"ID","16059","Lemhi",733,3011,0.195779914529915,-2278
"ID","16061","Lewis",270,1202,0.183423913043478,-932
"ID","16063","Lincoln",360,1184,0.233160621761658,-824
"ID","16065","Madison",1201,8941,0.118418457897851,-7740
"ID","16067","Minidoka",1167,4887,0.192765113974232,-3720
"ID","16069","Nez Perce",4828,10699,0.310942229664455,-5871
"ID","16071","Oneida",184,1531,0.107288629737609,-1347
"ID","16073","Owyhee",591,3052,0.162228932198737,-2461
"ID","16075","Payette",892,4306,0.171604463255098,-3414
"ID","16077","Power",699,1666,0.295560253699789,-967
"ID","16079","Shoshone",1384,3297,0.295663319803461,-1913
"ID","16081","Teton",2157,2161,0.499536822603057,-4
"ID","16083","Twin Falls",6844,21063,0.245243128964059,-14219
"ID","16085","Valley",1913,2906,0.396970325793733,-993
"ID","16087","Washington",776,3283,0.191180093619118,-2507
"IL","17001","Adams",7633,22732,0.251374938251276,-15099
"IL","17003","Alexander",1262,1496,0.457577955039884,-234
"IL","17005","Bond",2066,4884,0.29726618705036,-2818
"IL","17007","Boone",8952,12261,0.422005374063075,-3309
"IL","17009","Brown",475,1776,0.211017325633052,-1301
"IL","17011","Bureau",6010,9264,0.393479114835668,-3254
"IL","17013","Calhoun",739,1719,0.300650935720098,-980
"IL","17015","Carroll",2437,4428,0.354989075018208,-1991
"IL","17017","Cass",1617,3216,0.334574798261949,-1599
"IL","17019","Champaign",49694,33235,0.599235490600393,16459
"IL","17021","Christian",3982,10522,0.274544953116382,-6540
"IL","17023","Clark",1873,5620,0.249966635526491,-3747
"IL","17025","Clay",1014,5009,0.168354640544579,-3995
"IL","17027","Clinton",3939,12394,0.241168187105859,-8455
"IL","17029","Coles",7285,12985,0.359398125308337,-5700
"IL","17031","Cook",1528582,440213,0.776404856777877,1088369
"IL","17033","Crawford",1969,6146,0.242637091805299,-4177
"IL","17035","Cumberland",1028,4200,0.19663351185922,-3172
"IL","17037","DeKalb",20348,19051,0.516459808624584,1297
"IL","17039","DeWitt",1907,5072,0.273248316377705,-3165
"IL","17041","Douglas",1946,5695,0.254678706975527,-3749
"IL","17043","DuPage",222499,164355,0.575149798115051,58144
"IL","17045","Edgar",1778,5634,0.239881273610362,-3856
"IL","17047","Edwards",432,2777,0.13462137737613,-2345
"IL","17049","Effingham",3071,13613,0.184068568688564,-10542
"IL","17051","Fayette",1814,7363,0.197668083251607,-5549
"IL","17053","Ford",1410,4474,0.23963290278722,-3064
"IL","17055","Franklin",4711,13101,0.264484617112059,-8390
"IL","17057","Fulton",6118,8482,0.419041095890411,-2364
"IL","17059","Gallatin",656,1942,0.252501924557352,-1286
"IL","17061","Greene",1202,4139,0.225051488485302,-2937
"IL","17063","Grundy",8021,13417,0.374148707901857,-5396
"IL","17065","Hamilton",800,3205,0.199750312109863,-2405
"IL","17067","Hancock",1744,5713,0.233874212149658,-3969
"IL","17069","Hardin",419,1650,0.202513291445143,-1231
"IL","17071","Henderson",1151,2153,0.348365617433414,-1002
"IL","17073","Henry",8835,13962,0.387550993551783,-5127
"IL","17075","Iroquois",2496,9728,0.204188481675393,-7232
"IL","17077","Jackson",11619,10889,0.516216456371068,730
"IL","17079","Jasper",924,3973,0.188686951194609,-3049
"IL","17081","Jefferson",4408,11681,0.27397600845298,-7273
"IL","17083","Jersey",2673,7737,0.256772334293948,-5064
"IL","17085","JoDaviess",4452,6113,0.421391386654046,-1661
"IL","17087","Johnson",1135,4644,0.196400761377401,-3509
"IL","17089","Kane",99389,82087,0.54767021534528,17302
"IL","17091","Kankakee",18908,25081,0.429834731410125,-6173
"IL","17093","Kendall",23392,24152,0.492007403668181,-760
"IL","17095","Knox",9939,10658,0.482546001844929,-719
"IL","17097","Lake",168186,108608,0.6076215524903,59578
"IL","17099","LaSalle",19277,26269,0.423242436218329,-6992
"IL","17101","Lawrence",1288,4517,0.221877691645134,-3229
"IL","17103","Lee",5499,8597,0.39011066969353,-3098
"IL","17105","Livingston",4005,10197,0.282002534854246,-6192
"IL","17107","Logan",3301,8167,0.287844436693408,-4866
"IL","17109","McDonough",5278,6789,0.437391232286401,-1511
"IL","17111","McHenry",59827,71117,0.456889968230694,-11290
"IL","17113","McLean",35918,37081,0.492034137453938,-1163
"IL","17115","Macon",18211,26782,0.404751850287823,-8571
"IL","17117","Macoupin",6532,14194,0.315159702788768,-7662
"IL","17119","Madison",50336,70295,0.417272508724955,-19959
"IL","17121","Marion",4231,11677,0.265966809152628,-7446
"IL","17123","Marshall",1784,3776,0.320863309352518,-1992
"IL","17125","Mason",2008,4051,0.331407823073114,-2043
"IL","17127","Massac",1555,4844,0.243006719799969,-3289
"IL","17129","Menard",1808,4230,0.299436899635641,-2422
"IL","17131","Mercer",3061,4800,0.389390662765551,-1739
"IL","17133","Monroe",5522,12614,0.304477282752536,-7092
"IL","17135","Montgomery",3490,8616,0.288286799933917,-5126
"IL","17137","Morgan",4693,9060,0.341234639714971,-4367
"IL","17139","Moultrie",1476,4453,0.24894585933547,-2977
"IL","17141","Ogle",8025,14344,0.358755420447941,-6319
"IL","17143","Peoria",37436,35299,0.514690314154121,2137
"IL","17145","Perry",2433,6816,0.263055465455725,-4383
"IL","17147","Piatt",2633,5623,0.318919573643411,-2990
"IL","17149","Pike",1412,5749,0.1971791649211,-4337
"IL","17151","Pope",374,1678,0.182261208576998,-1304
"IL","17153","Pulaski",817,1583,0.340416666666667,-766
"IL","17155","Putnam",1143,1762,0.393459552495697,-619
"IL","17157","Randolph",3421,9992,0.255051069857601,-6571
"IL","17159","Richland",1579,5736,0.215857826384142,-4157
"IL","17161","Rock Island",32258,26969,0.544650243976565,5289
"IL","17163","St. Clair",60180,53479,0.529478527877247,6701
"IL","17165","Saline",2551,8248,0.236225576442263,-5697
"IL","17167","Sangamon",40731,49823,0.449797910638956,-9092
"IL","17169","Schuyler",1074,2523,0.298582151793161,-1449
"IL","17171","Scott",528,1965,0.21179302045728,-1437
"IL","17173","Shelby",2279,8209,0.217295957284516,-5930
"IL","17175","Stark",748,1777,0.296237623762376,-1029
"IL","17177","Stephenson",7531,10845,0.409828036569438,-3314
"IL","17179","Tazewell",20568,38620,0.347502872203825,-18052
"IL","17181","Union",2389,5780,0.2924470559432,-3391
"IL","17183","Vermilion",9876,18582,0.347037739827114,-8706
"IL","17185","Wabash",1146,4039,0.221022179363549,-2893
"IL","17187","Warren",2983,4267,0.411448275862069,-1284
"IL","17189","Washington",1446,5566,0.206217912150599,-4120
"IL","17191","Wayne",1048,6963,0.130820122331794,-5915
"IL","17193","White",1412,5639,0.20025528293859,-4227
"IL","17195","Whiteside",11005,12597,0.466274044572494,-1592
"IL","17197","Will",146230,129726,0.529903317920248,16504
"IL","17199","Williamson",8539,21503,0.284235403768058,-12964
"IL","17201","Winnebago",52595,53922,0.493770947360515,-1327
"IL","17203","Woodford",5068,13180,0.277729066199036,-8112
"IL","91700103","Chicago",848321,127337,0.86948602891587,720984
"IL","91700104","Cook Suburbs",680261,312876,0.684961893474918,367385
"IN","18001","Adams",2802,9642,0.225168756027001,-6840
"IN","18003","Allen",55222,83801,0.397214849341476,-28579
"IN","18005","Bartholomew",9841,20637,0.322888640986941,-10796
"IN","18007","Benton",860,2579,0.250072695551032,-1719
"IN","18009","Blackford",1243,3349,0.270688153310105,-2106
"IN","18011","Boone",10181,19654,0.341243505949388,-9473
"IN","18013","Brown",2518,5015,0.334262577990177,-2497
"IN","18015","Carroll",1891,6273,0.231626653601176,-4382
"IN","18017","Cass",3758,9697,0.279301374953549,-5939
"IN","18019","Clark",18791,30012,0.385037805052968,-11221
"IN","18021","Clay",2306,8528,0.212848440095994,-6222
"IN","18023","Clinton",2819,8530,0.2483919288043,-5711
"IN","18025","Crawford",1323,3013,0.305119926199262,-1690
"IN","18027","Daviess",1800,8545,0.173997100048333,-6745
"IN","18029","Dearborn",4883,18110,0.212368981864046,-13227
"IN","18031","Decatur",2121,8488,0.199924592327269,-6367
"IN","18033","DeKalb",3941,12054,0.246389496717724,-8113
"IN","18035","Delaware",18100,24217,0.427724082520027,-6117
"IN","18037","Dubois",5389,13365,0.287352031566599,-7976
"IN","18039","Elkhart",20667,41810,0.33079373209341,-21143
"IN","18041","Fayette",2252,6839,0.247717522824772,-4587
"IN","18043","Floyd",13939,21427,0.394135610473336,-7488
"IN","18045","Fountain",1476,5661,0.206809583858764,-4185
"IN","18047","Franklin",1967,8665,0.185007524454477,-6698
"IN","18049","Fulton",1960,6010,0.245922208281054,-4050
"IN","18051","Gibson",3720,11079,0.251368335698358,-7359
"IN","18053","Grant",7029,17009,0.292412014310675,-9980
"IN","18055","Greene",2929,10275,0.221826719176007,-7346
"IN","18057","Hamilton",57214,87299,0.395909018565804,-30085
"IN","18059","Hancock",8901,25050,0.262171953697977,-16149
"IN","18061","Harrison",4776,12993,0.268782711463785,-8217
"IN","18063","Hendricks",22595,48326,0.318593928455606,-25731
"IN","18065","Henry",5124,13895,0.269414795730585,-8771
"IN","18067","Howard",11215,23675,0.321438807681284,-12460
"IN","18069","Huntington",3506,11649,0.231342791158034,-8143
"IN","18071","Jackson",3843,12857,0.230119760479042,-9014
"IN","18073","Jasper",3329,9382,0.261899142475022,-6053
"IN","18075","Jay",1889,5697,0.249011336672818,-3808
"IN","18077","Jefferson",4325,8538,0.336235714841017,-4213
"IN","18079","Jennings",2364,8222,0.223313810693369,-5858
"IN","18081","Johnson",17318,45456,0.275878548443623,-28138
"IN","18083","Knox",3772,11077,0.254023839989225,-7305
"IN","18085","Kosciusko",6311,23909,0.208835208471211,-17598
"IN","18087","LaGrange",2080,7025,0.228445908841296,-4945
"IN","18089","Lake",116896,75565,0.607375000649482,41331
"IN","18091","LaPorte",19795,22678,0.466060791561698,-2883
"IN","18093","Lawrence",4210,14034,0.230760798070599,-9824
"IN","18095","Madison",18595,32376,0.364815287124051,-13781
"IN","18097","Marion",212676,130228,0.620220236567669,82448
"IN","18099","Marshall",4798,12286,0.280847576679934,-7488
"IN","18101","Martin",881,3695,0.192526223776224,-2814
"IN","18103","Miami",2766,9975,0.217094419590299,-7209
"IN","18105","Monroe",34183,20527,0.62480350941327,13656
"IN","18107","Montgomery",3362,11051,0.233261638798307,-7689
"IN","18109","Morgan",6037,23671,0.203211256227279,-17634
"IN","18111","Newton",1403,4074,0.256162132554318,-2671
"IN","18113","Noble",3904,12198,0.24245435349646,-8294
"IN","18115","Ohio",686,2118,0.244650499286733,-1432
"IN","18117","Orange",2048,5800,0.260958205912334,-3752
"IN","18119","Owen",1946,6151,0.240335926886501,-4205
"IN","18121","Parke",1441,4863,0.228585025380711,-3422
"IN","18123","Perry",3062,4556,0.40194276713048,-1494
"IN","18125","Pike",1297,4398,0.22774363476734,-3101
"IN","18127","Porter",33531,38719,0.464096885813149,-5188
"IN","18129","Posey",3515,8393,0.295179711118576,-4878
"IN","18131","Pulaski",1327,3854,0.256128160586759,-2527
"IN","18133","Putnam",3356,10637,0.239834202815694,-7281
"IN","18135","Randolph",2446,7515,0.245557674932236,-5069
"IN","18137","Ripley",2471,9806,0.201270668730146,-7335
"IN","18139","Rush",1525,5292,0.223705442276661,-3767
"IN","18141","St. Joseph",52247,52019,0.501093357374408,228
"IN","18143","Scott",2642,6074,0.303120697567692,-3432
"IN","18145","Shelby",4247,12718,0.250338933097554,-8471
"IN","18147","Spencer",2861,6572,0.303296936287501,-3711
"IN","18149","Starke",2489,6367,0.281052393857272,-3878
"IN","18151","Steuben",3741,10127,0.269757715604269,-6386
"IN","18153","Sullivan",2113,6138,0.256090170888377,-4025
"IN","18155","Switzerland",930,2558,0.266628440366972,-1628
"IN","18157","Tippecanoe",27207,30711,0.469750336682897,-3504
"IN","18159","Tipton",1587,5589,0.221153846153846,-4002
"IN","18161","Union",715,2445,0.22626582278481,-1730
"IN","18163","Vanderburgh",28296,40422,0.411769841962805,-12126
"IN","18165","Vermillion",2081,4511,0.315685679611651,-2430
"IN","18167","Vigo",15922,21924,0.420704962215294,-6002
"IN","18169","Wabash",3018,9819,0.235101659266184,-6801
"IN","18171","Warren",839,2896,0.224631860776439,-2057
"IN","18173","Warrick",9086,19133,0.321981643573479,-10047
"IN","18175","Washington",2636,8206,0.243128574063826,-5570
"IN","18177","Wayne",8322,16028,0.3417659137577,-7706
"IN","18179","Wells",2585,9999,0.20541958041958,-7414
"IN","18181","White",2563,6813,0.273357508532423,-4250
"IN","18183","Whitley",3379,11357,0.229302388707926,-7978
"KS","20001","Allen",1398,3575,0.281118037401971,-2177
"KS","20003","Anderson",665,2386,0.217961324156014,-1721
"KS","20005","Atchison",1946,3977,0.328549721424954,-2031
"KS","20007","Barber",281,1822,0.133618640038041,-1541
"KS","20009","Barton",1823,7766,0.190113671915737,-5943
"KS","20011","Bourbon",1306,4314,0.232384341637011,-3008
"KS","20013","Brown",850,2861,0.229048773915387,-2011
"KS","20015","Butler",6489,18781,0.256786703601108,-12292
"KS","20017","Chase",313,964,0.245105716523101,-651
"KS","20019","Chautauqua",236,1552,0.131991051454139,-1316
"KS","20021","Cherokee",1959,6017,0.24561183550652,-4058
"KS","20023","Cheyenne",188,1172,0.138235294117647,-984
"KS","20025","Clark",118,813,0.126745435016112,-695
"KS","20027","Clay",665,2831,0.190217391304348,-2166
"KS","20029","Cloud",744,2856,0.206666666666667,-2112
"KS","20031","Coffey",719,2990,0.193852790509571,-2271
"KS","20033","Comanche",102,705,0.12639405204461,-603
"KS","20035","Cowley",3436,8016,0.300034928396787,-4580
"KS","20037","Crawford",5064,8394,0.376281765492644,-3330
"KS","20039","Decatur",178,1220,0.127324749642346,-1042
"KS","20041","Dickinson",1582,5905,0.211299585948978,-4323
"KS","20043","Doniphan",584,2601,0.183359497645212,-2017
"KS","20045","Douglas",30089,14308,0.677725972475618,15781
"KS","20047","Edwards",208,1033,0.167606768734891,-825
"KS","20049","Elk",160,1048,0.132450331125828,-888
"KS","20051","Ellis",2669,8311,0.243078324225865,-5642
"KS","20053","Ellsworth",515,1933,0.210375816993464,-1418
"KS","20055","Finney",3006,6155,0.328130116799476,-3149
"KS","20057","Ford",2032,4994,0.289211500142328,-2962
"KS","20059","Franklin",2829,7025,0.287091536431906,-4196
"KS","20061","Geary",2569,4116,0.384293193717277,-1547
"KS","20063","Gove",149,1127,0.116771159874608,-978
"KS","20065","Graham",185,1013,0.154424040066778,-828
"KS","20067","Grant",427,1755,0.195692025664528,-1328
"KS","20069","Gray",257,1651,0.134696016771488,-1394
"KS","20071","Greeley",83,523,0.136963696369637,-440
"KS","20073","Greenwood",484,2146,0.184030418250951,-1662
"KS","20075","Hamilton",114,690,0.141791044776119,-576
"KS","20077","Harper",388,1950,0.16595380667237,-1562
"KS","20079","Harvey",5006,8503,0.370567769635058,-3497
"KS","20081","Haskell",228,1011,0.184019370460048,-783
"KS","20083","Hodgeman",124,845,0.12796697626419,-721
"KS","20085","Jackson",1489,3888,0.27692021573368,-2399
"KS","20087","Jefferson",2483,5112,0.326925608953259,-2629
"KS","20089","Jewell",180,1204,0.130057803468208,-1024
"KS","20091","Johnson",126324,133907,0.485430252352717,-7583
"KS","20093","Kearny",224,1048,0.176100628930818,-824
"KS","20095","Kingman",594,2507,0.191551112544341,-1913
"KS","20097","Kiowa",111,855,0.114906832298137,-744
"KS","20099","Labette",2234,5232,0.299223144923654,-2998
"KS","20101","Lane",104,684,0.131979695431472,-580
"KS","20103","Leavenworth",10064,17387,0.366616880987942,-7323
"KS","20105","Lincoln",214,1168,0.154848046309696,-954
"KS","20107","Linn",721,3377,0.175939482674475,-2656
"KS","20109","Logan",149,1124,0.117046347211312,-975
"KS","20111","Lyon",4456,6354,0.412210915818686,-1898
"KS","20113","McPherson",3183,8407,0.274633304572908,-5224
"KS","20115","Marion",1177,3928,0.230558276199804,-2751
"KS","20117","Marshall",1060,3250,0.245939675174014,-2190
"KS","20119","Meade",206,1390,0.129072681704261,-1184
"KS","20121","Miami",3949,9839,0.28640847113432,-5890
"KS","20123","Mitchell",469,2216,0.174674115456238,-1747
"KS","20125","Montgomery",2557,8466,0.23196951827996,-5909
"KS","20127","Morris",586,1790,0.246632996632997,-1204
"KS","20129","Morton",145,970,0.130044843049327,-825
"KS","20131","Nemaha",714,4066,0.149372384937239,-3352
"KS","20133","Neosho",1464,4340,0.25223983459683,-2876
"KS","20135","Ness",160,1216,0.116279069767442,-1056
"KS","20137","Norton",277,1808,0.132853717026379,-1531
"KS","20139","Osage",1730,4713,0.268508458792488,-2983
"KS","20141","Osborne",231,1437,0.138489208633094,-1206
"KS","20143","Ottawa",424,2261,0.157914338919926,-1837
"KS","20145","Pawnee",567,1872,0.232472324723247,-1305
"KS","20147","Phillips",296,2200,0.118589743589744,-1904
"KS","20149","Pottawatomie",2191,7451,0.22723501348268,-5260
"KS","20151","Pratt",769,2824,0.214027275257445,-2055
"KS","20153","Rawlins",160,1209,0.116873630387144,-1049
"KS","20155","Reno",6670,15100,0.30638493339458,-8430
"KS","20157","Republic",370,1993,0.156580617858654,-1623
"KS","20159","Rice",668,2652,0.201204819277108,-1984
"KS","20161","Riley",8892,9817,0.475279277353146,-925
"KS","20163","Rooks",273,1999,0.120158450704225,-1726
