state,year,ecvotes,rep,dem,other,pop,house,total,pctdem,ecweight,popweight,houseweight,totalweight,demwin,greenback,prohibition,populist,socialist,progressive,dixiecrat,amerind,independent,reform,green,lib
Oklahoma,1992,8,592929,473066,4486,3145585,6,1065995,0.443778817,0.014869888,0.012647608,0.013761468,1249284.104,0,NA,NA,NA,NA,NA,NA,NA,319878,NA,NA,NA
Oregon,1992,7,475757,621314,11481,2842321,5,1097071,0.566338915,0.013011152,0.01142826,0.01146789,1093123.591,1,NA,NA,NA,NA,NA,NA,NA,354091,NA,NA,NA
Pennsylvania,1992,23,1791841,2239164,26138,11881643,21,4031005,0.555485295,0.042750929,0.047773105,0.048165138,3591691.799,1,NA,NA,NA,NA,NA,NA,NA,902667,NA,NA,NA
Rhode Island,1992,4,131601,213299,3533,1003464,2,344900,0.618437228,0.007434944,0.004034677,0.004587156,624642.052,1,NA,NA,NA,NA,NA,NA,NA,105045,NA,NA,NA
South Carolina,1992,8,577507,479514,6634,3486703,6,1057021,0.453646616,0.014869888,0.014019158,0.013761468,1249284.104,0,NA,NA,NA,NA,NA,NA,NA,138872,NA,NA,NA
South Dakota,1992,3,136718,124888,1353,696004,1,261606,0.477389662,0.005576208,0.002798457,0.002293578,468481.539,0,NA,NA,NA,NA,NA,NA,NA,73295,NA,NA,NA
Tennessee,1992,11,841300,933521,7849,4877185,9,1774821,0.525980366,0.020446097,0.019609937,0.020642202,1717765.643,1,NA,NA,NA,NA,NA,NA,NA,199968,NA,NA,NA
Texas,1992,32,2496071,2281815,21351,16986510,30,4777886,0.477578368,0.059479554,0.068298495,0.068807339,4997136.416,0,NA,NA,NA,NA,NA,NA,NA,1354781,NA,NA,NA
Utah,1992,5,322632,183429,34608,1722850,3,506061,0.362464209,0.00929368,0.006927148,0.006880734,780802.5651,0,NA,NA,NA,NA,NA,NA,NA,203400,NA,NA,NA
Vermont,1992,3,88122,133592,1996,562758,1,221714,0.602542014,0.005576208,0.002262709,0.002293578,468481.539,1,NA,NA,NA,NA,NA,NA,NA,65991,NA,NA,NA
Virginia,1992,13,1150517,1038650,20859,6187358,11,2189167,0.474449871,0.024163569,0.024877814,0.025229358,2030086.669,0,NA,NA,NA,NA,NA,NA,NA,348639,NA,NA,NA
Washington,1992,11,731234,993037,22179,4866692,9,1724271,0.575917011,0.020446097,0.019567748,0.020642202,1717765.643,1,NA,NA,NA,NA,NA,NA,NA,541780,NA,NA,NA
West Virginia,1992,5,241974,331001,1907,1793477,3,572975,0.577688381,0.00929368,0.007211121,0.006880734,780802.5651,1,NA,NA,NA,NA,NA,NA,NA,108829,NA,NA,NA
Wisconsin,1992,11,930855,1041066,14714,4891769,9,1971921,0.527945085,0.020446097,0.019668576,0.020642202,1717765.643,1,NA,NA,NA,NA,NA,NA,NA,544479,NA,NA,NA
Wyoming,1992,3,79347,68160,1855,453588,1,147507,0.462079766,0.005576208,0.001823764,0.002293578,468481.539,0,NA,NA,NA,NA,NA,NA,NA,51263,NA,NA,NA
Alabama,1996,9,769044,662165,10991,4461130,7,1431209,0.462661288,0.016728625,0.015819821,0.016055046,1448680.149,0,NA,NA,NA,NA,NA,NA,NA,NA,92149,NA,NA
Alaska,1996,3,122746,80380,12161,628933,1,203126,0.395714975,0.005576208,0.002230289,0.002293578,482893.3829,0,NA,NA,NA,NA,NA,NA,NA,NA,26333,NA,NA
Arizona,1996,8,622073,653288,16972,5140683,6,1275361,0.512237712,0.014869888,0.018229616,0.013761468,1287715.688,1,NA,NA,NA,NA,NA,NA,NA,NA,112072,NA,NA
Arkansas,1996,6,325416,475171,13791,2679733,4,800587,0.593528249,0.011152416,0.009502726,0.009174312,965786.7658,1,NA,NA,NA,NA,NA,NA,NA,NA,69884,NA,NA
California,1996,54,3828380,5119835,373422,33930798,52,8948215,0.572162716,0.100371747,0.120323585,0.119266055,8692080.892,1,NA,NA,NA,NA,NA,NA,NA,NA,697847,NA,NA
Colorado,1996,8,691848,671152,48075,4311882,6,1363000,0.492407924,0.014869888,0.015290566,0.013761468,1287715.688,0,NA,NA,NA,NA,NA,NA,NA,NA,99629,NA,NA
Connecticut,1996,8,483109,735740,34242,3409535,6,1218849,0.603635069,0.014869888,0.012090711,0.013761468,1287715.688,1,NA,NA,NA,NA,NA,NA,NA,NA,139523,NA,NA
D. C.,1996,3,17339,158220,6556,572059,1,175559,0.901235482,0.005576208,0.002028605,0.002293578,482893.3829,1,NA,NA,NA,NA,NA,NA,NA,NA,3611,NA,NA
Delaware,1996,3,99062,140355,2948,785068,1,239417,0.586236566,0.005576208,0.002783966,0.002293578,482893.3829,1,NA,NA,NA,NA,NA,NA,NA,NA,28719,NA,NA
Florida,1996,25,2244536,2546870,28518,16028890,23,4791406,0.531549612,0.046468401,0.056840794,0.052752294,4024111.524,1,NA,NA,NA,NA,NA,NA,NA,NA,483870,NA,NA
Georgia,1996,13,1080843,1053849,18042,8206975,11,2134692,0.493677308,0.024163569,0.029103137,0.025229358,2092537.993,0,NA,NA,NA,NA,NA,NA,NA,NA,146337,NA,NA
Hawaii,1996,4,113943,205012,13807,1216642,2,318955,0.642761518,0.007434944,0.004314391,0.004587156,643857.8439,1,NA,NA,NA,NA,NA,NA,NA,NA,27358,NA,NA
Idaho,1996,4,256595,165443,7163,1297274,2,422038,0.392009724,0.007434944,0.004600324,0.004587156,643857.8439,0,NA,NA,NA,NA,NA,NA,NA,NA,62518,NA,NA
Illinois,1996,22,1587021,2341744,36218,12439042,20,3928765,0.596050922,0.040892193,0.044110667,0.04587156,3541218.141,1,NA,NA,NA,NA,NA,NA,NA,NA,346408,NA,NA
Indiana,1996,12,1006693,887424,17426,6090782,10,1894117,0.468515936,0.022304833,0.021598806,0.02293578,1931573.532,0,NA,NA,NA,NA,NA,NA,NA,NA,224299,NA,NA
Iowa,1996,7,492644,620258,16014,2931923,5,1112902,0.557333889,0.013011152,0.010397029,0.01146789,1126751.227,1,NA,NA,NA,NA,NA,NA,NA,NA,105159,NA,NA
Kansas,1996,6,583245,387659,10757,2693824,4,970904,0.399276345,0.011152416,0.009552695,0.009174312,965786.7658,0,NA,NA,NA,NA,NA,NA,NA,NA,92639,NA,NA
Kentucky,1996,8,623283,636614,8415,4049431,6,1259897,0.505290512,0.014869888,0.014359876,0.013761468,1287715.688,1,NA,NA,NA,NA,NA,NA,NA,NA,120396,NA,NA
Louisiana,1996,9,712586,927837,20243,4480271,7,1640423,0.565608383,0.016728625,0.015887698,0.016055046,1448680.149,1,NA,NA,NA,NA,NA,NA,NA,NA,123293,NA,NA
Maine,1996,4,186378,312788,20761,1277731,2,499166,0.626621204,0.007434944,0.004531021,0.004587156,643857.8439,1,NA,NA,NA,NA,NA,NA,NA,NA,85970,NA,NA
Maryland,1996,10,681530,966207,17321,5307886,8,1647737,0.586384235,0.018587361,0.018822542,0.018348624,1609644.61,1,NA,NA,NA,NA,NA,NA,NA,NA,115812,NA,NA
Massachusetts,1996,12,718107,1571763,39698,6355568,10,2289870,0.686398354,0.022304833,0.022537776,0.02293578,1931573.532,1,NA,NA,NA,NA,NA,NA,NA,NA,227217,NA,NA
Michigan,1996,18,1481212,1989653,41309,9955829,16,3470865,0.573244134,0.033457249,0.035304829,0.036697248,2897360.297,1,NA,NA,NA,NA,NA,NA,NA,NA,336670,NA,NA
Minnesota,1996,10,766476,1120438,48022,4925670,8,1886914,0.593793888,0.018587361,0.017467148,0.018348624,1609644.61,1,NA,NA,NA,NA,NA,NA,NA,NA,257704,NA,NA
Mississippi,1996,7,439838,394022,7775,2852927,5,833860,0.472527762,0.013011152,0.010116897,0.01146789,1126751.227,0,NA,NA,NA,NA,NA,NA,NA,NA,52222,NA,NA
Missouri,1996,11,890016,1025935,24926,5606260,9,1915951,0.535470375,0.020446097,0.01988062,0.020642202,1770609.071,1,NA,NA,NA,NA,NA,NA,NA,NA,217188,NA,NA
Montana,1996,3,179652,167922,4458,905316,1,347574,0.483125895,0.005576208,0.003210383,0.002293578,482893.3829,0,NA,NA,NA,NA,NA,NA,NA,NA,55229,NA,NA
Nebraska,1996,5,363467,236761,5909,1715369,3,600228,0.394451775,0.00929368,0.00608295,0.006880734,804822.3048,0,NA,NA,NA,NA,NA,NA,NA,NA,71278,NA,NA
Nevada,1996,4,199244,203974,17075,2002032,2,403218,0.505865314,0.007434944,0.007099499,0.004587156,643857.8439,1,NA,NA,NA,NA,NA,NA,NA,NA,43986,NA,NA
New Hampshire,1996,4,196532,246214,8039,1238415,2,442746,0.556106662,0.007434944,0.004391601,0.004587156,643857.8439,1,NA,NA,NA,NA,NA,NA,NA,NA,48390,NA,NA
New Jersey,1996,15,1103078,1652329,58266,8424354,13,2755407,0.599667853,0.027881041,0.029873994,0.029816514,2414466.914,1,NA,NA,NA,NA,NA,NA,NA,NA,262134,NA,NA
New Mexico,1996,5,232751,273495,17571,1823821,3,506246,0.540241306,0.00929368,0.006467537,0.006880734,804822.3048,1,NA,NA,NA,NA,NA,NA,NA,NA,32257,NA,NA
New York,1996,33,1933492,3756177,123002,19004973,31,5689669,0.660174959,0.06133829,0.067394421,0.071100917,5311827.212,1,NA,NA,NA,NA,NA,NA,NA,NA,503458,NA,NA
North Carolina,1996,14,1225938,1107849,13961,8067673,12,2333787,0.474700133,0.026022305,0.028609151,0.027522936,2253502.454,0,NA,NA,NA,NA,NA,NA,NA,NA,168059,NA,NA
North Dakota,1996,3,125050,106905,1941,643756,1,231955,0.46088681,0.005576208,0.002282853,0.002293578,482893.3829,0,NA,NA,NA,NA,NA,NA,NA,NA,32515,NA,NA
Ohio,1996,21,1859883,2148222,43122,11374540,19,4008105,0.535969492,0.039033457,0.040335787,0.043577982,3380253.68,1,NA,NA,NA,NA,NA,NA,NA,NA,483207,NA,NA
Oklahoma,1996,8,582315,488105,5505,3458819,6,1070420,0.455993909,0.014869888,0.012265479,0.013761468,1287715.688,0,NA,NA,NA,NA,NA,NA,NA,NA,130788,NA,NA
Oregon,1996,7,538152,649641,68746,3428543,5,1187793,0.546931157,0.013011152,0.012158116,0.01146789,1126751.227,1,NA,NA,NA,NA,NA,NA,NA,NA,121221,NA,NA
Pennsylvania,1996,23,1801169,2215819,58146,12300670,21,4016988,0.551612054,0.042750929,0.043619979,0.048165138,3702182.602,1,NA,NA,NA,NA,NA,NA,NA,NA,430984,NA,NA
Rhode Island,1996,4,104683,233050,8828,1049662,2,337733,0.690042134,0.007434944,0.003722255,0.004587156,643857.8439,1,NA,NA,NA,NA,NA,NA,NA,NA,43723,NA,NA
South Carolina,1996,8,573458,504051,7562,4025061,6,1077509,0.467792844,0.014869888,0.014273456,0.013761468,1287715.688,0,NA,NA,NA,NA,NA,NA,NA,NA,64386,NA,NA
South Dakota,1996,3,150543,139333,2700,756874,1,289876,0.480664146,0.005576208,0.002683986,0.002293578,482893.3829,0,NA,NA,NA,NA,NA,NA,NA,NA,31250,NA,NA
Tennessee,1996,11,863530,909146,15511,5700037,9,1772676,0.512866423,0.020446097,0.020213167,0.020642202,1770609.071,1,NA,NA,NA,NA,NA,NA,NA,NA,105918,NA,NA
Texas,1996,32,2736167,2459683,37257,20903994,30,5195850,0.473393766,0.059479554,0.074128628,0.068807339,5150862.751,0,NA,NA,NA,NA,NA,NA,NA,NA,378537,NA,NA
Utah,1996,5,361911,221633,15624,2236714,3,583544,0.379805122,0.00929368,0.007931716,0.006880734,804822.3048,0,NA,NA,NA,NA,NA,NA,NA,NA,66461,NA,NA
Vermont,1996,3,80352,137894,9179,609890,1,218246,0.631828304,0.005576208,0.002162759,0.002293578,482893.3829,1,NA,NA,NA,NA,NA,NA,NA,NA,31024,NA,NA
Virginia,1996,13,1138350,1091060,27371,7100702,11,2229410,0.489394055,0.024163569,0.02518013,0.025229358,2092537.993,0,NA,NA,NA,NA,NA,NA,NA,NA,159861,NA,NA
Washington,1996,11,840712,1123323,88799,5908684,9,1964035,0.571946528,0.020446097,0.02095306,0.020642202,1770609.071,1,NA,NA,NA,NA,NA,NA,NA,NA,201003,NA,NA
West Virginia,1996,5,233946,327812,3062,1813077,3,561758,0.583546652,0.00929368,0.006429437,0.006880734,804822.3048,1,NA,NA,NA,NA,NA,NA,NA,NA,71639,NA,NA
Wisconsin,1996,11,845029,1071971,51830,5371210,9,1917000,0.559191967,0.020446097,0.019047098,0.020642202,1770609.071,1,NA,NA,NA,NA,NA,NA,NA,NA,227339,NA,NA
Wyoming,1996,3,105388,77934,2321,495304,1,183322,0.425120826,0.005576208,0.001756421,0.002293578,482893.3829,0,NA,NA,NA,NA,NA,NA,NA,NA,25928,NA,NA
Alabama,2000,9,944409,695602,14191,4040587,7,1640011,0.424144716,0.016728625,0.016246187,0.016055046,1697490.703,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18349,NA
Alaska,2000,3,167398,79004,10411,550043,1,246402,0.320630514,0.005576208,0.002211585,0.002293578,565830.2342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,28747,NA
Arizona,2000,8,781652,685341,21475,3665228,6,1466993,0.467174008,0.014869888,0.014736962,0.013761468,1508880.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,45645,NA
Arkansas,2000,6,472940,422768,12652,2350725,4,895708,0.471993105,0.011152416,0.009451675,0.009174312,1131660.468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13421,NA
California,2000,54,4567429,5861203,118517,29760021,52,10428632,0.5620299,0.100371747,0.119657578,0.119266055,10184944.22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,418707,NA
Colorado,2000,8,883745,738227,27959,3294394,6,1621972,0.455141642,0.014869888,0.013245932,0.013761468,1508880.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,91434,NA
Connecticut,2000,8,561094,816015,17964,3287116,6,1377109,0.59255658,0.014869888,0.013216669,0.013761468,1508880.625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,64452,NA
D. C.,2000,3,18073,171923,1322,606900,1,189996,0.904876945,0.005576208,0.002440193,0.002293578,565830.2342,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10576,NA
Delaware,2000,3,137288,180068,1959,666168,1,317356,0.567400648,0.005576208,0.002678494,0.002293578,565830.2342,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8307,NA
Florida,2000,25,2912790,2912253,40579,12937926,23,5825043,0.499953906,0.046468401,0.052020154,0.052752294,4715251.952,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,97488,NA
Georgia,2000,13,1419720,1116230,47422,6478216,11,2535950,0.440162464,0.024163569,0.026047281,0.025229358,2451931.015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,13432,NA
Hawaii,2000,4,137845,205286,3197,1108229,2,343131,0.598272963,0.007434944,0.004455911,0.004587156,754440.3123,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21623,NA
Idaho,2000,4,336937,138637,13755,1006749,2,475574,0.291515095,0.007434944,0.004047885,0.004587156,754440.3123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,12292,NA
Illinois,2000,22,2019421,2589026,29917,11430602,20,4608447,0.561800103,0.040892193,0.045959583,0.04587156,4149421.717,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,103759,NA
Indiana,2000,12,1245836,901980,32955,5544159,10,2147816,0.419952175,0.022304833,0.022291672,0.02293578,2263320.937,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18531,NA
Iowa,2000,7,634373,638517,13299,2776755,5,1272890,0.501627792,0.013011152,0.011164635,0.01146789,1320270.546,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,29374,NA
Kansas,2000,6,622332,399276,14522,2477574,4,1021608,0.390830925,0.011152416,0.009961703,0.009174312,1131660.468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,36086,NA
Kentucky,2000,8,872492,638898,9605,3685296,6,1511390,0.42272213,0.014869888,0.014817651,0.013761468,1508880.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,23192,NA
Louisiana,2000,9,927871,792344,24968,4219973,7,1720215,0.46060754,0.016728625,0.016967453,0.016055046,1697490.703,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20473,NA
Maine,2000,4,286616,319951,8123,1227928,2,606567,0.527478415,0.007434944,0.00493719,0.004587156,754440.3123,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,37127,NA
Maryland,2000,10,813797,1145782,12133,4781468,8,1959579,0.584708246,0.018587361,0.019225083,0.018348624,1886100.781,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,53768,NA
Massachusetts,2000,12,878502,1616487,34431,6016425,10,2494989,0.647893438,0.022304833,0.024190535,0.02293578,2263320.937,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,173564,NA
Michigan,2000,18,1953139,2170418,24989,9295297,16,4123557,0.526346065,0.033457249,0.037374057,0.036697248,3394981.405,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,84165,NA
Minnesota,2000,10,1109659,1168266,34064,4375099,8,2277925,0.51286412,0.018587361,0.017591175,0.018348624,1886100.781,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,126696,NA
Mississippi,2000,7,573230,404964,8606,2573216,5,978194,0.413991499,0.013011152,0.010346256,0.01146789,1320270.546,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8126,NA
Missouri,2000,11,1189924,1111138,20315,5117073,9,2301062,0.482880513,0.020446097,0.020574467,0.020642202,2074710.859,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,38515,NA
Montana,2000,3,240178,137126,9256,799065,1,377304,0.36343638,0.005576208,0.00321284,0.002293578,565830.2342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24437,NA
Nebraska,2000,5,433862,231780,6837,1578385,3,665642,0.348205191,0.00929368,0.00634629,0.006880734,943050.3903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24540,NA
Nevada,2000,4,301575,279978,12409,1201833,2,581553,0.481431615,0.007434944,0.004832269,0.004587156,754440.3123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,15008,NA
New Hampshire,2000,4,273559,266348,6976,1109252,2,539907,0.493321998,0.007434944,0.004460024,0.004587156,754440.3123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22198,NA
New Jersey,2000,15,1284173,1788850,19649,7730188,13,3073023,0.582114094,0.027881041,0.031081147,0.029816514,2829151.171,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94554,NA
New Mexico,2000,5,286417,286783,4154,1515069,3,573200,0.50031926,0.00929368,0.006091712,0.006880734,943050.3903,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21251,NA
New York,2000,33,2405676,4113791,67313,17990455,31,6519467,0.631001123,0.06133829,0.072335106,0.071100917,6224132.576,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,244398,NA
North Carolina,2000,14,1631163,1257692,22407,6628637,12,2888855,0.43536003,0.026022305,0.026652086,0.027522936,2640541.093,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
North Dakota,2000,3,174852,95284,8634,638800,1,270136,0.352726034,0.005576208,0.002568455,0.002293578,565830.2342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9497,NA
Ohio,2000,21,2351209,2186190,50201,10847115,19,4537399,0.481815683,0.039033457,0.043613528,0.043577982,3960811.639,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,117857,NA
Oklahoma,2000,8,744337,474276,15616,3145585,6,1218613,0.389193288,0.014869888,0.012647608,0.013761468,1508880.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Oregon,2000,7,713577,720342,22692,2842321,5,1433919,0.50235892,0.013011152,0.01142826,0.01146789,1320270.546,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,77357,NA
Pennsylvania,2000,23,2281127,2485967,42633,11881643,21,4767094,0.521484787,0.042750929,0.047773105,0.048165138,4338031.796,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,103392,NA
Rhode Island,2000,4,130555,249508,3997,1003464,2,380063,0.656491161,0.007434944,0.004034677,0.004587156,754440.3123,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25052,NA
South Carolina,2000,8,786426,566039,11033,3486703,6,1352465,0.418523954,0.014869888,0.014019158,0.013761468,1508880.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20279,NA
South Dakota,2000,3,190700,118804,6765,696004,1,309504,0.383852874,0.005576208,0.002798457,0.002293578,565830.2342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
Tennessee,2000,11,1061949,981720,12731,4877185,9,2043669,0.480371332,0.020446097,0.019609937,0.020642202,2074710.859,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19781,NA
Texas,2000,32,3799639,2433746,36258,16986510,30,6233385,0.390437299,0.059479554,0.068298495,0.068807339,6035522.498,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,137994,NA
Utah,2000,5,515096,203053,16755,1722850,3,718149,0.282744946,0.00929368,0.006927148,0.006880734,943050.3903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35850,NA
Vermont,2000,3,119775,149022,5137,562758,1,268797,0.554403509,0.005576208,0.002262709,0.002293578,565830.2342,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20374,NA
Virginia,2000,13,1437490,1217290,25269,6187358,11,2654780,0.458527637,0.024163569,0.024877814,0.025229358,2451931.015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,59398,NA
Washington,2000,11,1108864,1247652,29227,4866692,9,2356516,0.52944771,0.020446097,0.019567748,0.020642202,2074710.859,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,103002,NA
West Virginia,2000,5,336475,295497,5472,1793477,3,631972,0.46757926,0.00929368,0.007211121,0.006880734,943050.3903,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10680,NA
Wisconsin,2000,11,1237279,1242987,24271,4891769,9,2480266,0.501150683,0.020446097,0.019668576,0.020642202,2074710.859,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94070,NA
Wyoming,2000,3,147947,60481,5298,453588,1,208428,0.290176944,0.005576208,0.001823764,0.002293578,565830.2342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4625,NA
Alabama,2004,9,1176394,693933,13122,4461130,7,1870327,0.371022286,0.016728625,0.015819821,0.016055046,2025279.151,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alaska,2004,3,190889,111025,10684,628933,1,301914,0.36773717,0.005576208,0.002230289,0.002293578,675093.0502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona,2004,10,1104294,893524,18284,5140683,8,1997818,0.44724995,0.018587361,0.018229616,0.018348624,2250310.167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arkansas,2004,6,572898,469953,12094,2679733,4,1042851,0.450642517,0.011152416,0.009502726,0.009174312,1350186.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
California,2004,55,5509826,6745485,166548,33930798,53,12255311,0.550413205,0.102230483,0.120323585,0.121559633,12376705.92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colorado,2004,9,1101256,1001725,27344,4311882,7,2102981,0.476335735,0.016728625,0.015290566,0.016055046,2025279.151,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connecticut,2004,7,693826,857488,27455,3409535,5,1551314,0.552749476,0.013011152,0.012090711,0.01146789,1575217.117,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D. C.,2004,3,21256,202970,3360,572059,1,224226,0.905202786,0.005576208,0.002028605,0.002293578,675093.0502,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Delaware,2004,3,171660,200152,3458,785068,1,371812,0.538315062,0.005576208,0.002783966,0.002293578,675093.0502,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida,2004,27,3964522,3583544,61744,16028890,25,7548066,0.474763204,0.050185874,0.056840794,0.05733945,6075837.452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgia,2004,15,1914254,1366149,24078,8206975,13,3280403,0.416457673,0.027881041,0.029103137,0.029816514,3375465.251,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawaii,2004,4,194191,231708,3114,1216642,2,425899,0.54404448,0.007434944,0.004314391,0.004587156,900124.0669,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Idaho,2004,4,409235,181098,8114,1297274,2,590333,0.306772618,0.007434944,0.004600324,0.004587156,900124.0669,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Illinois,2004,21,2345946,2891550,36826,12439042,19,5237496,0.55208634,0.039033457,0.044110667,0.043577982,4725651.351,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana,2004,11,1479438,969011,19553,6090782,9,2448449,0.395765238,0.020446097,0.021598806,0.020642202,2475341.184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Iowa,2004,7,751957,741898,13053,2931923,5,1493855,0.496633207,0.013011152,0.010397029,0.01146789,1575217.117,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas,2004,6,736456,434993,16307,2693824,4,1171449,0.371329012,0.011152416,0.009552695,0.009174312,1350186.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kentucky,2004,8,1069439,712733,13907,4049431,6,1782172,0.399923801,0.014869888,0.014359876,0.013761468,1800248.134,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Louisiana,2004,9,1102169,820299,20638,4480271,7,1922468,0.426690587,0.016728625,0.015887698,0.016055046,2025279.151,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maine,2004,4,330201,396842,13709,1277731,2,727043,0.545830164,0.007434944,0.004531021,0.004587156,900124.0669,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland,2004,10,1024703,1334493,27482,5307886,8,2359196,0.565655842,0.018587361,0.018822542,0.018348624,2250310.167,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Massachusetts,2004,12,1071109,1803800,37479,6355568,10,2874909,0.627428555,0.022304833,0.022537776,0.02293578,2700372.201,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michigan,2004,17,2313746,2479183,46323,9955829,15,4792929,0.517258445,0.031598513,0.035304829,0.03440367,3825527.284,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Minnesota,2004,10,1346695,1445014,36678,4925670,8,2791709,0.517609106,0.018587361,0.017467148,0.018348624,2250310.167,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi,2004,6,684981,458094,9290,2852927,4,1143075,0.400755856,0.011152416,0.010116897,0.009174312,1350186.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Missouri,2004,11,1455713,1259171,16480,5606260,9,2714884,0.463802873,0.020446097,0.01988062,0.020642202,2475341.184,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montana,2004,3,266063,173710,10672,905316,1,439773,0.394999238,0.005576208,0.003210383,0.002293578,675093.0502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nebraska,2004,5,512814,254328,11044,1715369,3,767142,0.331526627,0.00929368,0.00608295,0.006880734,1125155.084,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nevada,2004,5,418690,397190,13707,2002032,3,815880,0.486824043,0.00929368,0.007099499,0.006880734,1125155.084,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Hampshire,2004,4,331237,340511,5990,1238415,2,671748,0.506902886,0.007434944,0.004391601,0.004587156,900124.0669,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
