state,year,ecvotes,rep,dem,other,pop,house,total,pctdem,ecweight,popweight,houseweight,totalweight,demwin,greenback,prohibition,populist,socialist,progressive,dixiecrat,amerind,independent,reform,green,lib
New Hampshire,1908,4,53149,33655,1497,430572,2,86804,0.387712548,0.008281573,0.004725872,0.00511509,116664.0248,0,NA,NA,NA,1299,NA,NA,NA,NA,NA,NA,NA
New Jersey,1908,12,265326,182567,9052,2537167,10,447893,0.407612979,0.02484472,0.027847434,0.025575448,349992.0745,0,NA,NA,NA,10253,NA,NA,NA,NA,NA,NA,NA
New York,1908,39,870070,667468,62361,9113614,37,1537538,0.434114799,0.080745342,0.100029193,0.094629156,1137474.242,0,NA,NA,NA,38451,NA,NA,NA,NA,NA,NA,NA
North Carolina,1908,12,114887,136928,367,2206287,10,251815,0.543764271,0.02484472,0.024215762,0.025575448,349992.0745,1,NA,NA,NA,372,NA,NA,NA,NA,NA,NA,NA
North Dakota,1908,4,57680,32885,1539,577056,2,90565,0.363109369,0.008281573,0.006333651,0.00511509,116664.0248,0,NA,NA,NA,2421,NA,NA,NA,NA,NA,NA,NA
Ohio,1908,23,572312,502721,12724,4767121,21,1075033,0.467633087,0.047619048,0.052322961,0.05370844,670818.1429,0,NA,NA,NA,33795,NA,NA,NA,NA,NA,NA,NA
Oklahoma,1908,7,110474,122363,412,1657155,5,232837,0.525530736,0.014492754,0.0181886,0.012787724,204162.0435,1,NA,NA,NA,21734,NA,NA,NA,NA,NA,NA,NA
Oregon,1908,4,62530,38049,2971,672765,2,100579,0.378299645,0.008281573,0.007384133,0.00511509,116664.0248,0,NA,NA,NA,7339,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,1908,34,745779,448782,38975,7665111,32,1194561,0.375687805,0.070393375,0.084130716,0.081841432,991644.2112,0,NA,NA,NA,33914,NA,NA,NA,NA,NA,NA,NA
Rhode Island,1908,4,43942,24706,2304,542610,2,68648,0.359893952,0.008281573,0.005955578,0.00511509,116664.0248,0,NA,NA,NA,1365,NA,NA,NA,NA,NA,NA,NA
South Carolina,1908,9,3945,62288,46,1515400,7,66233,0.940437546,0.01863354,0.016632725,0.017902813,262494.0559,1,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
South Dakota,1908,4,67536,40266,4127,583888,2,107802,0.373518117,0.008281573,0.006408637,0.00511509,116664.0248,0,NA,NA,NA,2846,NA,NA,NA,NA,NA,NA,NA
Tennessee,1908,12,117977,135608,1725,2184789,10,253585,0.534763492,0.02484472,0.023979804,0.025575448,349992.0745,1,NA,NA,NA,1870,NA,NA,NA,NA,NA,NA,NA
Texas,1908,18,65666,217302,2919,3896542,16,282968,0.767938424,0.037267081,0.042767661,0.040920716,524988.1118,1,NA,NA,NA,7870,NA,NA,NA,NA,NA,NA,NA
Utah,1908,3,61028,42601,89,373351,1,103629,0.41109149,0.00621118,0.004097825,0.002557545,87498.01863,0,NA,NA,NA,4895,NA,NA,NA,NA,NA,NA,NA
Vermont,1908,4,39552,11496,1635,355956,2,51048,0.225199812,0.008281573,0.003906901,0.00511509,116664.0248,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Virginia,1908,12,52572,82946,1292,2061612,10,135518,0.612066294,0.02484472,0.022627838,0.025575448,349992.0745,1,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,NA
Washington,1908,5,106062,58691,4949,1141990,3,164753,0.356236305,0.010351967,0.012534252,0.007672634,145830.0311,0,NA,NA,NA,14177,NA,NA,NA,NA,NA,NA,NA
West Virginia,1908,7,137869,111418,5139,1221119,5,249287,0.446946692,0.014492754,0.013402756,0.012787724,204162.0435,0,NA,NA,NA,3679,NA,NA,NA,NA,NA,NA,NA
Wisconsin,1908,13,247747,166662,11885,2333860,11,414409,0.402167907,0.026915114,0.025615978,0.028132992,379158.0807,0,NA,NA,NA,28147,NA,NA,NA,NA,NA,NA,NA
Wyoming,1908,3,20846,14918,130,145965,1,35764,0.417123364,0.00621118,0.001602082,0.002557545,87498.01863,0,NA,NA,NA,1715,NA,NA,NA,NA,NA,NA,NA
Alabama,1912,12,9717,82438,5,2138093,10,92155,0.894558081,0.02259887,0.023331133,0.022988506,221067.1412,1,NA,NA,NA,3029,22680,NA,NA,NA,NA,NA,NA
Arizona,1912,3,3021,10324,265,204354,1,13345,0.77362308,0.005649718,0.002229936,0.002298851,55266.78531,1,NA,NA,NA,3163,6949,NA,NA,NA,NA,NA,NA
Arkansas,1912,9,25585,68814,908,1574449,7,94399,0.728969587,0.016949153,0.017180581,0.016091954,165800.3559,1,NA,NA,NA,8153,21644,NA,NA,NA,NA,NA,NA
California,1912,13,3914,283436,27783,2377549,11,287350,0.98637898,0.024482109,0.025944107,0.025287356,239489.403,1,NA,NA,NA,79201,283610,NA,NA,NA,NA,NA,NA
Colorado,1912,6,58386,114232,5538,799024,4,172618,0.661761809,0.011299435,0.008719048,0.009195402,110533.5706,1,NA,NA,NA,16418,72306,NA,NA,NA,NA,NA,NA
Connecticut,1912,7,68324,74561,3334,1114756,5,142885,0.521825244,0.013182674,0.012164354,0.011494253,128955.8324,1,NA,NA,NA,10056,34129,NA,NA,NA,NA,NA,NA
Delaware,1912,3,15998,22631,623,202322,1,38629,0.585855187,0.005649718,0.002207763,0.002298851,55266.78531,1,NA,NA,NA,556,8886,NA,NA,NA,NA,NA,NA
Florida,1912,6,4279,35343,1854,752619,4,39622,0.892004442,0.011299435,0.008212671,0.009195402,110533.5706,1,NA,NA,NA,4806,4555,NA,NA,NA,NA,NA,NA
Georgia,1912,14,5191,93087,149,2609121,12,98278,0.947180447,0.026365348,0.028471049,0.027586207,257911.6648,1,NA,NA,NA,1058,21985,NA,NA,NA,NA,NA,NA
Idaho,1912,4,32810,33921,1536,325594,2,66731,0.508324467,0.007532957,0.003552922,0.004597701,73689.04708,1,NA,NA,NA,11960,25527,NA,NA,NA,NA,NA,NA
Illinois,1912,29,253593,405048,19776,5638591,27,658641,0.614975381,0.054613936,0.061528998,0.062068966,534245.5913,1,NA,NA,NA,81278,386478,NA,NA,NA,NA,NA,NA
Indiana,1912,15,151267,281890,22379,2700876,13,433157,0.650780202,0.028248588,0.029472291,0.029885057,276333.9266,1,NA,NA,NA,36931,162007,NA,NA,NA,NA,NA,NA
Iowa,1912,13,119805,185325,8440,2224771,11,305130,0.607364074,0.024482109,0.024276974,0.025287356,239489.403,1,NA,NA,NA,16967,161819,NA,NA,NA,NA,NA,NA
Kansas,1912,10,74845,143663,63,1690949,8,218508,0.657472495,0.018832392,0.018451843,0.018390805,184222.6177,1,NA,NA,NA,26779,120210,NA,NA,NA,NA,NA,NA
Kentucky,1912,13,115510,219484,4308,2289905,11,334994,0.655187854,0.024482109,0.024987725,0.025287356,239489.403,1,NA,NA,NA,11646,101766,NA,NA,NA,NA,NA,NA
Louisiana,1912,10,3833,60871,0,1656388,8,64704,0.940761004,0.018832392,0.018074709,0.018390805,184222.6177,1,NA,NA,NA,5261,9283,NA,NA,NA,NA,NA,NA
Maine,1912,6,26545,51113,946,742371,4,77658,0.658180741,0.011299435,0.008100844,0.009195402,110533.5706,1,NA,NA,NA,2541,48495,NA,NA,NA,NA,NA,NA
Maryland,1912,8,54956,112674,2566,1295346,6,167630,0.672158921,0.015065913,0.014134975,0.013793103,147378.0942,1,NA,NA,NA,3996,57789,NA,NA,NA,NA,NA,NA
Massachusetts,1912,18,155948,173408,3857,3366416,16,329356,0.526506273,0.033898305,0.036734745,0.036781609,331600.7119,1,NA,NA,NA,12616,142228,NA,NA,NA,NA,NA,NA
Michigan,1912,15,152244,150751,10186,2810173,13,302995,0.497536263,0.028248588,0.030664953,0.029885057,276333.9266,0,NA,NA,NA,23211,214584,NA,NA,NA,NA,NA,NA
Minnesota,1912,12,64334,106426,10098,2075708,10,170760,0.623249004,0.02259887,0.022650381,0.022988506,221067.1412,1,NA,NA,NA,27505,125856,NA,NA,NA,NA,NA,NA
Mississippi,1912,10,1560,57324,0,1797114,8,58884,0.973507235,0.018832392,0.019610329,0.018390805,184222.6177,1,NA,NA,NA,2050,3549,NA,NA,NA,NA,NA,NA
Missouri,1912,18,207821,330746,7158,3293335,16,538567,0.614122291,0.033898305,0.035937276,0.036781609,331600.7119,1,NA,NA,NA,28466,124375,NA,NA,NA,NA,NA,NA
Montana,1912,4,18512,27941,32,376053,2,46453,0.601489678,0.007532957,0.004103537,0.004597701,73689.04708,1,NA,NA,NA,10885,22456,NA,NA,NA,NA,NA,NA
Nebraska,1912,8,54226,109008,3383,1192214,6,163234,0.667802051,0.015065913,0.013009586,0.013793103,147378.0942,1,NA,NA,NA,10185,72681,NA,NA,NA,NA,NA,NA
Nevada,1912,3,3196,7986,0,81875,1,11182,0.714183509,0.005649718,0.00089343,0.002298851,55266.78531,1,NA,NA,NA,3313,5620,NA,NA,NA,NA,NA,NA
New Hampshire,1912,4,32927,34724,535,430572,2,67651,0.5132814,0.007532957,0.004698455,0.004597701,73689.04708,1,NA,NA,NA,1981,17794,NA,NA,NA,NA,NA,NA
New Jersey,1912,14,88835,178289,4257,2537167,12,267124,0.667439092,0.026365348,0.027685878,0.027586207,257911.6648,1,NA,NA,NA,15948,145410,NA,NA,NA,NA,NA,NA
New Mexico,1912,3,17733,20437,0,327301,1,38170,0.535420487,0.005649718,0.003571549,0.002298851,55266.78531,1,NA,NA,NA,2859,8347,NA,NA,NA,NA,NA,NA
New York,1912,45,455487,655573,23728,9113614,43,1111060,0.590042842,0.084745763,0.099448876,0.098850575,829001.7797,1,NA,NA,NA,63434,390093,NA,NA,NA,NA,NA,NA
North Carolina,1912,12,29139,144507,117,2206287,10,173646,0.832193082,0.02259887,0.024075275,0.022988506,221067.1412,1,NA,NA,NA,1025,69130,NA,NA,NA,NA,NA,NA
North Dakota,1912,5,23090,29555,1243,577056,3,52645,0.561401843,0.009416196,0.006296906,0.006896552,92111.30885,1,NA,NA,NA,6966,25726,NA,NA,NA,NA,NA,NA
Ohio,1912,24,278168,424834,14141,4767121,22,703002,0.60431407,0.04519774,0.05201941,0.050574713,442134.2825,1,NA,NA,NA,90144,229807,NA,NA,NA,NA,NA,NA
Oklahoma,1912,10,90786,119156,2185,1657155,8,209942,0.56756628,0.018832392,0.018083079,0.018390805,184222.6177,1,NA,NA,NA,41674,0,NA,NA,NA,NA,NA,NA
Oregon,1912,5,34673,47064,4360,672765,3,81737,0.575797986,0.009416196,0.007341294,0.006896552,92111.30885,1,NA,NA,NA,13343,37600,NA,NA,NA,NA,NA,NA
Pennsylvania,1912,38,273360,395637,20231,7665111,36,668997,0.591388302,0.071563089,0.083642633,0.082758621,700045.9473,1,NA,NA,NA,83614,444894,NA,NA,NA,NA,NA,NA
Rhode Island,1912,5,27703,30412,852,542610,3,58115,0.523307236,0.009416196,0.005921027,0.006896552,92111.30885,1,NA,NA,NA,2049,16878,NA,NA,NA,NA,NA,NA
South Carolina,1912,9,536,48357,55,1515400,7,48893,0.989037286,0.016949153,0.016536231,0.016091954,165800.3559,1,NA,NA,NA,164,1293,NA,NA,NA,NA,NA,NA
South Dakota,1912,5,0,48942,3910,583888,3,48942,1,0.009416196,0.006371458,0.006896552,92111.30885,1,NA,NA,NA,4662,58811,NA,NA,NA,NA,NA,NA
Tennessee,1912,12,60475,133021,832,2184789,10,193496,0.68746124,0.02259887,0.023840686,0.022988506,221067.1412,1,NA,NA,NA,3564,54041,NA,NA,NA,NA,NA,NA
Texas,1912,20,28530,219489,2118,3896542,18,248019,0.88496849,0.037664783,0.042519545,0.04137931,368445.2354,1,NA,NA,NA,24896,26745,NA,NA,NA,NA,NA,NA
Utah,1912,4,42100,36579,510,373351,2,78679,0.464914399,0.007532957,0.004074052,0.004597701,73689.04708,0,NA,NA,NA,9023,24174,NA,NA,NA,NA,NA,NA
Vermont,1912,4,23332,15354,1096,355956,2,38686,0.396887763,0.007532957,0.003884236,0.004597701,73689.04708,0,NA,NA,NA,928,22132,NA,NA,NA,NA,NA,NA
Virginia,1912,12,23288,90332,759,2061612,10,113620,0.795036085,0.02259887,0.022496563,0.022988506,221067.1412,1,NA,NA,NA,820,21777,NA,NA,NA,NA,NA,NA
Washington,1912,7,70445,86840,11682,1141990,5,157285,0.552118765,0.013182674,0.012461535,0.011494253,128955.8324,1,NA,NA,NA,40134,113698,NA,NA,NA,NA,NA,NA
West Virginia,1912,8,56754,113197,4517,1221119,6,169951,0.666056687,0.015065913,0.013325001,0.013793103,147378.0942,1,NA,NA,NA,15248,79112,NA,NA,NA,NA,NA,NA
Wisconsin,1912,13,130596,164230,9225,2333860,11,294826,0.557040424,0.024482109,0.025467367,0.025287356,239489.403,1,NA,NA,NA,33476,62448,NA,NA,NA,NA,NA,NA
Wyoming,1912,3,14560,15310,434,145965,1,29870,0.512554402,0.005649718,0.001592788,0.002298851,55266.78531,1,NA,NA,NA,2760,9232,NA,NA,NA,NA,NA,NA
Alabama,1916,12,28662,99409,741,2348174,10,128071,0.776202263,0.02259887,0.022305557,0.022988506,399560.7006,1,NA,NA,NA,1916,NA,NA,NA,NA,NA,NA,NA
Arizona,1916,3,20524,33170,1153,334162,1,53694,0.617759899,0.005649718,0.003174241,0.002298851,99890.17514,1,NA,NA,NA,3174,NA,NA,NA,NA,NA,NA,NA
Arkansas,1916,9,48879,112211,2015,1752204,7,161090,0.696573344,0.016949153,0.016644374,0.016091954,299670.5254,1,NA,NA,NA,6999,NA,NA,NA,NA,NA,NA,NA
California,1916,13,462516,466289,27900,3426861,11,928805,0.502031104,0.024482109,0.032552121,0.025287356,432857.4256,1,NA,NA,NA,42898,NA,NA,NA,NA,NA,NA,NA
Colorado,1916,6,102308,178816,3202,939629,4,281124,0.636075184,0.011299435,0.008925637,0.009195402,199780.3503,1,NA,NA,NA,10049,NA,NA,NA,NA,NA,NA,NA
Connecticut,1916,7,106514,99786,2395,1380631,5,206300,0.48369365,0.013182674,0.013114762,0.011494253,233077.0753,0,NA,NA,NA,5179,NA,NA,NA,NA,NA,NA,NA
Delaware,1916,3,26011,24753,566,223003,1,50764,0.487609329,0.005649718,0.002118329,0.002298851,99890.17514,0,NA,NA,NA,480,NA,NA,NA,NA,NA,NA,NA
Florida,1916,6,14611,55984,4786,968470,4,70595,0.793030668,0.011299435,0.009199601,0.009195402,199780.3503,1,NA,NA,NA,5353,NA,NA,NA,NA,NA,NA,NA
Georgia,1916,14,11294,127754,20692,2895832,12,139048,0.91877625,0.026365348,0.027507819,0.027586207,466154.1507,1,NA,NA,NA,941,NA,NA,NA,NA,NA,NA,NA
Idaho,1916,4,55368,70054,1127,431866,2,125422,0.558546348,0.007532957,0.004102342,0.004597701,133186.9002,1,NA,NA,NA,8066,NA,NA,NA,NA,NA,NA,NA
Illinois,1916,29,1152549,950229,28535,6485280,27,2102778,0.451892211,0.054613936,0.061604371,0.062068966,965605.0264,0,NA,NA,NA,61394,NA,NA,NA,NA,NA,NA,NA
Indiana,1916,15,341005,334063,21925,2930390,13,675068,0.494858296,0.028248588,0.027836089,0.029885057,499450.8757,0,NA,NA,NA,21855,NA,NA,NA,NA,NA,NA,NA
Iowa,1916,13,280439,221699,3830,2404021,11,502138,0.441510103,0.024482109,0.022836054,0.025287356,432857.4256,0,NA,NA,NA,10976,NA,NA,NA,NA,NA,NA,NA
Kansas,1916,10,277658,314588,12882,1769257,8,592246,0.531177923,0.018832392,0.016806362,0.018390805,332967.2505,1,NA,NA,NA,24685,NA,NA,NA,NA,NA,NA,NA
Kentucky,1916,13,241854,269990,3497,2416630,11,511844,0.527484937,0.024482109,0.022955828,0.025287356,432857.4256,1,NA,NA,NA,4734,NA,NA,NA,NA,NA,NA,NA
Louisiana,1916,10,6466,79875,6349,1798509,8,86341,0.925110897,0.018832392,0.01708423,0.018390805,332967.2505,1,NA,NA,NA,292,NA,NA,NA,NA,NA,NA,NA
Maine,1916,6,69508,64033,596,768014,4,133541,0.479500678,0.011299435,0.007295447,0.009195402,199780.3503,0,NA,NA,NA,2177,NA,NA,NA,NA,NA,NA,NA
Maryland,1916,8,117347,138359,3659,1449661,6,255706,0.541086247,0.015065913,0.013770486,0.013793103,266373.8004,1,NA,NA,NA,2674,NA,NA,NA,NA,NA,NA,NA
Massachusetts,1916,18,268784,247894,4096,3852356,16,516678,0.479784314,0.033898305,0.036593943,0.036781609,599341.0508,0,NA,NA,NA,11058,NA,NA,NA,NA,NA,NA,NA
Michigan,1916,15,339097,286775,8981,3668412,13,625872,0.458200718,0.028248588,0.03484664,0.029885057,499450.8757,0,NA,NA,NA,16120,NA,NA,NA,NA,NA,NA,NA
Minnesota,1916,12,179544,179152,8551,2387125,10,358696,0.499453576,0.02259887,0.022675557,0.022988506,399560.7006,0,NA,NA,NA,20117,NA,NA,NA,NA,NA,NA,NA
Mississippi,1916,10,4253,80422,520,1790618,8,84675,0.94977266,0.018832392,0.017009273,0.018390805,332967.2505,1,NA,NA,NA,1484,NA,NA,NA,NA,NA,NA,NA
Missouri,1916,18,369339,398032,4786,3404055,16,767371,0.51869565,0.033898305,0.032335484,0.036781609,599341.0508,1,NA,NA,NA,14612,NA,NA,NA,NA,NA,NA,NA
Montana,1916,4,66750,101063,302,548889,2,167813,0.602235822,0.007532957,0.005213956,0.004597701,133186.9002,1,NA,NA,NA,9564,NA,NA,NA,NA,NA,NA,NA
Nebraska,1916,8,117771,158827,3576,1296372,6,276598,0.57421601,0.015065913,0.012314377,0.013793103,266373.8004,1,NA,NA,NA,7141,NA,NA,NA,NA,NA,NA,NA
Nevada,1916,3,12127,17776,348,77407,1,29903,0.594455406,0.005649718,0.000735297,0.002298851,99890.17514,1,NA,NA,NA,3065,NA,NA,NA,NA,NA,NA,NA
New Hampshire,1916,4,43725,43781,303,443083,2,87506,0.500319978,0.007532957,0.004208893,0.004597701,133186.9002,1,NA,NA,NA,1318,NA,NA,NA,NA,NA,NA,NA
New Jersey,1916,14,268982,211018,4037,3155900,12,480000,0.439620833,0.026365348,0.029978233,0.027586207,466154.1507,0,NA,NA,NA,10405,NA,NA,NA,NA,NA,NA,NA
New Mexico,1916,3,31152,33527,112,360350,1,64679,0.5183599,0.005649718,0.003423003,0.002298851,99890.17514,1,NA,NA,NA,1996,NA,NA,NA,NA,NA,NA,NA
New York,1916,45,879238,759426,21697,10385227,43,1638664,0.46344217,0.084745763,0.098650387,0.098850575,1498352.627,0,NA,NA,NA,45944,NA,NA,NA,NA,NA,NA,NA
North Carolina,1916,12,120890,168383,53,2559123,10,289273,0.582090275,0.02259887,0.024309384,0.022988506,399560.7006,1,NA,NA,NA,509,NA,NA,NA,NA,NA,NA,NA
North Dakota,1916,5,53471,55206,997,646872,3,108677,0.50798237,0.009416196,0.006144707,0.006896552,166483.6252,1,NA,NA,NA,5716,NA,NA,NA,NA,NA,NA,NA
Ohio,1916,24,514753,604161,8080,5759394,22,1118914,0.539953026,0.04519774,0.054709102,0.050574713,799121.4011,1,NA,NA,NA,38092,NA,NA,NA,NA,NA,NA,NA
Oklahoma,1916,10,97233,148113,1880,2028283,8,245346,0.603690299,0.018832392,0.019266878,0.018390805,332967.2505,1,NA,NA,NA,45190,NA,NA,NA,NA,NA,NA,NA
Oregon,1916,5,126813,120087,5039,783389,3,246900,0.486379101,0.009416196,0.007441496,0.006896552,166483.6252,0,NA,NA,NA,9711,NA,NA,NA,NA,NA,NA,NA
Pennsylvania,1916,38,703823,521784,29047,8720017,36,1225607,0.425735166,0.071563089,0.082832378,0.082758621,1265275.552,0,NA,NA,NA,42638,NA,NA,NA,NA,NA,NA,NA
Rhode Island,1916,5,44858,40394,650,604397,3,85252,0.473818796,0.009416196,0.005741232,0.006896552,166483.6252,0,NA,NA,NA,1914,NA,NA,NA,NA,NA,NA,NA
South Carolina,1916,9,1550,61846,421,1683724,7,63396,0.975550508,0.016949153,0.015993875,0.016091954,299670.5254,1,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA
South Dakota,1916,5,64217,59191,1774,636547,3,123408,0.479636652,0.009416196,0.006046628,0.006896552,166483.6252,0,NA,NA,NA,3760,NA,NA,NA,NA,NA,NA,NA
Tennessee,1916,12,116223,153280,145,2337885,10,269503,0.568750626,0.02259887,0.022207821,0.022988506,399560.7006,1,NA,NA,NA,2542,NA,NA,NA,NA,NA,NA,NA
Texas,1916,20,64999,286514,1985,4663228,18,351513,0.81508792,0.037664783,0.044296504,0.04137931,665934.5009,1,NA,NA,NA,18963,NA,NA,NA,NA,NA,NA,NA
Utah,1916,4,54137,84145,404,449396,2,138282,0.608502914,0.007532957,0.004268861,0.004597701,133186.9002,1,NA,NA,NA,4460,NA,NA,NA,NA,NA,NA,NA
Vermont,1916,4,40250,22708,719,352428,2,62958,0.360684901,0.007532957,0.003347751,0.004597701,133186.9002,0,NA,NA,NA,798,NA,NA,NA,NA,NA,NA,NA
Virginia,1916,12,49356,102824,750,2309187,10,152180,0.675673544,0.02259887,0.021935215,0.022988506,399560.7006,1,NA,NA,NA,1062,NA,NA,NA,NA,NA,NA,NA
Washington,1916,7,167208,183388,7598,1356621,5,350596,0.523074992,0.013182674,0.012886689,0.011494253,233077.0753,1,NA,NA,NA,22800,NA,NA,NA,NA,NA,NA,NA
West Virginia,1916,8,143124,140403,175,1463701,6,283527,0.495201515,0.015065913,0.013903853,0.013793103,266373.8004,0,NA,NA,NA,6150,NA,NA,NA,NA,NA,NA,NA
Wisconsin,1916,13,220822,191363,7318,2632067,11,412185,0.464264833,0.024482109,0.025002287,0.025287356,432857.4256,0,NA,NA,NA,27631,NA,NA,NA,NA,NA,NA,NA
Wyoming,1916,3,21698,28316,373,194402,1,50014,0.566161475,0.005649718,0.001846645,0.002298851,99890.17514,1,NA,NA,NA,1453,NA,NA,NA,NA,NA,NA,NA
Alabama,1920,12,96589,160560,756,2138093,10,257149,0.624385084,0.02259887,0.023331133,0.022988506,571895.6384,1,NA,NA,NA,2402,NA,NA,NA,NA,NA,NA,NA
Arizona,1920,3,37016,29546,0,204354,1,66562,0.443886902,0.005649718,0.002229936,0.002298851,142973.9096,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Arkansas,1920,9,71117,107409,0,1574449,7,178526,0.601643458,0.016949153,0.017180581,0.016091954,428921.7288,1,NA,NA,NA,5111,NA,NA,NA,NA,NA,NA,NA
California,1920,13,624992,229191,25791,2377549,11,854183,0.26831604,0.024482109,0.025944107,0.025287356,619553.6083,0,NA,NA,NA,64076,NA,NA,NA,NA,NA,NA,NA
Colorado,1920,6,173248,104936,5823,799024,4,278184,0.377217956,0.011299435,0.008719048,0.009195402,285947.8192,0,NA,NA,NA,8046,NA,NA,NA,NA,NA,NA,NA
Connecticut,1920,7,229238,120721,5209,1114756,5,349959,0.344957552,0.013182674,0.012164354,0.011494253,333605.7891,0,NA,NA,NA,10350,NA,NA,NA,NA,NA,NA,NA
Delaware,1920,3,52858,39911,1118,202322,1,92769,0.430219146,0.005649718,0.002207763,0.002298851,142973.9096,0,NA,NA,NA,988,NA,NA,NA,NA,NA,NA,NA
Florida,1920,6,44853,90515,5124,752619,4,135368,0.668658767,0.011299435,0.008212671,0.009195402,285947.8192,1,NA,NA,NA,5189,NA,NA,NA,NA,NA,NA,NA
Georgia,1920,14,41089,107162,0,2609121,12,148251,0.722841667,0.026365348,0.028471049,0.027586207,667211.5782,1,NA,NA,NA,465,NA,NA,NA,NA,NA,NA,NA
Idaho,1920,4,88975,46579,32,325594,2,135554,0.343619517,0.007532957,0.003552922,0.004597701,190631.8795,0,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA
Illinois,1920,29,1420480,534395,65092,5638591,27,1954875,0.273365305,0.054613936,0.061528998,0.062068966,1382081.126,0,NA,NA,NA,74747,NA,NA,NA,NA,NA,NA,NA
Indiana,1920,15,696370,511364,30527,2700876,13,1207734,0.423407803,0.028248588,0.029472291,0.029885057,714869.548,0,NA,NA,NA,24703,NA,NA,NA,NA,NA,NA,NA
Iowa,1920,13,634674,227921,15506,2224771,11,862595,0.264227129,0.024482109,0.024276974,0.025287356,619553.6083,0,NA,NA,NA,16981,NA,NA,NA,NA,NA,NA,NA
Kansas,1920,10,369268,185464,75,1690949,8,554732,0.334330812,0.018832392,0.018451843,0.018390805,476579.6987,0,NA,NA,NA,15511,NA,NA,NA,NA,NA,NA,NA
Kentucky,1920,13,452480,456497,3250,2289905,11,908977,0.502209627,0.024482109,0.024987725,0.025287356,619553.6083,1,NA,NA,NA,6409,NA,NA,NA,NA,NA,NA,NA
Louisiana,1920,10,38538,87519,339,1656388,8,126057,0.694281159,0.018832392,0.018074709,0.018390805,476579.6987,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Maine,1920,6,136355,58961,310,742371,4,195316,0.30187491,0.011299435,0.008100844,0.009195402,285947.8192,0,NA,NA,NA,2214,NA,NA,NA,NA,NA,NA,NA
Maryland,1920,8,236117,180626,2824,1295346,6,416743,0.433422997,0.015065913,0.014134975,0.013793103,381263.7589,0,NA,NA,NA,8876,NA,NA,NA,NA,NA,NA,NA
Massachusetts,1920,18,681153,276691,3607,3366416,16,957844,0.288868542,0.033898305,0.036734745,0.036781609,857843.4576,0,NA,NA,NA,32267,NA,NA,NA,NA,NA,NA,NA
Michigan,1920,15,762865,233450,23149,2810173,13,996315,0.234313445,0.028248588,0.030664953,0.029885057,714869.548,0,NA,NA,NA,28947,NA,NA,NA,NA,NA,NA,NA
Minnesota,1920,12,519421,142994,17317,2075708,10,662415,0.215867696,0.02259887,0.022650381,0.022988506,571895.6384,0,NA,NA,NA,56106,NA,NA,NA,NA,NA,NA,NA
Mississippi,1920,10,11576,69277,0,1797114,8,80853,0.856826587,0.018832392,0.019610329,0.018390805,476579.6987,1,NA,NA,NA,1639,NA,NA,NA,NA,NA,NA,NA
Missouri,1920,18,727162,574799,10597,3293335,16,1301961,0.441487111,0.033898305,0.035937276,0.036781609,857843.4576,0,NA,NA,NA,20242,NA,NA,NA,NA,NA,NA,NA
Montana,1920,4,109430,57372,12204,376053,2,166802,0.34395271,0.007532957,0.004103537,0.004597701,190631.8795,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Nebraska,1920,8,247498,119608,6037,1192214,6,367106,0.325813253,0.015065913,0.013009586,0.013793103,381263.7589,0,NA,NA,NA,9600,NA,NA,NA,NA,NA,NA,NA
Nevada,1920,3,15479,9851,0,81875,1,25330,0.388906435,0.005649718,0.00089343,0.002298851,142973.9096,0,NA,NA,NA,1864,NA,NA,NA,NA,NA,NA,NA
New Hampshire,1920,4,95196,62662,0,430572,2,157858,0.396951691,0.007532957,0.004698455,0.004597701,190631.8795,0,NA,NA,NA,1234,NA,NA,NA,NA,NA,NA,NA
New Jersey,1920,14,611541,256887,8374,2537167,12,868428,0.295806906,0.026365348,0.027685878,0.027586207,667211.5782,0,NA,NA,NA,27141,NA,NA,NA,NA,NA,NA,NA
New Mexico,1920,3,57634,46668,1104,327301,1,104302,0.447431497,0.005649718,0.003571549,0.002298851,142973.9096,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
New York,1920,45,1871167,781238,42907,9113614,43,2652405,0.294539484,0.084745763,0.099448876,0.098850575,2144608.644,0,NA,NA,NA,203201,NA,NA,NA,NA,NA,NA,NA
North Carolina,1920,12,232848,305447,17,2206287,10,538295,0.567434214,0.02259887,0.024075275,0.022988506,571895.6384,1,NA,NA,NA,446,NA,NA,NA,NA,NA,NA,NA
North Dakota,1920,5,160072,37422,0,577056,3,197494,0.189484237,0.009416196,0.006296906,0.006896552,238289.8493,0,NA,NA,NA,8282,NA,NA,NA,NA,NA,NA,NA
Ohio,1920,24,1182022,780037,2447,4767121,22,1962059,0.39756042,0.04519774,0.05201941,0.050574713,1143791.277,0,NA,NA,NA,57147,NA,NA,NA,NA,NA,NA,NA
