date,future,subgroup,approve_estimate,approve_hi,approve_lo,disapprove_estimate,disapprove_hi,disapprove_lo
2021-05-10,true,Voters,53.805506,64.981136,42.629875,37.257917,48.433547,26.082286
2021-05-11,true,Adults,52.0751,63.856297,40.293902,33.496372,45.277569,21.715175
2021-05-11,true,All polls,53.064049,64.204138,41.923961,36.366351,47.50644,25.226262
2021-05-11,true,Voters,53.791686,65.00454,42.578833,37.274653,48.487506,26.061799
2021-05-12,true,Adults,52.063987,63.883743,40.244231,33.519066,45.338822,21.69931
2021-05-12,true,All polls,53.051377,64.22834,41.874414,36.384518,47.561481,25.207555
2021-05-12,true,Voters,53.777866,65.027785,42.527948,37.291387,48.541305,26.041468
2021-05-13,true,Adults,52.052866,63.911012,40.194719,33.541742,45.399888,21.683595
2021-05-13,true,All polls,53.0387,64.252385,41.825015,36.402679,47.616364,25.188994
2021-05-13,true,Voters,53.764045,65.050874,42.477215,37.308119,48.594949,26.021289
2021-05-14,true,Adults,52.041737,63.93811,40.145364,33.5644,45.460772,21.668027
2021-05-14,true,All polls,53.026019,64.276276,41.775762,36.420834,47.671091,25.170577
2021-05-14,true,Voters,53.750222,65.073812,42.426633,37.324848,48.648438,26.001259
2021-05-15,true,Adults,52.0306,63.965038,40.096163,33.587038,45.521476,21.652601
2021-05-15,true,All polls,53.013335,64.300018,41.726653,36.438982,47.725664,25.1523
2021-05-15,true,Voters,53.7364,65.096601,42.376199,37.341575,48.701776,25.981374
2021-05-16,true,Adults,52.019456,63.9918,40.047112,33.609658,45.582002,21.637314
2021-05-16,true,All polls,53.000648,64.323611,41.677684,36.457123,47.780086,25.134159
2021-05-16,true,Voters,53.722577,65.119243,42.32591,37.358299,48.754965,25.961632
2021-05-17,true,Adults,52.008305,64.018399,39.998211,33.632258,45.642352,21.622164
2021-05-17,true,All polls,52.987957,64.34706,41.628854,36.475256,47.834359,25.116153
2021-05-17,true,Voters,53.708754,65.141743,42.275765,37.375019,48.808007,25.94203
2021-05-18,true,Adults,51.997146,64.044838,39.949455,33.654838,45.70253,21.607147
2021-05-18,true,All polls,52.975264,64.370367,41.580161,36.493382,47.888485,25.098278
2021-05-18,true,Voters,53.694931,65.164102,42.225761,37.391734,48.860905,25.922564
2021-05-19,true,Adults,51.985982,64.07112,39.900843,33.677398,45.762536,21.59226
2021-05-19,true,All polls,52.962568,64.393536,41.531601,36.511499,47.942466,25.080532
2021-05-19,true,Voters,53.681109,65.186323,42.175895,37.408446,48.91366,25.903232
2021-05-20,true,Adults,51.97481,64.097248,39.852373,33.699937,45.822374,21.5775
2021-05-20,true,All polls,52.949871,64.416567,41.483174,36.529608,47.996305,25.062912
2021-05-20,true,Voters,53.667288,65.20841,42.126167,37.425152,48.966274,25.884031
2021-05-21,true,Adults,51.963633,64.123224,39.804042,33.722455,45.882046,21.562864
2021-05-21,true,All polls,52.937171,64.439465,41.434877,36.547708,48.050002,25.045414
2021-05-21,true,Voters,53.653468,65.230364,42.076573,37.441854,49.018749,25.864958
2021-05-22,true,Adults,51.95245,64.149052,39.755848,33.744952,45.941554,21.54835
2021-05-22,true,All polls,52.924469,64.462231,41.386708,36.565798,48.10356,25.028037
2021-05-22,true,Voters,53.63965,65.252188,42.027111,37.45855,49.071088,25.846011
2021-05-23,true,Adults,51.941261,64.174734,39.707788,33.767427,46.0009,21.533954
2021-05-23,true,All polls,52.911767,64.484868,41.338665,36.583879,48.156981,25.010777
2021-05-23,true,Voters,53.625833,65.273885,41.97778,37.47524,49.123292,25.827188
2021-05-24,true,Adults,51.930067,64.200273,39.659862,33.789879,46.060085,21.519673
2021-05-24,true,All polls,52.899063,64.507379,41.290746,36.60195,48.210266,24.993633
2021-05-24,true,Voters,53.612018,65.295457,41.928578,37.491924,49.175363,25.808484
2021-05-25,true,Adults,51.918868,64.225672,39.612065,33.812309,46.119112,21.505506
2021-05-25,true,All polls,52.886358,64.529766,41.24295,36.62001,48.263418,24.976601
2021-05-25,true,Voters,53.598205,65.316907,41.879503,37.508601,49.227302,25.789899
2021-05-26,true,Adults,51.907665,64.250932,39.564398,33.834716,46.177983,21.49145
2021-05-26,true,All polls,52.873653,64.552031,41.195274,36.638059,48.316437,24.95968
2021-05-26,true,Voters,53.584395,65.338237,41.830553,37.525271,49.279112,25.771429
2021-05-27,true,Adults,51.896457,64.276056,39.516857,33.8571,46.236699,21.477501
2021-05-27,true,All polls,52.860947,64.574177,41.147718,36.656097,48.369326,24.942867
2021-05-27,true,Voters,53.570588,65.359448,41.781727,37.541933,49.330794,25.753073
2021-05-28,true,Adults,51.885244,64.301047,39.469442,33.87946,46.295263,21.463658
2021-05-28,true,All polls,52.848241,64.596205,41.100278,36.674123,48.422087,24.92616
2021-05-28,true,Voters,53.556783,65.380544,41.733022,37.558588,49.382349,25.734827
2021-05-29,true,Adults,51.874028,64.325907,39.422149,33.901796,46.353675,21.449917
2021-05-29,true,All polls,52.835536,64.618118,41.052954,36.692138,48.474719,24.909556
2021-05-29,true,Voters,53.542982,65.401527,41.684437,37.575235,49.43378,25.71669
2021-05-30,true,Adults,51.862808,64.350638,39.374978,33.924108,46.411938,21.436278
2021-05-30,true,All polls,52.822831,64.639918,41.005745,36.71014,48.527226,24.893053
2021-05-30,true,Voters,53.529185,65.422399,41.635971,37.591873,49.485087,25.698659
2021-05-31,true,Adults,51.851585,64.375243,39.327927,33.946395,46.470053,21.422736
2021-05-31,true,All polls,52.810127,64.661606,40.958648,36.728129,48.579609,24.87665
2021-05-31,true,Voters,53.515391,65.443161,41.587621,37.608502,49.536272,25.680733
2021-06-01,true,Adults,51.840359,64.399724,39.280993,33.968656,46.528022,21.409291
2021-06-01,true,All polls,52.797424,64.683186,40.911662,36.746105,48.631868,24.860343
2021-06-01,true,Voters,53.501602,65.463816,41.539387,37.625123,49.587337,25.662908
2021-06-02,true,Adults,51.829129,64.424083,39.234176,33.990893,46.585846,21.395939
2021-06-02,true,All polls,52.784722,64.704659,40.864785,36.764068,48.684005,24.844131
2021-06-02,true,Voters,53.487816,65.484366,41.491267,37.641733,49.638283,25.645184
2021-06-03,true,Adults,51.817897,64.448322,39.187473,34.013103,46.643527,21.382678
2021-06-03,true,All polls,52.772022,64.726027,40.818017,36.782017,48.736023,24.828012
2021-06-03,true,Voters,53.474036,65.504813,41.443259,37.658334,49.68911,25.627557
2021-06-04,true,Adults,51.806663,64.472443,39.140884,34.035287,46.701066,21.369507
2021-06-04,true,All polls,52.759324,64.747292,40.771355,36.799952,48.787921,24.811984
2021-06-04,true,Voters,53.46026,65.525158,41.395362,37.674924,49.739822,25.610026
2021-06-05,true,Adults,51.795427,64.496448,39.094406,34.057444,46.758465,21.356423
2021-06-05,true,All polls,52.746627,64.768456,40.724799,36.817873,48.839701,24.796045
2021-06-05,true,Voters,53.44649,65.545404,41.347575,37.691503,49.790418,25.592589
2021-06-06,true,Adults,51.784189,64.520339,39.048039,34.079575,46.815725,21.343425
2021-06-06,true,All polls,52.733933,64.78952,40.678347,36.835778,48.891365,24.780192
2021-06-06,true,Voters,53.432725,65.565553,41.299896,37.708072,49.8409,25.575243
2021-06-07,true,Adults,51.772949,64.544118,39.00178,34.101678,46.872847,21.330509
2021-06-07,true,All polls,52.721242,64.810486,40.631998,36.853669,48.942913,24.764424
2021-06-07,true,Voters,53.418965,65.585606,41.252325,37.724629,49.891269,25.557988
2021-06-08,true,Adults,51.761708,64.567787,38.955629,34.123753,46.929832,21.317674
2021-06-08,true,All polls,52.708554,64.831357,40.58575,36.871543,48.994347,24.74874
2021-06-08,true,Voters,53.405212,65.605565,41.204859,37.741174,49.941527,25.540821
2021-06-09,true,Adults,51.750466,64.591348,38.909584,34.145801,46.986682,21.304919
2021-06-09,true,All polls,52.695868,64.852134,40.539603,36.889402,49.045667,24.733137
2021-06-09,true,Voters,53.391464,65.625431,41.157497,37.757707,49.991674,25.52374
2021-06-10,true,Adults,51.739224,64.614803,38.863644,34.167819,47.043399,21.29224
2021-06-10,true,All polls,52.683187,64.872818,40.493555,36.907245,49.096876,24.717613
2021-06-10,true,Voters,53.377724,65.645208,41.11024,37.774228,50.041712,25.506744
2021-06-11,true,Adults,51.72798,64.638153,38.817807,34.18981,47.099983,21.279637
2021-06-11,true,All polls,52.670508,64.893411,40.447606,36.92507,49.147973,24.702168
2021-06-11,true,Voters,53.36399,65.664895,41.063084,37.790735,50.091641,25.48983
2021-06-12,true,Adults,51.716737,64.661401,38.772073,34.211771,47.156435,21.267107
2021-06-12,true,All polls,52.657834,64.913915,40.401753,36.942879,49.19896,24.686798
2021-06-12,true,Voters,53.350262,65.684495,41.016029,37.80723,50.141463,25.472997
2021-06-13,true,Adults,51.705493,64.684547,38.72644,34.233703,47.212756,21.254649
2021-06-13,true,All polls,52.645164,64.934332,40.355996,36.96067,49.249838,24.671503
2021-06-13,true,Voters,53.336543,65.70401,40.969075,37.823711,50.191179,25.456244
2021-06-14,true,Adults,51.69425,64.707594,38.680906,34.255604,47.268949,21.24226
2021-06-14,true,All polls,52.632498,64.954662,40.310334,36.978444,49.300608,24.65628
2021-06-14,true,Voters,53.32283,65.723441,40.922219,37.840178,50.240789,25.439568
2021-06-15,true,Adults,51.683007,64.730544,38.635471,34.277476,47.325012,21.22994
2021-06-15,true,All polls,52.619837,64.974908,40.264765,36.9962,49.351271,24.641128
2021-06-15,true,Voters,53.309125,65.742789,40.875462,37.856631,50.290295,25.422967
2021-06-16,true,Adults,51.671765,64.753397,38.590134,34.299317,47.380949,21.217686
2021-06-16,true,All polls,52.607181,64.995071,40.21929,37.013937,49.401828,24.626046
2021-06-16,true,Voters,53.295429,65.762057,40.828801,37.87307,50.339697,25.406442
2021-06-17,true,Adults,51.660524,64.776156,38.544893,34.321128,47.436759,21.205496
2021-06-17,true,All polls,52.59453,65.015153,40.173906,37.031655,49.452279,24.611032
2021-06-17,true,Voters,53.28174,65.781245,40.782236,37.889493,50.388997,25.389988
2021-06-18,true,Adults,51.649285,64.798822,38.499747,34.342907,47.492444,21.193369
2021-06-18,true,All polls,52.581884,65.035155,40.128613,37.049355,49.502625,24.596084
2021-06-18,true,Voters,53.26806,65.800355,40.735766,37.905901,50.438195,25.373607
2021-06-19,true,Adults,51.638046,64.821397,38.454696,34.364654,47.548005,21.181304
2021-06-19,true,All polls,52.569244,65.055078,40.083411,37.067034,49.552868,24.581201
2021-06-19,true,Voters,53.254389,65.819389,40.68939,37.922293,50.487293,25.357294
2021-06-20,true,Adults,51.62681,64.843882,38.409738,34.38637,47.603442,21.169298
2021-06-20,true,All polls,52.55661,65.074924,40.038297,37.084695,49.603008,24.566381
2021-06-20,true,Voters,53.240727,65.838347,40.643107,37.93867,50.53629,25.34105
2021-06-21,true,Adults,51.615576,64.866279,38.364872,34.408054,47.658757,21.15735
2021-06-21,true,All polls,52.543983,65.094694,39.993271,37.102334,49.653046,24.551623
2021-06-21,true,Voters,53.227074,65.857232,40.596916,37.95503,50.585188,25.324872
2021-06-22,true,Adults,51.604344,64.888589,38.320098,34.429705,47.71395,21.145459
2021-06-22,true,All polls,52.531361,65.11439,39.948333,37.119954,49.702983,24.536925
2021-06-22,true,Voters,53.213431,65.876045,40.550817,37.971374,50.633988,25.308759
2021-06-23,true,Adults,51.593114,64.910814,38.275414,34.451323,47.769022,21.133623
2021-06-23,true,All polls,52.518747,65.134013,39.903481,37.137552,49.752819,24.522286
2021-06-23,true,Voters,53.199797,65.894787,40.504808,37.9877,50.68269,25.292711
2021-06-24,true,Adults,51.581887,64.932955,38.23082,34.472907,47.823975,21.12184
2021-06-24,true,All polls,52.506139,65.153564,39.858714,37.15513,49.802555,24.507705
2021-06-24,true,Voters,53.186174,65.913459,40.458888,38.004009,50.731295,25.276724
2021-06-25,true,Adults,51.570664,64.955013,38.186314,34.494458,47.878808,21.110109
2021-06-25,true,All polls,52.493539,65.173045,39.814033,37.172686,49.852192,24.49318
2021-06-25,true,Voters,53.17256,65.932063,40.413057,38.020301,50.779804,25.260798
2021-06-26,true,Adults,51.559443,64.97699,38.141896,34.515976,47.933523,21.098429
2021-06-26,true,All polls,52.480946,65.192456,39.769436,37.19022,49.90173,24.47871
2021-06-26,true,Voters,53.158957,65.9506,40.367315,38.036574,50.828217,25.244932
2021-06-27,true,Adults,51.548226,64.998887,38.097565,34.537459,47.98812,21.086797
2021-06-27,true,All polls,52.46836,65.211799,39.724921,37.207732,49.951171,24.464293
2021-06-27,true,Voters,53.145365,65.969071,40.321659,38.052829,50.876535,25.229124
2021-06-28,true,Adults,51.537013,65.020706,38.05332,34.558907,48.0426,21.075214
2021-06-28,true,All polls,52.455783,65.231076,39.68049,37.225221,50.000514,24.449928
2021-06-28,true,Voters,53.131784,65.987478,40.276091,38.069066,50.924759,25.213372
2021-06-29,true,Adults,51.525804,65.042448,38.00916,34.58032,48.096964,21.063676
2021-06-29,true,All polls,52.443214,65.250287,39.63614,37.242688,50.049761,24.435614
2021-06-29,true,Voters,53.118214,66.005821,40.230607,38.085283,50.97289,25.197676
2021-06-30,true,Adults,51.514599,65.064114,37.965084,34.601698,48.151213,21.052184
2021-06-30,true,All polls,52.430653,65.269434,39.591872,37.260131,50.098912,24.42135
2021-06-30,true,Voters,53.104656,66.024102,40.185209,38.101481,51.020928,25.182035
2021-07-01,true,Adults,51.503399,65.085705,37.921092,34.623041,48.205347,21.040735
2021-07-01,true,All polls,52.418101,65.288518,39.547684,37.277551,50.147968,24.407133
2021-07-01,true,Voters,53.091109,66.042323,40.139896,38.11766,51.068873,25.166446
2021-07-02,true,Adults,51.492203,65.107223,37.877183,34.644348,48.259367,21.029328
2021-07-02,true,All polls,52.405558,65.30754,39.503576,37.294947,50.196929,24.392964
2021-07-02,true,Voters,53.077575,66.060484,40.094666,38.133818,51.116727,25.150909
2021-07-03,true,Adults,51.481012,65.128668,37.833356,34.665618,48.313274,21.017962
2021-07-03,true,All polls,52.393024,65.326501,39.459546,37.312319,50.245796,24.378841
2021-07-03,true,Voters,53.064052,66.078586,40.049519,38.149956,51.164489,25.135422
2021-07-04,true,Adults,51.469827,65.150043,37.789611,34.686852,48.367068,21.006635
2021-07-04,true,All polls,52.380499,65.345403,39.415596,37.329666,50.294569,24.364762
2021-07-04,true,Voters,53.050542,66.09663,40.004454,38.166073,51.212161,25.119985
2021-07-05,true,Adults,51.458647,65.171348,37.745946,34.708049,48.42075,20.995347
2021-07-05,true,All polls,52.367984,65.364245,39.371723,37.346988,50.343249,24.350727
2021-07-05,true,Voters,53.037045,66.114619,39.959471,38.182169,51.259743,25.104596
2021-07-06,true,Adults,51.447473,65.192585,37.702361,34.729208,48.47432,20.984096
2021-07-06,true,All polls,52.355479,65.38303,39.327928,37.364286,50.391837,24.336734
2021-07-06,true,Voters,53.023561,66.132552,39.914569,38.198244,51.307236,25.089253
2021-07-07,true,Adults,51.436304,65.213754,37.658855,34.75033,48.527779,20.972881
2021-07-07,true,All polls,52.342984,65.401759,39.284209,37.381557,50.440333,24.322782
2021-07-07,true,Voters,53.010089,66.150431,39.869748,38.214298,51.354639,25.073956
2021-07-08,true,Adults,51.425142,65.234856,37.615428,34.771414,48.581128,20.9617
2021-07-08,true,All polls,52.330499,65.420433,39.240566,37.398803,50.488736,24.30887
2021-07-08,true,Voters,52.996632,66.168256,39.825007,38.230329,51.401954,25.058704
2021-07-09,true,Adults,51.413987,65.255894,37.57208,34.79246,48.634367,20.950553
2021-07-09,true,All polls,52.318025,65.439051,39.196999,37.416023,50.537049,24.294997
2021-07-09,true,Voters,52.983188,66.18603,39.780345,38.246338,51.449181,25.043495
2021-07-10,true,Adults,51.402838,65.276867,37.528808,34.813468,48.687497,20.939438
2021-07-10,true,All polls,52.305562,65.457617,39.153507,37.433217,50.585272,24.281162
2021-07-10,true,Voters,52.969757,66.203753,39.735762,38.262324,51.49632,25.028329
2021-07-11,true,Adults,51.391696,65.297778,37.485614,34.834436,48.740518,20.928354
2021-07-11,true,All polls,52.29311,65.47613,39.11009,37.450383,50.633404,24.267363
2021-07-11,true,Voters,52.956341,66.221426,39.691257,38.278288,51.543372,25.013204
2021-07-12,true,Adults,51.380561,65.318626,37.442495,34.855365,48.793431,20.9173
2021-07-12,true,All polls,52.280669,65.494592,39.066746,37.467523,50.681446,24.2536
2021-07-12,true,Voters,52.94294,66.23905,39.64683,38.294228,51.590338,24.998118
2021-07-13,true,Adults,51.369433,65.339414,37.399453,34.876255,48.846236,20.906275
2021-07-13,true,All polls,52.26824,65.513004,39.023476,37.484635,50.729399,24.239871
2021-07-13,true,Voters,52.929553,66.256625,39.60248,38.310145,51.637217,24.983072
2021-07-14,true,Adults,51.358313,65.360142,37.356485,34.897105,48.898934,20.895277
2021-07-14,true,All polls,52.255823,65.531366,38.980279,37.50172,50.777263,24.226176
2021-07-14,true,Voters,52.916181,66.274154,39.558207,38.326037,51.684011,24.968064
2021-07-15,true,Adults,51.347201,65.380811,37.313592,34.917915,48.951525,20.884305
2021-07-15,true,All polls,52.243417,65.54968,38.937154,37.518776,50.825039,24.212513
2021-07-15,true,Voters,52.902824,66.291637,39.514011,38.341906,51.730719,24.953093
2021-07-16,true,Adults,51.336097,65.401422,37.270772,34.938685,49.00401,20.87336
2021-07-16,true,All polls,52.231024,65.567946,38.894102,37.535804,50.872726,24.198882
2021-07-16,true,Voters,52.889482,66.309074,39.46989,38.35775,51.777342,24.938158
2021-07-17,true,Adults,51.325002,65.421977,37.228027,34.959413,49.056388,20.862438
2021-07-17,true,All polls,52.218643,65.586166,38.851121,37.552803,50.920326,24.185281
2021-07-17,true,Voters,52.876156,66.326467,39.425844,38.373569,51.823881,24.923257
2021-07-18,true,Adults,51.313915,65.442476,37.185354,34.980101,49.108662,20.85154
2021-07-18,true,All polls,52.206275,65.60434,38.808211,37.569774,50.967839,24.171709
2021-07-18,true,Voters,52.862845,66.343817,39.381873,38.389363,51.870335,24.908391
2021-07-19,true,Adults,51.302836,65.46292,37.142753,35.000747,49.16083,20.840664
2021-07-19,true,All polls,52.19392,65.622469,38.765371,37.586715,51.015264,24.158166
2021-07-19,true,Voters,52.849551,66.361125,39.337977,38.405131,51.916706,24.893557
2021-07-20,true,Adults,51.291767,65.48331,37.100225,35.021352,49.212894,20.829809
2021-07-20,true,All polls,52.181579,65.640555,38.722602,37.603626,51.062603,24.14465
2021-07-20,true,Voters,52.836273,66.378391,39.294154,38.420874,51.962993,24.878755
2021-07-21,true,Adults,51.280707,65.503647,37.057768,35.041914,49.264854,20.818975
2021-07-21,true,All polls,52.16925,65.658597,38.679903,37.620508,51.109855,24.131161
2021-07-21,true,Voters,52.823011,66.395617,39.250405,38.436591,52.009196,24.863985
2021-07-22,true,Adults,51.269657,65.523932,37.015381,35.062434,49.31671,20.808159
2021-07-22,true,All polls,52.156935,65.676598,38.637273,37.637359,51.157022,24.117697
2021-07-22,true,Voters,52.809766,66.412803,39.206729,38.452281,52.055318,24.849244
2021-07-23,true,Adults,51.258616,65.544166,36.973066,35.082912,49.368462,20.797362
2021-07-23,true,All polls,52.144634,65.694557,38.594712,37.65418,51.204102,24.104258
2021-07-23,true,Voters,52.796538,66.42995,39.163126,38.467944,52.101356,24.834532
2021-07-24,true,Adults,51.247585,65.564349,36.93082,35.103347,49.420111,20.786582
2021-07-24,true,All polls,52.132348,65.712475,38.55222,37.67097,51.251098,24.090842
2021-07-24,true,Voters,52.783327,66.447059,39.119595,38.483581,52.147313,24.819849
2021-07-25,true,Adults,51.236564,65.584484,36.888644,35.123738,49.471658,20.775818
2021-07-25,true,All polls,52.120075,65.730354,38.509796,37.687729,51.298008,24.07745
2021-07-25,true,Voters,52.770134,66.464131,39.076136,38.49919,52.193187,24.805193
2021-07-26,true,Adults,51.225554,65.60457,36.846538,35.144086,49.523102,20.76507
2021-07-26,true,All polls,52.107817,65.748195,38.46744,37.704456,51.344834,24.064079
2021-07-26,true,Voters,52.756958,66.481166,39.032749,38.514771,52.23898,24.790563
2021-07-27,true,Adults,51.214554,65.624609,36.8045,35.16439,49.574445,20.754336
2021-07-27,true,All polls,52.095574,65.765997,38.425151,37.721152,51.391575,24.050729
2021-07-27,true,Voters,52.7438,66.498167,38.989433,38.530325,52.284692,24.775958
2021-07-28,true,Adults,51.203565,65.6446,36.76253,35.18465,49.625685,20.743615
2021-07-28,true,All polls,52.083346,65.783762,38.38293,37.737815,51.438231,24.037399
2021-07-28,true,Voters,52.73066,66.515132,38.946188,38.54585,52.330322,24.761378
2021-07-29,true,Adults,51.192587,65.664546,36.720628,35.204866,49.676825,20.732907
2021-07-29,true,All polls,52.071133,65.801491,38.340775,37.754447,51.484804,24.024089
2021-07-29,true,Voters,52.717538,66.532063,38.903013,38.561347,52.375872,24.746822
2021-07-30,true,Adults,51.181621,65.684447,36.678794,35.225036,49.727863,20.72221
2021-07-30,true,All polls,52.058936,65.819184,38.298687,37.771045,51.531294,24.010797
2021-07-30,true,Voters,52.704435,66.548962,38.859909,38.576815,52.421342,24.732289
2021-07-31,true,Adults,51.170666,65.704304,36.637028,35.245162,49.7788,20.711524
2021-07-31,true,All polls,52.046754,65.836842,38.256665,37.787611,51.577699,23.997522
2021-07-31,true,Voters,52.691351,66.565828,38.816874,38.592254,52.466731,24.717777
2021-08-01,true,Adults,51.159723,65.724118,36.595328,35.265243,49.829638,20.700847
2021-08-01,true,All polls,52.034588,65.854467,38.21471,37.804143,51.624022,23.984265
2021-08-01,true,Voters,52.678285,66.582662,38.773909,38.607664,52.51204,24.703287
2021-08-02,true,Adults,51.148791,65.743889,36.553694,35.285277,49.880375,20.69018
2021-08-02,true,All polls,52.022438,65.872058,38.172819,37.820642,51.670261,23.971023
2021-08-02,true,Voters,52.665239,66.599466,38.731013,38.623043,52.55727,24.688817
2021-08-03,true,Adults,51.137872,65.763618,36.512127,35.305266,49.931012,20.679521
2021-08-03,true,All polls,52.010305,65.889616,38.130994,37.837107,51.716418,23.957796
2021-08-03,true,Voters,52.652213,66.616239,38.688186,38.638393,52.60242,24.674366
2021-08-04,true,Adults,51.126966,65.783306,36.470625,35.325209,49.981549,20.668868
2021-08-04,true,All polls,51.998188,65.907143,38.089234,37.853538,51.762492,23.944583
2021-08-04,true,Voters,52.639205,66.632984,38.645427,38.653713,52.647491,24.659934
2021-08-05,true,Adults,51.116072,65.802954,36.429189,35.345105,50.031987,20.658222
2021-08-05,true,All polls,51.986088,65.924638,38.047538,37.869934,51.808484,23.931384
2021-08-05,true,Voters,52.626218,66.649699,38.602737,38.669001,52.692482,24.64552
2021-08-06,true,Adults,51.10519,65.822563,36.387818,35.364954,50.082327,20.647582
2021-08-06,true,All polls,51.974005,65.942103,38.005907,37.886296,51.854394,23.918198
2021-08-06,true,Voters,52.613251,66.666387,38.560115,38.684259,52.737395,24.631123
2021-08-07,true,Adults,51.094322,65.842133,36.346512,35.384756,50.132567,20.636946
2021-08-07,true,All polls,51.96194,65.959539,37.96434,37.902623,51.900222,23.905023
2021-08-07,true,Voters,52.600304,66.683048,38.517561,38.699486,52.78223,24.616743
2021-08-08,true,Adults,51.083467,65.861665,36.30527,35.404511,50.182709,20.626314
2021-08-08,true,All polls,51.949891,65.976945,37.922837,37.918914,51.945968,23.89186
2021-08-08,true,Voters,52.587378,66.699682,38.475074,38.714682,52.826986,24.602377
2021-08-09,true,Adults,51.072626,65.88116,36.264093,35.424218,50.232752,20.615685
2021-08-09,true,All polls,51.937861,65.994324,37.881398,37.93517,51.991633,23.878707
2021-08-09,true,Voters,52.574472,66.71629,38.432654,38.729845,52.871663,24.588027
2021-08-10,true,Adults,51.061798,65.900618,36.222979,35.443878,50.282697,20.605058
2021-08-10,true,All polls,51.925848,66.011674,37.840021,37.95139,52.037216,23.865564
2021-08-10,true,Voters,52.561587,66.732873,38.390301,38.744977,52.916263,24.57369
2021-08-11,true,Adults,51.050985,65.920041,36.181929,35.463489,50.332545,20.594433
2021-08-11,true,All polls,51.913853,66.028998,37.798708,37.967574,52.082719,23.852429
2021-08-11,true,Voters,52.548724,66.749432,38.348015,38.760076,52.960784,24.559367
2021-08-12,true,Adults,51.040185,65.939428,36.140942,35.483051,50.382294,20.583808
2021-08-12,true,All polls,51.901877,66.046296,37.757458,37.983721,52.12814,23.839303
2021-08-12,true,Voters,52.535882,66.765968,38.305795,38.775142,53.005229,24.545056
2021-08-13,true,Adults,51.0294,65.958782,36.100018,35.502565,50.431946,20.573183
2021-08-13,true,All polls,51.889919,66.063567,37.716271,37.999832,52.17348,23.826183
2021-08-13,true,Voters,52.523061,66.78248,38.263642,38.790176,53.049595,24.530757
2021-08-14,true,Adults,51.018629,65.978102,36.059157,35.522029,50.481501,20.562557
2021-08-14,true,All polls,51.87798,66.080814,37.675146,38.015906,52.21874,23.813071
2021-08-14,true,Voters,52.510262,66.79897,38.221555,38.805176,53.093884,24.516469
2021-08-15,true,Adults,51.007874,65.997389,36.018359,35.541444,50.530959,20.551929
2021-08-15,true,All polls,51.86606,66.098037,37.634083,38.031942,52.263919,23.799965
2021-08-15,true,Voters,52.497486,66.815438,38.179533,38.820144,53.138096,24.502191
2021-08-16,true,Adults,50.997133,66.016643,35.977622,35.56081,50.58032,20.541299
2021-08-16,true,All polls,51.854159,66.115236,37.593082,38.047941,52.309018,23.786863
2021-08-16,true,Voters,52.484731,66.831885,38.137577,38.835077,53.182231,24.487923
2021-08-17,true,Adults,50.986407,66.035866,35.936948,35.580125,50.629585,20.530666
2021-08-17,true,All polls,51.842277,66.132412,37.552143,38.063902,52.354036,23.773767
2021-08-17,true,Voters,52.471999,66.848312,38.095686,38.849976,53.226289,24.473663
2021-08-18,true,Adults,50.975697,66.055059,35.896335,35.599391,50.678752,20.520029
2021-08-18,true,All polls,51.830416,66.149566,37.511265,38.079824,52.398975,23.760674
2021-08-18,true,Voters,52.45929,66.864719,38.053861,38.864841,53.27027,24.459412
2021-08-19,true,Adults,50.965002,66.074221,35.855784,35.618606,50.727824,20.509387
2021-08-19,true,All polls,51.818573,66.166698,37.470449,38.095709,52.443833,23.747584
2021-08-19,true,Voters,52.446603,66.881106,38.0121,38.879671,53.314175,24.445168
2021-08-20,true,Adults,50.954324,66.093353,35.815294,35.63777,50.776799,20.49874
2021-08-20,true,All polls,51.806751,66.183809,37.429694,38.111555,52.488612,23.734497
2021-08-20,true,Voters,52.43394,66.897475,37.970404,38.894467,53.358003,24.430931
2021-08-21,true,Adults,50.943661,66.112457,35.774866,35.656883,50.825678,20.488087
2021-08-21,true,All polls,51.794949,66.200899,37.389,38.127361,52.533311,23.721412
2021-08-21,true,Voters,52.421299,66.913827,37.928772,38.909227,53.401754,24.4167
2021-08-22,true,Adults,50.933015,66.131532,35.734498,35.675945,50.874462,20.477427
2021-08-22,true,All polls,51.783168,66.217969,37.348367,38.143129,52.57793,23.708328
2021-08-22,true,Voters,52.408683,66.93016,37.887205,38.923952,53.44543,24.402475
2021-08-23,true,Adults,50.922385,66.15058,35.69419,35.694955,50.92315,20.46676
2021-08-23,true,All polls,51.771407,66.23502,37.307794,38.158857,52.62247,23.695244
2021-08-23,true,Voters,52.39609,66.946477,37.845702,38.938642,53.489029,24.388254
2021-08-24,true,Adults,50.911772,66.1696,35.653943,35.713913,50.971742,20.456084
2021-08-24,true,All polls,51.759667,66.252052,37.267282,38.174545,52.666931,23.68216
2021-08-24,true,Voters,52.383521,66.962778,37.804263,38.953295,53.532553,24.374038
2021-08-25,true,Adults,50.901176,66.188595,35.613756,35.732819,51.020238,20.4454
2021-08-25,true,All polls,51.747948,66.269066,37.22683,38.190194,52.711312,23.669075
2021-08-25,true,Voters,52.370976,66.979064,37.762888,38.967912,53.576,24.359825
2021-08-26,true,Adults,50.890596,66.207563,35.57363,35.751673,51.06864,20.434706
2021-08-26,true,All polls,51.736251,66.286063,37.186438,38.205802,52.755614,23.655989
