ST,District,CODE,map,BIDEN_2020
ID,01,ID-01,2022,0.30370928815303505
ID,02,ID-02,2022,0.38143250535689077
IL,01,IL-01,2022,0.7148366566140816
IL,02,IL-02,2022,0.7028772905850341
IL,03,IL-03,2022,0.7113619311074961
IL,04,IL-04,2022,0.736380812983498
IL,05,IL-05,2022,0.702519942770329
IL,06,IL-06,2022,0.5554097573874717
IL,07,IL-07,2022,0.8700040196961658
IL,08,IL-08,2022,0.5785101477067967
IL,09,IL-09,2022,0.7102946669583325
IL,10,IL-10,2022,0.6318192607762299
IL,11,IL-11,2022,0.5781462724189423
IL,12,IL-12,2022,0.282213038830506
IL,13,IL-13,2022,0.5574128279310031
IL,14,IL-14,2022,0.5584704129877506
IL,15,IL-15,2022,0.30220516662246355
IL,16,IL-16,2022,0.38994419553037274
IL,17,IL-17,2022,0.5398779058818894
IN,01,IN-01,2022,0.5424652122991264
IN,02,IN-02,2022,0.3850225587088137
IN,03,IN-03,2022,0.34723478961919435
IN,04,IN-04,2022,0.3509329284984993
IN,05,IN-05,2022,0.4186739154097012
IN,06,IN-06,2022,0.3369029241379767
IN,07,IN-07,2022,0.7156907755751584
IN,08,IN-08,2022,0.33276070998408624
IN,09,IN-09,2022,0.3605087382492402
KS,01,KS-01,2022,0.34876018199437603
KS,02,KS-02,2022,0.4165119702290011
KS,03,KS-03,2022,0.5227353598996725
KS,04,KS-04,2022,0.3886908570509329
KY,01,KY-01,2022,0.2829122911232891
KY,02,KY-02,2022,0.31392393545773717
KY,03,KY-03,2022,0.6138842446447925
KY,04,KY-04,2022,0.3334672049558552
KY,05,KY-05,2022,0.19965591746532443
KY,06,KY-06,2022,0.4439830281001295
LA,01,LA-01,2022,0.298586357519712
LA,02,LA-02,2022,0.7684714518946144
LA,03,LA-03,2022,0.30842450206295174
LA,04,LA-04,2022,0.37772991372285
LA,05,LA-05,2022,0.3493939322649295
LA,06,LA-06,2022,0.3281717754642376
MA,01,MA-01,2022,0.6105184175055128
MA,02,MA-02,2022,0.6575715820049971
MA,03,MA-03,2022,0.6399867391794428
MA,04,MA-04,2022,0.6450030692244697
MA,05,MA-05,2022,0.7599367384528455
MA,06,MA-06,2022,0.6405082857817304
MA,07,MA-07,2022,0.8672133064069283
MA,08,MA-08,2022,0.6803357685766823
MA,09,MA-09,2022,0.5925581460392008
MD,01,MD-01,2022,0.42583227878501173
MD,02,MD-02,2022,0.6062417958177211
MD,03,MD-03,2022,0.6302876012874251
MD,04,MD-04,2022,0.9118723293106848
MD,05,MD-05,2022,0.6855061329834702
MD,06,MD-06,2022,0.5501531934983139
MD,07,MD-07,2022,0.8225449684743158
MD,08,MD-08,2022,0.8179805612846123
ME,01,ME-01,2022,0.6173496095537128
ME,02,ME-02,2022,0.4685154613150232
MI,01,MI-01,2022,0.3995580360149369
MI,02,MI-02,2022,0.3564936097366107
MI,03,MI-03,2022,0.5433092473059064
MI,04,MI-04,2022,0.47990719090200684
MI,05,MI-05,2022,0.3770491838312615
MI,06,MI-06,2022,0.6351351037787527
MI,07,MI-07,2022,0.5048189324762506
MI,08,MI-08,2022,0.5103026219472496
MI,09,MI-09,2022,0.35060702974262353
MI,10,MI-10,2022,0.4950394438078837
MI,11,MI-11,2022,0.6005165190549504
MI,12,MI-12,2022,0.7453705072716499
MI,13,MI-13,2022,0.7508802634210505
MN,01,MN-01,2022,0.45297226192982687
MN,02,MN-02,2022,0.5366541033498199
MN,03,MN-03,2022,0.6069831998185056
MN,04,MN-04,2022,0.6920327155935067
MN,05,MN-05,2022,0.8220635137688964
MN,06,MN-06,2022,0.40980548633879804
MN,07,MN-07,2022,0.330840339851264
MN,08,MN-08,2022,0.4423206039460185
MO,01,MO-01,2022,0.7966346739295186
MO,02,MO-02,2022,0.4605489340625468
MO,03,MO-03,2022,0.36684364711278733
MO,04,MO-04,2022,0.297965268765949
MO,05,MO-05,2022,0.6342350929926511
MO,06,MO-06,2022,0.3112038779338998
MO,07,MO-07,2022,0.2891604671004877
MO,08,MO-08,2022,0.23977633798108375
MS,01,MS-01,2022,0.3391905142235252
MS,02,MS-02,2022,0.6319468896815299
MS,03,MS-03,2022,0.37682877953475036
MS,04,MS-04,2022,0.30718974000713994
MT,01,MT-01,2022,0.4647297678381386
MT,02,MT-02,2022,0.36231034554715524
NC,01,NC-01,2022,0.5368413196290608
NC,02,NC-02,2022,0.6460584525189763
NC,03,NC-03,2022,0.3714879515768555
NC,04,NC-04,2022,0.6775078743552082
NC,05,NC-05,2022,0.39225309645647694
NC,06,NC-06,2022,0.5627613231333253
NC,07,NC-07,2022,0.43554141424993587
NC,08,NC-08,2022,0.32769974624104126
NC,09,NC-09,2022,0.4595676593175306
NC,10,NC-10,2022,0.30017765802164875
NC,11,NC-11,2022,0.4485156577064526
NC,12,NC-12,2022,0.6529847766105921
NC,13,NC-13,2022,0.5086206454345011
NC,14,NC-14,2022,0.5832294569007258
ND,01,ND-01,2022,0.32794839061175424
NE,01,NE-01,2022,0.4433444569409707
NE,02,NE-02,2022,0.5322294208219694
NE,03,NE-03,2022,0.2355096120320969
NH,01,NH-01,2022,0.5301220016455381
NH,02,NH-02,2022,0.5449086896570469
NJ,01,NJ-01,2022,0.6238913157150635
NJ,02,NJ-02,2022,0.47454913968315543
NJ,03,NJ-03,2022,0.571506123647652
NJ,04,NJ-04,2022,0.38615732478483306
NJ,05,NJ-05,2022,0.5627842203015395
NJ,06,NJ-06,2022,0.5997416197395589
NJ,07,NJ-07,2022,0.5185982097837027
NJ,08,NJ-08,2022,0.726130867577271
NJ,09,NJ-09,2022,0.5961103451903315
NJ,10,NJ-10,2022,0.8151155530691624
NJ,11,NJ-11,2022,0.5851785379624028
NJ,12,NJ-12,2022,0.6739499941228467
NM,01,NM-01,2022,0.5741163602429084
NM,02,NM-02,2022,0.5300473558651893
NM,03,NM-03,2022,0.5547961957568921
NV,01,NV-01,2022,0.543526514482059
NV,02,NV-02,2022,0.44328243592203426
NV,03,NV-03,2022,0.533840496055656
NV,04,NV-04,2022,0.542255709356011
NY,01,NY-01,2022,0.501080579611506
NY,02,NY-02,2022,0.49241009069595937
NY,03,NY-03,2022,0.5412584789637923
NY,04,NY-04,2022,0.5734702041897517
NY,05,NY-05,2022,0.8142611297494269
NY,06,NY-06,2022,0.6528624966207627
NY,07,NY-07,2022,0.8155417101993422
NY,08,NY-08,2022,0.7675320561106214
NY,09,NY-09,2022,0.7595161787268446
NY,10,NY-10,2022,0.8597962250508446
NY,11,NY-11,2022,0.46144147806851576
NY,12,NY-12,2022,0.8604665627360097
NY,13,NY-13,2022,0.8882887340709
NY,14,NY-14,2022,0.7849384124772197
NY,15,NY-15,2022,0.8520438381888132
NY,16,NY-16,2022,0.7206393633653666
NY,17,NY-17,2022,0.5508618755525388
NY,18,NY-18,2022,0.5424650092335702
NY,19,NY-19,2022,0.5236242415867097
NY,20,NY-20,2022,0.5978345433508102
NY,21,NY-21,2022,0.43687825459511087
NY,22,NY-22,2022,0.538094567192367
NY,23,NY-23,2022,0.4122310525200621
NY,24,NY-24,2022,0.41199075469192475
NY,25,NY-25,2022,0.6006521589664713
NY,26,NY-26,2022,0.6190880991361428
OH,01,OH-01,2022,0.5429486120066797
OH,02,OH-02,2022,0.2701227197230953
OH,03,OH-03,2022,0.7221342095968425
OH,04,OH-04,2022,0.31874302780506264
OH,05,OH-05,2022,0.3639071216800143
OH,06,OH-06,2022,0.35439841191716254
OH,07,OH-07,2022,0.45330562060885193
OH,08,OH-08,2022,0.3882519441554863
OH,09,OH-09,2022,0.4851557410847005
OH,10,OH-10,2022,0.4820968095324235
OH,11,OH-11,2022,0.7910424621554664
OH,12,OH-12,2022,0.3433270947300493
OH,13,OH-13,2022,0.5142968480752698
OH,14,OH-14,2022,0.42426087570605864
OH,15,OH-15,2022,0.4656439225657109
OK,01,OK-01,2022,0.39042197294147507
OK,02,OK-02,2022,0.22812603808713525
OK,03,OK-03,2022,0.2810207104810434
OK,04,OK-04,2022,0.3416296103151126
OK,05,OK-05,2022,0.4052623023346328
OR,01,OR-01,2022,0.7015951031308236
OR,02,OR-02,2022,0.3748376318240791
OR,03,OR-03,2022,0.7420527266515979
OR,04,OR-04,2022,0.5653171837060226
OR,05,OR-05,2022,0.5453160584201064
OR,06,OR-06,2022,0.5677114792598592
PA,01,PA-01,2022,0.523446206393011
PA,02,PA-02,2022,0.7152708902559696
PA,03,PA-03,2022,0.9069562779802643
PA,04,PA-04,2022,0.5956974046161042
PA,05,PA-05,2022,0.6627896074593552
PA,06,PA-06,2022,0.574466992384349
PA,07,PA-07,2022,0.5031435449609848
PA,08,PA-08,2022,0.48530965759224515
PA,09,PA-09,2022,0.3146776471096325
PA,10,PA-10,2022,0.4790325506108862
PA,11,PA-11,2022,0.392097890816537
PA,12,PA-12,2022,0.6008680046253321
PA,13,PA-13,2022,0.27116406470336596
PA,14,PA-14,2022,0.34074895914433323
PA,15,PA-15,2022,0.3123727298864378
PA,16,PA-16,2022,0.3954453611520393
PA,17,PA-17,2022,0.5295283834062452
RI,01,RI-01,2022,0.647638122978933
RI,02,RI-02,2022,0.5697277857427681
SC,01,SC-01,2022,0.45608371059088476
SC,02,SC-02,2022,0.44620979353149215
SC,03,SC-03,2022,0.3099816838438467
SC,04,SC-04,2022,0.4055451841315838
SC,05,SC-05,2022,0.40790845994993585
SC,06,SC-06,2022,0.6629036251179848
SC,07,SC-07,2022,0.40578040984767444
SD,01,SD-01,2022,0.3656521992655952
TN,01,TN-01,2022,0.22418271731497305
TN,02,TN-02,2022,0.35108145477885666
TN,03,TN-03,2022,0.3374962003681767
TN,04,TN-04,2022,0.3077662009550191
TN,05,TN-05,2022,0.44219365964162166
TN,06,TN-06,2022,0.3515080731956258
TN,07,TN-07,2022,0.42260004069636287
TN,08,TN-08,2022,0.31094245909076357
TN,09,TN-09,2022,0.7450035005243266
TX,01,TX-01,2022,0.26793343615590665
TX,02,TX-02,2022,0.3845432146389559
TX,03,TX-03,2022,0.42678374614434006
TX,04,TX-04,2022,0.3685351586944392
TX,05,TX-05,2022,0.38646439832882057
TX,06,TX-06,2022,0.3787325182632194
TX,07,TX-07,2022,0.6507341346439581
TX,08,TX-08,2022,0.3623100089022613
TX,09,TX-09,2022,0.7700556278052375
TX,10,TX-10,2022,0.40433325293742955
TX,11,TX-11,2022,0.2953931213916199
TX,12,TX-12,2022,0.40782124780041934
TX,13,TX-13,2022,0.26887184422777116
TX,14,TX-14,2022,0.3553444677199691
TX,15,TX-15,2022,0.48547112580782054
TX,16,TX-16,2022,0.6798486881018927
TX,17,TX-17,2022,0.3855288887436142
TX,18,TX-18,2022,0.7460599285245714
TX,19,TX-19,2022,0.2654819110614196
TX,20,TX-20,2022,0.6681966038652319
TX,21,TX-21,2022,0.40001120965877335
TX,22,TX-22,2022,0.4185896434875967
TX,23,TX-23,2022,0.46359469579712365
TX,24,TX-24,2022,0.4372637696877588
TX,25,TX-25,2022,0.341999433795014
TX,26,TX-26,2022,0.4059748484627229
TX,27,TX-27,2022,0.38636660038657505
TX,28,TX-28,2022,0.5356660735991123
TX,29,TX-29,2022,0.6858307661826476
TX,30,TX-30,2022,0.7872286473553596
TX,31,TX-31,2022,0.39684899729038925
TX,32,TX-32,2022,0.667633957089545
TX,33,TX-33,2022,0.753030420319964
TX,34,TX-34,2022,0.5784016381102666
TX,35,TX-35,2022,0.7303139361523244
TX,36,TX-36,2022,0.3400034543898843
TX,37,TX-37,2022,0.7690817185959664
TX,38,TX-38,2022,0.4080960658499911
UT,01,UT-01,2022,0.39774410443313835
UT,02,UT-02,2022,0.41101734123465977
UT,03,UT-03,2022,0.39818975336423196
UT,04,UT-04,2022,0.3644276465763527
VA,01,VA-01,2022,0.4660588305323071
VA,02,VA-02,2022,0.5104464729726017
VA,03,VA-03,2022,0.6943106768687151
VA,04,VA-04,2022,0.6814981668135115
VA,05,VA-05,2022,0.45805769639358457
VA,06,VA-06,2022,0.38731456481859183
VA,07,VA-07,2022,0.5343085303937494
VA,08,VA-08,2022,0.7841711373888081
VA,09,VA-09,2022,0.2874422291822492
VA,10,VA-10,2022,0.5918067269735606
VA,11,VA-11,2022,0.7093920506621265
VT,01,VT-01,2022,0.6829918633265902
WA,01,WA-01,2022,0.6574174780921969
WA,02,WA-02,2022,0.617732351128059
WA,03,WA-03,2022,0.4784497971133575
WA,04,WA-04,2022,0.41307398549723945
WA,05,WA-05,2022,0.44866470163932876
WA,06,WA-06,2022,0.5887382968147594
WA,07,WA-07,2022,0.8853379021085771
WA,08,WA-08,2022,0.5345165632816445
WA,09,WA-09,2022,0.7297986381695805
WA,10,WA-10,2022,0.5913071001648973
WI,01,WI-01,2022,0.4898125896246473
WI,02,WI-02,2022,0.711722378496319
WI,03,WI-03,2022,0.4762075027184945
WI,04,WI-04,2022,0.7686890856932285
WI,05,WI-05,2022,0.3839401017730335
WI,06,WI-06,2022,0.4204244926607202
WI,07,WI-07,2022,0.3986423479093664
WI,08,WI-08,2022,0.42132311157425
WV,01,WV-01,2022,0.29225295603468804
WV,02,WV-02,2022,0.31156811146828484
WY,01,WY-01,2022,0.2751956551345774
