"vbar_full","sbar_full"
0.52,0.555762081784387
0.498,0.451672862453532
0.578,0.760223048327137
0.476,0.37360594795539
0.554,0.650557620817844
0.356,0.120817843866171
0.48,0.453531598513011
0.532,0.622676579925651
0.502,0.442379182156134
0.564,0.674721189591078
0.466,0.382899628252788
0.576,0.754646840148699
0.454,0.33457249070632
0.42,0.284386617100372
0.434,0.306691449814126
0.446,0.319702602230483
0.548,0.617100371747212
0.524,0.518587360594795
0.622,0.845724907063197
0.442,0.299256505576208
0.598,0.773234200743494
0.514,0.546468401486989
0.432,0.276951672862454
0.446,0.273234200743494
0.626,0.836431226765799
0.412,0.258364312267658
0.36,0.0594795539033457
0.562,0.711895910780669
0.58,0.711895910780669
0.616,0.788104089219331
0.442,0.342007434944238
0.436,0.319702602230483
0.642,0.840148698884758
0.524,0.672862453531598
0.38,0.141263940520446
0.396,0.234200743494424
0.456,0.33457249070632
0.356,0.033457249070632
0.57,0.66728624535316
0.602,0.754646840148699
0.412,0.20817843866171
0.612,0.814126394052045
0.54,0.676579925650558
0.574,0.74907063197026
0.454,0.338289962825279
0.41,0.230483271375465
0.638,0.888475836431227
0.366,0.115241635687732
0.452,0.306691449814126
0.494,0.408921933085502
0.608,0.838289962825279
0.414,0.260223048327138
0.484,0.395910780669145
0.512,0.479553903345725
0.61,0.823420074349442
0.44,0.247211895910781
0.508,0.483271375464684
0.466,0.412639405204461
0.532,0.609665427509294
0.568,0.754646840148699
0.35,0.0315985130111524
0.582,0.684014869888476
0.632,0.87360594795539
0.434,0.29182156133829
0.544,0.602230483271376
0.38,0.182156133828996
0.492,0.408921933085502
0.488,0.466542750929368
0.378,0.141263940520446
0.364,0.0390334572490706
0.596,0.691449814126394
0.478,0.390334572490706
0.394,0.223048327137546
0.368,0.0390334572490706
0.6,0.838289962825279
0.6,0.804832713754647
0.524,0.529739776951673
0.446,0.286245353159851
0.358,0.135687732342007
0.388,0.154275092936803
0.414,0.236059479553903
0.526,0.535315985130111
0.596,0.776951672862453
0.458,0.310408921933086
0.428,0.25092936802974
0.508,0.490706319702602
0.432,0.302973977695167
0.648,0.921933085501859
0.396,0.236059479553903
0.354,0.139405204460967
0.636,0.869888475836431
0.42,0.263940520446097
0.498,0.436802973977695
0.48,0.37546468401487
0.592,0.695167286245353
0.44,0.312267657992565
0.364,0.115241635687732
0.358,0.0260223048327138
0.508,0.442379182156134
0.428,0.263940520446097
0.376,0.0130111524163569
0.526,0.58364312267658
0.358,0.195167286245353
0.398,0.224907063197026
0.648,0.868029739776952
0.472,0.297397769516729
0.542,0.641263940520446
0.52,0.54275092936803
0.594,0.786245353159851
0.596,0.771375464684015
0.532,0.535315985130111
0.612,0.769516728624535
0.382,0.159851301115242
0.404,0.243494423791822
0.638,0.895910780669145
0.53,0.617100371747212
0.578,0.743494423791822
0.582,0.788104089219331
0.634,0.877323420074349
0.554,0.782527881040892
0.36,0.120817843866171
0.362,0.135687732342007
0.508,0.455390334572491
0.64,0.912639405204461
0.634,0.890334572490706
0.612,0.775092936802974
0.646,0.912639405204461
0.436,0.276951672862454
0.374,0.141263940520446
0.582,0.706319702602231
0.468,0.386617100371747
0.418,0.230483271375465
0.43,0.282527881040892
0.364,0.159851301115242
0.406,0.174721189591078
0.49,0.462825278810409
0.59,0.715613382899628
0.562,0.765799256505576
0.574,0.754646840148699
0.456,0.314126394052045
0.466,0.321561338289963
0.644,0.869888475836431
0.384,0.154275092936803
0.53,0.576208178438662
0.488,0.468401486988848
0.376,0.120817843866171
0.448,0.271375464684015
0.36,0.141263940520446
0.53,0.503717472118959
0.428,0.273234200743494
0.428,0.267657992565056
0.482,0.4182156133829
0.564,0.711895910780669
0.476,0.390334572490706
0.506,0.427509293680297
0.606,0.782527881040892
0.514,0.384758364312268
0.622,0.842007434944238
0.426,0.25092936802974
0.528,0.598513011152416
0.58,0.782527881040892
0.618,0.799256505576208
0.418,0.20817843866171
0.37,0.131970260223048
0.556,0.637546468401487
0.456,0.327137546468401
0.534,0.509293680297398
0.47,0.37546468401487
0.486,0.442379182156134
0.514,0.516728624535316
0.374,0.133828996282528
0.634,0.890334572490706
0.39,0.213754646840149
0.398,0.193308550185874
0.504,0.429368029739777
0.582,0.771375464684015
0.502,0.477695167286245
0.538,0.654275092936803
0.596,0.760223048327137
0.452,0.314126394052045
0.47,0.360594795539033
0.39,0.133828996282528
0.442,0.299256505576208
0.478,0.392193308550186
0.558,0.684014869888476
0.63,0.858736059479554
0.48,0.345724907063197
0.49,0.464684014869888
0.448,0.302973977695167
0.644,0.836431226765799
0.47,0.37360594795539
0.35,0.141263940520446
0.514,0.509293680297398
0.364,0.12639405204461
0.6,0.78996282527881
0.422,0.269516728624535
0.522,0.574349442379182
0.616,0.838289962825279
0.474,0.312267657992565
0.458,0.29368029739777
0.404,0.221189591078067
0.358,0.0241635687732342
0.48,0.369888475836431
0.52,0.559479553903346
0.392,0.143122676579926
0.488,0.451672862453532
0.63,0.921933085501859
0.506,0.50185873605948
0.536,0.578066914498141
0.448,0.323420074349442
0.472,0.33271375464684
0.504,0.550185873605948
0.554,0.663568773234201
0.65,0.936802973977695
0.536,0.546468401486989
0.546,0.702602230483271
0.512,0.473977695167286
0.514,0.587360594795539
0.408,0.217472118959108
0.552,0.726765799256506
0.382,0.0576208178438662
0.58,0.706319702602231
0.382,0.197026022304833
0.538,0.592936802973978
0.45,0.282527881040892
0.484,0.384758364312268
0.396,0.141263940520446
0.516,0.513011152416357
0.528,0.566914498141264
0.544,0.676579925650558
0.418,0.288104089219331
0.538,0.646840148698885
0.44,0.271375464684015
0.632,0.87546468401487
0.376,0.25092936802974
0.576,0.66728624535316
0.494,0.425650557620818
0.416,0.286245353159851
0.49,0.447955390334572
0.48,0.382899628252788
0.388,0.195167286245353
0.48,0.401486988847584
0.642,0.847583643122677
0.634,0.903345724907063
0.516,0.473977695167286
0.406,0.221189591078067
0.628,0.866171003717472
0.548,0.682156133828996
0.408,0.25092936802974
0.524,0.483271375464684
0.58,0.717472118959108
0.384,0.0892193308550186
0.52,0.449814126394052
0.436,0.306691449814126
0.634,0.882899628252788
0.522,0.533457249070632
0.496,0.466542750929368
0.554,0.650557620817844
0.592,0.830855018587361
0.374,0.115241635687732
0.642,0.9182156133829
0.436,0.256505576208178
0.558,0.732342007434944
0.362,0.135687732342007
0.566,0.730483271375465
0.478,0.446096654275093
0.378,0.20631970260223
0.614,0.788104089219331
0.36,0.107806691449814
0.484,0.425650557620818
0.402,0.232342007434944
0.482,0.423791821561338
0.614,0.821561338289963
0.586,0.717472118959108
0.422,0.236059479553903
0.436,0.254646840148699
0.65,0.921933085501859
0.526,0.589219330855019
0.492,0.358736059479554
0.428,0.275092936802974
0.604,0.828996282527881
0.644,0.91635687732342
0.512,0.522304832713755
0.568,0.745353159851301
0.552,0.674721189591078
0.53,0.604089219330855
0.6,0.83271375464684
0.422,0.258364312267658
0.454,0.325278810408922
0.484,0.37360594795539
0.548,0.676579925650558
0.552,0.633828996282528
0.38,0.139405204460967
0.458,0.340148698884758
0.372,0.152416356877323
0.598,0.760223048327137
0.466,0.369888475836431
0.49,0.434944237918216
0.516,0.566914498141264
0.39,0.213754646840149
0.554,0.654275092936803
0.514,0.483271375464684
0.396,0.189591078066914
0.376,0.0947955390334572
0.604,0.864312267657993
0.464,0.345724907063197
0.608,0.799256505576208
0.44,0.325278810408922
0.402,0.24907063197026
0.45,0.263940520446097
0.388,0.159851301115242
0.58,0.706319702602231
0.498,0.407063197026022
0.368,0.159851301115242
0.526,0.529739776951673
0.354,0.133828996282528
0.558,0.721189591078067
0.596,0.793680297397769
0.466,0.325278810408922
0.396,0.200743494423792
0.384,0.0855018587360595
0.6,0.842007434944238
0.518,0.45724907063197
0.41,0.252788104089219
0.5,0.485130111524164
0.458,0.336431226765799
0.484,0.433085501858736
0.462,0.381040892193309
0.498,0.481412639405204
0.566,0.631970260223048
0.558,0.678438661710037
0.454,0.286245353159851
0.502,0.539033457249071
0.358,0.135687732342007
0.496,0.466542750929368
0.546,0.620817843866171
0.388,0.221189591078067
0.54,0.674721189591078
0.642,0.886617100371747
0.576,0.700743494423792
0.544,0.691449814126394
0.404,0.182156133828996
0.522,0.529739776951673
0.358,0.120817843866171
0.552,0.641263940520446
0.414,0.258364312267658
0.402,0.213754646840149
0.352,0.141263940520446
0.456,0.330855018587361
0.492,0.436802973977695
0.39,0.176579925650558
0.484,0.460966542750929
0.626,0.868029739776952
0.55,0.589219330855019
0.622,0.830855018587361
0.594,0.814126394052045
0.528,0.537174721189591
0.504,0.455390334572491
