state,sta,year,rc,plan,ed,srce,dem,rep,oth1,oth2,remng,tvot,wf,mov,mplur,dempct,reppct,othpct,dempmp,reppmp
California,CA,1952,P,CA52H,1,PW083,62157,113106,1749,0,0,177012,R,28.79000092,50949,35.11000061,63.90000153,0.99000001,35.5,64.5
California,CA,1952,P,CA52H,2,PW083,62563,87408,1306,0,0,151277,R,16.42000008,24845,41.36000061,57.77999878,0.860000014,41.70000076,58.29999924
California,CA,1952,P,CA52H,3,PW083,85947,92023,1090,0,0,179060,R,3.390000105,6076,48,51.38999939,0.610000014,48.29999924,51.70000076
California,CA,1952,P,CA52H,4,PW083,75752,121867,0,0,0,197619,R,23.34000015,46115,38.33000183,61.66999817,0,38.29999924,61.70000076
California,CA,1952,P,CA52H,5,PW083,91530,66664,0,0,0,158194,D,15.72000027,24866,57.86000061,42.13999939,0,57.90000153,42.09999847
California,CA,1952,P,CA52H,6,PW083,94629,85909,981,0,0,181519,D,4.800000191,8720,52.13000107,47.33000183,0.540000021,52.40000153,47.59999847
California,CA,1952,P,CA52H,7,PW083,75810,86433,1729,0,0,163972,R,6.480000019,10623,46.22999954,52.70999908,1.049999952,46.70000076,53.29999924
California,CA,1952,P,CA52H,8,PW083,98043,106508,1253,0,0,205804,R,4.110000134,8465,47.63999939,51.75,0.610000014,47.90000153,52.09999847
California,CA,1952,P,CA52H,9,PW083,50802,87780,640,0,0,139222,R,26.55999947,36978,36.49000168,63.04999924,0.460000008,36.70000076,63.29999924
California,CA,1952,P,CA52H,10,PW083,72321,113969,1295,0,0,187585,R,22.20999908,41648,38.54999924,60.75999832,0.689999998,38.79999924,61.20000076
California,CA,1952,P,CA52H,11,PW083,56781,72123,1116,0,0,130020,R,11.80000019,15342,43.66999817,55.47000122,0.860000014,44,56
California,CA,1952,P,CA52H,12,PW083,71899,70823,1140,0,0,143862,d,0.75,1076,49.97999954,49.22999954,0.790000021,50.40000153,49.59999847
California,CA,1952,P,CA52H,13,PW083,62454,98895,878,0,0,162227,R,22.45999908,36441,38.5,60.95999908,0.540000021,38.70000076,61.29999924
California,CA,1952,P,CA52H,14,PW083,65393,80738,1111,0,0,147242,R,10.42000008,15345,44.40999985,54.83000183,0.75,44.70000076,55.29999924
California,CA,1952,P,CA52H,15,PW083,80957,107985,0,0,0,188942,R,14.30000019,27028,42.84999847,57.15000153,0,42.79999924,57.20000076
California,CA,1952,P,CA52H,16,PW083,46256,84351,0,0,0,130607,R,29.15999985,38095,35.41999817,64.58000183,0,35.40000153,64.59999847
California,CA,1952,P,CA52H,17,PW083,102423,110069,0,0,0,212492,R,3.599999905,7646,48.20000076,51.79999924,0,48.20000076,51.79999924
California,CA,1952,P,CA52H,18,PW083,67598,96293,0,0,0,163891,R,17.5,28695,41.25,58.75,0,41.20000076,58.79999924
California,CA,1952,P,CA52H,19,PW083,100363,63203,0,0,0,163566,D,22.71999931,37160,61.36000061,38.63999939,0,61.40000153,38.59999847
California,CA,1952,P,CA52H,20,PW083,36937,92813,0,0,0,129750,R,43.06000137,55876,28.46999931,71.52999878,0,28.5,71.5
California,CA,1952,P,CA52H,21,PW083,77640,134057,0,0,0,211697,R,26.63999939,56417,36.68000031,63.31999969,0,36.70000076,63.29999924
California,CA,1952,P,CA52H,22,PW083,51246,88087,0,0,0,139333,R,26.44000053,36841,36.77999878,63.22000122,0,36.79999924,63.20000076
California,CA,1952,P,CA52H,23,PW083,102229,82868,0,0,0,185097,D,10.46000004,19361,55.22999954,44.77000046,0,55.20000076,44.79999924
California,CA,1952,P,CA52H,24,PW083,59807,90010,0,0,0,149817,R,20.15999985,30203,39.91999817,60.08000183,0,39.90000153,60.09999847
California,CA,1952,P,CA52H,25,PW083,72853,140018,0,0,0,212871,R,31.55999947,67165,34.22000122,65.77999878,0,34.20000076,65.80000305
California,CA,1952,P,CA52H,26,PW083,130093,86173,0,0,0,216266,D,20.29999924,43920,60.15000153,39.84999847,0,60.20000076,39.79999924
California,CA,1952,P,CA52H,27,PW083,54615,73921,1095,0,0,129631,R,14.89000034,19306,42.13000107,57.02000046,0.839999974,42.5,57.5
California,CA,1952,P,CA52H,28,PW083,54911,122989,0,0,0,177900,R,38.25999832,68078,30.87000084,69.12999725,0,30.89999962,69.09999847
California,CA,1952,P,CA52H,29,PW083,32349,59336,0,0,0,91685,R,29.44000053,26987,35.27999878,64.72000122,0,35.29999924,64.69999695
California,CA,1952,P,CA52H,30,PW083,79499,129840,0,0,0,209339,R,24.04000092,50341,37.97999954,62.02000046,0,38,62
Colorado,CO,1952,P,CO52H,1,PW083,92237,119792,0,0,0,212029,R,13,27555,43.5,56.5,0,43.5,56.5
Colorado,CO,1952,P,CO52H,2,PW083,63559,121397,0,0,0,184956,R,31.28000069,57838,34.36000061,65.63999939,0,34.40000153,65.59999847
Colorado,CO,1952,P,CO52H,3,PW083,61138,87859,0,0,0,148997,R,17.94000053,26721,41.02999878,58.97000122,0,41,59
Colorado,CO,1952,P,CO52H,4,PW083,28570,50734,0,0,0,79304,R,27.94000053,22164,36.02999878,63.97000122,0,36,64
Connecticut,CT,1952,P,CT52H,1,PW083,146551,150332,0,0,0,296883,R,1.279999971,3781,49.36000061,50.63999939,0,49.40000153,50.59999847
Connecticut,CT,1952,P,CT52H,2,PW083,72056,91750,0,0,0,163806,R,12.02000046,19694,43.99000168,56.00999832,0,44,56
Connecticut,CT,1952,P,CT52H,3,PW083,92907,117457,0,0,0,210364,R,11.68000031,24550,44.15999985,55.84000015,0,44.20000076,55.79999924
Connecticut,CT,1952,P,CT52H,4,PW083,106403,167278,0,0,0,273681,R,22.23999977,60875,38.88000107,61.11999893,0,38.90000153,61.09999847
Connecticut,CT,1952,P,CT52H,5,PW083,63732,84195,0,0,0,147927,R,13.84000015,20463,43.08000183,56.91999817,0,43.09999847,56.90000153
Connecticut,CT,1952,P,CT52H,85,PW083,481649,611012,0,0,0,1092661,R,11.84000015,129363,44.08000183,55.91999817,0,0,100
Delaware,DE,1952,P,DE52H,99,PW083,83315,90059,651,0,0,174025,R,3.869999886,6744,47.88000107,51.75,0.370000005,48.09999847,51.90000153
Florida,FL,1952,P,FL52H,1,PW083,60270,97848,0,0,0,158118,R,23.76000023,37578,38.11999893,61.88000107,0,38.09999847,61.90000153
Florida,FL,1952,P,FL52H,2,PW083,56145,52462,0,0,0,108607,D,3.400000095,3683,51.70000076,48.29999924,0,51.70000076,48.29999924
Florida,FL,1952,P,FL52H,3,PW083,70512,25624,0,0,0,96136,D,46.70000076,44888,73.34999847,26.64999962,0,73.30000305,26.70000076
Florida,FL,1952,P,FL52H,4,PW083,97963,125117,0,0,0,223080,R,12.18000031,27154,43.90999985,56.09000015,0,43.90000153,56.09999847
Florida,FL,1952,P,FL52H,5,PW083,50883,86471,0,0,0,137354,R,25.89999962,35588,37.04999924,62.95000076,0,37,63
Florida,FL,1952,P,FL52H,6,PW083,39260,74600,0,0,0,113860,R,31.04000092,35340,34.47999954,65.51999664,0,34.5,65.5
Florida,FL,1952,P,FL52H,7,PW083,34681,45477,0,0,0,80158,R,13.46000004,10796,43.27000046,56.72999954,0,43.29999924,56.70000076
Florida,FL,1952,P,FL52H,8,PW083,32514,23825,0,0,0,56339,D,15.42000008,8689,57.70999908,42.29000092,0,57.70000076,42.29999924
Georgia,GA,1952,P,GA52H,1,PW083,41377,25038,0,0,0,66415,D,24.60000038,16339,62.29999924,37.70000076,0,62.29999924,37.70000076
Georgia,GA,1952,P,GA52H,2,PW083,34507,12034,0,0,0,46541,D,48.27999878,22473,74.13999939,25.86000061,0,74.09999847,25.89999962
Georgia,GA,1952,P,GA52H,3,PW083,43043,16274,0,0,0,59317,D,45.11999893,26769,72.55999756,27.44000053,0,72.59999847,27.39999962
Georgia,GA,1952,P,GA52H,4,PW083,46825,9833,0,0,0,56658,D,65.27999878,36992,82.63999939,17.36000061,0,82.59999847,17.39999962
Georgia,GA,1952,P,GA52H,5,PW083,74989,51106,0,0,0,126095,D,18.94000053,23883,59.47000122,40.52999878,0,59.5,40.5
Georgia,GA,1952,P,GA52H,6,PW083,36160,12731,0,0,0,48891,D,47.91999817,23429,73.95999908,26.04000092,0,74,26
Georgia,GA,1952,P,GA52H,7,PW083,53825,23999,0,0,0,77824,D,38.31999969,29826,69.16000366,30.84000015,0,69.19999695,30.79999924
Georgia,GA,1952,P,GA52H,8,PW083,40349,14706,0,0,0,55055,D,46.58000183,25643,73.29000092,26.70999908,0,73.30000305,26.70000076
Georgia,GA,1952,P,GA52H,9,PW083,40420,16885,0,0,0,57305,D,41.06000137,23535,70.52999878,29.46999931,0,70.5,29.5
Georgia,GA,1952,P,GA52H,10,PW083,40830,16355,0,0,0,57185,D,42.79999924,24475,71.40000153,28.60000038,0,71.40000153,28.60000038
Iowa,IA,1952,P,IA52H,1,PW083,63400,110374,0,0,0,173774,R,27.04000092,46974,36.47999954,63.52000046,0,36.5,63.5
Iowa,IA,1952,P,IA52H,2,PW083,73777,126037,0,0,0,199814,R,26.15999985,52260,36.91999817,63.08000183,0,36.90000153,63.09999847
Iowa,IA,1952,P,IA52H,3,PW083,55339,109214,0,0,0,164553,R,32.74000168,53875,33.63000107,66.37000275,0,33.59999847,66.40000153
Iowa,IA,1952,P,IA52H,4,PW083,51123,75655,0,0,0,126778,R,19.36000061,24532,40.31999969,59.68000031,0,40.29999924,59.70000076
Iowa,IA,1952,P,IA52H,5,PW083,71137,101136,0,0,0,172273,R,17.42000008,29999,41.29000092,58.70999908,0,41.29999924,58.70000076
Iowa,IA,1952,P,IA52H,6,PW083,49620,93320,0,0,0,142940,R,30.57999992,43700,34.70999908,65.29000092,0,34.70000076,65.30000305
Iowa,IA,1952,P,IA52H,7,PW083,41452,85859,0,0,0,127311,R,34.88000107,44407,32.56000137,67.44000244,0,32.59999847,67.40000153
Iowa,IA,1952,P,IA52H,8,PW083,43342,95548,0,0,0,138890,R,37.58000183,52206,31.20999908,68.79000092,0,31.20000076,68.80000305
Idaho,ID,1952,P,ID52H,1,PW083,43989,68947,334,0,0,113270,R,22.03000069,24958,38.84000015,60.86999893,0.289999992,39,61
Idaho,ID,1952,P,ID52H,2,PW083,51092,111760,109,0,0,162961,R,37.22999954,60668,31.35000038,68.58000183,0,31.39999962,68.59999847
Illinois,IL,1952,P,IL52H,1,PW083,99224,33805,0,0,0,133029,D,49.18000031,65419,74.58999634,25.40999985,0,74.59999847,25.39999962
Illinois,IL,1952,P,IL52H,2,PW083,94905,91522,0,0,0,186427,D,1.820000052,3383,50.90999985,49.09000015,0,50.90000153,49.09999847
Illinois,IL,1952,P,IL52H,3,PW083,86220,105513,0,0,0,191733,R,10.06000042,19293,44.97000122,55.02999878,0,45,55
Illinois,IL,1952,P,IL52H,4,PW083,104179,132144,0,0,0,236323,R,11.84000015,27965,44.08000183,55.91999817,0,44.09999847,55.90000153
Illinois,IL,1952,P,IL52H,5,PW083,99141,62277,0,0,0,161418,D,22.84000015,36864,61.41999817,38.58000183,0,61.40000153,38.59999847
Illinois,IL,1952,P,IL52H,6,PW083,108384,69057,0,0,0,177441,D,22.15999985,39327,61.08000183,38.91999817,0,61.09999847,38.90000153
Illinois,IL,1952,P,IL52H,7,PW083,112559,50927,0,0,0,163486,D,37.70000076,61632,68.84999847,31.14999962,0,68.80000305,31.20000076
Illinois,IL,1952,P,IL52H,8,PW083,88605,63951,0,0,0,152556,D,16.15999985,24654,58.08000183,41.91999817,0,58.09999847,41.90000153
Illinois,IL,1952,P,IL52H,9,PW083,82107,86486,0,0,0,168593,R,2.599999905,4379,48.70000076,51.29999924,0,48.70000076,51.29999924
Illinois,IL,1952,P,IL52H,10,PW083,76434,140408,0,0,0,216842,R,29.5,63974,35.25,64.75,0,35.20000076,64.80000305
Illinois,IL,1952,P,IL52H,11,PW083,74524,102833,0,0,0,177357,R,15.96000004,28309,42.02000046,57.97999954,0,42,58
Illinois,IL,1952,P,IL52H,12,PW083,93281,114841,0,0,0,208122,R,10.35999966,21560,44.81999969,55.18000031,0,44.79999924,55.20000076
Illinois,IL,1952,P,IL52H,13,PW083,78917,188062,0,0,0,266979,R,40.88000107,109145,29.55999947,70.44000244,0,29.60000038,70.40000153
Illinois,IL,1952,P,IL52H,14,PW083,53765,142910,0,0,0,196675,R,45.31999969,89145,27.34000015,72.66000366,0,27.29999924,72.69999695
Illinois,IL,1952,P,IL52H,15,PW083,63061,105154,0,0,0,168215,R,25.02000046,42093,37.49000168,62.50999832,0,37.5,62.5
Illinois,IL,1952,P,IL52H,16,PW083,58190,114610,0,0,0,172800,R,32.65999985,56420,33.66999817,66.33000183,0,33.70000076,66.30000305
Illinois,IL,1952,P,IL52H,17,PW083,60343,110909,0,0,0,171252,R,29.52000046,50566,35.24000168,64.76000214,0,35.20000076,64.80000305
Illinois,IL,1952,P,IL52H,18,PW083,61443,94247,0,0,0,155690,R,21.07999992,32804,39.45999908,60.54000092,0,39.5,60.5
Illinois,IL,1952,P,IL52H,19,PW083,62315,98380,0,0,0,160695,R,22.44000053,36065,38.77999878,61.22000122,0,38.79999924,61.20000076
Illinois,IL,1952,P,IL52H,20,PW083,54434,84835,0,0,0,139269,R,21.81999969,30401,39.09000015,60.90999985,0,39.09999847,60.90000153
Illinois,IL,1952,P,IL52H,21,PW083,83381,103199,0,0,0,186580,R,10.61999989,19818,44.68999863,55.31000137,0,44.70000076,55.29999924
Illinois,IL,1952,P,IL52H,22,PW083,59974,94077,0,0,0,154051,R,22.13999939,34103,38.93000031,61.06999969,0,38.90000153,61.09999847
Illinois,IL,1952,P,IL52H,23,PW083,66541,96018,0,0,0,162559,R,18.13999939,29477,40.93000031,59.06999969,0,40.90000153,59.09999847
Illinois,IL,1952,P,IL52H,24,PW083,111045,75919,0,0,0,186964,D,18.78000069,35126,59.38999939,40.61000061,0,59.40000153,40.59999847
Illinois,IL,1952,P,IL52H,25,PW083,72787,91099,0,0,0,163886,R,11.18000031,18312,44.40999985,55.59000015,0,44.40000153,55.59999847
Indiana,IN,1952,P,IN52H,1,PW083,90721,74073,1051,0,0,165845,D,10.03999996,16648,54.70000076,44.65999985,0.629999995,55.09999847,44.90000153
Indiana,IN,1952,P,IN52H,2,PW083,48272,102143,1314,0,0,151729,R,35.50999832,53871,31.80999947,67.31999969,0.870000005,32.09999847,67.90000153
Indiana,IN,1952,P,IN52H,3,PW083,85820,111380,2101,0,0,199301,R,12.82999992,25560,43.06000137,55.88999939,1.049999952,43.5,56.5
Indiana,IN,1952,P,IN52H,4,PW083,50956,98414,2251,0,0,151621,R,31.29999924,47458,33.61000061,64.91000366,1.480000019,34.09999847,65.90000153
Indiana,IN,1952,P,IN52H,5,PW083,83221,116747,3049,0,0,203017,R,16.52000046,33526,40.99000168,57.50999832,1.5,41.59999847,58.40000153
Indiana,IN,1952,P,IN52H,6,PW083,64501,91932,823,0,0,157256,R,17.44000053,27431,41.02000046,58.45999908,0.519999981,41.20000076,58.79999924
Indiana,IN,1952,P,IN52H,7,PW083,66239,87835,1204,0,0,155278,R,13.90999985,21596,42.65999985,56.56999969,0.779999971,43,57
Indiana,IN,1952,P,IN52H,8,PW083,83471,105088,1612,0,0,190171,R,11.36999989,21617,43.88999939,55.25999832,0.850000024,44.29999924,55.70000076
Indiana,IN,1952,P,IN52H,9,PW083,54512,78015,917,0,0,133444,R,17.61000061,23503,40.84999847,58.45999908,0.689999998,41.09999847,58.90000153
Indiana,IN,1952,P,IN52H,10,PW083,67430,106166,2127,0,0,175723,R,22.04999924,38736,38.36999893,60.41999817,1.210000038,38.79999924,61.20000076
Indiana,IN,1952,P,IN52H,11,PW083,106387,164466,1086,0,0,271939,R,21.36000061,58079,39.11999893,60.47999954,0.400000006,39.29999924,60.70000076
Kansas,KS,1952,P,KS52H,1,PW083,41567,103097,0,0,0,144664,R,42.54000092,61530,28.72999954,71.26999664,0,28.70000076,71.30000305
Kansas,KS,1952,P,KS52H,2,PW083,67139,106481,0,0,0,173620,R,22.65999985,39342,38.66999817,61.33000183,0,38.70000076,61.29999924
Kansas,KS,1952,P,KS52H,3,PW083,37472,67943,0,0,0,105415,R,28.89999962,30471,35.54999924,64.44999695,0,35.5,64.5
Kansas,KS,1952,P,KS52H,4,PW083,62581,157116,0,0,0,219697,R,43.02000046,94535,28.48999977,71.51000214,0,28.5,71.5
Kansas,KS,1952,P,KS52H,5,PW083,37345,93756,0,0,0,131101,R,43.02000046,56411,28.48999977,71.51000214,0,28.5,71.5
Kansas,KS,1952,P,KS52H,6,PW083,27192,87909,0,0,0,115101,R,52.75999832,60717,23.62000084,76.37999725,0,23.60000038,76.40000153
Kentucky,KY,1952,P,KY52H,1,PW083,64995,40926,0,0,0,105921,D,22.71999931,24069,61.36000061,38.63999939,0,61.40000153,38.59999847
Kentucky,KY,1952,P,KY52H,2,PW083,58384,52945,0,0,0,111329,D,4.880000114,5439,52.43999863,47.56000137,0,52.40000153,47.59999847
Kentucky,KY,1952,P,KY52H,3,PW083,81642,99069,736,0,0,181447,R,9.609999657,17427,44.99000168,54.59999847,0.409999996,45.20000076,54.79999924
Kentucky,KY,1952,P,KY52H,4,PW083,54456,49922,0,0,0,104378,D,4.340000153,4534,52.16999817,47.83000183,0,52.20000076,47.79999924
Kentucky,KY,1952,P,KY52H,5,PW083,72361,73253,0,0,0,145614,R,0.620000005,892,49.68999863,50.31000137,0,49.70000076,50.29999924
Kentucky,KY,1952,P,KY52H,6,PW083,69404,58080,0,0,0,127484,D,8.880000114,11324,54.43999863,45.56000137,0,54.40000153,45.59999847
Kentucky,KY,1952,P,KY52H,7,PW083,54119,40741,0,0,0,94860,D,14.10000038,13378,57.04999924,42.95000076,0,57.09999847,42.90000153
Kentucky,KY,1952,P,KY52H,8,PW083,40368,80090,0,0,0,120458,R,32.97999954,39722,33.50999832,66.48999786,0,33.5,66.5
Louisiana,LA,1952,P,LA52H,1,PW083,56371,52695,0,0,0,109066,D,3.380000114,3676,51.68999863,48.31000137,0,51.70000076,48.29999924
Louisiana,LA,1952,P,LA52H,2,PW083,62341,58697,0,0,0,121038,D,3.019999981,3644,51.50999832,48.49000168,0,51.5,48.5
Louisiana,LA,1952,P,LA52H,3,PW083,33320,30775,0,0,0,64095,D,3.980000019,2545,51.99000168,48.00999832,0,52,48
Louisiana,LA,1952,P,LA52H,4,PW083,28565,42558,0,0,0,71123,R,19.68000031,13993,40.15999985,59.84000015,0,40.20000076,59.79999924
Louisiana,LA,1952,P,LA52H,5,PW083,33085,28316,0,0,0,61401,D,7.760000229,4769,53.88000107,46.11999893,0,53.90000153,46.09999847
Louisiana,LA,1952,P,LA52H,6,PW083,56366,39665,0,0,0,96031,D,17.39999962,16701,58.70000076,41.29999924,0,58.70000076,41.29999924
Louisiana,LA,1952,P,LA52H,7,PW083,39175,29398,0,0,0,68573,D,14.26000023,9777,57.13000107,42.86999893,0,57.09999847,42.90000153
Louisiana,LA,1952,P,LA52H,8,PW083,35819,24621,0,0,0,60440,D,18.52000046,11198,59.25999832,40.74000168,0,59.29999924,40.70000076
Massachusetts,MA,1952,P,MA52H,1,PW083,65501,90048,484,0,0,156033,R,15.72999954,24547,41.97999954,57.70999908,0.310000002,42.09999847,57.90000153
Massachusetts,MA,1952,P,MA52H,2,PW083,79211,92830,519,0,0,172560,R,7.900000095,13619,45.90000153,53.79999924,0.300000012,46,54
Massachusetts,MA,1952,P,MA52H,3,PW083,83346,80658,362,0,0,164366,D,1.639999986,2688,50.70999908,49.06999969,0.219999999,32.20000076,67.80000305
Massachusetts,MA,1952,P,MA52H,4,PW083,74890,100331,600,0,0,175821,R,14.47000027,25441,42.59000015,57.06000137,0.340000004,42.70000076,57.29999924
Massachusetts,MA,1952,P,MA52H,5,PW083,78289,116402,405,0,0,195096,R,19.53000069,38113,40.13000107,59.65999985,0.209999993,40.20000076,59.79999924
Massachusetts,MA,1952,P,MA52H,6,PW083,62128,100754,428,0,0,163310,R,23.64999962,38626,38.04000092,61.68999863,0.25999999,38.09999847,61.90000153
Massachusetts,MA,1952,P,MA52H,7,PW083,85019,60534,874,0,0,146427,D,16.71999931,24485,58.06000137,41.34000015,0.600000024,58.40000153,41.59999847
Massachusetts,MA,1952,P,MA52H,8,PW083,72682,102470,561,0,0,175713,R,16.95999908,29788,41.36000061,58.31999969,0.319999993,41.5,58.5
Massachusetts,MA,1952,P,MA52H,9,PW083,65881,113972,430,0,0,180283,R,26.68000031,48091,36.54000092,63.22000122,0.239999995,36.59999847,63.40000153
Massachusetts,MA,1952,P,MA52H,10,PW083,87171,111738,0,0,0,198909,R,12.35999966,24567,43.81999969,56.18000031,0,43.79999924,56.20000076
Massachusetts,MA,1952,P,MA52H,11,PW083,86817,51349,0,0,0,138166,D,25.68000031,35468,62.84000015,37.15999985,0,62.79999924,37.20000076
Massachusetts,MA,1952,P,MA52H,12,PW083,96522,50571,0,0,0,147093,D,31.23999977,45951,65.62000275,34.38000107,0,65.59999847,34.40000153
Massachusetts,MA,1952,P,MA52H,13,PW083,73921,119474,0,0,0,193395,R,23.55999947,45553,38.22000122,61.77999878,0,38.20000076,61.79999924
Massachusetts,MA,1952,P,MA52H,14,PW083,72147,101554,356,0,0,174057,R,16.89999962,29407,41.45000076,58.34999847,0.200000003,41.5,58.5
Maryland,MD,1952,P,MD52H,1,PW083,34264,46199,347,0,0,80810,R,14.77000046,11935,42.40000153,57.16999817,0.430000007,42.59999847,57.40000153
Maryland,MD,1952,P,MD52H,2,PW083,60219,104231,589,0,0,165039,R,26.67000008,44012,36.49000168,63.15999985,0.360000014,36.59999847,63.40000153
Maryland,MD,1952,P,MD52H,3,PW083,57614,35677,0,0,0,93291,D,23.52000046,21937,61.75999832,38.24000168,0,61.79999924,38.20000076
Maryland,MD,1952,P,MD52H,4,PW083,50582,58689,0,0,0,109271,R,7.420000076,8107,46.29000092,53.70999908,0,46.29999924,53.70000076
Maryland,MD,1952,P,MD52H,5,PW083,60899,80976,0,0,0,141875,R,14.15999985,20077,42.91999817,57.08000183,0,42.90000153,57.09999847
Maryland,MD,1952,P,MD52H,6,PW083,65699,104186,654,0,0,170539,R,22.56999969,38487,38.52000046,61.09000015,0.379999995,38.70000076,61.29999924
Maryland,MD,1952,P,MD52H,7,PW083,66116,69664,0,0,0,135780,R,2.619999886,3548,48.68999863,51.31000137,0,48.70000076,51.29999924
Maine,ME,1952,P,ME52H,1,PW083,49962,91376,0,0,0,141338,R,29.29999924,41414,35.34999847,64.65000153,0,35.29999924,64.69999695
Maine,ME,1952,P,ME52H,2,PW083,41883,76868,0,0,0,118751,R,29.45999908,34985,35.27000046,64.73000336,0,35.29999924,64.69999695
Maine,ME,1952,P,ME52H,3,PW083,26961,64109,0,0,0,91070,R,40.79999924,37148,29.60000038,70.40000153,0,29.60000038,70.40000153
Michigan,MI,1952,P,MI52H,1,PW083,117151,27689,0,0,0,144840,D,61.75999832,89462,80.87999725,19.12000084,0,80.90000153,19.10000038
Michigan,MI,1952,P,MI52H,2,PW083,52891,105830,0,0,0,158721,R,33.36000061,52939,33.31999969,66.68000031,0,33.29999924,66.69999695
Michigan,MI,1952,P,MI52H,3,PW083,50212,104406,0,0,0,154618,R,35.06000137,54194,32.47000122,67.52999878,0,32.5,67.5
Michigan,MI,1952,P,MI52H,4,PW083,42073,91429,0,0,0,133502,R,36.97999954,49356,31.51000023,68.48999786,0,31.5,68.5
Michigan,MI,1952,P,MI52H,5,PW083,55056,101975,0,0,0,157031,R,29.87999916,46919,35.06000137,64.94000244,0,35.09999847,64.90000153
Michigan,MI,1952,P,MI52H,6,PW083,83964,123513,0,0,0,207477,R,19.05999947,39549,40.47000122,59.52999878,0,40.5,59.5
Michigan,MI,1952,P,MI52H,7,PW083,60426,108916,0,0,0,169342,R,28.63999939,48490,35.68000031,64.31999969,0,35.70000076,64.30000305
Michigan,MI,1952,P,MI52H,8,PW083,41469,93626,0,0,0,135095,R,38.59999847,52157,30.70000076,69.30000305,0,30.70000076,69.30000305
Michigan,MI,1952,P,MI52H,9,PW083,43330,73160,0,0,0,116490,R,25.60000038,29830,37.20000076,62.79999924,0,37.20000076,62.79999924
Michigan,MI,1952,P,MI52H,10,PW083,31453,71294,0,0,0,102747,R,38.77999878,39841,30.61000061,69.38999939,0,30.60000038,69.40000153
Michigan,MI,1952,P,MI52H,11,PW083,35096,60661,0,0,0,95757,R,26.70000076,25565,36.65000153,63.34999847,0,36.70000076,63.29999924
Michigan,MI,1952,P,MI52H,12,PW083,38580,44850,0,0,0,83430,R,7.519999981,6270,46.24000168,53.75999832,0,46.20000076,53.79999924
Michigan,MI,1952,P,MI52H,13,PW083,87891,52000,0,0,0,139891,D,25.65999985,35891,62.83000183,37.16999817,0,62.79999924,37.20000076
Michigan,MI,1952,P,MI52H,14,PW083,109925,114471,0,0,0,224396,R,2.019999981,4546,48.99000168,51.00999832,0,49,51
Michigan,MI,1952,P,MI52H,15,PW083,105198,62536,0,0,0,167734,D,25.44000053,42662,62.72000122,37.27999878,0,62.70000076,37.29999924
