state,sta,year,rc,plan,ed,srce,dem,rep,oth1,oth2,remng,tvot,wf,mov,mplur,dempct,reppct,othpct,dempmp,reppmp
California,CA,1968,P,CA68H,16,PW091,76817,68544,12830,0,0,158191,d,5.230000019,8273,48.56000137,43.33000183,8.109999657,52.79999924,47.20000076
California,CA,1968,P,CA68H,17,PW091,72905,63742,14093,0,0,150740,d,6.070000172,9163,48.36000061,42.29000092,9.350000381,53.40000153,46.59999847
California,CA,1968,P,CA68H,18,PW091,66932,77615,14959,0,0,159506,r,6.699999809,10683,41.95999908,48.65999985,9.380000114,46.29999924,53.70000076
California,CA,1968,P,CA68H,19,PW091,69873,75306,10828,0,0,156007,r,3.480000019,5433,44.79000092,48.27000046,6.940000057,48.09999847,51.90000153
California,CA,1968,P,CA68H,20,PW091,63447,119172,8570,0,0,191189,R,29.13999939,55725,33.18999863,62.33000183,4.480000019,34.70000076,65.30000305
California,CA,1968,P,CA68H,21,PW091,95865,6819,1103,0,0,103787,D,85.80000305,89046,92.37000275,6.570000172,1.059999943,93.40000153,6.599999905
California,CA,1968,P,CA68H,22,PW091,84190,83993,10214,0,0,178397,d,0.109999999,197,47.18999863,47.08000183,5.730000019,50.09999847,49.90000153
California,CA,1968,P,CA68H,23,PW091,61086,70781,15979,0,0,147846,r,6.550000191,9695,41.31999969,47.86999893,10.81000042,46.29999924,53.70000076
California,CA,1968,P,CA68H,24,PW091,64417,134207,11812,0,0,210436,R,33.16999817,69790,30.61000061,63.77999878,5.610000134,32.40000153,67.59999847
California,CA,1968,P,CA68H,25,PW091,77335,118331,15271,0,0,210937,R,19.44000053,40996,36.65999985,56.09999847,7.239999771,39.5,60.5
California,CA,1968,P,CA68H,26,PW091,132992,66470,5040,0,0,204502,D,32.52999878,66522,65.02999878,32.5,2.460000038,66.69999695,33.29999924
California,CA,1968,P,CA68H,27,PW091,84116,123347,15807,0,0,223270,R,17.57999992,39231,37.66999817,55.25,7.079999924,40.5,59.5
California,CA,1968,P,CA68H,28,PW091,91279,133767,9581,0,0,234627,R,18.11000061,42488,38.90000153,57.00999832,4.079999924,40.59999847,59.40000153
California,CA,1968,P,CA68H,29,PW091,74517,59812,7925,0,0,142254,D,10.32999992,14705,52.38000107,42.04999924,5.570000172,55.5,44.5
California,CA,1968,P,CA68H,30,PW091,68612,41396,4292,0,0,114300,D,23.80999947,27216,60.02999878,36.22000122,3.75999999,62.40000153,37.59999847
California,CA,1968,P,CA68H,31,PW091,98940,60291,8638,0,0,167869,D,23.02000046,38649,58.93999863,35.91999817,5.150000095,62.09999847,37.90000153
California,CA,1968,P,CA68H,32,PW091,71875,103848,11634,0,0,187357,R,17.06999969,31973,38.36000061,55.43000031,6.210000038,40.90000153,59.09999847
California,CA,1968,P,CA68H,33,PW091,72897,97790,18299,0,0,188986,R,13.17000008,24893,38.56999969,51.74000168,9.680000305,42.70000076,57.29999924
California,CA,1968,P,CA68H,34,PW091,76022,113470,18076,0,0,207568,R,18.04000092,37448,36.63000107,54.66999817,8.710000038,40.09999847,59.90000153
California,CA,1968,P,CA68H,35,PW091,79687,198569,17311,0,0,295567,R,40.22000122,118882,26.95999908,67.18000031,5.860000134,28.60000038,71.40000153
California,CA,1968,P,CA68H,36,PW091,70529,125185,13837,0,0,209551,R,26.07999992,54656,33.65999985,59.74000168,6.599999905,36,64
California,CA,1968,P,CA68H,37,PW091,67401,70168,12714,0,0,150283,r,1.840000033,2767,44.84999847,46.68999863,8.460000038,49,51
California,CA,1968,P,CA68H,38,PW091,87208,105379,19940,0,0,212527,r,8.550000191,18171,41.02999878,49.58000183,9.380000114,45.29999924,54.70000076
Colorado,CO,1968,P,CO68H,1,PW091,106081,92003,11408,0,0,209492,D,6.71999979,14078,50.63999939,43.91999817,5.449999809,53.59999847,46.40000153
Colorado,CO,1968,P,CO68H,2,PW091,93431,137942,19201,0,0,250574,R,17.76000023,44511,37.29000092,55.04999924,7.659999847,40.40000153,59.59999847
Colorado,CO,1968,P,CO68H,3,PW091,74305,81612,15799,0,0,171716,r,4.260000229,7307,43.27000046,47.52999878,9.199999809,47.70000076,52.29999924
Colorado,CO,1968,P,CO68H,4,PW091,61357,97788,14405,0,0,173550,R,21,36431,35.34999847,56.34999847,8.300000191,38.59999847,61.40000153
Connecticut,CT,1968,P,CT68H,1,PW091,118164,79232,9991,0,0,207387,D,18.78000069,38932,56.97999954,38.20000076,4.820000172,59.90000153,40.09999847
Connecticut,CT,1968,P,CT68H,2,PW091,102339,89943,10883,0,0,203165,D,6.099999905,12396,50.36999893,44.27000046,5.360000134,53.20000076,46.79999924
Connecticut,CT,1968,P,CT68H,3,PW091,94258,88904,15017,0,0,198179,d,2.700000048,5354,47.56000137,44.86000061,7.579999924,51.5,48.5
Connecticut,CT,1968,P,CT68H,4,PW091,100018,118374,13607,0,0,231999,R,7.909999847,18356,43.11000061,51.02000046,5.869999886,45.79999924,54.20000076
Connecticut,CT,1968,P,CT68H,5,PW091,100841,89015,16054,0,0,205910,d,5.739999771,11826,48.97000122,43.22999954,7.800000191,53.09999847,46.90000153
Connecticut,CT,1968,P,CT68H,6,PW091,105941,91253,11098,0,0,208292,D,7.050000191,14688,50.86000061,43.81000137,5.329999924,53.70000076,46.29999924
Delaware,DE,1968,P,DE68H,99,PW091,89194,96714,28459,0,0,214367,r,3.50999999,7520,41.61000061,45.11999893,13.27999973,48,52
Florida,FL,1968,P,FL68H,1,PW091,30241,31770,97811,0,0,159822,O,41.31999969,66041,18.92000008,19.87999916,61.20000076,48.79999924,51.20000076
Florida,FL,1968,P,FL68H,2,PW091,42627,36203,75520,0,0,154350,o,21.30999947,32893,27.62000084,23.45999908,48.93000031,54.09999847,45.90000153
Florida,FL,1968,P,FL68H,3,PW091,48866,39774,52543,0,0,141183,o,2.609999895,3677,34.61000061,28.17000008,37.22000122,55.09999847,44.90000153
Florida,FL,1968,P,FL68H,4,PW091,54226,77766,63866,0,0,195858,r,7.099999905,13900,27.69000053,39.70999908,32.61000061,41.09999847,58.90000153
Florida,FL,1968,P,FL68H,5,PW091,43972,94169,52285,0,0,190426,r,21.98999977,41884,23.09000015,49.45000076,27.45999908,31.79999924,68.19999695
Florida,FL,1968,P,FL68H,6,PW091,46964,51933,50928,0,0,149825,r,0.670000017,1005,31.35000038,34.65999985,33.99000168,47.5,52.5
Florida,FL,1968,P,FL68H,7,PW091,45749,94603,57278,0,0,197630,r,18.88999939,37325,23.14999962,47.86999893,28.97999954,32.59999847,67.40000153
Florida,FL,1968,P,FL68H,8,PW091,74501,118978,40780,0,0,234259,R,18.98999977,44477,31.79999924,50.79000092,17.40999985,38.5,61.5
Florida,FL,1968,P,FL68H,9,PW091,56279,114009,44770,0,0,215058,R,26.84000015,57730,26.17000008,53.00999832,20.81999969,33,67
Florida,FL,1968,P,FL68H,10,PW091,74637,93160,35299,0,0,203096,r,9.119999886,18523,36.75,45.86999893,17.37999916,44.5,55.5
Florida,FL,1968,P,FL68H,11,PW091,86918,42473,19507,0,0,148898,D,29.85000038,44445,58.36999893,28.52000046,13.10000038,67.19999695,32.79999924
Florida,FL,1968,P,FL68H,12,PW091,59213,68567,25428,0,0,153208,r,6.099999905,9354,38.65000153,44.75,16.60000038,46.29999924,53.70000076
Georgia,GA,1968,P,GA68H,1,PW091,37733,34175,58658,0,0,130566,o,16.03000069,20925,28.89999962,26.17000008,44.93000031,52.5,47.5
Georgia,GA,1968,P,GA68H,2,PW091,21651,18413,60162,0,0,100226,O,38.43000031,38511,21.60000038,18.37000084,60.02999878,54,46
Georgia,GA,1968,P,GA68H,3,PW091,22248,23524,45687,0,0,91459,o,24.22999954,22163,24.32999992,25.71999931,49.95000076,48.59999847,51.40000153
Georgia,GA,1968,P,GA68H,4,PW091,44835,62507,34825,0,0,142167,r,12.43000031,17672,31.54000092,43.97000122,24.5,41.79999924,58.20000076
Georgia,GA,1968,P,GA68H,5,PW091,61820,54878,28157,0,0,144855,d,4.800000191,6942,42.68000031,37.88000107,19.44000053,53,47
Georgia,GA,1968,P,GA68H,6,PW091,34442,42407,70857,0,0,147706,o,19.26000023,28450,23.31999969,28.70999908,47.97000122,44.79999924,55.20000076
Georgia,GA,1968,P,GA68H,7,PW091,29053,49497,76001,0,0,154551,o,17.14999962,26504,18.79999924,32.02999878,49.18000031,37,63
Georgia,GA,1968,P,GA68H,8,PW091,20941,21232,61168,0,0,103341,O,38.63999939,39936,20.26000023,20.54999924,59.18999863,49.70000076,50.29999924
Georgia,GA,1968,P,GA68H,9,PW091,23078,35527,55122,0,0,113727,o,17.22999954,19595,20.29000092,31.23999977,48.47000122,39.40000153,60.59999847
Georgia,GA,1968,P,GA68H,10,PW091,38436,37503,44731,0,0,120670,o,5.21999979,6295,31.85000038,31.07999992,37.06999969,50.59999847,49.40000153
Hawaii,HI,1968,P,HI68H,85,PW091,141324,91425,3469,0,0,236218,D,21.12999916,49899,59.83000183,38.70000076,1.470000029,59.79999924,40.20000076
Hawaii,HI,1968,P,HI68H,86,PW091,141324,91425,3469,0,0,236218,D,21.12999916,49899,59.83000183,38.70000076,1.470000029,62.20000076,37.79999924
Iowa,IA,1968,P,IA68H,1,PW091,76949,88955,10476,0,0,176380,R,6.800000191,12006,43.63000107,50.43000031,5.940000057,46.40000153,53.59999847
Iowa,IA,1968,P,IA68H,2,PW091,84210,96983,9700,0,0,190893,R,6.690000057,12773,44.11000061,50.79999924,5.079999924,46.5,53.5
Iowa,IA,1968,P,IA68H,3,PW091,63080,93640,7648,0,0,164368,R,18.59000015,30560,38.38000107,56.97000122,4.650000095,40.29999924,59.70000076
Iowa,IA,1968,P,IA68H,4,PW091,66913,82660,9605,0,0,159178,R,9.890000343,15747,42.04000092,51.93000031,6.03000021,44.70000076,55.29999924
Iowa,IA,1968,P,IA68H,5,PW091,75978,79750,11884,0,0,167612,r,2.25,3772,45.33000183,47.58000183,7.090000153,48.79999924,51.20000076
Iowa,IA,1968,P,IA68H,6,PW091,59311,96279,6926,0,0,162516,R,22.73999977,36968,36.5,59.24000168,4.260000229,38.09999847,61.90000153
Iowa,IA,1968,P,IA68H,7,PW091,50258,80839,10283,0,0,141380,R,21.62999916,30581,35.54999924,57.18000031,7.269999981,38.29999924,61.70000076
Idaho,ID,1968,P,ID68H,1,PW091,53664,87942,19122,0,0,160728,R,21.31999969,34278,33.38999939,54.70999908,11.89999962,37.90000153,62.09999847
Idaho,ID,1968,P,ID68H,2,PW091,35609,77427,17419,0,0,130455,R,32.04999924,41818,27.29999924,59.34999847,13.35000038,31.5,68.5
Illinois,IL,1968,P,IL68H,1,PW091,138835,10081,1010,0,0,149926,D,85.87999725,128754,92.59999847,6.71999979,0.670000017,79.40000153,20.60000038
Illinois,IL,1968,P,IL68H,2,PW091,103924,52311,18896,0,0,175131,D,29.46999931,51613,59.34000015,29.87000084,10.78999996,66.5,33.5
Illinois,IL,1968,P,IL68H,3,PW091,111357,69344,16665,0,0,197366,D,21.29000092,42013,56.41999817,35.13000107,8.43999958,61.59999847,38.40000153
Illinois,IL,1968,P,IL68H,4,PW091,73987,128964,27581,0,0,230532,R,23.85000038,54977,32.09000015,55.93999863,11.96000004,36.5,63.5
Illinois,IL,1968,P,IL68H,5,PW091,84599,70469,28385,0,0,183453,d,7.699999809,14130,46.11000061,38.40999985,15.47000027,54.59999847,45.40000153
Illinois,IL,1968,P,IL68H,6,PW091,92206,57423,16549,0,0,166178,D,20.93000031,34783,55.49000168,34.56000137,9.960000038,61.59999847,38.40000153
Illinois,IL,1968,P,IL68H,7,PW091,86195,18615,6185,0,0,110995,D,60.88999939,67580,77.66000366,16.77000046,5.570000172,82.19999695,17.79999924
Illinois,IL,1968,P,IL68H,8,PW091,90088,69019,16484,0,0,175591,D,12,21069,51.31000137,39.31000137,9.390000343,56.59999847,43.40000153
Illinois,IL,1968,P,IL68H,9,PW091,114570,69724,8288,0,0,192582,D,23.29000092,44846,59.49000168,36.20000076,4.300000191,62.20000076,37.79999924
Illinois,IL,1968,P,IL68H,10,PW091,79314,136834,17615,0,0,233763,R,24.61000061,57520,33.93000031,58.54000092,7.539999962,36.70000076,63.29999924
Illinois,IL,1968,P,IL68H,11,PW091,104352,113712,18755,0,0,236819,r,3.960000038,9360,44.06000137,48.02000046,7.920000076,47.90000153,52.09999847
Illinois,IL,1968,P,IL68H,12,PW091,57889,104153,12470,0,0,174512,R,26.51000023,46264,33.16999817,59.68000031,7.150000095,35.70000076,64.30000305
Illinois,IL,1968,P,IL68H,13,PW091,98305,156088,9476,0,0,263869,R,21.88999939,57783,37.25999832,59.15000153,3.589999914,38.59999847,61.40000153
Illinois,IL,1968,P,IL68H,14,PW091,71013,147354,21316,0,0,239683,R,31.85000038,76341,29.62999916,61.47999954,8.890000343,32.5,67.5
Illinois,IL,1968,P,IL68H,15,PW091,62158,108524,12033,0,0,182715,R,25.37999916,46366,34.02000046,59.40000153,6.590000153,36.40000153,63.59999847
Illinois,IL,1968,P,IL68H,16,PW091,61455,98077,11041,0,0,170573,R,21.46999931,36622,36.02999878,57.5,6.46999979,38.5,61.5
Illinois,IL,1968,P,IL68H,17,PW091,63879,112950,19630,0,0,196459,R,24.96999931,49071,32.52000046,57.49000168,9.989999771,36.09999847,63.90000153
Illinois,IL,1968,P,IL68H,18,PW091,71534,93503,14044,0,0,179081,R,12.26000023,21969,39.95000076,52.20999908,7.840000153,43.29999924,56.70000076
Illinois,IL,1968,P,IL68H,19,PW091,78285,94848,13305,0,0,186438,R,8.880000114,16563,41.99000168,50.86999893,7.139999866,45.20000076,54.79999924
Illinois,IL,1968,P,IL68H,20,PW091,74107,102316,16208,0,0,192631,R,14.64999962,28209,38.47000122,53.11999893,8.409999847,42,58
Illinois,IL,1968,P,IL68H,21,PW091,84105,105992,21291,0,0,211388,R,10.35000038,21887,39.79000092,50.13999939,10.06999969,44.20000076,55.79999924
Illinois,IL,1968,P,IL68H,22,PW091,72430,96274,17446,0,0,186150,R,12.81000042,23844,38.90999985,51.72000122,9.369999886,42.90000153,57.09999847
Illinois,IL,1968,P,IL68H,23,PW091,81947,99718,19772,0,0,201437,r,8.819999695,17771,40.68000031,49.5,9.819999695,45.09999847,54.90000153
Illinois,IL,1968,P,IL68H,24,PW091,83280,58551,26512,0,0,168343,d,14.68999958,24729,49.47000122,34.77999878,15.75,58.70000076,41.29999924
Indiana,IN,1968,P,IN68H,1,PW091,89136,57122,25608,0,0,171866,D,18.62000084,32014,51.86000061,33.24000168,14.89999962,60.90000153,39.09999847
Indiana,IN,1968,P,IN68H,2,PW091,64165,107535,26833,0,0,198533,R,21.84000015,43370,32.31999969,54.15999985,13.52000046,37.40000153,62.59999847
Indiana,IN,1968,P,IN68H,3,PW091,72363,93521,18773,0,0,184657,R,11.46000004,21158,39.18999863,50.65000153,10.17000008,43.59999847,56.40000153
Indiana,IN,1968,P,IN68H,4,PW091,72815,107471,16276,0,0,196562,R,17.63999939,34656,37.04000092,54.68000031,8.279999733,40.40000153,59.59999847
Indiana,IN,1968,P,IN68H,5,PW091,64062,104769,19568,0,0,188399,R,21.61000061,40707,34,55.61000061,10.39000034,37.90000153,62.09999847
Indiana,IN,1968,P,IN68H,6,PW091,66488,134885,26499,0,0,227872,R,30.01000023,68397,29.18000031,59.18999863,11.63000011,33,67
Indiana,IN,1968,P,IN68H,7,PW091,75121,100876,24048,0,0,200045,R,12.88000011,25755,37.54999924,50.43000031,12.02000046,42.70000076,57.29999924
Indiana,IN,1968,P,IN68H,8,PW091,84111,101042,21191,0,0,206344,r,8.210000038,16931,40.75999832,48.97000122,10.27000046,45.40000153,54.59999847
Indiana,IN,1968,P,IN68H,9,PW091,75907,95289,25442,0,0,196638,r,9.859999657,19382,38.59999847,48.45999908,12.93999958,44.29999924,55.70000076
Indiana,IN,1968,P,IN68H,10,PW091,71321,95630,22321,0,0,189272,R,12.85000038,24309,37.68000031,50.52999878,11.78999996,42.70000076,57.29999924
Indiana,IN,1968,P,IN68H,11,PW091,71170,69745,16549,0,0,157464,d,0.910000026,1425,45.20000076,44.29000092,10.51000023,50.5,49.5
Kansas,KS,1968,P,KS68H,1,PW091,55355,102106,14932,0,0,172393,R,27.12000084,46751,32.11000061,59.22999954,8.659999847,35.20000076,64.80000305
Kansas,KS,1968,P,KS68H,2,PW091,54814,92559,18004,0,0,165377,R,22.82999992,37745,33.13999939,55.97000122,10.89000034,37.20000076,62.79999924
Kansas,KS,1968,P,KS68H,3,PW091,71328,96711,21403,0,0,189442,R,13.39999962,25383,37.65000153,51.04999924,11.30000019,42.40000153,57.59999847
Kansas,KS,1968,P,KS68H,4,PW091,60339,87658,14278,0,0,162275,R,16.84000015,27319,37.18000031,54.02000046,8.800000191,40.79999924,59.20000076
Kansas,KS,1968,P,KS68H,5,PW091,59057,96034,19504,0,0,174595,R,21.17000008,36977,33.83000183,55,11.17000008,38.09999847,61.90000153
Kentucky,KY,1968,P,KY68H,1,PW091,61094,50419,44779,0,0,156292,d,6.829999924,10675,39.09000015,32.25999832,28.64999962,54.79999924,45.20000076
Kentucky,KY,1968,P,KY68H,2,PW091,48772,61542,28956,0,0,139270,r,9.170000076,12770,35.02000046,44.18999863,20.79000092,44.20000076,55.79999924
Kentucky,KY,1968,P,KY68H,3,PW091,64272,54960,20488,0,0,139720,d,6.659999847,9312,46,39.34000015,14.65999985,53.90000153,46.09999847
Kentucky,KY,1968,P,KY68H,4,PW091,60317,82454,33537,0,0,176308,r,12.56000042,22137,34.20999908,46.77000046,19.02000046,42.20000076,57.79999924
Kentucky,KY,1968,P,KY68H,5,PW091,36703,85254,19485,0,0,141442,R,34.31999969,48551,25.95000076,60.27000046,13.77999973,30.10000038,69.90000153
Kentucky,KY,1968,P,KY68H,6,PW091,58723,66424,30461,0,0,155608,r,4.949999809,7701,37.74000168,42.68999863,19.57999992,46.90000153,53.09999847
Kentucky,KY,1968,P,KY68H,7,PW091,67660,61358,15392,0,0,144410,d,4.360000134,6302,46.84999847,42.49000168,10.65999985,52.40000153,47.59999847
Louisiana,LA,1968,P,LA68H,1,PW091,46373,34936,61070,0,0,142379,o,10.31999969,14697,32.56999969,24.54000092,42.88999939,57.90000153,42.09999847
Louisiana,LA,1968,P,LA68H,2,PW091,52970,48399,63190,0,0,164559,o,6.210000038,10220,32.18999863,29.40999985,38.40000153,60,40
Louisiana,LA,1968,P,LA68H,3,PW091,40586,35279,59969,0,0,135834,o,14.27000046,19383,29.87999916,25.96999931,44.15000153,44,56
Louisiana,LA,1968,P,LA68H,4,PW091,30955,30877,59802,0,0,121634,o,23.71999931,28847,25.45000076,25.38999939,49.16999817,50.79999924,49.20000076
Louisiana,LA,1968,P,LA68H,5,PW091,28444,24318,66313,0,0,119075,O,31.79999924,37869,23.88999939,20.42000008,55.68999863,54.20000076,45.79999924
Louisiana,LA,1968,P,LA68H,6,PW091,38822,33394,86721,0,0,158937,O,30.12999916,47899,24.43000031,21.01000023,54.56000137,52.90000153,47.09999847
Louisiana,LA,1968,P,LA68H,7,PW091,37393,23651,64662,0,0,125706,O,21.69000053,27269,29.75,18.80999947,51.43999863,61.5,38.5
Louisiana,LA,1968,P,LA68H,8,PW091,41471,28693,72780,0,0,142944,O,21.90999985,31309,29.01000023,20.06999969,50.91999817,59.09999847,40.90000153
Massachusetts,MA,1968,P,MA68H,1,PW091,110313,71702,8546,0,0,190561,D,20.26000023,38611,57.88999939,37.63000107,4.480000019,60.59999847,39.40000153
Massachusetts,MA,1968,P,MA68H,2,PW091,114520,56157,9000,0,0,179677,D,32.49000168,58363,63.74000168,31.25,5.010000229,67.09999847,32.90000153
Massachusetts,MA,1968,P,MA68H,3,PW091,124927,67648,5051,0,0,197626,D,28.97999954,57279,63.20999908,34.22999954,2.559999943,64.90000153,35.09999847
Massachusetts,MA,1968,P,MA68H,4,PW091,127882,70871,5725,0,0,204478,D,27.87999916,57011,62.54000092,34.65999985,2.799999952,64.30000305,35.70000076
Massachusetts,MA,1968,P,MA68H,5,PW091,134795,70760,6869,0,0,212424,D,30.14999962,64035,63.45999908,33.31000137,3.230000019,65.59999847,34.40000153
Massachusetts,MA,1968,P,MA68H,6,PW091,128141,79134,6734,0,0,214009,D,22.89999962,49007,59.88000107,36.97999954,3.150000095,61.79999924,38.20000076
Massachusetts,MA,1968,P,MA68H,7,PW091,134490,60258,6619,0,0,201367,D,36.86999893,74232,66.79000092,29.92000008,3.289999962,69.09999847,30.89999962
Massachusetts,MA,1968,P,MA68H,8,PW091,119205,32246,5547,0,0,156998,D,55.38999939,86959,75.93000031,20.54000092,3.529999971,78.69999695,21.29999924
Massachusetts,MA,1968,P,MA68H,9,PW091,93954,18984,7555,0,0,120493,D,62.20999908,74970,77.97000122,15.76000023,6.269999981,83.19999695,16.79999924
Massachusetts,MA,1968,P,MA68H,10,PW091,122626,80088,6863,0,0,209577,D,20.29999924,42538,58.50999832,38.20999908,3.269999981,60.5,39.5
Massachusetts,MA,1968,P,MA68H,11,PW091,139835,63338,10066,0,0,213239,D,35.88000107,76497,65.58000183,29.70000076,4.71999979,68.80000305,31.20000076
Massachusetts,MA,1968,P,MA68H,12,PW091,118184,95259,8504,0,0,221947,D,10.32999992,22925,53.25,42.91999817,3.829999924,55.40000153,44.59999847
Maryland,MD,1968,P,MD68H,1,PW091,43139,64792,30667,0,0,138598,r,15.61999989,21653,31.12999916,46.75,22.12999916,40,60
Maryland,MD,1968,P,MD68H,2,PW091,52384,81707,24248,0,0,158339,R,18.52000046,29323,33.08000183,51.59999847,15.31000042,39.09999847,60.90000153
Maryland,MD,1968,P,MD68H,3,PW091,56078,31373,21423,0,0,108874,D,22.69000053,24705,51.50999832,28.81999969,19.68000031,64.09999847,35.90000153
Maryland,MD,1968,P,MD68H,4,PW091,59866,53272,14517,0,0,127655,d,5.170000076,6594,46.90000153,41.72999954,11.36999989,52.90000153,47.09999847
Maryland,MD,1968,P,MD68H,5,PW091,75771,77914,36040,0,0,189725,r,1.129999995,2143,39.93999863,41.06999969,19,49.29999924,50.70000076
Maryland,MD,1968,P,MD68H,6,PW091,52978,77686,23667,0,0,154331,R,16.01000023,24708,34.33000183,50.34000015,15.34000015,40.5,59.5
Maryland,MD,1968,P,MD68H,7,PW091,97023,35116,10399,0,0,142538,D,43.43000031,61907,68.06999969,24.63999939,7.300000191,73.40000153,26.60000038
Maryland,MD,1968,P,MD68H,8,PW091,96344,90507,16989,0,0,203840,d,2.859999895,5837,47.25999832,44.40000153,8.329999924,51.59999847,48.40000153
Maine,ME,1968,P,ME68H,1,PW091,112843,88406,3390,0,0,204639,D,11.93999958,24437,55.13999939,43.20000076,1.659999967,56.09999847,43.90000153
Maine,ME,1968,P,ME68H,2,PW091,104469,80848,2980,0,0,188297,D,12.53999996,23621,55.47999954,42.93999863,1.580000043,56.40000153,43.59999847
Michigan,MI,1968,P,MI68H,1,PW091,134437,16655,5743,0,0,156835,D,75.09999847,117782,85.72000122,10.61999989,3.660000086,89,11
Michigan,MI,1968,P,MI68H,2,PW091,74021,85262,18158,0,0,177441,r,6.329999924,11241,41.72000122,48.04999924,10.22999954,46.5,53.5
Michigan,MI,1968,P,MI68H,3,PW091,66035,95522,18244,0,0,179801,R,16.39999962,29487,36.72999954,53.13000107,10.14999962,40.90000153,59.09999847
Michigan,MI,1968,P,MI68H,4,PW091,55196,90599,20442,0,0,166237,R,21.29999924,35403,33.20000076,54.5,12.30000019,37.90000153,62.09999847
Michigan,MI,1968,P,MI68H,5,PW091,67946,94435,12845,0,0,175226,R,15.10999966,26489,38.77999878,53.88999939,7.329999924,41.79999924,58.20000076
Michigan,MI,1968,P,MI68H,6,PW091,66322,88645,15113,0,0,170080,R,13.13000011,22323,38.99000168,52.11999893,8.890000343,42.79999924,57.20000076
Michigan,MI,1968,P,MI68H,7,PW091,80373,72814,26620,0,0,179807,d,4.199999809,7559,44.70000076,40.5,14.80000019,52.5,47.5
Michigan,MI,1968,P,MI68H,8,PW091,60015,87375,16719,0,0,164109,R,16.67000008,27360,36.56999969,53.24000168,10.18999958,40.70000076,59.29999924
Michigan,MI,1968,P,MI68H,9,PW091,61539,100798,14763,0,0,177100,R,22.17000008,39259,34.75,56.91999817,8.340000153,37.90000153,62.09999847
Michigan,MI,1968,P,MI68H,10,PW091,63392,93778,13043,0,0,170213,R,17.85000038,30386,37.24000168,55.09000015,7.659999847,40.29999924,59.70000076
Michigan,MI,1968,P,MI68H,11,PW091,79327,78025,9241,0,0,166593,d,0.779999971,1302,47.61999893,46.84000015,5.550000191,50.40000153,49.59999847
Michigan,MI,1968,P,MI68H,12,PW091,115903,63837,29634,0,0,209374,D,24.87000084,52066,55.36000061,30.48999977,14.14999962,64.5,35.5
Michigan,MI,1968,P,MI68H,13,PW091,88625,11302,5313,0,0,105240,D,73.47000122,77323,84.20999908,10.73999977,5.050000191,88.69999695,11.30000019
Michigan,MI,1968,P,MI68H,14,PW091,96737,59930,20717,0,0,177384,D,20.75,36807,54.54000092,33.79000092,11.68000031,61.70000076,38.29999924
Michigan,MI,1968,P,MI68H,15,PW091,93045,47202,27022,0,0,167269,D,27.40999985,45843,55.63000107,28.21999931,16.14999962,66.30000305,33.70000076
Michigan,MI,1968,P,MI68H,16,PW091,95603,43432,20268,0,0,159303,D,32.75,52171,60.00999832,27.26000023,12.72000027,68.80000305,31.20000076
Michigan,MI,1968,P,MI68H,17,PW091,106860,55093,17695,0,0,179648,D,28.80999947,51767,59.47999954,30.67000008,9.850000381,66,34
Michigan,MI,1968,P,MI68H,18,PW091,102817,100114,17150,0,0,220081,d,1.230000019,2703,46.72000122,45.49000168,7.789999962,50.70000076,49.29999924
Michigan,MI,1968,P,MI68H,19,PW091,84889,85847,23238,0,0,193974,r,0.5,958,43.75999832,44.25999832,11.97999954,49.70000076,50.29999924
Minnesota,MN,1968,P,MN68H,1,PW091,102299,98996,8056,0,0,209351,d,1.570000052,3303,48.86000061,47.29000092,3.849999905,50.79999924,49.20000076
Minnesota,MN,1968,P,MN68H,2,PW091,74900,88725,7416,0,0,171041,R,8.079999924,13825,43.79000092,51.86999893,4.340000153,45.79999924,54.20000076
Minnesota,MN,1968,P,MN68H,3,PW091,136013,116344,10277,0,0,262634,D,7.489999771,19669,51.79000092,44.29999924,3.910000086,53.90000153,46.09999847
Minnesota,MN,1968,P,MN68H,4,PW091,139017,74989,10070,0,0,224076,D,28.56999969,64028,62.04000092,33.47000122,4.489999771,65,35
Minnesota,MN,1968,P,MN68H,5,PW091,114721,70016,8455,0,0,193192,D,23.13999939,44705,59.38000107,36.24000168,4.380000114,62.09999847,37.90000153
Minnesota,MN,1968,P,MN68H,6,PW091,95102,82894,9398,0,0,187394,D,6.510000229,12208,50.75,44.24000168,5.019999981,53.40000153,46.59999847
Minnesota,MN,1968,P,MN68H,7,PW091,77796,76302,8190,0,0,162288,d,0.920000017,1494,47.93999863,47.02000046,5.050000191,50.5,49.5
Minnesota,MN,1968,P,MN68H,8,PW091,117890,50377,7069,0,0,175336,D,38.50999832,67513,67.23999786,28.72999954,4.03000021,70.09999847,29.89999962
Missouri,MO,1968,P,MO68H,1,PW091,91914,26175,9231,0,0,127320,D,51.63000107,65739,72.19000244,20.55999947,7.25,79.19999695,20.79999924
Missouri,MO,1968,P,MO68H,2,PW091,96444,102712,19552,0,0,218708,r,2.859999895,6268,44.09999847,46.95999908,8.93999958,48.40000153,51.59999847
Missouri,MO,1968,P,MO68H,3,PW091,74480,52475,18245,0,0,145200,D,15.14999962,22005,51.29000092,36.13999939,12.56999969,59.20000076,40.79999924
Missouri,MO,1968,P,MO68H,4,PW091,74167,86213,24933,0,0,185313,r,6.5,12046,40.02000046,46.52000046,13.44999981,45.70000076,54.29999924
