year,state,ecvotes,dem,rep,other,whig,lib,green,independent,reform,socialist,progressive,prohibition,populist,greenback,amerind,dixiecrat,constitution,southdem,whigwhite,whigwebster,whigamer,freesoil,liberty
1984,Wisconsin,11,995847,1198800,17369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,Wyoming,3,53370,133241,2357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Alabama,9,549506,815576,13394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Alaska,3,72584,119251,8281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Arizona,7,454029,702541,15303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Arkansas,6,349237,466578,11923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,California,47,4702233,5054917,129914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Colorado,8,621453,728177,22764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Connecticut,8,676584,750241,16569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Delaware,3,108647,139639,1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,D. C.,3,159407,27590,5880,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Florida,21,1656701,2618885,26727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Georgia,12,714792,1081331,13549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Hawaii,4,192364,158625,3472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Idaho,4,147272,253881,7815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Illinois,24,2215940,2310939,32241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Indiana,12,860643,1297763,10215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Iowa,8,670557,545355,9702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Kansas,7,422636,554049,16359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Kentucky,9,580368,734281,7868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Louisiana,10,717460,883702,27040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Maine,4,243569,307131,4335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Maryland,10,826304,876167,11887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Massachusetts,13,1401406,1194644,36755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Michigan,20,1675783,1965486,27894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Minnesota,10,1109471,962337,24982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Mississippi,7,363921,557890,9716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Missouri,11,1001619,1084953,6656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Montana,4,168936,190412,6326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Nebraska,5,259646,398447,4279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Nevada,4,132738,206040,11289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,New Hampshire,4,163696,281537,5292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,New Jersey,16,1320352,1743192,36009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,New Mexico,5,244497,270341,6449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,New York,36,3347882,3081871,55930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,North Carolina,13,890167,1237258,6945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,North Dakota,3,127739,166559,2963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Ohio,23,1939629,2416549,37521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Oklahoma,8,483423,678367,9246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Oregon,7,616206,560126,25362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Pennsylvania,25,2194944,2300087,41220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Rhode Island,4,225123,177761,1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,South Carolina,8,370554,606443,9012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,South Dakota,3,145560,165415,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Tennessee,11,679794,947233,9223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Texas,29,2352748,3036829,37833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Utah,5,207343,428442,11223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Vermont,3,115775,124331,3227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Virginia,12,859799,1309162,22648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Washington,10,933516,903835,27902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,West Virginia,6,341016,310065,2230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Wisconsin,11,1126794,1047499,17315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Wyoming,3,67113,106867,2571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Alabama,9,690080,804283,10588,NA,NA,NA,183109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Alaska,3,78294,102000,4731,NA,NA,NA,73481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Arizona,8,543050,572086,18129,NA,NA,NA,353741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Arkansas,6,505823,337324,8374,NA,NA,NA,99132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,California,54,5121325,3630574,83816,NA,NA,NA,2296006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Colorado,8,629681,562850,10639,NA,NA,NA,366010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Connecticut,8,682318,578313,6930,NA,NA,NA,348771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Delaware,3,126054,102313,2155,NA,NA,NA,59213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,D. C.,3,192619,20698,4574,NA,NA,NA,9681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Florida,25,2072698,2173310,15317,NA,NA,NA,1053067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Georgia,13,1008966,995252,7258,NA,NA,NA,309657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Hawaii,4,179310,136822,3707,NA,NA,NA,53003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Idaho,4,137013,202645,12089,NA,NA,NA,130395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Illinois,22,2453350,1734096,22196,NA,NA,NA,840515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Indiana,12,848420,989375,12142,NA,NA,NA,455934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Iowa,7,586353,504891,9895,NA,NA,NA,253468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Kansas,6,390434,449951,4493,NA,NA,NA,312358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Kentucky,8,665104,617178,6674,NA,NA,NA,203944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Louisiana,9,815971,733386,29182,NA,NA,NA,211478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Maine,4,263420,206504,2755,NA,NA,NA,206820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Maryland,10,988571,707094,7967,NA,NA,NA,281414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Massachusetts,12,1318662,805049,17551,NA,NA,NA,632312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Michigan,18,1871182,1554940,23738,NA,NA,NA,824813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Minnesota,10,1020997,747841,16604,NA,NA,NA,562506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Mississippi,7,400258,487793,8116,NA,NA,NA,85626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Missouri,11,1053873,811159,7792,NA,NA,NA,518741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Montana,3,154507,144207,4672,NA,NA,NA,107225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Nebraska,5,217344,344346,2906,NA,NA,NA,174687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Nevada,4,189148,175828,8762,NA,NA,NA,132580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,New Hampshire,4,209040,202484,5084,NA,NA,NA,121337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,New Jersey,15,1436206,1356865,28694,NA,NA,NA,521829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,New Mexico,5,261617,212824,3650,NA,NA,NA,91895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,New York,33,3444450,2346649,45105,NA,NA,NA,1090721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,North Carolina,14,1114042,1134661,5283,NA,NA,NA,357864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,North Dakota,3,99168,136244,1637,NA,NA,NA,71084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Ohio,21,1984942,1894310,24286,NA,NA,NA,1036426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Oklahoma,8,473066,592929,4486,NA,NA,NA,319878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Oregon,7,621314,475757,11481,NA,NA,NA,354091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Pennsylvania,23,2239164,1791841,26138,NA,NA,NA,902667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Rhode Island,4,213299,131601,3533,NA,NA,NA,105045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,South Carolina,8,479514,577507,6634,NA,NA,NA,138872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,South Dakota,3,124888,136718,1353,NA,NA,NA,73295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Tennessee,11,933521,841300,7849,NA,NA,NA,199968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Texas,32,2281815,2496071,21351,NA,NA,NA,1354781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Utah,5,183429,322632,34608,NA,NA,NA,203400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Vermont,3,133592,88122,1996,NA,NA,NA,65991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Virginia,13,1038650,1150517,20859,NA,NA,NA,348639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Washington,11,993037,731234,22179,NA,NA,NA,541780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,West Virginia,5,331001,241974,1907,NA,NA,NA,108829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Wisconsin,11,1041066,930855,14714,NA,NA,NA,544479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Wyoming,3,68160,79347,1855,NA,NA,NA,51263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Alabama,9,662165,769044,10991,NA,NA,NA,NA,92149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Alaska,3,80380,122746,12161,NA,NA,NA,NA,26333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Arizona,8,653288,622073,16972,NA,NA,NA,NA,112072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Arkansas,6,475171,325416,13791,NA,NA,NA,NA,69884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,California,54,5119835,3828380,373422,NA,NA,NA,NA,697847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Colorado,8,671152,691848,48075,NA,NA,NA,NA,99629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Connecticut,8,735740,483109,34242,NA,NA,NA,NA,139523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Delaware,3,140355,99062,2948,NA,NA,NA,NA,28719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,D. C.,3,158220,17339,6556,NA,NA,NA,NA,3611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Florida,25,2546870,2244536,28518,NA,NA,NA,NA,483870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Georgia,13,1053849,1080843,18042,NA,NA,NA,NA,146337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Hawaii,4,205012,113943,13807,NA,NA,NA,NA,27358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Idaho,4,165443,256595,7163,NA,NA,NA,NA,62518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Illinois,22,2341744,1587021,36218,NA,NA,NA,NA,346408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Indiana,12,887424,1006693,17426,NA,NA,NA,NA,224299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Iowa,7,620258,492644,16014,NA,NA,NA,NA,105159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Kansas,6,387659,583245,10757,NA,NA,NA,NA,92639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Kentucky,8,636614,623283,8415,NA,NA,NA,NA,120396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Louisiana,9,927837,712586,20243,NA,NA,NA,NA,123293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Maine,4,312788,186378,20761,NA,NA,NA,NA,85970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Maryland,10,966207,681530,17321,NA,NA,NA,NA,115812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Massachusetts,12,1571763,718107,39698,NA,NA,NA,NA,227217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Michigan,18,1989653,1481212,41309,NA,NA,NA,NA,336670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Minnesota,10,1120438,766476,48022,NA,NA,NA,NA,257704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Mississippi,7,394022,439838,7775,NA,NA,NA,NA,52222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Missouri,11,1025935,890016,24926,NA,NA,NA,NA,217188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Montana,3,167922,179652,4458,NA,NA,NA,NA,55229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Nebraska,5,236761,363467,5909,NA,NA,NA,NA,71278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Nevada,4,203974,199244,17075,NA,NA,NA,NA,43986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,New Hampshire,4,246214,196532,8039,NA,NA,NA,NA,48390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,New Jersey,15,1652329,1103078,58266,NA,NA,NA,NA,262134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,New Mexico,5,273495,232751,17571,NA,NA,NA,NA,32257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,New York,33,3756177,1933492,123002,NA,NA,NA,NA,503458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,North Carolina,14,1107849,1225938,13961,NA,NA,NA,NA,168059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,North Dakota,3,106905,125050,1941,NA,NA,NA,NA,32515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Ohio,21,2148222,1859883,43122,NA,NA,NA,NA,483207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Oklahoma,8,488105,582315,5505,NA,NA,NA,NA,130788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Oregon,7,649641,538152,68746,NA,NA,NA,NA,121221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Pennsylvania,23,2215819,1801169,58146,NA,NA,NA,NA,430984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Rhode Island,4,233050,104683,8828,NA,NA,NA,NA,43723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,South Carolina,8,504051,573458,7562,NA,NA,NA,NA,64386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,South Dakota,3,139333,150543,2700,NA,NA,NA,NA,31250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Tennessee,11,909146,863530,15511,NA,NA,NA,NA,105918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Texas,32,2459683,2736167,37257,NA,NA,NA,NA,378537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Utah,5,221633,361911,15624,NA,NA,NA,NA,66461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Vermont,3,137894,80352,9179,NA,NA,NA,NA,31024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Virginia,13,1091060,1138350,27371,NA,NA,NA,NA,159861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Washington,11,1123323,840712,88799,NA,NA,NA,NA,201003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,West Virginia,5,327812,233946,3062,NA,NA,NA,NA,71639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Wisconsin,11,1071971,845029,51830,NA,NA,NA,NA,227339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Wyoming,3,77934,105388,2321,NA,NA,NA,NA,25928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Alabama,9,695602,944409,14191,NA,NA,18349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Alaska,3,79004,167398,10411,NA,NA,28747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Arizona,8,685341,781652,21475,NA,NA,45645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Arkansas,6,422768,472940,12652,NA,NA,13421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,California,54,5861203,4567429,118517,NA,NA,418707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Colorado,8,738227,883745,27959,NA,NA,91434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Connecticut,8,816015,561094,17964,NA,NA,64452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Delaware,3,180068,137288,1959,NA,NA,8307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,D. C.,3,171923,18073,1322,NA,NA,10576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Florida,25,2912253,2912790,40579,NA,NA,97488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Georgia,13,1116230,1419720,47422,NA,NA,13432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Hawaii,4,205286,137845,3197,NA,NA,21623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Idaho,4,138637,336937,13755,NA,NA,12292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Illinois,22,2589026,2019421,29917,NA,NA,103759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Indiana,12,901980,1245836,32955,NA,NA,18531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Iowa,7,638517,634373,13299,NA,NA,29374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Kansas,6,399276,622332,14522,NA,NA,36086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Kentucky,8,638898,872492,9605,NA,NA,23192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Louisiana,9,792344,927871,24968,NA,NA,20473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Maine,4,319951,286616,8123,NA,NA,37127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Maryland,10,1145782,813797,12133,NA,NA,53768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Massachusetts,12,1616487,878502,34431,NA,NA,173564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Michigan,18,2170418,1953139,24989,NA,NA,84165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Minnesota,10,1168266,1109659,34064,NA,NA,126696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Mississippi,7,404964,573230,8606,NA,NA,8126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
