st,district,year,rep,dem,other,total
CT,6,1976,126005,115119,,241124
DE,1,1976,109780,122559,,232339
FL,1,1976,91674,89170,,180844
FL,2,1976,71806,120425,,192231
FL,3,1976,48756,87760,,136516
FL,4,1976,100991,115332,,216323
FL,5,1976,126229,125649,,251878
FL,6,1976,118337,115795,,234132
FL,7,1976,74570,88612,,163182
FL,8,1976,103271,93597,,196868
FL,9,1976,95392,82809,,178201
FL,10,1976,146879,122899,,269778
FL,11,1976,130829,128416,,259245
FL,12,1976,97867,112477,,210344
FL,13,1976,65888,130805,,196693
FL,14,1976,58863,76357,,135220
FL,15,1976,91053,108295,,199348
GA,1,1976,49282,88992,,138274
GA,2,1976,39456,88250,,127706
GA,3,1976,36878,82639,,119517
GA,4,1976,70912,94920,,165832
GA,5,1976,47204,98102,,145306
GA,6,1976,51181,106430,,157611
GA,7,1976,56820,102093,,158913
GA,8,1976,37348,110789,,148137
GA,9,1976,48169,117461,,165630
GA,10,1976,46493,89733,,136226
HI,1,1976,67234,65337,,132571
HI,2,1976,72769,82018,,154787
ID,1,1976,101793,68459,,170252
ID,2,1976,102358,58090,,160448
IL,1,1976,13817,130882,,144699
IL,2,1976,28498,137384,,165882
IL,3,1976,121448,88240,,209688
IL,4,1976,131038,80530,,211568
IL,5,1976,57147,113899,,171046
IL,6,1976,116398,78144,,194542
IL,7,1976,21836,91956,,113792
IL,8,1976,43152,100266,,143418
IL,9,1976,77057,105493,,182550
IL,10,1976,138449,89608,,228057
IL,11,1976,111064,103637,,214701
IL,12,1976,157389,70460,,227849
IL,13,1976,109215,64623,,173838
IL,14,1976,168314,68222,,236536
IL,15,1976,115849,78766,,194615
IL,16,1976,108790,76448,,185238
IL,17,1976,110999,88195,,199194
IL,18,1976,113592,88371,,201963
IL,19,1976,105234,90524,,195758
IL,20,1976,99738,89300,,189038
IL,21,1976,106554,85545,,192099
IL,22,1976,111465,104967,,216432
IL,23,1976,69486,100616,,170102
IL,24,1976,109391,127696,,237087
IN,1,1976,68428,108388,,176816
IN,2,1976,132805,83381,,216186
IN,3,1976,98139,84017,,182156
IN,4,1976,118239,79908,,198147
IN,5,1976,119475,89307,,208782
IN,6,1976,113083,80098,,193181
IN,7,1976,111589,100362,,211951
IN,8,1976,110108,110693,,220801
IN,9,1976,101335,105561,,206896
IN,10,1976,105448,86375,,191823
IN,11,1976,104572,86916,,191488
IA,1,1976,105060,104675,,209735
IA,2,1976,103383,101530,,204913
IA,3,1976,108563,101443,,210006
IA,4,1976,98765,116438,,215203
IA,5,1976,107605,103483,,211088
IA,6,1976,109482,92362,,201844
KS,1,1976,106533,91355,,197888
KS,2,1976,97156,78881,,176037
KS,3,1976,110892,79674,,190566
KS,4,1976,89201,85681,,174882
KS,5,1976,95763,92164,,187927
KY,1,1976,55462,110686,,166148
KY,2,1976,65476,81529,,147005
KY,3,1976,63690,79407,,143097
KY,4,1976,104266,77963,,182229
KY,5,1976,97001,73330,,170331
KY,6,1976,77765,88195,,165960
KY,7,1976,66890,104213,,171103
LA,1,1976,78928,83061,,161989
LA,2,1976,54014,67964,,121978
LA,3,1976,92277,76664,,168941
LA,4,1976,78365,66125,,144490
LA,5,1976,84131,81204,,165335
LA,6,1976,74781,90224,,165005
LA,7,1976,65387,101186,,166573
LA,8,1976,59137,94900,,154037
ME,1,1976,127019,123598,,250617
ME,2,1976,109301,108681,,217982
MD,1,1976,87481,85106,,172587
MD,2,1976,109176,101830,,211006
MD,3,1976,78442,83341,,161783
MD,4,1976,86352,86532,,172884
MD,5,1976,58086,82660,,140746
MD,6,1976,112380,92682,,205062
MD,7,1976,22795,101341,,124136
MD,8,1976,117949,126116,,244065
MA,1,1976,88051,124042,,212093
MA,2,1976,74953,116757,,191710
MA,3,1976,80584,125450,,206034
MA,4,1976,88613,117919,,206532
MA,5,1976,87340,125892,,213232
MA,6,1976,97834,119963,,217797
MA,7,1976,86572,126935,,213507
MA,8,1976,62247,117446,,179693
MA,9,1976,69631,90048,,159679
MA,10,1976,95210,118890,,214100
MA,11,1976,80004,113549,,193553
MA,12,1976,119237,132554,,251791
MI,1,1976,12618,121815,,134433
MI,2,1976,109460,90984,,200444
MI,3,1976,119812,80137,,199949
MI,4,1976,111830,77086,,188916
MI,5,1976,141655,67423,,209078
MI,6,1976,120079,84753,,204832
MI,7,1976,84998,93377,,178375
MI,8,1976,105159,84198,,189357
MI,9,1976,139170,78084,,217254
MI,10,1976,129329,90223,,219552
MI,11,1976,103331,98653,,201984
MI,12,1976,104379,87787,,192166
MI,13,1976,10654,82895,,93549
MI,14,1976,87498,82896,,170394
MI,15,1976,81619,91412,,173031
MI,16,1976,75048,93021,,168069
MI,17,1976,87946,87311,,175257
MI,18,1976,109551,93705,,203256
MI,19,1976,132349,76909,,209258
MN,1,1976,117565,125615,,243180
MN,2,1976,123435,125615,,249050
MN,3,1976,124439,120201,,244640
MN,4,1976,85922,133051,,218973
MN,5,1976,76940,134503,,211443
MN,6,1976,104667,140420,,245087
MN,7,1976,102520,135192,,237712
MN,8,1976,83325,161172,,244497
MS,1,1976,56974,91615,,148589
MS,2,1976,61511,69152,,130663
MS,3,1976,82515,79021,,161536
MS,4,1976,86002,70260,,156262
MS,5,1976,80024,71261,,151285
MO,1,1976,38903,95153,,134056
MO,2,1976,124204,95108,,219312
MO,3,1976,90574,85741,,176315
MO,4,1976,100517,108477,,208994
MO,5,1976,60538,87965,,148503
MO,6,1976,99618,107977,,207595
MO,7,1976,114881,103297,,218178
MO,8,1976,105449,93354,,198803
MO,9,1976,109684,108189,,217873
MO,10,1976,80655,108223,,188878
MT,1,1976,90124,77885,,168009
MT,2,1976,83579,71374,,154953
NE,1,1976,116030,81590,,197620
NE,2,1976,114991,75884,,190875
NE,3,1976,128198,75813,,204011
NV,1,1976,101273,92479,,193752
NH,1,1976,95003,72778,,167781
NH,2,1976,90932,74857,,165789
NJ,1,1976,82661,112500,,195161
NJ,2,1976,120914,123144,,244058
NJ,3,1976,118767,93283,,212050
NJ,4,1976,83561,97112,,180673
NJ,5,1976,128276,88004,,216280
NJ,6,1976,115807,108251,,224058
NJ,7,1976,129847,93764,,223611
NJ,8,1976,86402,79546,,165948
NJ,9,1976,116058,96933,,212991
NJ,10,1976,31267,82612,,113879
NJ,11,1976,104888,98038,,202926
NJ,12,1976,106127,91007,,197134
NJ,13,1976,127723,87608,,215331
NJ,14,1976,70173,91375,,161548
NJ,15,1976,87830,101616,,189446
NM,1,1976,116334,113197,,229531
NM,2,1976,95085,87951,,183036
NY,1,1976,117277,98409,,215686
NY,2,1976,90243,75033,,165276
NY,3,1976,105322,88901,,194223
NY,4,1976,103663,98788,,202451
NY,5,1976,107909,100782,,208691
NY,6,1976,99497,97676,,197173
NY,7,1976,38888,98095,,136983
NY,8,1976,52024,104158,,156182
NY,9,1976,75415,63412,,138827
NY,10,1976,56741,75681,,132422
NY,11,1976,39937,93240,,133177
NY,12,1976,10513,49550,,60063
NY,13,1976,44176,112044,,156220
NY,14,1976,11735,63370,,75105
NY,15,1976,62787,62332,,125119
NY,16,1976,35378,88016,,123394
NY,17,1976,68723,83301,,152024
NY,18,1976,63441,108478,,171919
NY,19,1976,14642,99111,,113753
NY,20,1976,32250,105995,,138245
NY,21,1976,4677,45749,,50426
NY,22,1976,29723,96891,,126614
NY,23,1976,82078,90623,,172701
NY,24,1976,101587,90227,,191814
NY,25,1976,118585,86387,,204972
NY,26,1976,106176,92098,,198274
NY,27,1976,108821,88806,,197627
NY,28,1976,113858,107602,,221460
NY,29,1976,136099,86951,,223050
NY,30,1976,104481,75006,,179487
NY,31,1976,107363,84661,,192024
NY,32,1976,117652,75658,,193310
NY,33,1976,115166,75263,,190429
NY,34,1976,112816,86580,,199396
NY,35,1976,111399,85502,,196901
NY,36,1976,102268,88064,,190332
NY,37,1976,55021,95413,,150434
NY,38,1976,122219,98494,,220713
NY,39,1976,106803,77776,,184579
NC,2,1976,51543,81050,,132593
NC,3,1976,48186,68612,,116798
NC,4,1976,81852,85541,,167393
NC,5,1976,89368,92010,,181378
NC,6,1976,67483,77610,,145093
NC,7,1976,40560,81207,,121767
NC,8,1976,69653,85084,,154737
NC,9,1976,79970,85955,,165925
NC,10,1976,76532,90939,,167471
NC,11,1976,84061,99854,,183915
ND,1,1976,153470,136078,,289548
OH,1,1976,98225,69422,,167647
OH,2,1976,107931,63640,,171571
OH,3,1976,74128,78920,,153048
OH,4,1976,104313,70588,,174901
OH,5,1976,104202,83765,,187967
OH,6,1976,91352,86984,,178336
OH,7,1976,86785,75152,,161937
OH,8,1976,92736,77534,,170270
OH,9,1976,71254,98925,,170179
OH,10,1976,96410,92461,,188871
OH,11,1976,83674,92298,,175972
OH,12,1976,105978,84360,,190338
OH,13,1976,79351,94309,,173660
OH,14,1976,61167,103094,,164261
OH,15,1976,99481,69123,,168604
OH,16,1976,90463,83776,,174239
OH,17,1976,92348,78041,,170389
OH,18,1976,86513,106448,,192961
OH,19,1976,69063,112185,,181248
OH,20,1976,50457,83949,,134406
OH,21,1976,17904,107813,,125717
OH,22,1976,100076,99195,,199271
OH,23,1976,110590,84525,,195115
OK,1,1976,114485,71288,,185773
OK,2,1976,85974,101326,,187300
OK,3,1976,66439,117459,,183898
OK,4,1976,73168,85429,,158597
OK,5,1976,94535,68288,,162823
OK,6,1976,106437,86542,,192979
OR,1,1976,150482,120319,,270801
OR,2,1976,124597,118068,,242665
OR,3,1976,100236,122743,,222979
OR,4,1976,116717,129306,,246023
PA,1,1976,50923,122695,,173618
PA,2,1976,31264,128921,,160185
PA,3,1976,47471,101997,,149468
PA,4,1976,96820,129639,,226459
PA,5,1976,121190,77048,,198238
PA,6,1976,106431,37746,,144177
PA,7,1976,109441,93411,,202852
PA,8,1976,101845,89991,,191836
PA,9,1976,96867,66499,,163366
PA,10,1976,100938,97659,,198597
PA,11,1976,85292,101571,,186863
PA,12,1976,88382,91237,,179619
PA,13,1976,120746,89823,,210569
PA,14,1976,68088,98609,,166697
PA,15,1976,79821,89134,,168955
PA,16,1976,101642,56814,,158456
PA,17,1976,98920,73061,,171981
PA,18,1976,108001,90062,,198063
PA,19,1976,105544,70417,,175961
PA,20,1976,83713,102730,,186443
PA,21,1976,78965,92450,,171415
PA,22,1976,75161,103041,,178202
PA,23,1976,91276,77474,,168750
PA,24,1976,87411,95138,,182549
PA,25,1976,84138,97466,,181604
RI,1,1976,85061,113522,,198583
RI,2,1976,95702,112877,,208579
SC,1,1976,59939,70124,,130063
SC,2,1976,69827,76948,,146775
SC,3,1976,54640,78296,,132936
SC,4,1976,59555,63848,,123403
SC,5,1976,50328,77715,,128043
SC,6,1976,51860,83876,,135736
SD,1,1976,76758,78680,,155438
SD,2,1976,74747,68384,,143131
TN,1,1976,96233,83151,,179384
TN,2,1976,98032,94759,,192791
TN,3,1976,88578,96126,,184704
TN,4,1976,58441,124267,,182708
TN,5,1976,64543,110779,,175322
TN,6,1976,94314,104815,,199129
TN,7,1976,73714,100751,,174465
TN,8,1976,60114,111229,,171343
TX,1,1976,69297,104400,,173697
TX,2,1976,76438,105487,,181925
TX,3,1976,172909,65021,,237930
TX,4,1976,84734,87394,,172128
TX,5,1976,61251,68944,,130195
TX,6,1976,91676,95567,,187243
TX,7,1976,186190,66790,,252980
TX,8,1976,52248,89254,,141502
TX,9,1976,67280,97800,,165080
TX,10,1976,97640,115946,,213586
TX,11,1976,71096,94548,,165644
TX,12,1976,58562,74381,,132943
TX,13,1976,87302,85220,,172522
TX,14,1976,68780,95485,,164265
TX,15,1976,49873,94926,,144799
TX,16,1976,60264,59349,,119613
TX,17,1976,71103,95482,,166585
TX,18,1976,26606,82608,,109214
TX,19,1976,93985,68836,,162821
TX,20,1976,26711,77691,,104402
TX,21,1976,127268,85953,,213221
TX,22,1976,95998,95479,,191477
TX,23,1976,57139,83251,,140390
TX,24,1976,60373,75161,,135534
UT,1,1976,170399,82741,,253140
UT,2,1976,167509,99369,,266878
VT,1,1976,100387,78789,,179176
VA,1,1976,75601,80485,,156086
VA,2,1976,60261,62494,,122755
VA,3,1976,101624,77387,,179011
VA,4,1976,62961,89112,,152073
VA,5,1976,82011,75894,,157905
VA,6,1976,85448,82077,,167525
VA,7,1976,96884,79319,,176203
VA,8,1976,83943,78914,,162857
VA,9,1976,79376,90065,,169441
VA,10,1976,100521,92341,,192862
WA,1,1976,126588,104738,,231326
WA,2,1976,116274,107031,,223305
WA,3,1976,105441,113587,,219028
WA,4,1976,111182,93783,,204965
WA,5,1976,114988,91796,,206784
WA,6,1976,103846,106107,,209953
WA,7,1976,99388,100271,,199659
WV,1,1976,84374,105377,,189751
WV,2,1976,84374,105377,,189751
WV,3,1976,81613,111688,,193301
WV,4,1976,62505,105407,,167912
WI,1,1976,107457,106274,,213731
WI,2,1976,113143,125639,,238782
WI,3,1976,119607,121904,,241511
WI,4,1976,97686,119386,,217072
WI,5,1976,68240,116332,,184572
WI,6,1976,118126,108920,,227046
WI,7,1976,105666,134210,,239876
WI,8,1976,122174,105904,,228078
WI,9,1976,152888,101663,,254551
WY,1,1976,92717,62239,,154956
AL,1,1980,107659,77758,1969,187386
AL,2,1980,99583,83717,1991,185291
AL,3,1980,81520,90029,2063,173612
AL,4,1980,95402,108327,1627,205356
AL,5,1980,72831,96169,3746,172746
AL,6,1980,104374,82538,3040,189952
AL,7,1980,90008,97158,2004,189170
AK,1,1980,86112,41842,11155,139109
AZ,1,1980,118001,51119,16390,185510
AZ,2,1980,111164,75694,27721,214579
AZ,3,1980,148411,60656,15468,224535
AZ,4,1980,151495,58941,16784,227220
AR,1,1980,79426,93654,3588,176668
AR,2,1980,95148,103040,7317,205505
AR,3,1980,150405,96831,8365,255601
AR,4,1980,78185,104516,3198,185899
CA,1,1980,158846,88189,22249,269284
CA,2,1980,132531,95971,27869,256371
CA,3,1980,118841,99225,23357,241423
CA,4,1980,103541,86427,20295,210263
CA,5,1980,80930,91480,26904,199314
CA,6,1980,50967,81691,16502,149160
CA,7,1980,113690,90975,21827,226492
CA,8,1980,65088,106500,22813,194401
CA,9,1980,77897,75961,15400,169258
CA,20,1980,116697,67044,20802,204543
CA,21,1980,80766,60172,12634,153572
CA,22,1980,116051,56067,13815,185933
CA,23,1980,100601,89053,22521,212175
CA,24,1980,65890,74435,13545,153870
CA,25,1980,27630,44131,5013,76774
CA,26,1980,111196,47638,11573,170407
CA,27,1980,125736,66220,20616,212572
CA,28,1980,36534,102516,7733,146783
CA,29,1980,17564,80696,2255,100515
CA,30,1980,48530,52905,6550,107985
CA,31,1980,39927,68544,5242,113713
CA,32,1980,64967,58065,8728,131760
CA,33,1980,114895,53102,11464,179461
CA,34,1980,123748,58974,15573,198295
CA,35,1980,124297,58017,14318,196632
CA,36,1980,92118,65274,13171,170563
CA,37,1980,149780,69594,14706,234080
CA,38,1980,109167,47995,11375,168537
CA,39,1980,170015,51811,16328,238154
CA,40,1980,225599,68255,24575,318429
CA,41,1980,138300,68347,27803,234450
CA,42,1980,79670,55380,12636,147686
CA,43,1980,232808,83335,28281,344424
CO,1,1980,81924,76017,27046,184987
CO,2,1980,145045,81064,35369,261478
CO,3,1980,106515,68918,13244,188677
CO,4,1980,155774,74714,29035,259523
CO,5,1980,157035,65175,25249,247459
CT,1,1980,89511,105401,33452,228364
CT,2,1980,108219,89252,33388,230859
CT,3,1980,117043,90454,23103,230600
CT,4,1980,110273,76569,20723,207565
CT,5,1980,133228,83705,26998,243931
CT,6,1980,118936,96351,34143,249430
DE,1,1980,111252,105754,16288,233294
FL,1,1980,126062,99637,4762,230461
FL,2,1980,91349,115951,9141,216441
FL,3,1980,72378,79369,3497,155244
FL,4,1980,149231,104021,8281,261533
FL,5,1980,201043,125344,13042,339429
FL,6,1980,146473,114195,14395,275063
FL,7,1980,100582,82344,8726,191652
FL,8,1980,142061,86314,8614,236989
FL,9,1980,126606,66280,9457,202343
FL,10,1980,241648,115194,15820,372662
FL,11,1980,197972,125797,22713,346482
FL,12,1980,140464,90856,19259,250579
FL,13,1980,79330,95384,15160,189874
FL,14,1980,73790,50720,9211,133721
FL,15,1980,119317,73261,21548,214126
GA,1,1980,61810,79860,2349,144019
GA,2,1980,57604,78073,1363,137040
GA,3,1980,47356,77017,2173,126546
GA,4,1980,81516,93288,7660,182464
GA,5,1980,51201,88548,5883,145632
GA,6,1980,86752,122387,4144,213283
GA,7,1980,85837,90632,4532,181001
GA,8,1980,53197,100073,2068,155338
GA,9,1980,88673,114933,3870,207476
GA,10,1980,60334,83867,3020,147221
HI,1,1980,58045,56298,14842,129185
HI,2,1980,72067,79581,17119,168767
ID,1,1980,141434,66316,16754,224504
ID,2,1980,149265,43876,10304,203445
IL,1,1980,6633,128426,3092,138151
IL,2,1980,20946,145205,3612,169763
IL,3,1980,109179,87091,12594,208864
IL,4,1980,130344,76622,18017,224983
IL,5,1980,44940,106568,6096,157604
IL,6,1980,91766,69003,14505,175274
IL,7,1980,17988,85999,3188,107175
IL,8,1980,32694,97057,5842,135593
IL,9,1980,57063,95175,18346,170584
IL,10,1980,120146,78426,28394,226966
IL,11,1980,91388,95039,14515,200942
IL,12,1980,158516,65143,28616,252275
IL,13,1980,116322,53507,17978,187807
IL,14,1980,182308,68991,29801,281100
IL,15,1980,141134,57919,19477,218530
IL,16,1980,184821,65855,35622,286298
IL,17,1980,120293,72365,12138,204796
IL,18,1980,135243,73463,14381,223087
IL,19,1980,117933,72573,13176,203682
IL,20,1980,169853,104156,13697,287706
IL,21,1980,113029,87652,21996,222677
IL,22,1980,137079,80436,9176,226691
IL,23,1980,80832,82375,6836,170043
IL,24,1980,131012,89611,8745,229368
IN,1,1980,68293,90663,6357,165313
IN,2,1980,146550,66410,14348,227308
IN,3,1980,122484,88535,14122,225141
IN,4,1980,125737,70264,15859,211860
IN,5,1980,127587,63911,9496,200994
IN,6,1980,123538,64836,8513,196887
IN,7,1980,113098,73774,10263,197135
IN,8,1980,124107,98026,9788,231921
IN,9,1980,117173,89450,7902,214525
IN,10,1980,132498,80620,10126,223244
IN,11,1980,99256,76146,8781,184183
IA,1,1980,105371,97431,22218,225020
IA,2,1980,106149,85681,20023,211853
IA,3,1980,115682,83485,17496,216663
IA,4,1980,105520,98326,21354,225200
IA,5,1980,122135,77523,19660,219318
IA,6,1980,121169,71226,14882,207277
KS,1,1980,134777,53845,11995,200617
KS,2,1980,102325,62464,13040,177829
KS,3,1980,112391,70039,18272,200702
KS,4,1980,109579,74935,15799,200313
KS,5,1980,115495,68847,9894,194236
KY,1,1980,81192,101091,2500,184783
KY,2,1980,88017,82335,3142,173494
KY,3,1980,56932,80370,4882,142184
KY,4,1980,116003,78914,7501,202418
KY,5,1980,121708,75712,2581,200001
KY,6,1980,89167,93179,8063,190409
KY,7,1980,81842,104596,2409,188847
LA,1,1980,100436,90636,3794,194866
LA,2,1980,63625,75187,3527,142339
LA,3,1980,124949,74724,4422,204095
LA,4,1980,96750,78745,1945,177440
LA,5,1980,107171,81524,1628,190323
LA,6,1980,109692,101252,4353,215297
LA,7,1980,103149,98122,4200,205471
LA,8,1980,89730,105241,2476,197447
ME,1,1980,126274,117613,30889,274776
ME,2,1980,112248,103361,22438,238047
MD,1,1980,104227,83894,11398,199519
MD,2,1980,103501,102508,18928,224937
MD,3,1980,59589,87965,10647,158201
MD,4,1980,94648,80702,13422,188772
MD,5,1980,55344,71759,11765,138868
MD,6,1980,128716,86833,17471,233020
MD,7,1980,14103,111554,4232,129889
MD,8,1980,120478,100946,31674,253098
MA,1,1980,85268,93495,34431,213194
MA,2,1980,86646,87560,28211,202417
MA,3,1980,81551,85914,27858,195323
MA,4,1980,83686,88488,34803,206977
MA,5,1980,97018,86302,33201,216521
MA,6,1980,97969,86256,38271,222496
MA,7,1980,90726,91189,30656,212571
MA,8,1980,56312,92707,28822,177841
MA,9,1980,64451,73906,21685,160042
MA,10,1980,67592,57584,23055,148231
MA,11,1980,84624,82538,25285,192447
MA,12,1980,161788,127873,56261,345922
MI,1,1980,5867,112907,1402,120176
MI,2,1980,100535,82977,20055,203567
MI,3,1980,116500,78228,20525,215253
MI,4,1980,122398,66802,11786,200986
MI,5,1980,127736,81566,19696,228998
MI,6,1980,114648,84711,24499,223858
MI,7,1980,84272,94837,12829,191938
MI,8,1980,112243,85019,13473,210735
MI,9,1980,140514,76224,14592,231330
MI,10,1980,136702,87373,19644,243719
MI,11,1980,121678,101478,15857,239013
MI,12,1980,123619,86172,15321,225112
MI,13,1980,5090,73593,1113,79796
MI,14,1980,79304,72151,9686,161141
MI,15,1980,89981,86621,11832,188434
MI,16,1980,76947,79784,10813,167544
MI,17,1980,72582,89835,11878,174295
MI,18,1980,101004,85575,15430,202009
MI,19,1980,156066,83506,21232,260804
MN,1,1980,118530,107960,21763,248253
MN,2,1980,134627,103035,22119,259781
MN,3,1980,118227,113429,27630,259286
MN,4,1980,78432,124166,23081,225679
MN,5,1980,63830,123562,26750,214142
MN,6,1980,131735,107458,18627,257820
MN,7,1980,132532,108610,16496,257638
MN,8,1980,92565,148783,18524,259872
MS,1,1980,74191,97650,3073,174914
MS,2,1980,70194,79717,1849,151760
MS,3,1980,98438,91930,2307,192675
MS,4,1980,94921,88623,2307,185851
MS,5,1980,103345,71281,2500,177126
MO,1,1980,31649,95628,5092,132369
MO,2,1980,127456,91777,12813,232046
MO,3,1980,94637,81774,8191,184602
MO,4,1980,118144,96968,7558,222670
MO,5,1980,56925,94512,8166,159603
MO,6,1980,112712,93933,8233,214878
MO,7,1980,146971,88807,6335,242113
MO,8,1980,129726,89284,8568,227578
MO,9,1980,136104,100392,7930,244426
MO,10,1980,113704,95288,4561,213553
MT,1,1980,107574,64393,16316,188283
MT,2,1980,99240,53639,12965,165844
NE,1,1980,133971,59729,17612,211312
NE,2,1980,124810,61448,15958,202216
NE,3,1980,160433,45247,11284,216964
NV,1,1980,155017,66666,17651,239334
NH,1,1980,118160,53617,23754,195531
NH,2,1980,103545,55242,25939,184726
NJ,1,1980,92376,84465,16867,193708
NJ,2,1980,141464,94184,17210,252858
NJ,3,1980,120567,73732,16158,210457
