"state","cty","countyfips","Obama","Romney","pctObama","diff2012"
"MO","Osage","29151",1472,5330,0.216406939135548,-3858
"MO","Ozark","29153",1261,3080,0.290486063119097,-1819
"MO","Pemiscot","29155",2671,3596,0.42620073400351,-925
"MO","Perry","29157",2184,5669,0.278110276327518,-3485
"MO","Pettis","29159",5902,10840,0.352526579859037,-4938
"MO","Phelps","29161",5798,11893,0.327737267537166,-6095
"MO","Pike","29163",2581,4576,0.360625960598016,-1995
"MO","Platte","29165",19171,25617,0.428038760382245,-6446
"MO","Polk","29167",3580,9252,0.278990024937656,-5672
"MO","Pulaski","29169",4199,9092,0.315928071627417,-4893
"MO","Putnam","29171",587,1673,0.259734513274336,-1086
"MO","Ralls","29173",1736,3231,0.349506744513791,-1495
"MO","Randolph","29175",3031,6667,0.31253866776655,-3636
"MO","Ray","29177",4264,5805,0.423478001787665,-1541
"MO","Reynolds","29179",1155,1927,0.374756651524984,-772
"MO","Ripley","29181",1396,3743,0.271648180579879,-2347
"MO","Saline","29195",3785,5096,0.426190744285553,-1311
"MO","Schuyler","29197",697,1174,0.372528059861037,-477
"MO","Scotland","29199",643,1246,0.340391741662255,-603
"MO","Scott","29201",5122,11623,0.305882352941176,-6501
"MO","Shannon","29203",1300,2260,0.365168539325843,-960
"MO","Shelby","29205",966,2188,0.306277742549144,-1222
"MO","St. Charles","29183",71798,110732,0.393349038514217,-38934
"MO","St. Clair","29185",1460,3019,0.325965617325296,-1559
"MO","St. Francois","29187",8837,13248,0.400135838804619,-4411
"MO","St. Louis City","29510",116654,22617,0.83760438282198,94037
"MO","St. Louis County","29189",294735,223102,0.569165586854551,71633
"MO","Ste. Genevieve","29186",3813,4055,0.484621250635486,-242
"MO","Stoddard","29207",3153,9496,0.249268716894616,-6343
"MO","Stone","29209",3920,11780,0.24968152866242,-7860
"MO","Sullivan","29211",908,1610,0.360603653693407,-702
"MO","Taney","29213",5462,15713,0.257945690672963,-10251
"MO","Texas","29215",2871,7618,0.27371532081228,-4747
"MO","Vernon","29217",2580,5756,0.309500959692898,-3176
"MO","Warren","29219",5219,9150,0.363212471292366,-3931
"MO","Washington","29221",3402,5008,0.404518430439952,-1606
"MO","Wayne","29223",1811,3790,0.323335118728798,-1979
"MO","Webster","29225",4407,10702,0.291680455357734,-6295
"MO","Worth","29227",341,664,0.339303482587065,-323
"MO","Wright","29229",1953,5831,0.25089928057554,-3878
"MS","Adams","28001",7999,5542,0.590724466435271,2457
"MS","Alcorn","28003",3449,11027,0.238256424426637,-7578
"MS","Amite","28005",3218,4393,0.422809092103534,-1175
"MS","Attala","28007",3368,4452,0.430690537084399,-1084
"MS","Benton","28009",2026,2030,0.499506903353057,-4
"MS","Bolivar","28011",9772,4346,0.692166029182604,5426
"MS","Calhoun","28013",2250,3961,0.362260505554661,-1711
"MS","Carroll","28015",1990,3953,0.334847720006731,-1963
"MS","Chickasaw","28017",3914,3601,0.5208250166334,313
"MS","Choctaw","28019",1283,2533,0.336215932914046,-1250
"MS","Claiborne","28021",4633,608,0.8839916046556,4025
"MS","Clarke","28023",2695,4415,0.379043600562588,-1720
"MS","Clay","28025",5860,3735,0.610734757686295,2125
"MS","Coahoma","28027",7164,2356,0.752521008403361,4808
"MS","Copiah","28029",7201,5714,0.557568718544328,1487
"MS","Covington","28031",3800,5282,0.418410041841004,-1482
"MS","DeSoto","28033",20979,42399,0.331013916500994,-21420
"MS","Forrest","28035",12079,15339,0.440550003647239,-3260
"MS","Franklin","28037",1706,2705,0.386760371797778,-999
"MS","George","28039",1352,8353,0.139309634209171,-7001
"MS","Greene","28041",1325,4528,0.226379634375534,-3203
"MS","Grenada","28043",5279,5980,0.468869348965272,-701
"MS","Hancock","28045",3879,12859,0.231748118054726,-8980
"MS","Harrison","28047",22242,38646,0.365293653921955,-16404
"MS","Hinds","28049",70512,26450,0.727212722509849,44062
"MS","Holmes","28051",6775,1264,0.842766513247916,5511
"MS","Humphreys","28053",3399,1069,0.760743061772605,2330
"MS","Issaquena","28055",479,302,0.613316261203585,177
"MS","Itawamba","28057",1599,6925,0.187587986860629,-5326
"MS","Jackson","28059",15452,33262,0.317198341339245,-17810
"MS","Jasper","28061",5097,4193,0.548654467168999,904
"MS","Jeff Davis","28065",4094,2439,0.626664625746212,1655
"MS","Jefferson","28063",3508,431,0.890581365828891,3077
"MS","Jones","28067",9146,20635,0.30710855914845,-11489
"MS","Kemper","28069",3239,1789,0.644192521877486,1450
"MS","Lafayette","28071",7098,9772,0.420746887966805,-2674
"MS","Lamar","28073",5037,17472,0.223777155804345,-12435
"MS","Lauderdale","28075",12642,17322,0.421906287545054,-4680
"MS","Lawrence","28077",2394,4153,0.365663662746296,-1759
"MS","Leake","28079",3599,4283,0.456609997462573,-684
"MS","Lee","28081",12043,22004,0.35371692072723,-9961
"MS","Leflore","28083",8423,3115,0.730022534234703,5308
"MS","Lincoln","28085",4879,9333,0.343301435406699,-4454
"MS","Lowndes","28087",12037,12399,0.492592895727615,-362
"MS","Madison","28089",20722,28507,0.420930752198907,-7785
"MS","Marion","28091",3833,7118,0.350013697379235,-3285
"MS","Marshall","28093",9581,6444,0.597878315132605,3137
"MS","Monroe","28095",6990,9661,0.419794606930515,-2671
"MS","Montgomery","28097",2245,2543,0.468880534670008,-298
"MS","Neshoba","28099",3030,7772,0.280503610442511,-4742
"MS","Newton","28101",3069,5909,0.341835598128759,-2840
"MS","Noxubee","28103",4920,1325,0.787830264211369,3595
"MS","Oktibbeha","28105",8030,7728,0.509582434319076,302
"MS","Panola","28107",9079,7629,0.543392386880536,1450
"MS","Pearl River","28109",3813,15836,0.194055677133696,-12023
"MS","Perry","28111",1519,4110,0.269852549298277,-2591
"MS","Pike","28113",9304,7986,0.538114517061886,1318
"MS","Pontotoc","28115",2785,9403,0.228503446012471,-6618
"MS","Prentiss","28117",2817,7075,0.284775576223211,-4258
"MS","Quitman","28119",2837,1116,0.717682772577789,1721
"MS","Rankin","28121",14425,46318,0.237475923151639,-31893
"MS","Scott","28123",4774,5728,0.454580079984765,-954
"MS","Sharkey","28125",1571,675,0.69946571682992,896
"MS","Simpson","28127",4723,7424,0.388820284843994,-2701
"MS","Smith","28129",1979,6049,0.246512207274539,-4070
"MS","Stone","28131",1794,4924,0.26704376302471,-3130
"MS","Sunflower","28133",7989,2907,0.733204845814978,5082
"MS","Tallahatchie","28135",3838,2480,0.60747071858183,1358
"MS","Tate","28137",4572,6666,0.406833956219968,-2094
"MS","Tippah","28139",2254,6625,0.253857416375718,-4371
"MS","Tishomingo","28141",1623,6070,0.210971012608865,-4447
"MS","Tunica","28143",3371,867,0.795422369042001,2504
"MS","Union","28145",2481,7759,0.24228515625,-5278
"MS","Walthall","28147",3386,4012,0.457691267910246,-626
"MS","Warren","28149",9899,9390,0.51319404842138,509
"MS","Washington","28151",12188,4870,0.714503458787666,7318
"MS","Wayne","28153",4116,6080,0.403687720674774,-1964
"MS","Webster","28155",1087,3684,0.227834835464263,-2597
"MS","Wilkinson","28157",2940,1275,0.697508896797153,1665
"MS","Winston","28159",4557,5147,0.469600164880462,-590
"MS","Yalobusha","28161",2984,3261,0.477822257806245,-277
"MS","Yazoo","28163",6220,4560,0.576994434137291,1660
"MT","Beaverhead","30001",1347,3251,0.292953458025228,-1904
"MT","Big Horn","30003",2830,1655,0.630992196209587,1175
"MT","Blaine","30005",1598,1169,0.57752078062884,429
"MT","Broadwater","30007",761,2150,0.261422191686706,-1389
"MT","Carbon","30009",2126,3513,0.377017201631495,-1387
"MT","Carter","30011",96,678,0.124031007751938,-582
"MT","Cascade","30013",14949,18039,0.453164787195344,-3090
"MT","Chouteau","30015",969,1751,0.35625,-782
"MT","Custer","30017",1824,3353,0.352327602858799,-1529
"MT","Daniels","30019",236,735,0.243048403707518,-499
"MT","Dawson","30021",1219,3024,0.287296724016026,-1805
"MT","Deer Lodge","30023",2829,1431,0.664084507042254,1398
"MT","Fallon","30025",236,1123,0.173657100809419,-887
"MT","Fergus","30027",1628,4243,0.277295179696815,-2615
"MT","Flathead","30029",13534,27694,0.328272048122635,-14160
"MT","Gallatin","30031",21534,24051,0.472392234287595,-2517
"MT","Garfield","30033",66,622,0.0959302325581395,-556
"MT","Glacier","30035",2784,1391,0.666826347305389,1393
"MT","Golden Valley","30037",110,351,0.238611713665944,-241
"MT","Granite","30039",533,1107,0.325,-574
"MT","Hill","30041",3372,3133,0.51837048424289,239
"MT","Jefferson","30043",2256,4042,0.358208955223881,-1786
"MT","Judith Basin","30045",336,852,0.282828282828283,-516
"MT","Lake","30047",5715,7084,0.446519259317134,-1369
"MT","Lewis and Clark","30049",15479,16673,0.481431948245832,-1194
"MT","Liberty","30051",257,698,0.269109947643979,-441
"MT","Lincoln","30053",2544,6045,0.296192804750262,-3501
"MT","Madison","30057",1285,3115,0.292045454545455,-1830
"MT","McCone","30055",221,742,0.229491173416407,-521
"MT","Meagher","30059",269,670,0.286474973375932,-401
"MT","Mineral","30061",698,1212,0.36544502617801,-514
"MT","Missoula","30063",34380,23285,0.596202202375791,11095
"MT","Musselshell","30065",482,1792,0.211961301671064,-1310
"MT","Park","30067",3728,4637,0.44566646742379,-909
"MT","Petroleum","30069",49,240,0.169550173010381,-191
"MT","Phillips","30071",471,1688,0.218156553960167,-1217
"MT","Pondera","30073",969,1666,0.367741935483871,-697
"MT","Powder River","30075",170,833,0.169491525423729,-663
"MT","Powell","30077",884,1798,0.329604772557793,-914
"MT","Prairie","30079",167,518,0.243795620437956,-351
"MT","Ravalli","30081",6466,12817,0.335321267437639,-6351
"MT","Richland","30083",992,3479,0.221874301051219,-2487
"MT","Roosevelt","30085",2044,1503,0.576261629546095,541
"MT","Rosebud","30087",1478,2035,0.420723028750356,-557
"MT","Sanders","30089",1716,3971,0.30174081237911,-2255
"MT","Sheridan","30091",661,1203,0.354613733905579,-542
"MT","Silver Bow","30093",10782,5374,0.667368160435751,5408
"MT","Stillwater","30095",1209,3237,0.271929824561404,-2028
"MT","Sweet Grass","30097",473,1584,0.229946524064171,-1111
"MT","Teton","30099",1073,2091,0.339127686472819,-1018
"MT","Toole","30101",582,1440,0.287833827893175,-858
"MT","Treasure","30103",114,317,0.264501160092807,-203
"MT","Valley","30105",1386,2337,0.372280419016922,-951
"MT","Wheatland","30107",272,690,0.282744282744283,-418
"MT","Wibaux","30109",25,421,0.0560538116591928,-396
"MT","Yellowstone","30111",26275,40421,0.393951661269042,-14146
"NC","Alamance","37001",28341,37712,0.429064539082252,-9371
"NC","Alexander","37003",4591,12207,0.273306345993571,-7616
"NC","Alleghany","37005",1574,3378,0.317851373182553,-1804
"NC","Anson","37007",6894,4125,0.625646610400218,2769
"NC","Ashe","37009",4100,8207,0.333143739335338,-4107
"NC","Avery","37011",1861,5708,0.245871317214956,-3847
"NC","Beaufort","37013",9399,13918,0.403096453231548,-4519
"NC","Bertie","37015",6537,3367,0.660036348949919,3170
"NC","Bladen","37017",8277,7947,0.510170118343195,330
"NC","Brunswick","37019",21932,34587,0.388046497637962,-12655
"NC","Buncombe","37021",70066,54429,0.562801718944536,15637
"NC","Burke","37023",13577,22109,0.380457322199182,-8532
"NC","Cabarrus","37025",32453,49125,0.397815587535855,-16672
"NC","Caldwell","37027",10795,23069,0.318775100401606,-12274
"NC","Camden","37029",1456,2995,0.327117501685015,-1539
"NC","Carteret","37031",10197,24598,0.293059347607415,-14401
"NC","Caswell","37033",5183,5471,0.486483949690257,-288
"NC","Catawba","37035",23954,44386,0.35051214515657,-20432
"NC","Chatham","37037",18252,16578,0.524031007751938,1674
"NC","Cherokee","37039",3339,9201,0.266267942583732,-5862
"NC","Chowan","37041",3507,3872,0.475267651443285,-365
"NC","Clay","37043",1573,3952,0.284705882352941,-2379
"NC","Cleveland","37045",16734,25440,0.396784748897425,-8706
"NC","Columbus","37047",10973,12863,0.460354086256083,-1890
"NC","Craven","37049",18556,26654,0.410440168104402,-8098
"NC","Cumberland","37051",74991,50191,0.599055774791903,24800
"NC","Currituck","37053",3521,7431,0.321493791088386,-3910
"NC","Dare","37055",7258,10102,0.418087557603687,-2844
"NC","Davidson","37057",20291,48935,0.293112414410771,-28644
"NC","Davie","37059",5652,14568,0.279525222551929,-8916
"NC","Duplin","37061",8923,11330,0.440576704685726,-2407
"NC","Durham","37063",109185,33326,0.766151384805383,75859
"NC","Edgecombe","37065",18249,8494,0.682384175298209,9755
"NC","Forsyth","37067",91606,79177,0.536388282206074,12429
"NC","Franklin","37069",13317,14480,0.479080476310393,-1163
"NC","Gaston","37071",32903,55817,0.370863390441839,-22914
"NC","Gates","37073",2745,2532,0.520181921546333,213
"NC","Graham","37075",1115,2743,0.289009849663038,-1628
"NC","Granville","37077",13529,12332,0.523142956575538,1197
"NC","Greene","37079",3761,4393,0.461246014226147,-632
"NC","Guilford","37081",145483,103964,0.583222087257013,41519
"NC","Halifax","37083",16931,8686,0.66092828980755,8245
"NC","Harnett","37085",16858,25070,0.402070215607708,-8212
"NC","Haywood","37087",11742,15553,0.430188679245283,-3811
"NC","Henderson","37089",18519,32860,0.360439089900543,-14341
"NC","Hertford","37091",7815,3001,0.722540680473373,4814
"NC","Hoke","37093",9915,6721,0.595996633806203,3194
"NC","Hyde","37095",1157,1183,0.494444444444444,-26
"NC","Iredell","37097",25952,49071,0.345920584354131,-23119
"NC","Jackson","37099",8052,8224,0.494716146473335,-172
"NC","Johnston","37101",27052,48206,0.359456801934678,-21154
"NC","Jones","37103",2335,2825,0.452519379844961,-490
"NC","Lee","37105",10577,13000,0.44861517580693,-2423
"NC","Lenoir","37107",13350,13763,0.492383727363257,-413
"NC","Lincoln","37109",10980,25184,0.303616856542418,-14204
"NC","Macon","37113",5692,10817,0.344781634260101,-5125
"NC","Madison","37115",4466,5379,0.453631284916201,-913
"NC","Martin","37117",6514,5963,0.522080628356175,551
"NC","McDowell","37111",6006,11732,0.338595106550908,-5726
"NC","Mecklenburg","37119",270705,170490,0.613572229966341,100215
"NC","Mitchell","37121",1810,5778,0.238534528202425,-3968
"NC","Montgomery","37123",4689,6389,0.423271348618884,-1700
"NC","Moore","37125",16371,29336,0.358172708775461,-12965
"NC","Nash","37127",24214,23769,0.504637058958381,445
"NC","New Hanover","37129",48038,52792,0.476425666964197,-4754
"NC","Northampton","37131",7210,3474,0.674840883564208,3736
"NC","Onslow","37133",18115,31695,0.363681991567958,-13580
"NC","Orange","37135",53404,21398,0.713938129996524,32006
"NC","Pamlico","37137",2632,4032,0.394957983193277,-1400
"NC","Pasquotank","37139",9970,7216,0.580123356220179,2754
"NC","Pender","37141",9455,14368,0.396885362884607,-4913
"NC","Perquimans","37143",2747,3814,0.418686175887822,-1067
"NC","Person","37145",8384,10467,0.44475094159461,-2083
"NC","Pitt","37147",40701,35534,0.533888633829606,5167
"NC","Polk","37149",4000,6219,0.391427732654859,-2219
"NC","Randolph","37151",14675,44913,0.246274417667987,-30238
"NC","Richmond","37153",9747,9236,0.513459411051994,511
"NC","Robeson","37155",23957,17093,0.583605359317905,6864
"NC","Rockingham","37157",16170,25037,0.392409056713665,-8867
"NC","Rowan","37159",22529,38622,0.368415888538209,-16093
"NC","Rutherford","37161",9277,18797,0.330448101446178,-9520
"NC","Sampson","37163",11496,14358,0.444650731028081,-2862
"NC","Scotland","37165",8131,5799,0.583704235463029,2332
"NC","Stanly","37167",8287,19698,0.296122922994461,-11411
"NC","Stokes","37169",5969,15142,0.282743593387334,-9173
"NC","Surry","37171",9005,19753,0.313130259406078,-10748
"NC","Swain","37173",2618,2976,0.468001430103683,-358
"NC","Transylvania","37175",6740,9522,0.41446316566228,-2782
"NC","Tyrrell","37177",835,929,0.473356009070295,-94
"NC","Union","37179",32032,60468,0.346291891891892,-28436
"NC","Vance","37181",13286,7406,0.642083897158322,5880
"NC","Wake","37183",286939,232933,0.551941631786286,54006
"NC","Warren","37185",6635,3111,0.680792119844039,3524
"NC","Washington","37187",3811,2615,0.593059446000622,1196
"NC","Watauga","37189",13371,14124,0.486306601200218,-753
"NC","Wayne","37191",23154,27536,0.456776484513711,-4382
"NC","Wilkes","37193",8089,20410,0.283834520509492,-12321
"NC","Wilson","37195",20745,17904,0.536753861678181,2841
"NC","Yadkin","37197",3928,12500,0.239103968833699,-8572
"NC","Yancey","37199",3954,5249,0.429642507877866,-1295
"ND","Adams","38001",328,916,0.263665594855305,-588
"ND","Barnes","38003",2389,2953,0.447210782478472,-564
"ND","Benson","38005",1232,867,0.5869461648404,365
"ND","Billings","38007",89,472,0.158645276292335,-383
"ND","Bottineau","38009",1163,2246,0.341155764153711,-1083
"ND","Bowman","38011",412,1277,0.243931320307874,-865
"ND","Burke","38013",230,766,0.230923694779116,-536
"ND","Burleigh","38015",14036,27811,0.335412335412335,-13775
"ND","Cass","38017",34632,36792,0.484879032258065,-2160
"ND","Cavalier","38019",818,1192,0.406965174129353,-374
"ND","Dickey","38021",849,1601,0.346530612244898,-752
"ND","Divide","38023",382,731,0.343216531895777,-349
"ND","Dunn","38025",493,1494,0.248112732762959,-1001
"ND","Eddy","38027",484,631,0.434080717488789,-147
"ND","Emmons","38029",383,1430,0.211252068394926,-1047
"ND","Foster","38031",604,1028,0.370098039215686,-424
"ND","Golden Valley","38033",161,740,0.178690344062153,-579
"ND","Grand Forks","38035",14008,15044,0.482169902244252,-1036
"ND","Grant","38037",331,1012,0.246463142218913,-681
"ND","Griggs","38039",535,770,0.409961685823755,-235
"ND","Hettinger","38041",313,998,0.238749046529367,-685
"ND","Kidder","38043",393,870,0.311163895486936,-477
"ND","LaMoure","38045",737,1374,0.349123638086215,-637
"ND","Logan","38047",221,799,0.216666666666667,-578
"ND","McHenry","38049",924,1651,0.358834951456311,-727
"ND","McIntosh","38051",456,1028,0.307277628032345,-572
"ND","McKenzie","38053",926,2450,0.274289099526066,-1524
"ND","McLean","38055",1660,3130,0.346555323590814,-1470
"ND","Mercer","38057",1161,3132,0.270440251572327,-1971
"ND","Morton","38059",4467,8669,0.340057856272838,-4202
"ND","Mountrail","38061",1401,1960,0.416840226123178,-559
"ND","Nelson","38063",766,862,0.47051597051597,-96
"ND","Oliver","38065",281,693,0.288501026694045,-412
"ND","Pembina","38067",1245,1893,0.396749521988528,-648
"ND","Pierce","38069",656,1462,0.309726156751652,-806
"ND","Ramsey","38071",2162,2659,0.448454677452811,-497
"ND","Ransom","38073",1341,1008,0.57088122605364,333
"ND","Renville","38075",398,850,0.318910256410256,-452
"ND","Richland","38077",3190,4213,0.430906389301634,-1023
"ND","Rolette","38079",3351,1090,0.75455978383247,2261
"ND","Sargent","38081",1073,876,0.550538737814264,197
"ND","Sheridan","38083",161,637,0.201754385964912,-476
"ND","Sioux","38085",900,223,0.801424755120214,677
"ND","Slope","38087",83,341,0.195754716981132,-258
"ND","Stark","38089",2805,8509,0.24792292734665,-5704
"ND","Steele","38091",515,495,0.50990099009901,20
"ND","Stutsman","38093",3561,5641,0.386981091067159,-2080
"ND","Towner","38095",511,619,0.452212389380531,-108
"ND","Traill","38097",1784,1963,0.476114224713104,-179
"ND","Walsh","38099",2118,2809,0.429876192409174,-691
"ND","Ward","38101",8412,16176,0.342118106393363,-7764
"ND","Wells","38103",671,1646,0.289598618903755,-975
"ND","Williams","38105",2288,7087,0.244053333333333,-4799
"NE","Adams","31001",3991,8235,0.326435465401603,-4244
"NE","Antelope","31003",571,2585,0.180925221799747,-2014
"NE","Arthur","31005",30,227,0.116731517509728,-197
"NE","Banner","31007",55,339,0.139593908629442,-284
"NE","Blaine","31009",29,268,0.0976430976430976,-239
"NE","Boone","31011",615,2136,0.223555070883315,-1521
"NE","Box Butte","31013",1634,2795,0.368932038834951,-1161
"NE","Boyd","31015",186,852,0.179190751445087,-666
"NE","Brown","31017",223,1298,0.146614069690993,-1075
"NE","Buffalo","31019",5266,13378,0.282450118000429,-8112
"NE","Burt","31021",1280,2016,0.388349514563107,-736
"NE","Butler","31023",1028,2729,0.273622571200426,-1701
"NE","Cass","31025",4298,7453,0.365756105863331,-3155
"NE","Cedar","31027",952,3231,0.227587855606024,-2279
"NE","Chase","31029",252,1573,0.138082191780822,-1321
"NE","Cherry","31031",436,2557,0.145673237554293,-2121
"NE","Cheyenne","31033",983,3134,0.238766091814428,-2151
"NE","Clay","31035",662,2213,0.230260869565217,-1551
"NE","Colfax","31037",959,2045,0.319241011984021,-1086
"NE","Cuming","31039",1015,2858,0.262070746191583,-1843
"NE","Custer","31041",1066,4251,0.200488997555012,-3185
"NE","Dakota","31043",2831,3048,0.481544480353802,-217
"NE","Dawes","31045",1102,2435,0.311563471868815,-1333
"NE","Dawson","31047",2157,5370,0.286568353925867,-3213
"NE","Deuel","31049",215,763,0.219836400817996,-548
"NE","Dixon","31051",870,1745,0.332695984703633,-875
"NE","Dodge","31053",5588,8937,0.384716006884682,-3349
"NE","Douglas","31055",99261,108319,0.478181905771269,-9058
"NE","Dundy","31057",176,791,0.18200620475698,-615
"NE","Fillmore","31059",794,1972,0.28705712219812,-1178
"NE","Franklin","31061",381,1110,0.255533199195171,-729
"NE","Frontier","31063",381,1005,0.274891774891775,-624
"NE","Furnas","31065",422,1767,0.19278209227958,-1345
"NE","Gage","31067",3870,5470,0.414346895074946,-1600
"NE","Garden","31069",242,829,0.225957049486461,-587
"NE","Garfield","31071",147,762,0.161716171617162,-615
"NE","Gosper","31073",230,732,0.239085239085239,-502
"NE","Grant","31075",30,322,0.0852272727272727,-292
"NE","Greeley","31077",340,820,0.293103448275862,-480
"NE","Hall","31079",6971,12412,0.359645049785895,-5441
"NE","Hamilton","31081",1136,3582,0.240779991521831,-2446
"NE","Harlan","31083",311,1248,0.199486850545221,-937
"NE","Hayes","31085",50,473,0.0956022944550669,-423
"NE","Hitchcock","31087",310,1386,0.182783018867925,-1076
"NE","Holt","31089",862,3789,0.185336486777037,-2927
"NE","Hooker","31091",59,330,0.151670951156812,-271
"NE","Howard","31093",914,1890,0.325962910128388,-976
"NE","Jefferson","31095",1185,2156,0.354684226279557,-971
"NE","Johnson","31097",790,1223,0.392449080973671,-433
"NE","Kearney","31099",761,2341,0.245325596389426,-1580
"NE","Keith","31101",920,3036,0.232558139534884,-2116
"NE","Keya Paha","31103",80,392,0.169491525423729,-312
"NE","Kimball","31105",391,1222,0.24240545567266,-831
"NE","Knox","31107",1055,2878,0.268243071446733,-1823
"NE","Lancaster","31109",59970,61177,0.495018448661543,-1207
"NE","Lincoln","31111",4350,10545,0.292044310171198,-6195
"NE","Logan","31113",68,356,0.160377358490566,-288
"NE","Loup","31115",62,290,0.176136363636364,-228
"NE","Madison","31119",3368,9874,0.254342244373962,-6506
"NE","McPherson","31117",41,237,0.147482014388489,-196
"NE","Merrick","31121",921,2477,0.271041789287816,-1556
"NE","Morrill","31123",450,1658,0.213472485768501,-1208
"NE","Nance","31125",477,1098,0.302857142857143,-621
"NE","Nemaha","31127",1089,1979,0.354954367666232,-890
"NE","Nuckolls","31129",567,1563,0.266197183098592,-996
"NE","Otoe","31131",2542,4226,0.375591016548463,-1684
"NE","Pawnee","31133",396,897,0.306264501160093,-501
"NE","Perkins","31135",237,1133,0.172992700729927,-896
"NE","Phelps","31137",875,3372,0.206027784318342,-2497
"NE","Pierce","31139",637,2707,0.19049043062201,-2070
"NE","Platte","31141",3095,9963,0.237019451677133,-6868
"NE","Polk","31143",527,1886,0.218400331537505,-1359
"NE","Red Willow","31145",940,3855,0.196037539103233,-2915
"NE","Richardson","31147",1180,2407,0.328965709506551,-1227
"NE","Rock","31149",103,669,0.133419689119171,-566
"NE","Saline","31151",2232,2518,0.469894736842105,-286
"NE","Sarpy","31153",24709,40318,0.379980623433343,-15609
"NE","Saunders","31155",3279,6725,0.327768892443023,-3446
"NE","Scotts Bluff","31157",4193,9427,0.307856093979442,-5234
"NE","Seward","31159",2362,4947,0.323163223423177,-2585
"NE","Sheridan","31161",389,2010,0.162150896206753,-1621
"NE","Sherman","31163",549,919,0.373978201634877,-370
"NE","Sioux","31165",101,623,0.139502762430939,-522
"NE","Stanton","31167",607,1945,0.237852664576803,-1338
"NE","Thayer","31169",724,1853,0.280946837407839,-1129
"NE","Thomas","31171",42,360,0.104477611940299,-318
"NE","Thurston","31173",1153,823,0.583502024291498,330
"NE","Valley","31175",494,1643,0.231165184838559,-1149
"NE","Washington","31177",3103,6857,0.311546184738956,-3754
"NE","Wayne","31179",1074,2493,0.301093355761144,-1419
"NE","Webster","31181",440,1255,0.259587020648968,-815
"NE","Wheeler","31183",93,345,0.212328767123288,-252
"NE","York","31185",1352,4814,0.219266947778138,-3462
"NH","Acworth","93300001",316,212,0.598484848484849,104
"NH","Albany","93300002",235,157,0.599489795918367,78
"NH","Alexandria","93300003",472,432,0.52212389380531,40
"NH","Allenstown","93300004",1149,981,0.53943661971831,168
"NH","Alstead","93300005",634,383,0.623402163225172,251
"NH","Alton","93300006",1207,2147,0.359868813357185,-940
"NH","Amherst","93300007",3501,3906,0.4726609963548,-405
"NH","Andover","93300008",777,571,0.576409495548961,206
"NH","Antrim","93300009",810,655,0.552901023890785,155
"NH","Ashland","93300010",587,522,0.529305680793508,65
"NH","Atkinson","93300011",1630,2691,0.377227493635732,-1061
"NH","Auburn","93300012",1219,1996,0.379160186625194,-777
"NH","Barnstead","93300013",1125,1254,0.472887767969735,-129
"NH","Barrington","93300014",2577,2271,0.531559405940594,306
"NH","Bartlett","93300015",1039,774,0.573083287369002,265
"NH","Bath","93300016",264,272,0.492537313432836,-8
"NH","Bedford","93300017",4713,7990,0.371014720932063,-3277
"NH","Belmont","93300018",1782,1816,0.495275152862702,-34
"NH","Bennington","93300019",395,363,0.521108179419525,32
"NH","Benton","93300020",79,96,0.451428571428571,-17
"NH","Berlin","93300021",2863,1248,0.696424227681829,1615
"NH","Bethlehem","93300022",862,534,0.617478510028653,328
"NH","Boscawen","93300023",1000,766,0.566251415628539,234
"NH","Bow","93300024",2509,2352,0.516148940547212,157
"NH","Bradford","93300025",503,456,0.524504692387904,47
"NH","Brentwood","93300026",1093,1301,0.45655806182122,-208
"NH","Bridgewater","93300027",343,352,0.493525179856115,-9
"NH","Bristol","93300028",779,821,0.486875,-42
"NH","Brookfield","93300029",171,251,0.40521327014218,-80
"NH","Brookline","93300030",1278,1623,0.440537745604964,-345
"NH","Campton","93300031",1050,765,0.578512396694215,285
"NH","Canaan","93300032",1089,709,0.60567296996663,380
"NH","Candia","93300033",937,1528,0.380121703853955,-591
"NH","Canterbury","93300034",905,629,0.589960886571056,276
"NH","Carroll","93300035",274,226,0.548,48
"NH","Center Harbor","93300036",308,406,0.431372549019608,-98
"NH","Charlestown","93300037",1365,856,0.614588023412877,509
"NH","Chatham","93300038",105,110,0.488372093023256,-5
"NH","Chester","93300039",1082,1622,0.400147928994083,-540
"NH","Chesterfield","93300040",1251,911,0.578630897317299,340
"NH","Chichester","93300041",731,784,0.482508250825083,-53
"NH","Claremont","93300042",3352,2147,0.609565375522822,1205
"NH","Clarksville","93300043",72,83,0.464516129032258,-11
"NH","Colebrook","93300044",472,506,0.482617586912065,-34
"NH","Columbia","93300045",155,183,0.458579881656805,-28
"NH","Concord","93300046",14097,7252,0.660311958405546,6845
"NH","Conway","93300047",2982,2144,0.581740148263753,838
"NH","Cornish","93300048",635,395,0.616504854368932,240
"NH","Croydon","93300049",196,233,0.456876456876457,-37
"NH","Dalton","93300050",241,240,0.501039501039501,1
"NH","Danbury","93300051",307,313,0.495161290322581,-6
"NH","Danville","93300052",983,1356,0.420265070542967,-373
"NH","Deerfield","93300053",1133,1485,0.432773109243697,-352
"NH","Deering","93300054",508,505,0.501480750246792,3
"NH","Derry","93300055",7573,8309,0.476829114721068,-736
"NH","Dixville","93300056",5,5,0.5,0
"NH","Dorchester","93300057",92,97,0.486772486772487,-5
