"state","cty","countyfips","Obama","Romney","pctObama","diff2012"
"LA","Franklin","22041",2921,6294,0.316983179598481,-3373
"LA","Grant","22043",1421,7082,0.167117487945431,-5661
"LA","Iberia","22045",12129,20890,0.367333959235592,-8761
"LA","Iberville","22047",9548,7271,0.567691301504251,2277
"LA","Jackson","22049",2305,5132,0.309936802474116,-2827
"LA","Jeff Davis","22053",3483,10014,0.258057346076906,-6531
"LA","Jefferson","22051",70000,102325,0.406209197736834,-32325
"LA","Lafayette","22055",31766,64989,0.328313782233476,-33223
"LA","Lafourche","22057",9543,28332,0.251960396039604,-18789
"LA","LaSalle","22059",764,5726,0.117719568567026,-4962
"LA","Lincoln","22061",7947,10731,0.425473819466752,-2784
"LA","Livingston","22063",7448,45488,0.140698201601934,-38040
"LA","Madison","22065",3154,2000,0.611951882033372,1154
"LA","Morehouse","22067",5887,6591,0.471790351017791,-704
"LA","Natchitoches","22069",7941,9077,0.466623575038195,-1136
"LA","Orleans","22071",126199,27967,0.818591647963883,98232
"LA","Ouachita","22073",26629,40927,0.394176683048138,-14298
"LA","Plaquemines","22075",3597,6469,0.357341545797735,-2872
"LA","Pointe Coupee","22077",5436,6548,0.453604806408545,-1112
"LA","Rapides","22079",20040,37187,0.350184353539413,-17147
"LA","Red River","22081",2253,2483,0.475717905405405,-230
"LA","Richland","22083",4074,7316,0.357682177348551,-3242
"LA","Sabine","22085",2194,7735,0.220968879041192,-5541
"LA","St. Bernard","22087",5052,8497,0.372868846409329,-3445
"LA","St. Charles","22089",8894,15936,0.3581957309706,-7042
"LA","St. Helena","22091",4233,2756,0.605666046644727,1477
"LA","St. James","22093",7055,5209,0.575260926288324,1846
"LA","St. John the Baptist","22095",13178,7620,0.633618617174728,5558
"LA","St. Landry","22097",19668,21475,0.478040006805532,-1807
"LA","St. Martin","22099",9419,15653,0.375678047223995,-6234
"LA","St. Mary","22101",9448,13883,0.404954781192405,-4435
"LA","St. Tammany","22103",25723,84710,0.232928563020112,-58987
"LA","Tangipahoa","22105",17720,31583,0.359410177879642,-13863
"LA","Tensas","22107",1564,1230,0.559770937723694,334
"LA","Terrebonne","22109",12071,29500,0.290370691106781,-17429
"LA","Union","22111",3075,7561,0.28911244828883,-4486
"LA","Vermilion","22113",5718,18909,0.232184188086247,-13191
"LA","Vernon","22115",3173,12146,0.207128402637248,-8973
"LA","Washington","22117",6351,11470,0.356377307670726,-5119
"LA","Webster","22119",6802,11397,0.373756799824166,-4595
"LA","West Baton Rouge","22121",5692,6920,0.451316206787187,-1228
"LA","West Carroll","22123",853,3628,0.190359294800268,-2775
"LA","West Feliciana","22125",2441,3257,0.428395928395928,-816
"LA","Winn","22127",1919,4539,0.297150820687519,-2620
"MA","Abington","92500001",4104,4051,0.503249540159411,53
"MA","Acton","92500002",7779,3851,0.668873602751505,3928
"MA","Acushnet","92500003",3021,2183,0.580514988470407,838
"MA","Adams","92500004",3010,818,0.786311389759666,2192
"MA","Agawam","92500005",7288,6870,0.514761972029948,418
"MA","Alford","92500006",233,64,0.784511784511784,169
"MA","Amesbury","92500007",4817,3446,0.58296018395256,1371
"MA","Amherst","92500008",12316,1872,0.868057513391599,10444
"MA","Andover","92500009",9287,9053,0.506379498364231,234
"MA","Aquinnah","92500104",251,38,0.868512110726644,213
"MA","Arlington","92500010",18580,6659,0.736162288521732,11921
"MA","Ashburnham","92500011",1621,1529,0.514603174603175,92
"MA","Ashby","92500012",827,961,0.462527964205817,-134
"MA","Ashfield","92500013",892,187,0.826691380908248,705
"MA","Ashland","92500014",4954,3407,0.592512857313718,1547
"MA","Athol","92500015",2525,2070,0.549510337323177,455
"MA","Attleboro","92500016",10369,8406,0.552276964047936,1963
"MA","Auburn","92500017",4495,4116,0.522006735570782,379
"MA","Avon","92500018",1221,1131,0.519132653061224,90
"MA","Ayer","92500019",2023,1557,0.565083798882682,466
"MA","Barnstable","92500020",12842,12290,0.510982014961006,552
"MA","Barre","92500021",1343,1279,0.512204424103738,64
"MA","Becket","92500022",684,259,0.725344644750795,425
"MA","Bedford","92500023",4436,3046,0.592889601710773,1390
"MA","Belchertown","92500024",4542,2886,0.611470113085622,1656
"MA","Bellingham","92500025",4256,1119,0.791813953488372,3137
"MA","Belmont","92500026",9108,4728,0.658282740676496,4380
"MA","Berkley","92500027",1569,1686,0.482027649769585,-117
"MA","Berlin","92500028",917,830,0.524899828277046,87
"MA","Bernardston","92500029",809,329,0.710896309314587,480
"MA","Beverly","92500030",12075,8304,0.592521713528632,3771
"MA","Billerica","92500031",9774,9925,0.496167318137977,-151
"MA","Blackstone","92500032",2221,2027,0.522834274952919,194
"MA","Blandford","92500033",300,348,0.462962962962963,-48
"MA","Bolton","92500034",1537,1457,0.513360053440214,80
"MA","Boston","92500035",196096,48227,0.802609660162981,147869
"MA","Bourne","92500036",4719,5252,0.473272490221643,-533
"MA","Boxborough","92500037",1737,1134,0.605015673981191,603
"MA","Boxford","92500038",2049,3032,0.403267073410746,-983
"MA","Boylston","92500039",1284,1341,0.489142857142857,-57
"MA","Braintree","92500040",10015,9217,0.520746672212978,798
"MA","Brewster","92500041",3669,2748,0.571762505843852,921
"MA","Bridgewater","92500042",5774,6089,0.486723425777628,-315
"MA","Brimfield","92500043",897,1094,0.450527373179307,-197
"MA","Brockton","92500044",25140,8668,0.743610979649787,16472
"MA","Brookfield","92500045",822,853,0.490746268656716,-31
"MA","Brookline","92500046",21761,5717,0.791942645025111,16044
"MA","Buckland","92500047",750,252,0.748502994011976,498
"MA","Burlington","92500048",6971,6187,0.529791761665907,784
"MA","Cambridge","92500049",41991,5340,0.887177536920834,36651
"MA","Canton","92500050",6430,5752,0.527827942866524,678
"MA","Carlisle","92500051",1959,1318,0.597802868477266,641
"MA","Carver","92500052",2870,3107,0.480174000334616,-237
"MA","Charlemont","92500053",456,166,0.733118971061093,290
"MA","Charlton","92500054",2910,3660,0.442922374429224,-750
"MA","Chatham","92500055",2287,2278,0.500985761226725,9
"MA","Chelmsford","92500056",9606,9534,0.501880877742947,72
"MA","Chelsea","92500057",6760,1510,0.817412333736397,5250
"MA","Cheshire","92500058",1216,493,0.71152720889409,723
"MA","Chester","92500059",331,305,0.520440251572327,26
"MA","Chesterfield","92500060",455,228,0.666178623718887,227
"MA","Chicopee","92500061",14292,8237,0.63438235163567,6055
"MA","Chilmark","92500062",585,127,0.821629213483146,458
"MA","Clarksburg","92500063",613,232,0.725443786982249,381
"MA","Clinton","92500064",3492,2451,0.587582029278142,1041
"MA","Cohasset","92500065",2226,2595,0.461729931549471,-369
"MA","Colrain","92500066",618,232,0.727058823529412,386
"MA","Concord","92500067",7282,3509,0.674821610601427,3773
"MA","Conway","92500068",926,288,0.762767710049423,638
"MA","Cummington","92500069",368,139,0.725838264299803,229
"MA","Dalton","92500070",2433,888,0.732610659439928,1545
"MA","Danvers","92500071",7344,6984,0.512562814070352,360
"MA","Dartmouth","92500072",9817,5964,0.622077181420696,3853
"MA","Dedham","92500073",7718,5719,0.574384163131651,1999
"MA","Deerfield","92500074",2103,839,0.714819850441876,1264
"MA","Dennis","92500075",4892,4244,0.535464098073555,648
"MA","Dighton","92500076",1743,1842,0.486192468619247,-99
"MA","Douglas","92500077",1894,2542,0.426961226330027,-648
"MA","Dover","92500078",1531,2004,0.433097595473833,-473
"MA","Dracut","92500079",6925,8026,0.463179720420039,-1101
"MA","Dudley","92500080",2466,2544,0.492215568862275,-78
"MA","Dunstable","92500081",819,1034,0.441985968699406,-215
"MA","Duxbury","92500082",4244,5325,0.443515518862995,-1081
"MA","East Bridgewater","92500083",3340,3867,0.463438323851811,-527
"MA","East Brookfield","92500084",469,662,0.414677276746242,-193
"MA","East Longmeadow","92500087",4085,4523,0.474558550185874,-438
"MA","Eastham","92500085",2187,1446,0.601981833195706,741
"MA","Easthampton","92500086",6281,2463,0.718321134492223,3818
"MA","Easton","92500088",5690,6162,0.480087748903139,-472
"MA","Edgartown","92500089",1699,827,0.672604908946952,872
"MA","Egremont","92500090",676,151,0.817412333736397,525
"MA","Erving","92500091",557,200,0.735799207397622,357
"MA","Essex","92500092",1154,962,0.545368620037807,192
"MA","Everett","92500093",9392,3582,0.72390935717589,5810
"MA","Fairhaven","92500094",5019,3082,0.619553141587458,1937
"MA","Fall River","92500095",21724,7323,0.747891348504148,14401
"MA","Falmouth","92500096",11013,8130,0.575301676853158,2883
"MA","Fitchburg","92500097",8504,5574,0.604063077141639,2930
"MA","Florida","92500098",254,127,0.666666666666667,127
"MA","Foxborough","92500099",4745,4798,0.497223095462643,-53
"MA","Framingham","92500100",18340,8938,0.672336681574896,9402
"MA","Franklin","92500101",8589,8549,0.501166997315906,40
"MA","Freetown","92500102",2301,2241,0.506605019815059,60
"MA","Gardner","92500103",4687,3323,0.585143570536829,1364
"MA","Georgetown","92500105",2272,2577,0.468550216539493,-305
"MA","Gill","92500106",646,212,0.752913752913753,434
"MA","Gloucester","92500107",9680,5511,0.637219406227371,4169
"MA","Goshen","92500108",395,198,0.66610455311973,197
"MA","Gosnold","92500109",49,36,0.576470588235294,13
"MA","Grafton","92500110",4853,4427,0.522952586206897,426
"MA","Granby","92500111",1862,1570,0.542540792540793,292
"MA","Granville","92500112",374,502,0.426940639269406,-128
"MA","Great Barrington","92500113",2916,595,0.830532611791512,2321
"MA","Greenfield","92500114",6175,1891,0.76555913711877,4284
"MA","Groton","92500115",3201,2806,0.53287830863992,395
"MA","Groveland","92500116",1824,2080,0.467213114754098,-256
"MA","Hadley","92500117",2119,886,0.705158069883527,1233
"MA","Halifax","92500118",997,2065,0.325604180274331,-1068
"MA","Hamilton","92500119",2163,2204,0.49530570185482,-41
"MA","Hampden","92500120",1286,1569,0.450437828371278,-283
"MA","Hancock","92500121",228,142,0.616216216216216,86
"MA","Hanover","92500122",3342,4910,0.404992729035385,-1568
"MA","Hanson","92500123",2512,2999,0.455815641444384,-487
"MA","Hardwick","92500124",710,559,0.559495665878645,151
"MA","Harvard","92500125",2166,1362,0.613945578231292,804
"MA","Harwich","92500126",4376,3607,0.548164850306902,769
"MA","Hatfield","92500127",1362,638,0.681,724
"MA","Haverhill","92500128",15342,11758,0.566125461254612,3584
"MA","Hawley","92500129",126,65,0.659685863874346,61
"MA","Heath","92500130",292,124,0.701923076923077,168
"MA","Hingham","92500131",6750,7231,0.482798083112796,-481
"MA","Hinsdale","92500132",728,297,0.710243902439024,431
"MA","Holbrook","92500133",3024,2402,0.557316623663841,622
"MA","Holden","92500134",5055,5294,0.488452990627114,-239
"MA","Holland","92500135",593,690,0.46219797349961,-97
"MA","Holliston","92500136",4621,3502,0.568878493167549,1119
"MA","Holyoke","92500137",12492,3639,0.774409522038311,8853
"MA","Hopedale","92500138",1698,1527,0.526511627906977,171
"MA","Hopkinton","92500139",4197,4334,0.49197046067284,-137
"MA","Hubbardston","92500140",1160,1381,0.456513183785911,-221
"MA","Hudson","92500141",5642,4183,0.574249363867684,1459
"MA","Hull","92500142",3576,2417,0.596696145503087,1159
"MA","Huntington","92500143",554,479,0.536302032913843,75
"MA","Ipswich","92500144",4417,3742,0.541365363402378,675
"MA","Kingston","92500145",3176,3724,0.460289855072464,-548
"MA","Lakeville","92500146",2411,3301,0.422093837535014,-890
"MA","Lancaster","92500147",1724,1914,0.473886750962067,-190
"MA","Lanesborough","92500148",1144,430,0.726810673443456,714
"MA","Lawrence","92500149",18240,3459,0.840591732337896,14781
"MA","Lee","92500150",2150,713,0.750960530911631,1437
"MA","Leicester","92500151",2744,2667,0.507115135834411,77
"MA","Lenox","92500152",2318,675,0.774473772134982,1643
"MA","Leominster","92500153",9769,8540,0.533562728712655,1229
"MA","Leverett","92500154",987,183,0.843589743589744,804
"MA","Lexington","92500155",12675,5287,0.705656385703151,7388
"MA","Leyden","92500156",339,115,0.746696035242291,224
"MA","Lincoln","92500157",2558,1055,0.707998892886798,1503
"MA","Littleton","92500158",2915,2357,0.552921092564492,558
"MA","Longmeadow","92500159",4851,3662,0.569834370962058,1189
"MA","Lowell","92500160",22597,10586,0.680981225326221,12011
"MA","Ludlow","92500161",5233,4295,0.549223341729639,938
"MA","Lunenburg","92500162",2748,3038,0.474939509160041,-290
"MA","Lynn","92500163",22965,8463,0.730717831233295,14502
"MA","Lynnfield","92500164",2773,4419,0.385567296996663,-1646
"MA","Malden","92500165",14940,5714,0.723346567250896,9226
"MA","Manchester","92500166",1886,1539,0.550656934306569,347
"MA","Mansfield","92500167",5910,5855,0.502337441563961,55
"MA","Marblehead","92500168",6824,5422,0.557243181447003,1402
"MA","Marion","92500169",1725,1456,0.542282301163156,269
"MA","Marlborough","92500170",9576,6867,0.582375478927203,2709
"MA","Marshfield","92500171",7041,7866,0.472328436305092,-825
"MA","Mashpee","92500172",4133,4058,0.504578195580515,75
"MA","Mattapoisett","92500173",2041,1855,0.523870636550308,186
"MA","Maynard","92500174",3635,2023,0.642453163662071,1612
"MA","Medfield","92500175",3448,3864,0.471553610503282,-416
"MA","Medford","92500176",18613,8294,0.691753075407886,10319
"MA","Medway","92500177",3615,3519,0.5067283431455,96
"MA","Melrose","92500178",9289,5936,0.610114942528736,3353
"MA","Mendon","92500179",1517,1840,0.451891569854036,-323
"MA","Merrimac","92500180",1844,1657,0.52670665524136,187
"MA","Methuen","92500181",11048,10168,0.520739064856712,880
"MA","Middleborough","92500182",5192,6029,0.462703858836111,-837
"MA","Middlefield","92500183",202,77,0.724014336917563,125
"MA","Middleton","92500184",1909,2651,0.418640350877193,-742
"MA","Milford","92500185",7129,5504,0.564315681152537,1625
"MA","Millbury","92500186",3410,3262,0.511091127098321,148
"MA","Millis","92500187",2421,2232,0.520309477756286,189
"MA","Millville","92500188",717,813,0.468627450980392,-96
"MA","Milton","92500189",9499,6122,0.608091671467896,3377
"MA","Monroe","92500190",32,21,0.60377358490566,11
"MA","Monson","92500191",2176,2032,0.517110266159696,144
"MA","Montague","92500192",3213,873,0.786343612334802,2340
"MA","Monterey","92500193",417,97,0.811284046692607,320
"MA","Montgomery","92500194",220,274,0.445344129554656,-54
"MA","Mount Washington","92500195",83,19,0.813725490196078,64
"MA","Nahant","92500196",1371,897,0.604497354497355,474
"MA","Nantucket","92500197",3828,2185,0.636620655246965,1643
"MA","Natick","92500198",11600,6757,0.631911532385466,4843
"MA","Needham","92500199",10207,6513,0.610466507177034,3694
"MA","New Ashford","92500200",107,40,0.727891156462585,67
"MA","New Bedford","92500201",25205,7541,0.769712331277103,17664
"MA","New Braintree","92500202",283,257,0.524074074074074,26
"MA","New Marlborough","92500205",572,240,0.704433497536946,332
"MA","New Salem","92500206",381,205,0.650170648464164,176
"MA","Newbury","92500203",2272,2100,0.519670631290027,172
"MA","Newburyport","92500204",6784,4059,0.625657105966983,2725
"MA","Newton","92500207",32099,12154,0.725351953539873,19945
"MA","Norfolk","92500208",2424,3199,0.431086608571937,-775
"MA","North Adams","92500209",4427,1144,0.794650870579788,3283
"MA","North Andover","92500211",6991,7992,0.466595474871521,-1001
"MA","North Attleborough","92500212",6602,7331,0.473839087059499,-729
"MA","North Brookfield","92500215",1050,1271,0.45239121068505,-221
"MA","North Reading","92500217",3986,4641,0.462037788338936,-655
"MA","Northampton","92500210",13110,2179,0.857479233435804,10931
"MA","Northborough","92500213",4387,3872,0.53117810872987,515
"MA","Northbridge","92500214",3408,4072,0.455614973262032,-664
"MA","Northfield","92500216",1115,473,0.702141057934509,642
"MA","Norton","92500218",4454,4449,0.500280804223296,5
"MA","Norwell","92500219",2714,3684,0.424195060956549,-970
"MA","Norwood","92500220",8098,6292,0.56275191104934,1806
"MA","Oak Bluffs","92500221",1955,795,0.710909090909091,1160
"MA","Oakham","92500222",509,609,0.455277280858676,-100
"MA","Orange","92500223",1818,1325,0.578428253261215,493
"MA","Orleans","92500224",2496,1922,0.564961521050249,574
"MA","Otis","92500225",489,311,0.61125,178
"MA","Oxford","92500226",3125,3261,0.489351706858754,-136
"MA","Palmer","92500227",3020,2482,0.548891312250091,538
"MA","Paxton","92500228",1119,1354,0.452486858067125,-235
"MA","Peabody","92500229",15010,11616,0.563734695410501,3394
"MA","Pelham","92500230",728,132,0.846511627906977,596
"MA","Pembroke","92500231",4574,5073,0.47413703742096,-499
"MA","Pepperell","92500232",2936,3426,0.461490097453631,-490
"MA","Peru","92500233",324,136,0.704347826086957,188
"MA","Petersham","92500234",451,338,0.571609632446134,113
"MA","Phillipston","92500235",464,469,0.497320471596999,-5
"MA","Pittsfield","92500236",15600,4044,0.794135613927917,11556
"MA","Plainfield","92500237",286,83,0.775067750677507,203
"MA","Plainville","92500238",2068,2269,0.476827299976943,-201
"MA","Plymouth","92500239",15106,14258,0.514439449666258,848
"MA","Plympton","92500240",776,928,0.455399061032864,-152
"MA","Princeton","92500241",1112,1148,0.492035398230089,-36
"MA","Provincetown","92500242",2121,210,0.90990990990991,1911
"MA","Quincy","92500243",24714,14816,0.625196053630154,9898
"MA","Randolph","92500244",11430,3550,0.7630173564753,7880
"MA","Raynham","92500245",3217,3657,0.467995344777422,-440
"MA","Reading","92500246",7447,6640,0.52864343011287,807
"MA","Rehoboth","92500247",2912,3246,0.472880805456317,-334
"MA","Revere","92500248",11141,5560,0.667085803245315,5581
"MA","Richmond","92500249",688,226,0.7527352297593,462
"MA","Rochester","92500250",1362,1704,0.444227005870841,-342
"MA","Rockland","92500251",4526,3989,0.531532589547857,537
"MA","Rockport","92500252",2982,1670,0.641014617368874,1312
"MA","Rowe","92500253",140,92,0.603448275862069,48
"MA","Rowley","92500254",1596,1935,0.451996601529312,-339
"MA","Royalston","92500255",391,267,0.594224924012158,124
"MA","Russell","92500256",388,386,0.501291989664083,2
"MA","Rutland","92500257",2071,2329,0.470681818181818,-258
"MA","Salem","92500258",13429,5635,0.704416701636593,7794
"MA","Salisbury","92500259",2278,1938,0.540322580645161,340
"MA","Sandisfield","92500260",294,154,0.65625,140
"MA","Sandwich","92500261",5802,6492,0.471937530502684,-690
"MA","Saugus","92500262",6957,6557,0.51479946721918,400
"MA","Savoy","92500263",241,103,0.700581395348837,138
"MA","Scituate","92500264",5528,5659,0.494144989720211,-131
"MA","Seekonk","92500265",3772,3382,0.527257478333799,390
"MA","Sharon","92500266",6558,3659,0.641871390819223,2899
"MA","Sheffield","92500267",1291,503,0.719620958751394,788
"MA","Shelburne","92500268",873,226,0.794358507734304,647
"MA","Sherborn","92500269",1430,1179,0.548102721349176,251
"MA","Shirley","92500270",1553,1482,0.51169686985173,71
"MA","Shrewsbury","92500271",9674,8154,0.542629571460624,1520
"MA","Shutesbury","92500272",1028,156,0.868243243243243,872
"MA","Somerset","92500273",6091,3674,0.623758320532514,2417
"MA","Somerville","92500274",28467,4865,0.854044161766471,23602
"MA","South Hadley","92500278",5362,3252,0.62247504063153,2110
"MA","Southampton","92500275",1861,1584,0.540203193033382,277
"MA","Southborough","92500276",2935,2782,0.513381143956621,153
"MA","Southbridge","92500277",4256,2291,0.650068733771193,1965
"MA","Southwick","92500279",2050,2770,0.425311203319502,-720
"MA","Spencer","92500280",2617,2785,0.484450203628286,-168
"MA","Springfield","92500281",42963,10372,0.805531077153839,32591
"MA","Sterling","92500282",2029,2667,0.432069846678024,-638
"MA","Stockbridge","92500283",944,226,0.806837606837607,718
"MA","Stoneham","92500284",6634,5580,0.543147208121827,1054
"MA","Stoughton","92500285",8119,5591,0.592195477753465,2528
"MA","Stow","92500286",2348,1831,0.561856903565446,517
"MA","Sturbridge","92500287",2514,2615,0.49015402612595,-101
"MA","Sudbury","92500288",6026,4341,0.581267483360664,1685
"MA","Sunderland","92500289",1363,404,0.77136389360498,959
"MA","Sutton","92500290",2181,3087,0.414009111617312,-906
"MA","Swampscott","92500291",4899,3202,0.604740155536354,1697
"MA","Swansea","92500292",4512,3269,0.579874052178383,1243
"MA","Taunton","92500293",13479,8783,0.605471206540293,4696
"MA","Templeton","92500294",1857,1851,0.500809061488673,6
"MA","Tewksbury","92500295",7540,8332,0.475050403225806,-792
"MA","Tisbury","92500296",1845,595,0.756147540983607,1250
"MA","Tolland","92500297",110,155,0.415094339622642,-45
"MA","Topsfield","92500298",1800,2164,0.454086781029263,-364
"MA","Townsend","92500299",2087,2725,0.433707398171239,-638
"MA","Truro","92500300",1041,399,0.722916666666667,642
"MA","Tyngsborough","92500301",2837,3361,0.457728299451436,-524
"MA","Tyringham","92500302",173,85,0.670542635658915,88
"MA","Upton","92500303",1985,2132,0.482147194559145,-147
"MA","Uxbridge","92500304",3325,3728,0.471430596909117,-403
"MA","Wakefield","92500305",7486,6806,0.523789532605654,680
"MA","Wales","92500306",479,434,0.524644030668127,45
"MA","Walpole","92500307",6360,7456,0.460335842501448,-1096
"MA","Waltham","92500308",15748,8816,0.641100797915649,6932
"MA","Ware","92500309",2390,1783,0.572729451234124,607
"MA","Wareham","92500310",6069,4632,0.567143257639473,1437
"MA","Warren","92500311",1219,1002,0.54885186852769,217
"MA","Warwick","92500312",334,109,0.753950338600451,225
"MA","Washington","92500313",239,69,0.775974025974026,170
"MA","Watertown","92500314",11878,4516,0.724533365865561,7362
"MA","Wayland","92500315",5153,2975,0.633981299212598,2178
"MA","Webster","92500316",3476,3111,0.527706087748596,365
"MA","Wellesley","92500317",8243,6144,0.57294780009731,2099
"MA","Wellfleet","92500318",1568,619,0.716963877457705,949
"MA","Wendell","92500319",425,70,0.858585858585859,355
"MA","Wenham","92500320",1058,1265,0.455445544554455,-207
"MA","West Boylston","92500322",2029,2083,0.493433852140078,-54
"MA","West Bridgewater","92500323",1734,2169,0.444273635664873,-435
"MA","West Brookfield","92500324",964,950,0.503657262277952,14
"MA","West Newbury","92500329",1383,1347,0.506593406593407,36
"MA","West Springfield","92500332",6170,5169,0.544139694858453,1001
"MA","West Stockbridge","92500333",707,161,0.814516129032258,546
"MA","West Tisbury","92500334",1571,371,0.808959835221421,1200
"MA","Westborough","92500321",4999,3818,0.566972893274356,1181
"MA","Westfield","92500325",9228,8178,0.530162013098931,1050
"MA","Westford","92500326",6385,6295,0.503548895899054,90
"MA","Westhampton","92500327",639,385,0.6240234375,254
"MA","Westminster","92500328",1940,2245,0.463560334528076,-305
"MA","Weston","92500330",3390,3159,0.517636280348145,231
"MA","Westport","92500331",5074,3372,0.600757755150367,1702
"MA","Westwood","92500335",4337,4549,0.488071123115012,-212
"MA","Weymouth","92500336",15130,12341,0.550762622401806,2789
"MA","Whately","92500337",626,301,0.67529665587918,325
"MA","Whitman","92500338",3654,3652,0.500136873802354,2
"MA","Wilbraham","92500339",3745,4332,0.463662250835706,-587
"MA","Williamsburg","92500340",1239,324,0.792706333973129,915
"MA","Williamstown","92500341",3012,640,0.824753559693319,2372
"MA","Wilmington","92500342",5890,6437,0.477812930964549,-547
"MA","Winchendon","92500343",2142,1933,0.525644171779141,209
"MA","Winchester","92500344",7000,5602,0.555467386129186,1398
"MA","Windsor","92500345",385,127,0.751953125,258
"MA","Winthrop","92500346",5211,3575,0.593102663328022,1636
"MA","Woburn","92500347",10291,8707,0.541688598799874,1584
"MA","Worcester","92500348",40568,17155,0.702804774526618,23413
"MA","Worthington","92500349",481,208,0.69811320754717,273
"MA","Wrentham","92500350",2704,3535,0.433402788908479,-831
"MA","Yarmouth","92500351",7183,6526,0.523962360493107,657
"MD","Allegany","24001",9001,18158,0.331418682572996,-9157
"MD","Anne Arundel","24003",115960,118165,0.495290977042178,-2205
"MD","Baltimore","24005",202733,144686,0.58354033602077,58047
"MD","Baltimore City","24510",201042,25501,0.887434173644739,175541
"MD","Calvert","24009",18963,22413,0.458309164733179,-3450
"MD","Caroline","24011",4621,7674,0.375843838958926,-3053
"MD","Carroll","24013",26067,53960,0.325727566946156,-27893
"MD","Cecil","24015",15489,23660,0.395642289713658,-8171
"MD","Charles","24017",45621,23637,0.65871090704323,21984
"MD","Dorchester","24019",6570,7514,0.466486793524567,-944
"MD","Frederick","24021",51187,55495,0.479809152434338,-4308
"MD","Garrett","24023",2792,9102,0.234740205145451,-6310
"MD","Harford","24025",46390,69496,0.400307198453653,-23106
"MD","Howard","24027",84017,54094,0.608329532043067,29923
"MD","Kent","24029",4453,4533,0.495548631204095,-80
"MD","Montgomery","24031",286493,110940,0.720858610130513,175553
"MD","Prince George's","24033",317342,32236,0.907785959070651,285106
"MD","Queen Anne's","24035",7898,14879,0.346753303771348,-6981
"MD","Somerset","24039",4478,4706,0.487587108013937,-228
"MD","St. Mary's","24037",17982,25096,0.417428849993036,-7114
"MD","Talbot","24041",7983,10442,0.433270013568521,-2459
"MD","Washington","24043",23282,34113,0.405645091035805,-10831
"MD","Wicomico","24045",17481,20136,0.464710104474041,-2655
"MD","Worcester","24047",9841,14334,0.407073422957601,-4493
"ME","Abbot","92300001",153,216,0.414634146341463,-63
"ME","Acton","92300002",688,625,0.523990860624524,63
"ME","Addison","92300003",273,299,0.477272727272727,-26
"ME","Albion","92300005",429,561,0.433333333333333,-132
"ME","Alexander","92300006",131,153,0.461267605633803,-22
"ME","Alfred","92300007",964,739,0.566059894304169,225
"ME","Allagash","92300008",79,59,0.572463768115942,20
"ME","Alna","92300009",271,182,0.598233995584989,89
"ME","Alton","92300010",225,211,0.51605504587156,14
"ME","Amherst","92300011",69,70,0.496402877697842,-1
"ME","Amity","92300012",35,56,0.384615384615385,-21
"ME","Andover","92300013",255,217,0.540254237288136,38
"ME","Anson","92300014",543,512,0.514691943127962,31
"ME","Appleton","92300015",435,329,0.569371727748691,106
"ME","Aroostook Cty Townships","92300528",182,185,0.49591280653951,-3
"ME","Arrowsic","92300016",220,92,0.705128205128205,128
"ME","Arundel","92300017",1229,960,0.561443581544084,269
"ME","Ashland","92300018",327,232,0.584973166368515,95
"ME","Athens","92300019",211,204,0.508433734939759,7
"ME","Atkinson","92300020",73,103,0.414772727272727,-30
"ME","Auburn","92300021",6503,4462,0.593068855449156,2041
"ME","Augusta","92300022",5192,3339,0.608603915133044,1853
"ME","Aurora","92300023",18,42,0.3,-24
"ME","Avon","92300024",127,105,0.547413793103448,22
"ME","Baileyville","92300025",354,230,0.606164383561644,124
"ME","Baldwin","92300026",354,413,0.461538461538462,-59
"ME","Bancroft","92300027",11,20,0.354838709677419,-9
"ME","Bangor","92300028",8809,5905,0.598681527796656,2904
"ME","Bar Harbor","92300029",2142,779,0.733310510099281,1363
"ME","Baring Plt.","92300030",56,49,0.533333333333333,7
"ME","Bath","92300031",2895,1512,0.656909462219197,1383
"ME","Beals","92300032",134,137,0.494464944649447,-3
"ME","Beaver Cove","92300033",41,52,0.440860215053763,-11
"ME","Beddington","92300034",13,21,0.382352941176471,-8
"ME","Belfast","92300035",2270,1240,0.646723646723647,1030
"ME","Belgrade","92300036",952,890,0.516829533116178,62
"ME","Belmont","92300037",261,214,0.549473684210526,47
"ME","Benton","92300039",731,673,0.520655270655271,58
"ME","Berwick","92300040",1733,1812,0.48885754583921,-79
"ME","Bethel","92300041",911,552,0.622693096377307,359
"ME","Biddeford","92300042",6618,3047,0.68473874806001,3571
"ME","Bingham","92300043",248,203,0.549889135254989,45
"ME","Blaine","92300044",99,258,0.277310924369748,-159
"ME","Blue Hill","92300045",1125,588,0.656742556917688,537
"ME","Boothbay","92300046",1082,907,0.543991955756662,175
"ME","Boothbay Harbor","92300047",754,572,0.568627450980392,182
"ME","Bowdoin","92300048",711,837,0.459302325581395,-126
"ME","Bowdoinham","92300049",1020,691,0.59614260666277,329
"ME","Bowerbank","92300050",36,48,0.428571428571429,-12
"ME","Bradford","92300051",251,349,0.418333333333333,-98
"ME","Bradley","92300052",439,345,0.559948979591837,94
"ME","Bremen","92300053",293,187,0.610416666666667,106
"ME","Brewer","92300054",2450,2542,0.490785256410256,-92
"ME","Bridgewater","92300055",111,175,0.388111888111888,-64
"ME","Bridgton","92300056",1501,1199,0.555925925925926,302
